"department","course_code","course_name","course_hours","course_description"
"Agricultural and Resource Economics (ARE)","ARE 6440","Global Energy Transitions.","(3 Credits)","Recent theoretical and empirical research on the economics of clean energy transitions from a global perspective. Topics include fossil fuel extraction, critical minerals and metals, renewable and green technologies, and challenges involved in decarbonizing electricity generation and consumption. Cross-cutting themes include energy poverty and development, industrial and climate policies, environmental impacts, and political economy. Focus on developing data-driven research and empirical estimation."
"Agricultural and Resource Economics (ARE)","ARE 6464","Experimental Methods for Program Evaluation.","(3 Credits)","Theory and practice of field-based program experiments, often referred to as randomized controlled trials (RCTs). All aspects of experimental program evaluation, including the design of evaluation strategy and working with survey and program staff. Examples from both developing country contexts and Western country program evaluation."
"Agricultural and Resource Economics (ARE)","ARE 6466","Environmental Economics.","(3 Credits)","(Also offered as ECON 6466.) Economic analysis of environmental problems and corrective policy instruments. Theory of externalities and public goods, role of uncertainty and imperfect information in policy design, benefit-cost analysis, and non-market valuation. Applications to environmental problems (such as air and water pollution, hazardous waste, and occupational health and safety)."
"Agricultural and Resource Economics (ARE)","ARE 6468","Economics of Natural Resources.","(3 Credits)","Economic concepts and issues related to the allocation of stock resources through time, the use and protection of flow resources, and the role of natural resources in economic growth."
"Agricultural and Resource Economics (ARE)","ARE 6470","Applied Research in Environmental Economics.","(3 Credits)","Designed for second year PhD students. Develops a broad perspective on the literature concerning the frontier areas of contemporary environmental economics, with an emphasis on empirical strategies for establishing causal relationships. Topics include: valuation of environmental quality and assets, evaluations of both private and public solutions to environmental problems, trade and the environment, environmental economics in developing countries, economics of climate change, and economics of automobile industry. Students will develop critical thinking skills evaluating published studies and identifying gaps in methodology and knowledge for future research."
"Agricultural and Resource Economics (ARE)","ARE 6474","Empirical Industrial Organization.","(3 Credits)","Empirical Industrial Organization models that use simultaneous equations, discrete choice, and/or nonlinear econometric methods to analyze conduct and performance of brands and firms in noncompetitive industries. Includes static and dynamic modeling of pricing and advertising in differentiated product oligopolies. Antitrust policy applications in the U.S. and E.U."
"Agricultural and Resource Economics (ARE)","ARE 6495","Graduate Research Seminar.","(1 Credit)","Participation in research seminars presented by invited scholars and departmental faculty as well as active presentation of students' own research to colleagues and faculty."
"Agricultural and Resource Economics (ARE)","ARE 6695","Special Topics.","(1-3 Credits)","May be repeated to a maximum of 12 credits with a change of topic.  Topics and credits to be published prior to the registration period preceding  the semester offerings."
"Agriculture, Health and Natural Resources (AHNR)","AHNR 5095","Special Topics.","(1-6 Credits)","Topics relating to the College of Agriculture, Health and Natural Resources."
"Agriculture, Health and Natural Resources (AHNR)","AHNR 5099","Independent Study in Extension.","(1-6 Credits)",""
"Agriculture, Health and Natural Resources (AHNR)","AHNR 5500","Leadership Development.","(3 Credits)","Introduction to extension, outreach education and other forms of public engagement (governmental and nongovernmental). For students interested in a career in or knowing about outreach education and public engagement."
"Allied Health Sciences (AH)","AH 5005","Biostatistics for Health Professions.","(3 Credits)","Basic statistical methods in a broad range of medical or public health problems. Emphasizes the use of these methods and the interpretation of results using biomedical and health sciences applications."
"Allied Health Sciences (AH)","AH 5095","Investigation of Special Topics.","(1-6 Credits)","Advanced topics and investigations in the field of Allied Health Sciences. Topics and credits to be published prior to the registration period preceding the semester offering."
"Allied Health Sciences (AH)","AH 5099","Independent Study for Allied Health.","(1-6 Credits)","Advanced study, project, or research of intensive, independent investigation in allied health consistent with the student's needs, interests and plan of study."
"Allied Health Sciences (AH)","AH 5200","Behavioral Intervention Development and Evaluation.","(3 Credits)","Examines the history and purpose of behavioral interventions, how to develop behavioral interventions (e.g., literature reviews, needs assessments, conceptual models, and evidence-based behavior change strategies), how to test whether behavioral interventions work, and methodological challenges in behavioral intervention research."
"Allied Health Sciences (AH)","AH 5275","HAZWOPER.","(3 Credits)","Provides individuals the necessary knowledge and training to meet the criteria for certification recognized by the Occupational Safety and Health Administration (OSHA) in work activities related to hazardous waste sites and cleanup operations involving  hazardous substances. Optional field exercise. Only students who successfully complete both the academic and hands-on field exercise offered within this course will  receive a 40-hour HAZWOPER certificate."
"Allied Health Sciences (AH)","AH 5314","Professional Development Project.","(3 Credits)","Examines contemporary issues and problems relevant to allied health practice. Focus is on interdisciplinary exchange of ideas and the development of a project relative to the student's particular program emphasis."
"Allied Health Sciences (AH)","AH 5317","Professional Development Practicum.","(5 Credits)","The implementation and/or application of theory in AH 5314. A minimum of 300 practicum hours required."
"Allied Health Sciences (AH)","AH 5319","Health Education and Behavioral Interventions for At-Risk Populations.","(3 Credits)","The study and application of current learning theories, models, and strategies used by experienced health professionals to become effective interventionists within didactic, clinical, and community settings."
"Allied Health Sciences (AH)","AH 5330","Italy's Mediterranean Food and Our Health.","(3 Credits)","Production and processing of the characteristic foods of Italy. Summary of the Italian Mediterranean diet: definitions, culture, history, food consumption patterns, nutrient composition and potential health benefits. Emphasis on the difference in diet between Italians and Americans in relation to the health differences between the two populations. May not be counted toward the Allied Health Sciences major's group A or science elective requirements. Taught concurrently with AH 2330. CA 4-INT."
"Allied Health Sciences (AH)","AH 5335","Community Nutrition Education and Behavioral Intervention Delivery for At-Risk Groups.","(2 Credits)","Community nutrition experiences with income-challenged individuals and families aligned with the model of health promotion sciences and towards achieving entry-level competence in community nutrition and public health."
"Allied Health Sciences (AH)","AH 5350","Advanced Medical Nutrition Therapy.","(3 Credits)","Provides student with advanced nutrition therapy information for the effective treatment of complex medical problems. Emphasizes all aspects of the nutrition care process as it relates to medical conditions. The research regarding the physiological, pathological and metabolic basis for nutrient modifications will be emphasized."
"Allied Health Sciences (AH)","AH 5351","Contemporary Nutrition Issues and Research.","(3 Credits)","Critical thinking and application of research to contemporary issues in food and nutrition applied to clinical nutrition and community/public health nutrition. Learning occurs through classroom discussions, self-exploration through reading and applying scientific studies to issues, and participation in a research project."
"Allied Health Sciences (AH)","AH 5366","Environmental Health.","(3 Credits)","Focuses on the environmental health consequences of exposure to toxic chemicals, food contaminants and radiation. Basic principles of environmental health are discussed, followed by lectures on specific topics such as: cancer and reproductive risks, occupational hazards, radiation, genetic biomontoring, risk assessment techniques, risk/benefit analysis, social/legal aspects of regulating toxic chemicals, and other related topics."
"Allied Health Sciences (AH)","AH 5370","Applied Advanced Nutrition.","(3 Credits)","Provides student with advanced nutrition information for the effective management of complex medical and public health problems. Emphasizes the impact of nutrients and food components on human health. The research regarding the physiological, pathological and metabolic basis for nutrients in health and disease will be emphasized."
"Allied Health Sciences (AH)","AH 5392","Health Promotion through Foodservice: Advanced Management Practicum I.","(1 Credit)","Supervised practice experiences in food service settings to promote health and wellbeing through delivery of healthy, safe, culinarily pleasing food which meets budgetary constraints with efficiency. Culminating project utilizing project management skills by implementing a healthy cooking class involving planning and scheduling, marketing, healthy menu development, teaching, budgetary needs and cost control, continuous quality improvement, and program evaluation."
"Allied Health Sciences (AH)","AH 5503","Poverty and Public Health.","(3 Credits)","Social determinants of health and poverty. Health impact assessments. Improving the social determinants of health and poverty, including countries in conflict."
"Allied Health Sciences (AH)","AH 5530","Health Equity and Social Determinants of Health.","(3 Credits)","This course will apply action frameworks targeting structural, social, and intermediary determinants of physical and mental health inequities with the goal of eliminating inequities in health."
"Allied Health Sciences (AH)","AH 5632","Vaccines: Mechanisms of Immune Protection.","(3 Credits)","(Also offered as PATH 5632.) Focuses on several different approaches to inducing prophylactic immunity in the host. Both traditional and modern molecular approaches to vaccine design will be discussed. In addition, the mechanisms employed by pathogenic microbes to avoid hosts' immune responses will be examined in the context of vaccine design. The students will gain an appreciation for the transition from basic research to practical applications."
"Allied Health Sciences (AH)","AH 5700","Ethical Considerations in Genetic Testing and Research.","(3 Credits)","Conceptual and philosophical analysis of ethical issues specific and special to genetic testing and research. Presentations, case studies and readings will provide responsible conduct in research training and allow for analysis of World Wide Web genomics, access to genetic information, privacy and confidentiality, ownership, personal and societal perceptions, reproduction, utility and limitations of genetic data, education of physicians and patients, treatment versus enhancement, regulation and reimbursement, and other time-relevant issues."
"Allied Health Sciences (AH)","AH 5720","Theory and Practice of Clinical Genomics.","(1-3 Credits)","Theory and practice of diagnostic laboratory methodologies and genomic data analyses for the clinical scientist. Sections are taught in a series of modules and include clinical case scenarios and analyses. With a change of content, this course may be repeated for credit."
"Allied Health Sciences (AH)","AH 6005","Multilevel Mediation-Moderation Modeling for Health Sciences.","(3 Credits)","Presents advanced multivariate statistical methods focusing on statistical techniques commonly used in empirical research under a latent-variable approach teaches students multilevel mediation-moderation techniques in order to analyze complex or multilevel databases. At the end of the course, students will understand how to analyze multivariate data using multilevel mediation-moderation concepts to test a variety of health-related research hypotheses. Knowledge of linear models is needed for participants enrolling in this course."
"Allied Health Sciences (AH)","AH 6015","Analysis of Large Population-Based Datasets for Health Promotion.","(3 Credits)","Methods for using large population-based health-related datasets for health promotion research. Topics include procedures for accessing data, strengths and limitations of these data for health promotion research, complex sampling and weighted statistical analyses, and interpretation and communication of findings."
"Allied Health Sciences (AH)","AH 6181","Experiential Learning in Health Promotion Research.","(1-6 Credits)","Mentored research experiences on and/or off-campus to increase doctoral student's breadth and depth of knowledge, skills and competence in health promotion science."
