"subject","course_code","course_name","credits","description"
"Accounting","ACCT 404","Emerging Technologies in Accounting","3","ACCT 404 - Emerging Technologies in Accounting (3)Learning and applying (in the field of accounting) technologies that will become a cornerstone for success, such as Robotic Process Automation using UIPath, as well as data extraction using Microsoft Power Query.Prerequisites:ACCT 301A,ACCT 301B, all with a “C” (2.0) or better; or Accounting graduate standing.400-level Undergraduate Course available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Accounting","ACCT 405","Forensic Accounting and Fraud Examination","3","ACCT 405 - Forensic Accounting and Fraud Examination (3)Methods to prevent and detect fraud. Current cases dealing with accounting fraud and appropriate methods to prevent or detect fraudulent behavior.Prerequisites:ACCT 307,ACCT 301Bwith a “C” (2.0) or better.400-level Undergraduate Course available for Graduate CreditTypically Offered: Spring"
"Accounting","ACCT 407","Accounting Data Analytics","3","ACCT 407 - Accounting Data Analytics (3)Data analytics as it pertains to accounting professionals. Three major areas that comprise analytics are Data Reporting, Data Visualization and Predictive Analytics. Uses emerging technology to show the practice of data analytics in the real world.Prerequisites:ACCT 301A,ACCT 301B,ACCT 302,ACCT 307all with a “C” (2.0) or better; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall"
"Accounting","ACCT 408","Taxation of Business Entities","3","ACCT 408 - Taxation of Business Entities (3)Additional tax knowledge on tax research, corporate taxation, partnership taxation, S Corps, transfer taxation, gift taxes and accounting for income tax. Other topics, such as SALT, may be included.Prerequisites:ACCT 308with a “C” (2.0) or better;BUAD 301.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall/Spring"
"Accounting","ACCT 415","Accounting Ethics for Professionals","3","ACCT 415 - Accounting Ethics for Professionals (3)The philosophy and behavioral and economic theories of ethics, and the role of ethics in accounting and other professions in which accountants work. Ethics regulations.Prerequisite:ACCT 301B; or CBE graduate (not pre-MBA) standing.400-level Undergraduate Course available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring/Summer"
"Accounting","ACCT 420","Advanced Cost Accounting","3","ACCT 420 - Advanced Cost Accounting (3)Advanced topics in accounting: strategic profitability analysis; cost allocation and resources; quality and Just-In Time Inventory; and investment decisions and management control.Prerequisites:ACCT 302,ISDS 361Aall with a “C” (2.0) or better. Corequisite:ISDS 361B.400-level Undergraduate Course available for Graduate CreditTypically Offered: Spring"
"Accounting","ACCT 422","Internal Audit and Control","3","ACCT 422 - Internal Audit and Control (3)Professional standards and procedures used by internal auditors. Planning, performing, communicating risk based assurance and consulting engagements. Advanced topics in control; governance, risk management, fraud and information technology. Requires departmental permission for non-Accounting undergraduate majors and all graduate students.Prerequisite: Accounting major; senior standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall/Spring"
"Accounting","ACCT 445","Valuation Concepts and Topics for Accountants","3","ACCT 445 - Valuation Concepts and Topics for Accountants (3)Conceptual framework for valuation. Students will apply the framework in a number of settings they are likely to encounter as accounting professionals (i.e., fair value of financial assets, goodwill impairment).Prerequisite:ACCT 301Bwith a “C” (2.0) or better; or graduate (not pre-MBA) standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Spring odd years"
"Accounting","ACCT 460","Seminar in Financial Statement Analysis","3","ACCT 460 - Seminar in Financial Statement Analysis (3)Analysis of demand and supply forces underlying the provision of financial statements; distributional, cross-sectional and time series properties of financial statement numbers; financial decision-making processes and the uses of financial statement information for decision making.Prerequisite:ACCT 301Bwith a “C” (2.0) or better.400-level Undergraduate Course available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring/Summer"
"Accounting","ACCT 463","Financial Controls for Entrepreneurs","3","ACCT 463 - Financial Controls for Entrepreneurs (3)Accounting system design for new ventures, including budgeting, purchasing, collections, payroll taxes, safeguards against error and embezzlement, financial reports, cash management and banking relationships. Casework, research and fieldwork with selected local businesses. Not applicable for graduate degree credit.Prerequisites: Entrepreneurship concentration;ACCT 201B,FIN 310.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Accounting","ACCT 495","Internship","1-3","ACCT 495 - Internship (1-3)Planned and supervised work experience. May be repeated for a maximum of 6 units. Letter grade or credit/no credit. Requires consent of the department internship adviser and one semester in residence at the university.Prerequisites:ACCT 301A,ACCT 302,BUAD 301all with a “C” (2.0) or better; Business Administration Accounting concentration major; minimum 2.5 GPA; or graduate standing.400-level Undergraduate Course available for Graduate CreditOne or more sections may be offered in any online format.Department Consent RequiredTypically Offered: Fall/Spring"
"Accounting","ACCT 499","Independent Study","1-3","ACCT 499 - Independent Study (1-3)Open to qualified undergraduate students desiring to pursue directed independent inquiry. May be repeated for a maximum of 6 units. Not open to students on academic probation. Requires permission of department chair.Prerequisites:ACCT 301B,BUAD 301all with a “C” (2.0) or better.400-level Undergraduate Course available for Graduate CreditDepartment Consent RequiredTypically Offered: Fall/Spring"
"Accounting","ACCT 502","Accounting Theory and Professional Research","3","ACCT 502 - Accounting Theory and Professional Research (3)Provides an analytical framework for managerial decision-making using accounting information. Explore solutions to professional accounting problems by researching the FASB Codification.Prerequisites:ACCT 301B; CBE graduate standing (not pre-MBA).Graduate-levelTypically Offered: Fall/Spring"
"Accounting","ACCT 503","Seminar in Accounting Data Analytics","3","ACCT 503 - Seminar in Accounting Data Analytics (3)Introduction to data extraction, analytic and data visualization tools used in business today, and techniques for Big Data analyses. Hands-on experience with several key tools used to transform raw data into actionable knowledge.Prerequisite: CBE graduate standing (not pre-MBA).Graduate-levelTypically Offered: Fall/Spring"
"Accounting","ACCT 504","Advanced Accounting Analytics and Technology","3","ACCT 504 - Advanced Accounting Analytics and Technology (3)Gain in-depth knowledge of a number of widely used data analytics tools. Case studies will allow students to apply data analytics tools to solve real-life accounting and auditing problems.Prerequisite:ACCT 404orACCT 503.Graduate-levelTypically Offered: Spring odd years"
"Accounting","ACCT 505","Seminar in Auditing","3","ACCT 505 - Seminar in Auditing (3)Auditing theory and practices; professional ethics; auditing standards; Securities and Exchange Commission and stock exchange regulations; auditor’s legal liability; statement trends and techniques.Prerequisites:ACCT 402; CBE graduate (no pre-MBA) standing.Graduate-levelTypically Offered: Fall"
"Accounting","ACCT 506","Seminar in Professional Accounting Communications","3","ACCT 506 - Seminar in Professional Accounting Communications (3)Compilation and composition of accounting reports and client presentations relating to accountants’ working papers, client engagement letters, management advisory reports and prospectuses.Prerequisite: CBE graduate standing (not pre-MBA).Graduate-levelTypically Offered: Fall/Spring"
"Accounting","ACCT 507","Seminar in Accounting Information Systems","3","ACCT 507 - Seminar in Accounting Information Systems (3)Case studies of computer-based accounting systems used by organizations such as universities, banks, industrial corporations and CPA firms. Accounting information, reports, and internal controls.Prerequisite:ACCT 307.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Accounting","ACCT 508","Seminar in Tax Planning","3","ACCT 508 - Seminar in Tax Planning (3)Substantive provisions of federal law; tax planning from a corporate viewpoint; case studies of the effect of federal tax law on business decisions.Prerequisite:ACCT 308; or (not pre-MBA) graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Spring"
"Accounting","ACCT 510","Financial Accounting","3","ACCT 510 - Financial Accounting (3)Accumulation, organization and interpretation of financial and quantitative data relevant to the activities of corporate business enterprises; analysis of financial reports; current regulatory reporting requirements with attention to business ethics and an understanding of global reporting issues.Prerequisite: graduate standing.Graduate-levelTypically Offered: Fall/Spring"
"Accounting","ACCT 511","Seminar in Managerial Accounting","3","ACCT 511 - Seminar in Managerial Accounting (3)Design and develop cost accounting systems; contemporary cost management concepts; measurement, analysis and use of accounting information for management decisions with attention to current ethical, global and environmental issues. Measurement, analysis and use of information contained in standard and various cost systems for industry sectors.Prerequisite:ACCT 201BorANTH 510.Graduate-levelTypically Offered: Spring"
"Accounting","ACCT 521","Advanced Management Accounting and Controls","3","ACCT 521 - Advanced Management Accounting and Controls (3)Integrative aspects of accounting, financial and quantitative data for managerial decision-making; long-term, short-term profit planning; budgetary control; cost analysis; financial analysis and planning; taxation; and transfer pricing.Prerequisites:ACCT 302orACCT 511; not pre-MBA.Graduate-levelTypically Offered: Spring odd years"
"Accounting","ACCT 535","Corporate Governance and External Reporting","3","ACCT 535 - Corporate Governance and External Reporting (3)Institutional knowledge on internal and external corporate governance mechanisms and the SEC regulation of financial reporting. How to prepare SEC filings and learn about how corporate governance influences firm performance.Prerequisites:ACCT 301B; CBE graduate (not pre-MBA) standing.Graduate-levelTypically Offered: Fall"
"Accounting","ACCT 570","Seminar in Taxation of Corporations and Shareholders - Corp 1","3","ACCT 570 - Seminar in Taxation of Corporations and Shareholders - Corp 1 (3)Federal Taxation relating to corporations including accounting methods, business deductions, selection of tax year, organization, distribution, liquidation, redemption and reorganization of/from the corporate entity.Prerequisite:ACCT 308; or CBE graduate (not pre-MBA or MS Taxation) standing.Graduate-levelTypically Offered: Fall/Spring"
"Accounting","ACCT 571","Tax Research, Practice and Procedures","3","ACCT 571 - Tax Research, Practice and Procedures (3)Methodology of tax research, including case studies; the management of a tax practice; administration procedures governing tax controversies; rights and obligations of taxpayers and tax practitioners. Requires basic knowledge of US Federal Income Tax.Prerequisite: graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall"
"Accounting","ACCT 572","Seminar in Taxation of Corporations and Shareholders Corp. II","3","ACCT 572 - Seminar in Taxation of Corporations and Shareholders Corp. II (3)Federal taxation relating to corporations; organizing, distributions, liquidations and reorganizations.Prerequisite:ACCT 308; or (not pre-MBA) graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Accounting","ACCT 573","Seminar in Taxation of Property and M&A Transactions","3","ACCT 573 - Seminar in Taxation of Property and M&A Transactions (3)Concepts, rules and issues with regard to the taxation of transactions involving different types of property. Taxation of property transactions when a buyer acquires another company.Prerequisites:ACCT 308; CBE graduate (not pre-MBA) standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Spring"
"Accounting","ACCT 574","Seminar in Taxation of International Business Operations","3","ACCT 574 - Seminar in Taxation of International Business Operations (3)Federal taxation relating to U.S. citizens and corporations with foreign source income and of foreign persons with U.S. source income; planning for foreign operations.Prerequisite:ACCT 308; or (not pre-MBA) graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Spring odd years"
"Accounting","ACCT 575","Seminar in Estate, Gift, Inheritance Taxes and Estate Planning","3","ACCT 575 - Seminar in Estate, Gift, Inheritance Taxes and Estate Planning (3)Federal and California death taxes and the planning of personal estates.Prerequisite:ACCT 308; or (not pre-MBA) graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Spring odd years"
"Accounting","ACCT 576","Seminar in State and Local Taxation","3","ACCT 576 - Seminar in State and Local Taxation (3)Application of interstate income allocations; multi-state tax compact; separate apportionment accounting; foreign country sourced income. California taxes as applied to businesses and individuals.Prerequisites:ACCT 308; CBE graduate (not pre-MBA) standing.Graduate-levelTypically Offered: Spring odd years"
"Accounting","ACCT 577","Seminar in Taxation of Employee Compensation","3","ACCT 577 - Seminar in Taxation of Employee Compensation (3)Federal taxation relating to employee compensation including pensions and profit sharing, stock options, ESOPs, IRAs, Keoghs, maximum tax 5-year averaging, death benefits, group term life, etc.Prerequisite:ACCT 308.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall"
"Accounting","ACCT 578","Seminar in Taxation of Flow-Through Entities","3","ACCT 578 - Seminar in Taxation of Flow-Through Entities (3)Federal taxation relating to partnerships, estates, trusts and other special entities.Prerequisites:ACCT 308; CBE graduate (not pre-MBA) standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Accounting","ACCT 579","Accounting for Income Taxes","ASC 740) (3","ACCT 579 - Accounting for Income Taxes (ASC 740) (3)Key provisions of Accounting Standards Codification (ASC) 740, Income Taxes. ASC 740 addresses how companies should account for and report the effects of taxes based on income.Prerequisite:ACCT 308; or CBE graduate standing (not pre-MBA).Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Spring odd years"
"Accounting","ACCT 580","Seminar in Taxation of S Corporations, LLCs and LLPs","3","ACCT 580 - Seminar in Taxation of S Corporations, LLCs and LLPs (3)Tax consequences of electing and operating as a Subchapter S Corporation, including entity level taxes, distributions and computation of basis. Terminating the S Corporation election and liquidations.Prerequisite:ACCT 308; or (not pre-MBA) graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall"
"Accounting","ACCT 581","Tax Accounting Methods","3","ACCT 581 - Tax Accounting Methods (3)Concepts governing timing of recognition of income and deductions for income tax purposes. Differences between GAAP and income tax accounting for all taxpayers.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Spring"
"Accounting","ACCT 583","Seminar in Government Accounting and Public Finance Management","3","ACCT 583 - Seminar in Government Accounting and Public Finance Management (3)Introduction to basic principles of public sector financial management and accounting, including public budgeting practices and processes, governmental accounting standards and procedures, revenue sources and tax administration, cash management and purchasing, investment and debt management, risk management and auditing.Prerequisite: Graduate standing andPOSC 571.Graduate-level"
"Accounting","ACCT 597","Accounting Capstone - Professional Research Project","3","ACCT 597 - Accounting Capstone - Professional Research Project (3)Culminating intellectual experience to use knowledge learned. Solve complex accounting problems using analytic tools applied to real world data with guidance from faculty and professionals.Prerequisite: CBE graduate standing (not pre-MBA).Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Accounting","ACCT 599","Independent Graduate Research","1-3","ACCT 599 - Independent Graduate Research (1-3)May be repeated for credit for a maximum of 6 units. Not open to students on academic notice. Requires approval of department chair and associate dean.Prerequisite: CBE graduate (not pre-MBA) standing.Graduate-levelDepartment Consent RequiredTypically Offered: Fall/Spring"
"African American Studies","AFAM 101","Introduction to Ethnic Studies","3","AFAM 101 - Introduction to Ethnic Studies (3)Perspectives through which people of color have come to see themselves in terms of their own heroes, cultures and contributions to the societies in which they live and the world in general. (AFAM 101, ASAM 101, and CHIC 101 are the same course)Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring/Summer"
"African American Studies","AFAM 103","Critical Race Theory","3","AFAM 103 - Critical Race Theory (3)How race, sexuality, ethnicity, gender, disability and class influence the law, using a critical race theory lens. An extension of Critical Legal Theory, formed in the 1980s, to explore how racism and structural inequality are institutionalized within the legal system.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring/Winter"
"African American Studies","AFAM 107","Introduction to African American Studies","3","AFAM 107 - Introduction to African American Studies (3)Introduction to key texts and topics in African American Studies. Interdisciplinary exploration of social conditions, political engagement, intellectual production and cultural contributions of African Americans.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"African American Studies","AFAM 160","Introduction to Black Creative Expression","3","AFAM 160 - Introduction to Black Creative Expression (3)Introduction to Black originators and innovators of art forms, such as performing, literary and visual. Critical responses to art forms in both historical and contemporary contexts. Understand trends in creativity and imagination that cross expressive forms in Black communities.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"African American Studies","AFAM 190","Survey of American History with Emphasis on Ethnic Minorities","3","AFAM 190 - Survey of American History with Emphasis on Ethnic Minorities (3)Survey of American history from prehistoric times (before 1492) to the present with special emphasis on the role of race and ethnicity. (HIST 190, AFAM 190, ASAM 190 and CHIC 190 are the same course.)Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"African American Studies","AFAM 250","Introduction to Multi-Ethnic Literatures of the U.S.","3","AFAM 250 - Introduction to Multi-Ethnic Literatures of the U.S. (3)Introducing multi-ethnic literatures of the U. S., the course considers texts within their cultural, historical, and socio-political contexts. Relates multi-ethnic literature to the creative and performing arts. Themes covered may include diaspora, migration, memory, history, citizenship, and/or ethnic identities. (CHIC 250, AFAM 250, ASAM 250 and ENGL 250 are the same course.)Undergraduate Course not available for Graduate CreditTypically Offered: Periodically"
"African American Studies","AFAM 260","Black Lives Matter Creative and Critical Ideas","3","AFAM 260 - Black Lives Matter Creative and Critical Ideas (3)Black Lives Matter movement origins, controversies and legacies. Creative and critical responses to social activism in communities of color. Engaging critical debates around over-policing, anti-black racism and bias.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"African American Studies","AFAM 280","Introduction to African American History","3","AFAM 280 - Introduction to African American History (3)Introduction to key events, individuals, institutions and experiences that shaped the history and culture of Africans and their descendants from their arrival in North America in 1619 to the present.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"African American Studies","AFAM 301","African American Food Culture","3","AFAM 301 - African American Food Culture (3)Dynamic relationship between African Americans, food culture and food in the U.S. from their earliest beginnings; focusing on the socio-historical, creative, economic and geographic manifestations of the relationship between food culture, identity and wellness.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
"African American Studies","AFAM 304","Black Families in America","3","AFAM 304 - Black Families in America (3)Issues of race, class, gender, sexuality and identity within African American families. Topics will include: black single mothers and welfare, prisons, black middle class families and residential housing, black youth and activism, and LGBT family formations. (AFAM 304 and SOCI 304 are the same course.)Prerequisite:SOCI 101or completion of G.E. Category D.1.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
"African American Studies","AFAM 307","Research and Writing in Ethnic Studies","3","AFAM 307 - Research and Writing in Ethnic Studies (3)Introduction to research and writing in ethnic studies. Issues of research in ethnic studies (e.g., quantitative v. qualitative analysis, reliability/validity) and specific methods of research (e.g., archives, interviews, oral history). Extensive writing. A “C” (2.0) or better is required to satisfy the upper-division writing requirement. (ASAM 307, AFAM 307 and CHIC 307 are the same course.)Prerequisite:ENGL 101.Undergraduate Course not available for Graduate CreditTypically Offered: Fall"
"African American Studies","AFAM 308","Black Men in America","3","AFAM 308 - Black Men in America (3)The diverse and conflicting representations and theories of black masculinity in the U.S. and abroad. Explores tensions between representations and social, economic, and political realities of black men. Analyzes contemporary issues of black masculinities and the post-racial imaginary.Prerequisite: completion of G.E. Category D.1.Undergraduate Course not available for Graduate CreditTypically Offered: Periodically"
"African American Studies","AFAM 310","Black Women in America","3","AFAM 310 - Black Women in America (3)Issues in the study of black women in America, including social, political, economic and intellectual development. Historical and contemporary issues as they affect black American women. (AFAM 310 and WGST 310 are the same course.)Prerequisite: completion of G.E. Category D.1.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
"African American Studies","AFAM 311","Race and Relationships","3","AFAM 311 - Race and Relationships (3)How race, ethnicity, gender and class matter in everyday society, emphasizing intrapersonal relationships, racial socialization and the effects of this racial socialization in people’s lives.Prerequisite: completion of G.E. Category D.1.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring/Summer/Winter"
"African American Studies","AFAM 314","Pan-African Dance and Movement","3","AFAM 314 - Pan-African Dance and Movement (3)Theory and practice of movement of African and Haitian peoples. Movement (dance) as quasi-language in perpetuating the life style of African cultures and cultures of African descent.Prerequisite: completion of G.E. Category C.1 or C.2.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"African American Studies","AFAM 320","Black Political Thought","3","AFAM 320 - Black Political Thought (3)The black American intellectual from slavery to contemporary times, emphasizing black contributions to American political and social thought, as well as their contributions in America’s social development.Prerequisite: completion of G.E. Category C.2.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
"African American Studies","AFAM 321","Activism, Engagement and Professional Development","3","AFAM 321 - Activism, Engagement and Professional Development (3)Planning and community development trends in minority communities in urban, suburban and rural areas. Theoretical perspectives and practices embraced by grassroots planners. Public and private sector approaches. Topics include neighborhood planning, community development, economic development and grassroots organizing.Undergraduate Course not available for Graduate CreditDepartment Consent RequiredTypically Offered: Fall"
"African American Studies","AFAM 322","Black Psychology","3","AFAM 322 - Black Psychology (3)Uses psychological principles and practices to guide students’ comprehension of life as an African American. Introduction to a holistic perspective that expands ways of conceptualizing psychology from an African American world view.  (AFAM 322 and PSYC 322 are the same course.)Prerequisite: completion of G.E. Category D.1.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"African American Studies","AFAM 324","Introduction to African American Literature","3","AFAM 324 - Introduction to African American Literature (3)Literary contributions by major black American authors. Contemporary black writers and the recurring themes of protest and quest for identity. Not available for graduate degree credit. (AFAM 324 and ENGL 324 are the same course.)Prerequisite: completion of G.E. Category C.2.Undergraduate Course not available for Graduate CreditTypically Offered: Fall"
"African American Studies","AFAM 325","African American Religions and Spirituality","3","AFAM 325 - African American Religions and Spirituality (3)African-American belief systems and denominations. Folk beliefs among Blacks, African-American religious groups and the role of the Black Church in politics and social change in the Black community. (AFAM 325 and RLST 325 are the same course.)Prerequisite: completion of G.E. Category D.1.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Spring"
"African American Studies","AFAM 335","History of Racism","3","AFAM 335 - History of Racism (3)Historical roots and current expressions of racism. How racism manifests itself through individual, social, political, economic and religious institutions and proposes methods of combating it.Prerequisite: completion of G.E. Category D.1.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"African American Studies","AFAM 356","African American Music Appreciation","3","AFAM 356 - African American Music Appreciation (3)Black music in America; the sociological conditions that help produce various forms of black music. (AFAM 356 andMUS 356are the same course)Prerequisite: junior or senior standing.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring/Summer/Winter"
"African American Studies","AFAM 357","Blacks in the Performing Arts","3","AFAM 357 - Blacks in the Performing Arts (3)African-American culture through the performing arts. Blacks in the entertainment industry as a means of understanding and revealing important aspects of African-American culture. (AFAM 357, MUS 357 and THTR 357 are the same course.)Prerequisite: completion of G.E. Category C.1.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"African American Studies","AFAM 360","Black Recreation and Leisure","3","AFAM 360 - Black Recreation and Leisure (3)African American recreation and leisure in the U.S., connections between play and work in the context of racial segregation and discrimination. The settings for commercial leisure, activities, social relations and ideas behind fairly well-known environments.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"African American Studies","AFAM 361","Black Environmentalism","3","AFAM 361 - Black Environmentalism (3)Environmental racism, crises and justice issues for communities of color. Origins of Black environmentalism, slavery, Jim Crow segregation and impact on the relationship between African Americans with nature and the environment. Creative expressions of Black environmentalism.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
"African American Studies","AFAM 370","Development of African American Children and Youth","3","AFAM 370 - Development of African American Children and Youth (3)Understanding cognitive and socio-emotional development of African American children and youth is facilitated through comprehensive examinations of significant African and African American cultural and historical experiences. (CAS 370 and AFAM 370 are the same course.)Prerequisite: completion of G.E. Category D.1.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"African American Studies","AFAM 371","African American Concert Dance History","3","AFAM 371 - African American Concert Dance History (3)Production of African derived dance from within American culture. Consideration of the history of dance artists’ biographic and critical theory literature from diverse media. Includes a lab involving choreography and performance of major African American concert dance forms. (DANC 371 and AFAM 371 are the same course)Prerequisite: completion of G.E. Category C.1 or C.2.Undergraduate Course not available for Graduate CreditTypically Offered: Periodically"
"African American Studies","AFAM 388","Hip Hop Culture","3","AFAM 388 - Hip Hop Culture (3)Origins and influences of hip hop on culture, fashion, movies, television, advertising, attitude, music, dancing and slang among African Americans. Impact of the hip hop culture phenomenon on American and global societies.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
