"course_code","course_title","credits","department","description"
"ACCT 490","Special Topics in Accounting","3 Credits","Accounting (ACCT)","Analysis of current topics, issues, and practices in various areas of accounting. May be repeated as content varies by title."
"ACCT 499","Business Internship in Accounting","3-6 Credits","Accounting (ACCT)","Supervised work experience as approved by the department. Pass-Fail only. Internship contract required."
"ACCT 550","Sustainability Reporting & Analysis","3 Credits","Accounting (ACCT)","Accounting theory and practice as it relates to the preparation and analysis of sustainability reports and disclosures."
"ACCT 621","Advanced Accounting","3 Credits","Accounting (ACCT)","Advanced topics in accounting theory and practice as it relates to the preparation of financial statements."
"ACCT 622","Managerial Accounting for Decision Making","3 Credits","Accounting (ACCT)","Advanced topics in the use of accounting information for managerial decisions."
"ACCT 623","Business Entity Tax Issues","3 Credits","Accounting (ACCT)","Basic concepts of taxation of C Corporations, S Corporations, partnerships, and tax administration procedures."
"ACCT 624","Legal Issues for Accountants & Managers","3 Credits","Accounting (ACCT)","The study of legal issues affecting accountants and managers."
"ACCT 625","Governmental and Nonprofit Accounting","3 Credits","Accounting (ACCT)","Accounting principles and procedures for governmental units and nonprofit organizations."
"ACCT 626","International Financial Reporting","3 Credits","Accounting (ACCT)","Study of the principles and application of international financial reporting standards."
"ACCT 690","Special Topics in Accounting","3 Credits","Accounting (ACCT)","Analysis of current topics, issues and practices in various areas of accounting. May be repeated as content varies by title."
"AESP 101","Introduction into Aerospace Engineering","3 Credits","Aerospace Engineering (AESP)","Historical overview of air and space flight.  Principles of flight and characterization of the atmosphere and space.  Vehicle concepts, and an introduction to aerodynamics, materials, structures, propulsion, flight mechanics, control, aircraft systems, and design."
"AESP 265","Aerodynamics I Incompressible Flow","3 Credits","Aerospace Engineering (AESP)","Fundamentals of inviscid, incompressible flow.  Derivation of basic equations for lift, drag and aerodynamic moments through dimensional analysis. Two dimensional flow over airfoils. Airfoil characteristics. Thin airfoil theory, finite wing theory. Wing and body interactions. Aerodynamic drag characteristics. Boundary layers."
"AESP 314","Air-Breathing and Rocket Propulsion Technologies","3 Credits","Aerospace Engineering (AESP)","Introduction to aircraft and rocket engines with emphasis on the performance and characteristics of various types of propulsion systems, including turbojet, turbofan, turboprop, ramjet, scramjet and liquid & solid propellant rockets."
"AESP 350","Aerospace Systems","3 Credits","Aerospace Engineering (AESP)","Fundamentals of flight control systems, engine control systems, fuel systems, hydraulic systems, landing gears, electrical systems, environmental control systems, emergency systems, avionics and rotary wing systems. Aerospace systems design and development methodology."
"AESP 361","Aerospace Laboratory I","3 Credits","Aerospace Engineering (AESP)","Aerospace component experiments: drag polar and Cm-alpha curve for an airfoil; fuselage and landing gear drag; compliance matrix of an isotropic and a laminated composite; mechanical and thermal properties of various aerospace materials; reporting."
"AESP 362","Aerospace Laboratory II","3 Credits","Aerospace Engineering (AESP)","Introduction to experimental determination of structures, propulsion and systems aspects of aerospace engineering. Oral and written presentations and reports."
"AESP 365","Aerodynamics II: Compressible Flow","3 Credits","Aerospace Engineering (AESP)","Thermodynamics of compressible flow. One dimensional steady flow; isentropic flow, normal shock waves oblique and curved shocks. Nozzle and diffuser design. Raleigh and Fanno flows and their application in propulsion devices."
"AESP 415","Aircraft Design Part I Basics","3 Credits","Aerospace Engineering (AESP)","Aircraft mission analysis; Conceptual aircraft design; Weight estimation; Wing design; Payload compartment design; Stabilizer and control surface design; engine selection; aircraft systems design; performance analysis; trade studies; design verification; design documentation and presentation."
"AESP 420","Flight and Orbital Mechanics","3 Credits","Aerospace Engineering (AESP)","Derivation of the general equations of motion (EoM) for aircraft and space flight. Solution of Aircraft EoM for cruise flight and flight maneuvers including coordinated turns, takeoff and landing. Solution of EoM for orbital mechanics problems including transfer trajectories. Calculation of required specific impulses. Design of interplanetary trajectories."
"AESP 428","Design I","3 Credits","Aerospace Engineering (AESP)","Techniques for managing, planning and executing engineering projects. Computer based analysis and synthesis techniques. Manufacturing and assembly techniques. Statistical methods to support manufacturing, safety and reliability based design. Engineering Ethics. Social impact of engineering decisions and projects. Effective written and oral communication."
"AESP 460","Special Problems: Aerospace Engineering","1-3 Credits","Aerospace Engineering (AESP)","Special Problems (1-3) Individual investigation or studies of special topics related with aerospace engineering."
"AESP 466","Flight Dynamics and Control","3 Credits","Aerospace Engineering (AESP)","Flight Dynamics and Control is a three-credit course that covers the dynamics of aircraft motion, methods of analysis and design for stability and control, longitudinal motions, lateral-directional motions, and coupled longitudinal and lateral-directional motions."
"AESP 543","Aerospace Propulsion","3 Credits","Aerospace Engineering (AESP)","Propulsion system performance and cycle analysis. Momentum theorem, thrust and propulsive efficiency. Thermodynamics of compressible flow with heat and work addition. Combustion Processes. Components and principles of turbojet, turbofan, ramjet and SCRAM jet engines. Combustors and afterburners. Introduction to rocket engines."
"AERO 101","US Air Force Heritage and Values I","1 Credit","Aerospace Studies (AERO)","Survey course introducing students to the U.S. Air Force and AFROTC. Topics include mission and organization of the Air Force, officership, professionalism, military customs and courtesies, and officer career opportunities."
"AERO 101L","Leadership Laboratory 101","0 Credits","Aerospace Studies (AERO)","Provides cadets the basic skills/knowledge to be functional members of the cadet corps, and activities to build camaraderie and esprit-de-corps. Includes mandatory physical fitness program."
"AERO 102","US Air Force Heritage and Values II","1 Credit","Aerospace Studies (AERO)","Continuation ofAERO 101. Additional topics include Air Force core values, leadership principles, group leadership dynamics, and an introduction to verbal and written communications skills."
"AERO 102L","Leadership Laboratory 102","0 Credits","Aerospace Studies (AERO)","Continuation ofAERO 101L. Exposure to additional information on an Air Force career. Scenarios and problems teach followership and leadership skills. Includes mandatory physical fitness program."
"AERO 201","Team and Leadership Fundamentals I","1 Credit","Aerospace Studies (AERO)","Fundamental introduction to leadership and team-building."
"AERO 201L","Leadership Laboratory 201","0 Credits","Aerospace Studies (AERO)","Preparation of students for summer training at an Air Force base; teaching drill and other leadership experiences. Includes mandatory physical fitness program."
"AERO 202","Team and Leadership Fundamentals II","1 Credit","Aerospace Studies (AERO)","Continuation ofAERO 201. This course continues to build fundamental leadership and team building skills."
"AERO 202L","Leadership Laboratory 202","0 Credits","Aerospace Studies (AERO)","Continuation ofAERO 201L. Focuses on AFROTC Honor Code, Field Training Manual/procedures, and expeditionary skills required at field training. Includes mandatory physical fitness program."
"AERO 301","Leading People and Effective Communication","3 Credits","Aerospace Studies (AERO)","Tools and strategies for effective leadership. Topics include improving writing and public speaking skills used for briefing as well as ethics training."
"AERO 301L","Leadership Laboratory 301","1 Credit","Aerospace Studies (AERO)","Provides cadets opportunities to develop leadership and followership skills, as well as sharpen their planning, organization, and communication ability. Includes mandatory physical fitness program."
"AERO 302","Leading People and Effective Communication II","3 Credits","Aerospace Studies (AERO)","Continuation ofAERO 301. Advanced ethics and leadership skills designed to prepare the cadet to be an officer and a leader."
"AERO 302L","Leadership Laboratory 302","1 Credit","Aerospace Studies (AERO)","Continuation ofAERO 301L. Allows intermediate cadet leaders to further develop leadership and management skills essential in Air Force officers. Includes mandatory physical fitness program."
"AERO 401","National Security/Leadership Responsibilities/Commissioning Preparation","3 Credits","Aerospace Studies (AERO)","Study of U. S. Constitution, the Armed Forces, civilian control of the military, elements of national security, USAF doctrine, Total Force, the Joint environment, terrorism, and regional and cultural studies."
"AERO 401L","Leadership Laboratory 401","1 Credit","Aerospace Studies (AERO)","Provides senior cadet leaders opportunities to develop leadership and supervisory skills, and to effectively manage resources toward mission accomplishment. Includes mandatory physical fitness program."
"AERO 402","National Security / Leadership Responsibilities / Commissioning Preparation II","3 Credits","Aerospace Studies (AERO)","Continuation ofAERO 401. Topics include national security policy and process, air and space power operations, roles of the military in society and current domestic and international issues affecting the military profession."
"AERO 402L","Leadership Laboratory 402","1 Credit","Aerospace Studies (AERO)","Continuation ofAERO 401L. Allows senior cadet leaders advanced opportunities to hone their leadership in preparation for entering active duty. Includes mandatory physical fitness program."
"AERO 499L","Extended Cadet Leader Leadership Laboratory","0 Credits","Aerospace Studies (AERO)","Provides extended cadet leaders opportunities to continue developing leadership, managerial, and communication skills, and to mentor junior cadet corps members. Includes mandatory physical fitness program."
"AFAM 200","Freedom Papers: Narratives of Race and Nation","3 Credits","African Amer Studies (AFAM)","A study of the United States founding documents that emphasizes how the experiences of African American citizens throughout history and culture shape the country’s values, norms, and ideals."
"AFAM 201","Introduction to African American Studies: Social and Historical Foundations","3 Credits","African Amer Studies (AFAM)","Introduction to the key debates, figures, and concepts that are fundamental to the interdisciplinary study of the historical, political, and social development of black life in America."
"AFAM 202","Introduction to African-American Studies","3 Credits","African Amer Studies (AFAM)","Introduction to the analysis and discussion of creative works and traditions by and about African Americans through folklore, music, art, dance, and literature."
"AFAM 207","Introduction to African American Religions","3 Credits","African Amer Studies (AFAM)","The variety of religious traditions of African Americans, with emphasis on the contexts in which they developed."
"AFAM 218","Convergence and Divergence in African American and Jewish Relations: Historical and Contemporary","3 Credits","African Amer Studies (AFAM)","An examination of African American and Jewish American inter-ethnic, historical and contemporary connections and disconnections. Implications for educational, social, and social settings are considered."
"AFAM 303","African-American Cultures","3 Credits","African Amer Studies (AFAM)","An examination of African-American cultures in the New World."
"AFAM 308","African-American Feminist Theory","3 Credits","African Amer Studies (AFAM)","An interdisciplinary survey of the contributions of African-American women to feminist theory."
"AFAM 330","Psychology and the African-American Experience","3 Credits","African Amer Studies (AFAM)","Psychological theory and research as it applies to African Americans. Explores Africentric and other perspectives and roles of culture, racism, and historical phenomena."
"AFAM 331","Black Experience in the United States to 1865","3 Credits","African Amer Studies (AFAM)","The social, cultural, economic, and political life of black people in the United States to 1865."
"AFAM 332","Black Experience in the United States since 1865","3 Credits","African Amer Studies (AFAM)","The social, cultural, economic, and political life of black people in the United States since 1865."
"AFAM 335","The American Civil Rights Movement","3 Credits","African Amer Studies (AFAM)","Examination of the origins of Jim Crow and the multi-faceted struggle against it, and other forms of racial inequality, in the American South and the rest of the US since the early 20th century."
"AFAM 343","Religions of the African Diaspora","3 Credits","African Amer Studies (AFAM)","Explore development/theologies of African/African Diaspora religions; examine misunderstandings; arrive at a more sophisticated and nuanced vision of these religions and the people who hold them."
"AFAM 348","Environmental Racism and Justice","3 Credits","African Amer Studies (AFAM)","History of the environmental justice movement and the unequal distribution of environmental harms on low income, minority, and historically marginalized groups."
"AFAM 350","Antiracist Education","3 Credits","African Amer Studies (AFAM)","Basic concepts, issues, and practices of antiracist education. Topics include individual and institutional racism, overt and covert racism, curriculum, textbooks, power relationships, teacher-student relationships, and privacy."
"AFAM 353","Introduction to U.S. Racial and Ethnic Politics","3 Credits","African Amer Studies (AFAM)","Survey of theories of the impact of race, ethnicity, and racism on American politics, and analysis of major policies and racial group experience regarding American citizenship."
"AFAM 355","Race and Ethnic Relations","3 Credits","African Amer Studies (AFAM)","Theoretical and empirical approaches related to race/ethnicity and the current state of race relations in America, with some attention to global issues."
"AFAM 364","African-American Politics","3 Credits","African Amer Studies (AFAM)","African-American politics from the colonial period to the present. Emphasis on voting rights and strategies to advance black representation."
"AFAM 365","Medical Experimentation and the Black Body","3 Credits","African Amer Studies (AFAM)","A cross-disciplinary study of how the bodies of Africans and African Americans were used in medical experimentation, starting in the late 18th century and continuing to the present."
"AFAM 366","Medicine, Disease, and Slavery","3 Credits","African Amer Studies (AFAM)","An interdisciplinary study of the health of enslaved African Americans during the nineteenth century by focusing on the conceptions, experiences, and dynamics of the relationship between slaves, medicine, healing, and their masters in the Antebellum American South."
"AFAM 378","Music of the African World","3 Credits","African Amer Studies (AFAM)","An introduction to traditional and popular music styles from several cultures and regions in Africa as well as the African diaspora."
"AFAM 380","Cultural History of Hip Hop Music","3 Credits","African Amer Studies (AFAM)","Roots of rap/hip hop music from African bardic tradition to African American vernacular traditions and development as a musical genre; rap’s musical and verbal traits and political ideologies; hip hop’s influence on mainstream American society and global youth."
"AFAM 382","Lemonade and Beyond: Black Women's Agency and Community Building Through Musical Performance","3 Credits","African Amer Studies (AFAM)","A survey of the musical and artistic contributions of Black women from several musical traditions and eras, partially inspired by the visual album Lemonade released by Beyoncé Knowles Carter in 2016."
"AFAM 384","African American Art","3 Credits","African Amer Studies (AFAM)","A study of fine art, craft, and material culture made by people of African descent in the United States from the 17th century to the present, accounting for African American artistic innovation and creativity as it has influenced art production globally."
"AFAM 386","Working Through a Visual Archive of Blackness: Performative Practices of Making and Presenting","3 Credits","African Amer Studies (AFAM)","An introduction to Black creative art making, community building, performance, and critique as a means of creating new visual cultures. Aims to critically examine race and representations through the mediums of visual art, dance and movement cannons, performance art, photography, architecture, and film."
"AFAM 393","Race and Science Fiction","3 Credits","African Amer Studies (AFAM)","Draws on science fiction to understand the contemporary history of American racial and ethnic politics and to speculate about the significance of race in America’s political future."
"AFAM 397","Special Topics in African American Society and History","3 Credits","African Amer Studies (AFAM)","Reading and research on selected social and historical topics in African American studies. May be repeated as content varies by title."
"AFAM 398","Special Topics in African-American Arts and Cultures","3 Credits","African Amer Studies (AFAM)","Reading and research on selected arts and cultural topics in African-American studies. May be repeated as content varies by title."
"AFAM 399","Independent Study","3-6 Credits","African Amer Studies (AFAM)","Contract approved by instructor, advisor, and department chair is required for undergraduate students."
"AFAM 402","African American Political Thought","3 Credits","African Amer Studies (AFAM)","Survey of many of the major schools of historic and contemporary African American political thought."
"AFAM 420","Slavery, Literature & Culture","3 Credits","African Amer Studies (AFAM)","Interdisciplinary analysis of how the experiences of enslaved people are represented through fiction, autobiography, film, art, and new media."
"AFAM 428A","African-American Literature I: to 1903","3 Credits","African Amer Studies (AFAM)","Representative works of African-American writers to 1903."
"AFAM 428B","African-American Literature II: 1903 – Present","3 Credits","African Amer Studies (AFAM)","Representative works of African-American writers from 1903 to the present."
"AFAM 438D","African Literature","3 Credits","African Amer Studies (AFAM)","Authors and literary forms representative of Africa."
"AFAM 438E","Caribbean Literature","3 Credits","African Amer Studies (AFAM)","Authors and literary forms representative of the Caribbean."
"AFAM 442","African-American English","3 Credits","African Amer Studies (AFAM)","Linguistic examination of the structure, history, and use of African-American English, as well as literary presentations, language attitudes, and issues relating to education and the acquisition of Standard English."
"AFAM 443","AfroAsian Connections in American Culture","3 Credits","African Amer Studies (AFAM)","An examination of the political cracks, cultural changes, and liberation-focused collaborations between African Americans and Asian Americans in the contemporary period, including recent theoretical frameworks that bring Blackness and Asianness into view together in a post-Civil Rights era."
"AFAM 444","African American Women in History: Rebels, Radicals, Revolutionaries and Black Girl Magic","3 Credits","African Amer Studies (AFAM)","A survey of the social and political developments in the United States through the diverse experiences of African American women from slavery to the twenty-first century. Situates the heroism, activism, and feminism of African American women within a global context."
"AFAM 463","Jim Crow: Histories & Revivals","3 Credits","African Amer Studies (AFAM)","This course critically examines the continuities and discontinuities between Jim Crow and our current historical and political moment."
"AFAM 476","Black Activism","3 Credits","African Amer Studies (AFAM)","Critical review of theories of community organizing, grassroots activism, and social movements, and examination of contemporary forms of black activism."
"AFAM 486","African-American Rhetoric","3 Credits","African Amer Studies (AFAM)","African-American rhetoric as manifested in speeches, essays, and other rhetorical artifacts."
"AFAM 487","Black Women Writers","3 Credits","African Amer Studies (AFAM)","An examination of literature by and about black women, including fiction, poetry, drama, and autobiography. This study will focus on issues that emerge from the creative representations of black women and the intersections of race, gender, sexuality, and class that interrogate what is both particular and universal experiences."
"AFAM 488","The Black Arts Movement","3 Credits","African Amer Studies (AFAM)","Analysis of the poetry, drama, art, music, and essays of the Black Arts Movement during the 1960s and 1970s, and their impact on American politics, history, and culture."
"AFAM 498","Seminar in African-American Studies","3 Credits","African Amer Studies (AFAM)","Graduation with Leadership Distinction:GLD: Professional and Civic Engagement Leadership Experiences"
"AFAM 499","Seminar in African-American Studies","3 Credits","African Amer Studies (AFAM)","Graduation with Leadership Distinction:GLD: Professional and Civic Engagement Leadership Experiences"
"AFAM 515","Race, Gender, and Graphic Novels","3 Credits","African Amer Studies (AFAM)","Representations of race and gender in comics with a special emphasis on the experiences of African Americans."
"AFAM 517","An Anthropological View of Blacks in Film","3 Credits","African Amer Studies (AFAM)","Cultural representations, constructions, production, and consumption of African-American identity in the popular culture medium of feature films."
"AFAM 565","African American Theatre","3 Credits","African Amer Studies (AFAM)","The major movements, figures, plays, and critical strategies that have marked the development of African American theatre in the 19th, 20th, and 21st centuries."
"AFAM 580","Culture and Identity in the African Diaspora","3 Credits","African Amer Studies (AFAM)","Students will explore the African Diaspora as a social, cultural, and historical formation with Africa at its center, focusing on US, Latin American, and Caribbean African-descended communities."
"ASLG 121","Elementary American Sign Language","4 Credits","American Sign Language (ASLG)","Introduction to basic vocabulary and common grammar structures of ASL. Focus on communication and familiarization with aspects of deaf culture."
"ASLG 122","Basic Proficiency in American Sign Language","4 Credits","American Sign Language (ASLG)","Practice and further development in the language and culture of the American deaf community."
"ASLG 221","Intermediate American Sign Language I","3 Credits","American Sign Language (ASLG)","Further development of language skills in signing and listening. Emphasis on
communication and comprehension."
"ASLG 222","Intermediate American Sign Language II","3 Credits","American Sign Language (ASLG)","Further development of language skills in signing and listening. Emphasis on
communication and comprehension."
"ANTH 101","Primates, People, and Prehistory","3 Credits","Anthropology (ANTH)","An exploration of human origins, human evolution, human prehistory, and cultural existence from its less complex forms to early civilizations. An introduction to the concepts, methods, and data of physical, biological, and archaeological anthropology."
"ANTH 102","Understanding Other Cultures","3 Credits","Anthropology (ANTH)","An exploration and comparison of selected contemporary cultures, including their languages. An introduction to the concepts, methods, and data of socio-cultural anthropology and anthropological linguistics."
"ANTH 161","Human Origins: An Introduction to Biological Anthropology","4 Credits","Anthropology (ANTH)","An introduction to the science of biological anthropology, a sub-field of anthropology that emphasizes a focus on humanity and its origin from a biological perspective, employing laboratory components to complement and reinforce lecture materials."
"ANTH 201","Anthropological Inquiry in Undergraduate Research","3 Credits","Anthropology (ANTH)","Introduces research-based learning in anthropology from a four-field perspective. To encourage self-reflective, professional thinking and provide experience and practice in professional skills and applications in anthropology."
"ANTH 203","Comparing Cultures Through Film","3 Credits","Anthropology (ANTH)","Human behavior in differing cultural contexts through ethnographic films of social relations in selected societies."
"ANTH 204","Plagues Past and Present","3 Credits","Anthropology (ANTH)","An overview of how plagues and epidemics have shaped human prehistory and history. How large-scale social transformations have produced forms of human/disease interactions. How infectious disease has been conceptualized at different times and by different cultural groups and treated as a threat to the social order."
"ANTH 206","Anthropology of Magic and Religion","3 Credits","Anthropology (ANTH)","A comparative examination of such topics as ritual, cosmology, revitalization movements, magic, witchcraft, myth, and possession."
"ANTH 207","Gender and Culture","3 Credits","Anthropology (ANTH)","Anthropological study of gender, with emphasis on cross-cultural investigation of the interaction of biological, cultural, and environmental factors including intersections of race, social class, and sexuality as influences gender behavior."
"ANTH 208","Anthropology of Globalization and Development","3 Credits","Anthropology (ANTH)","Examine cross-cultural definitions and experiences of globalization and development, through topics including colonial legacies of inequality, migration, land use, economic restructuring, media, consumption, tourism, health, and participatory development."
"ANTH 209","Introduction to Folklore","3 Credits","Anthropology (ANTH)","Folk expression as shaped by various cultures; fieldwork methodology and anthropological theory."
"ANTH 210","Human Life Cycles in Different Cultures","3 Credits","Anthropology (ANTH)","Childhood, maturity, old age, and gender socialization within the family."
"ANTH 211","Learning Across Cultures","3 Credits","Anthropology (ANTH)","Classroom ethnography, bilingualism, cultural minorities, communication across cultural boundaries. Films, videotapes, and fieldwork in classroom settings."
"ANTH 212","Food and Culture","3 Credits","Anthropology (ANTH)","Biological and cultural interactions affecting foodways around the world, and associated ethical issues."
"ANTH 213","Ethnobotany: Plants and Peoples","3 Credits","Anthropology (ANTH)","Anthropological overview of the interactions between cultures around the world and the plants that affect them, from cultural, biological, archaeological, and linguistic points of view."
"ANTH 214","Drinking in Culture: Anthropology of Alcohol","3 Credits","Anthropology (ANTH)","Cultures of alcohol production and consumption from ancient times to the present, including relationships among social roles of alcohol, technological innovations, agriculture, and economy in an anthropological perspective."
"ANTH 216","Violence and Peace: Anthropological Perspectives","3 Credits","Anthropology (ANTH)","Violence and peace in current events, cultural practices, historical periods, and everyday experiences. The ethics shaping violence and peace-making strategies. Classroom discussions and lectures analyzing harm and wellbeing. Themes addressing the Values, Ethics, and Social Responsibility (VSR) Carolina Core component, including colonialism, environmental exploitation, bondage, mass extinctions, and racism."
"ANTH 219","Great Discoveries in Archaeology","3 Credits","Anthropology (ANTH)","Survey of key archaeological discoveries from around the world."
"ANTH 221","Forensics of Sherlock Holmes","3 Credits","Anthropology (ANTH)","Forensic methods of Sherlock Holmes within the context of modern forensic science. Aspects of forensic science including history of the discipline, forensic pathology, entomology, print analyses, crime scene analysis, forensic anthropology, early scientific theory, and anthropological theory of Holmes."
"ANTH 223","Modernity Archaeology and the Recent Past","3 Credits","Anthropology (ANTH)","Explores the last five centuries of world history, using artifacts and archival sources. Evidence such as probate records, bottles, and geophysical maps are analyzed to discover the age of sites and answers to questions about topics such as colonialism, race, technology, piracy, class, Native Americans, industrialization, slavery, inequality, capitalism, and gender."
"ANTH 224","Indigenous Caribbean Archaeology","3 Credits","Anthropology (ANTH)","Historical archaeology and ethnography of the Casimiroid, Ortoiroid, Saladoid, Ostionoid, Taino and Carib indigenous culture of the Caribbean from 4,000 BC to 1524 AD. Emphasis on social complexity, religion, art and political organization to illustrate the diversity and richness of Amerindian Caribbean life until their rapid decline after European contact."
"ANTH 225","Archaeology in Film and Popular Culture","3 Credits","Anthropology (ANTH)","Archaeological images and ideas in modern popular culture, including film and fiction."
"ANTH 226","Biblical Archaeology","3 Credits","Anthropology (ANTH)","The fundamental elements of human culture as it relates to biblical archaeology.  The defining characteristics of different kinds of society through interdependency of language and culture.  The affects of modern world interests in defining / redefining this area."
"ANTH 227","Forbidden Archaeology: Fantasies, Frauds, and Mysteries of the Human Past","3 Credits","Anthropology (ANTH)","History and basis of several popular “fringe” ideas about the human past that utilize archaeological information: giants, Ice Age civilizations, and pre-Columbian transoceanic contact."
"ANTH 228","North American Prehistory","3 Credits","Anthropology (ANTH)","Prehistoric anthropology in North America from the first arrival of man through the beginning of European acculturation."
"ANTH 229","Southeastern Archaeology","3 Credits","Anthropology (ANTH)","Major cultural milestones and lifeways experienced by Indians in the archeological record of the southeastern U.S., including colonization, religion, trade, invention of pottery, and place-making."
"ANTH 230","Diversity in the United States","3 Credits","Anthropology (ANTH)","Application of techniques and insights of social and cultural anthropology to selected cultural settings in contemporary USA."
"ANTH 232","Contemp Cultures of South Carolina","3 Credits","Anthropology (ANTH)","Application of the methods & techniques of socio-cultural anthropology to the contemporary cultures of SC. Examination of contrasts such as low country and up country, black and white, and rich and poor as they are manifested in cultural patterns."
"ANTH 234","Caribbean Cultures","3 Credits","Anthropology (ANTH)","Ethnographic approach to Caribbean cultures and societies. Topics include colonial histories and experience, gender and race relations, beliefs and religious life, verbal arts, literature, and Creole language."
"ANTH 236","Cultures of Africa","3 Credits","Anthropology (ANTH)","A comparative study of ethnographic data on African cultures with emphasis upon its significance for broader anthropological theory."
"ANTH 237","Cultures of Islam","3 Credits","Anthropology (ANTH)","Diversity of lifestyles and institutions of Islam from Morocco to Indonesia, with attention to everyday life in small communities."
"ANTH 238","Middle Eastern Cultures","3 Credits","Anthropology (ANTH)","A consideration of selected problems in the social and cultural life of peoples in the Middle East with emphasis on non-Arab populations."
"ANTH 240","South Asian Cultures","3 Credits","Anthropology (ANTH)","Society and culture in South Asia; economic and political institutions, kinship, and religion as they pertain to the daily lives of people in the Subcontinent. Emphasis on India. Bangladesh, Nepal, Pakistan, and Sri Lanka also included."
"ANTH 241","Southeast Asian Cultures","3 Credits","Anthropology (ANTH)","Social and cultural patterns of the region and how they influence current developments, especially Indonesia, Thailand, Vietnam, and the Philippines."
"ANTH 242","Chinese Popular Culture","3 Credits","Anthropology (ANTH)","An overview of Chinese popular culture with an introduction to broad anthropological frameworks concerning popular culture."
"ANTH 243","Japanese Cultures","3 Credits","Anthropology (ANTH)","An exploration of Japanese values and the institutions that shape Japanese behavior through analysis or rural and urban community studies and how Japanese people present themselves."
"ANTH 244","American Indian Nations Today: From Hard Times to Hard Rock","3 Credits","Anthropology (ANTH)","Contemporary Indian Country in anthropological, historical, cultural, economic, and political contexts."
"ANTH 260","Planet of the Apes: Behavior and Biology","3 Credits","Anthropology (ANTH)","A survey of field and laboratory investigations of the comparative anatomy and behavior of nonhuman primates."
"ANTH 261","Human Variation","3 Credits","Anthropology (ANTH)","The biocultural processes of human variation."
"ANTH 262","Basic Forensic Anthropology","3 Credits","Anthropology (ANTH)","Survey of the basic scientific methods and applications of forensic anthropology."
"ANTH 263","Medical Experimentation and the Black Body","3 Credits","Anthropology (ANTH)","A cross-disciplinary study of how the bodies of Africans and African Americans were used in medical experimentation, starting in the late 18th century and continuing to the present."
"ANTH 270","Anthropology of Nonverbal Communication","3 Credits","Anthropology (ANTH)","Body language, facial expressions, gestures, use of interpersonal space, and other nonverbal systems of communication and behavior in terms of pertinent theories, research methodology, findings, and cross-cultural implications."
"ANTH 271","Language and Popular Culture","3 Credits","Anthropology (ANTH)","Linguistic anthropological study of forms of language through the lens of popular culture. Explore the ethnography of communication through play and performance, discursive and semiotic practices, and varieties of language invoked in popular cultural forms that provide resources for cultural reproduction and contestation."
