"code","title","credits","subject","description"
"20:834:801","MATRICULATION CONTINUED FOR MANAGED PROGRAMS",0.0,"NK",""
"21:003:060","EOF ALGEBRA SUPPORT",1.5,"NK",""
"21:003:097","EOF ENGLISH TUTORIAL SUPPORT",1.5,"NK",""
"21:003:098","EOF MATH TUTORIAL SUPPORT",1.5,"NK",""
"21:003:101","STRATEGIES FOR COLLEGE SUCCESS",1.5,"NK",""
"21:003:201","SERVICE LEARNING I",1.0,"NK",""
"21:003:202","SERVICE LEARNING INTERNSHIP II",2.0,"NK",""
"21:014:111","INTRODUCTION TO AFRICANA STUDIES",3.0,"NK",""
"21:014:112","INTRODUCTION TO AFRICANA STUDIES",3.0,"NK",""
"21:014:113","INTRODUCTION TO CARIBBEAN STUDIES",3.0,"NK",""
"21:014:180","HISTORY OF AFRICAN-AMERICAN EDUCATION",3.0,"NK",""
"21:014:200","CORE TOPICS AAAS",3.0,"NK",""
"21:014:220","BLACK POLITICAL THOUGHT",3.0,"NK",""
"21:014:255","RACE & GENDER IN AMERICAN FILM",3.0,"NK",""
"21:014:301","AFRICAN CULTURAL RETENTIONS IN THE AMERICAS",3.0,"NK",""
"21:014:303","TOPICS BLACK STUDIES",3.0,"NK",""
"21:014:303","TOPICS BLACK STUDIES",3.0,"NK",""
"21:014:305","BLACK WOMEN IN THE UNITED STATES",3.0,"NK",""
"21:014:312","CARIBBEAN POLITICS",3.0,"NK",""
"21:014:371","INTERNSHIP","","NK",""
"21:014:401","TOPICS IN BLACK STUDIES",3.0,"NK",""
"21:014:404","RACE AND ETHNICITY IN LATIN AMERICA AND THE CARIBBEAN",3.0,"NK",""
"21:014:411","RESEARCH & METHODS",3.0,"NK",""
"21:014:495","INDIVIDUAL STUDY IN BLACK STUDIES","","NK",""
"21:050:200","INTRODUCTION TO AMERICAN STUDIES",3.0,"NK",""
"21:050:202","RACE AND ETHNICITY IN THE US",3.0,"NK",""
"21:050:211","NEWARK COMMUNITY ACTIVISM",3.0,"NK",""
"21:050:488","TOPICS IN AMERICAN STUDIES",3.0,"NK",""
"21:070:204","INTRODUCTION TO CULTURAL ANTHROPOLOGY",3.0,"NK",""
"21:070:209","MEDICAL ANTHROPOLOGY",3.0,"NK",""
"21:070:285","DRUGS AND SOCIETY",3.0,"NK",""
"21:070:310","ANTHROPOLOGY OF RELIGION",3.0,"NK",""
"21:070:314","TOPICS IN ANTHROPOLOGY",3.0,"NK",""
"21:070:320","HUMAN RIGHTS IN A GLOBAL WORLD",3.0,"NK",""
"21:070:321","TRUE CRIME",3.0,"NK",""
"21:070:328","GLOBAL SUSTAINABLE DEVELOPMENT GOALS",3.0,"NK",""
"21:070:337","ANTHRO INEQUALITY",3.0,"NK",""
"21:070:352","PEOPLES AND CULTURES OF LATIN AMERICA",3.0,"NK",""
"21:070:381","INTERNSHIP IN ANTHROPOLOGY",3.0,"NK",""
"21:070:385","ANTHROPOLOGY OF SCIENCE AND TECHNOLOGY",3.0,"NK",""
"21:070:492","SEMINAR IN ANTHROPOLOGY",3.0,"NK",""
"21:074:101","ELEMENTARY MODERN ARABIC I",4.0,"NK",""
"21:074:102","ELEMENTARY MODERN ARABIC II",4.0,"NK",""
"21:080:121","INTRODUCTION TO DRAWING",3.0,"NK",""
"21:080:223","FIGURE DRAWING",3.0,"NK",""
"21:080:251","INTRODUCTION TO PAINTING",3.0,"NK",""
"21:080:261","INTRODUCTION TO PHOTOGRAPHY",3.0,"NK",""
"21:080:273","INTRODUCTION TO PRINTMAKING",3.0,"NK",""
"21:080:285","SEMINAR IN CONTEMPORARY ART I",3.0,"NK",""
"21:080:355","PAINTING AND DRAWING WORKSHOP",3.0,"NK",""
"21:080:362","PHOTOGRAPHY WORKSHOP",3.0,"NK",""
"21:080:391","INDIVIDUAL STUDY IN STUDIO","","NK",""
"21:080:392","INDIVIDUAL STUDY IN STUDIO","","NK",""
"21:080:393","ART INTERNSHIP I",3.0,"NK",""
"21:080:394","ART INTERNSHIP II",3.0,"NK",""
"21:080:405","PROB IN CONTEMP ART",3.0,"NK",""
"21:082:101","INTRODUCTION TO ART HISTORY I",3.0,"NK",""
"21:082:102","INTRODUCTION TO ART HISTORY II",3.0,"NK",""
"21:082:202","HISTORY OF DESIGN",3.0,"NK",""
"21:082:207","ART AND WOMEN",3.0,"NK",""
"21:082:209","ART AND POLITICS: FROM THE FRENCH REVOLUTION TO VIETNAM",3.0,"NK",""
"21:082:211","INTRODUCTION TO ARCHITECTURAL           HISTORY II: 1800 TO THE PRESENT",3.0,"NK",""
"21:082:220","AFRICAN PHOTOGRAPHY",3.0,"NK",""
"21:082:270","AMERICAN ART",3.0,"NK",""
"21:082:285","ARTS OF AFRICA",3.0,"NK",""
"21:082:290","ISLAMIC ARCHITECTURE",3.0,"NK",""
"21:082:305","PROBLEMS IN ART HISTORY",3.0,"NK",""
"21:082:306","CORE TOPICS IN ART HISTORY",3.0,"NK",""
"21:082:350","DEVEL OF MODERN ART",3.0,"NK",""
"21:082:371","ECOART II: ECOART AND THE ANTHROPOCENE",3.0,"NK",""
"21:082:391","INDIVIDUAL STUDY IN ART HISTORY",3.0,"NK",""
"21:082:393","INTERNSHIP IN ART HISTORY",3.0,"NK",""
"21:082:497","SENIOR ART HISTORY SEMINAR",3.0,"NK",""
"21:083:101","INTRODUCTION TO ART, CULTURE, & MEDIA",3.0,"NK",""
"21:083:102","INTRODUCTION TO PERFORMANCE",3.0,"NK",""
"21:085:102","DESIGN FUNDAMENTALS",3.0,"NK",""
"21:085:103","3-D DESIGN FUNDAMENTALS",3.0,"NK",""
"21:085:231","GRAPHIC DESIGN I",3.0,"NK",""
"21:085:306","PROBLEMS IN GRAPHIC DESIGN II",3.0,"NK",""
"21:085:331","GRAPHIC DESIGN III",3.0,"NK",""
"21:085:334","INTERACTIVE DESIGN",3.0,"NK",""
"21:085:370","COMPUTERS IN GRAPHIC DESIGN",3.0,"NK",""
"21:085:391","INDIVIDUAL STUDY IN DESIGN",3.0,"NK",""
"21:085:392","INDIVIDUAL STUDY IN DESIGN",3.0,"NK",""
"21:085:393","INTERNSHIP IN DESIGN",3.0,"NK",""
"21:085:394","INTERNSHIP IN DESIGN",3.0,"NK",""
"21:085:396","VISUAL MEANS",3.0,"NK",""
"21:085:397","THE DESIGN CONSORTIUM",3.0,"NK",""
"21:085:496","CROSS-MEDIA DESIGN STUDIO",3.0,"NK",""
"21:085:497","SENIOR STUDIO SEMINAR I",3.0,"NK",""
"21:086:201","INTRODUCTION TO MEDIA STUDIES I",3.0,"NK",""
"21:086:334","JOURNALISM, ETHICS, AND THE LAW",3.0,"NK",""
"21:086:337","BASIC REPORTING AND NEWSWRITING",3.0,"NK",""
"21:086:338","ADVANCED REPORTING",3.0,"NK",""
"21:086:340","INTRODUCTION TO MULTIMEDIA",3.0,"NK",""
"21:086:346","INDEPENDENT STUDY IN JOURNALISM","","NK",""
"21:086:385","PHOTOJOURNALISM",3.0,"NK",""
"21:086:400","JOURNALISM CAPSTONE",3.0,"NK",""
"21:086:401","SPECIAL TOPICS IN JOURNALISM",3.0,"NK",""
"21:086:459","JOURNALISM INTERNSHIP",3.0,"NK",""
"21:086:493","NEWSROOM WORKSHOP",3.0,"NK",""
"21:087:101","INTRODUCTION TO MUSIC",3.0,"NK",""
"21:087:111","FUNDAMENTALS OF MUSIC",3.0,"NK",""
"21:087:121","MUSIC THEORY I",3.0,"NK",""
"21:087:141","GUITAR",1.0,"NK",""
"21:087:161","PIANO",1.0,"NK",""
"21:087:175","VOICE",1.0,"NK",""
"21:087:231","RUTGERS UNIV CHORUS",2.0,"NK",""
"21:087:233","RUTGERS UNIV CHORUS",2.0,"NK",""
"21:087:235","MUSIC THEORY III",3.0,"NK",""
"21:087:265","JAZZ",3.0,"NK",""
"21:087:280","WORLD MUSIC",3.0,"NK",""
"21:087:300","CORE TOPICS IN MUSIC",3.0,"NK",""
"21:087:321","TOPICS IN MUSIC HISTORY",3.0,"NK",""
"21:087:357","RUTGERS UNIV CHORUS",1.0,"NK",""
"21:087:359","RUTGERS UNIV CHORUS",1.0,"NK",""
"21:087:499","INDIVIDUAL STUDY","","NK",""
"21:089:104","INTRODUCTION TO VIDEO PRODUCTION",4.0,"NK",""
"21:089:256","ART & HISTORY OF FILM",3.0,"NK",""
"21:089:281","PORTRAITS OF CLIMATE INEQUALITIES",3.0,"NK",""
"21:089:331","PRODUCTION LAB",3.0,"NK",""
"21:089:333","DOCUMENTARY PRODUCTION",4.0,"NK",""
"21:089:393","INTERNSHIP IN VIDEO PRODUCTION",3.0,"NK",""
"21:089:445","SCREENWRITING",3.0,"NK",""
"21:090:180","INTRODUCTION TO LEGAL PROFESSIONS",1.0,"NK",""
"21:090:190","INTRODUCTION TO HEALTH PROFESSIONS",1.0,"NK",""
"21:112:200","INTRODUCTION TO NEUROSCIENCE",3.0,"NK",""
"21:112:495","RESEARCH IN NEUROSCIENCE","","NK",""
"21:120:101","GENERAL BIOLOGY I",4.0,"NK",""
"21:120:104","HUMAN HEALTH & DISEASE",3.0,"NK",""
"21:120:141","ANATOMY & PHYSIOLOGY",4.0,"NK",""
"21:120:200","CONCEPTS IN BIOLOGY",4.0,"NK",""
"21:120:201","FOUNDATIONS OF BIOLOGY: CELL & MOLECULARBIOLOGY LECTURE",3.0,"NK",""
"21:120:202","FOUNDATIONS OF BIOLOGY: CELL & MOLECULARBIOLOGY LAB",1.0,"NK",""
"21:120:325","ANIMAL PARASITES",3.0,"NK",""
"21:120:326","LABORATORY EXERCISES IN PARASITOLOGY",1.0,"NK",""
"21:120:335","GENERAL MICROBIOLOGY",4.0,"NK",""
"21:120:340","MAMMALIAN PHYSIOLOGY",4.0,"NK",""
"21:120:350","IMMUNOLOGY",3.0,"NK",""
"21:120:352","GENETICS",3.0,"NK",""
"21:120:355","CELL BIOLOGY",3.0,"NK",""
"21:120:356","MOLECULAR BIOLOGY",3.0,"NK",""
"21:120:360","BIOCHEMISTRY",3.0,"NK",""
"21:120:361","EXPERIMENTAL BIOCHEMISTRY",4.0,"NK",""
"21:120:411","TEACHING INTERNSHIP IN BIOLOGY",1.0,"NK",""
"21:120:452","LAB IN CELLULAR & MOLECULAR BIOLOGY: MOLECULAR BIOTECHNIQUE",4.0,"NK",""
"21:120:455","MOLECULAR CELL BIOLOGY",3.0,"NK",""
"21:120:491","PROBLEMS IN BIOLOGY","","NK",""
"21:120:493","SEMINAR IN BIOLOGY",1.0,"NK",""
"21:160:101","WORLD OF CHEMISTRY",3.0,"NK",""
"21:160:108","ORGANIC BIOCHEMISTRY",3.0,"NK",""
"21:160:110","WORLD OF CHEMISTRY LABORATORY",1.0,"NK",""
"21:160:113","GENERAL CHEMISTRY LABORATORY",1.0,"NK",""
"21:160:115","GENERAL CHEMISTRY",4.0,"NK",""
"21:160:223","ANALYTICAL CHEMISTRY",3.0,"NK",""
"21:160:313","INORGANIC CHEMISTRY I",3.0,"NK",""
"21:160:331","ORGANIC CHEMISTRY LABORATORY",2.0,"NK",""
"21:160:335","ORGANIC CHEMISTRY I",4.0,"NK",""
"21:160:345","PHYSICAL CHEMISTRY I",3.0,"NK",""
"21:160:413","INORGANIC CHEMISTRY II",3.0,"NK",""
"21:160:427","PHYSICAL CHEMISTRY LABORATORY",4.0,"NK",""
"21:160:451","CHEMICAL RESEARCH","","NK",""
"21:160:453","CHEMISTRY SEMINAR",1.0,"NK",""
"21:198:100","INTRODUCTION TO COMPUTERS & INFORMATION PROCESSING",3.0,"NK",""
"21:198:101","COMPUTERS & PROGRAMMING I",3.0,"NK",""
"21:198:102","COMPUTERS & PROGRAMMING II",3.0,"NK",""
"21:198:251","COMPUTER ORGANIZATION",3.0,"NK",""
"21:198:280","PROGRAMMIC LANGUAGE CONCEPTS",3.0,"NK",""
"21:198:288","INTENSIVE PROGRAMMING",3.0,"NK",""
"21:198:332","OPERATING SYSTEMS",3.0,"NK",""
"21:198:335","DATA STRUCTURES & ALGORITHM DESIGN",3.0,"NK",""
"21:198:347","INTRODUCTION TO MOBILE APPLICATION DEVELOPMENT",3.0,"NK",""
"21:198:348","INTRODUCTION TO SWIFT IOS APPLICATION DEVELOPMENT",3.0,"NK",""
"21:198:349","INTRODUCTION TO MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE",3.0,"NK",""
"21:198:350","INTRODUCTION TO GAME DEVELOPMENT",3.0,"NK",""
"21:198:431","DATABASE SYSTEM DESIGN & MANAGEMENT",3.0,"NK",""
"21:198:435","ADV DATA STRUCTURES",3.0,"NK",""
"21:198:490","SOFTWARE ENGINEERING",3.0,"NK",""
"21:198:491","COMPUTER SCIENCE PROJECT",3.0,"NK",""
"21:198:495","INTERNSHIP IN COMPUTER SCIENCE OR INFORMATION SYSTEMS",3.0,"NK",""
"21:200:201","INTRODUCTION TO CREATIVE WRITING",3.0,"NK",""
"21:200:311","MODERNISTS, BEATS & BEYOND",3.0,"NK",""
"21:200:312","POETRY OF THE PEOPLE",3.0,"NK",""
"21:200:322","POINT OF VIEW IN FICTION",3.0,"NK",""
"21:200:324","BEGINNINGS, MIDDLES, ENDS: SCENES IN FICTION",3.0,"NK",""
"21:216:109","GREEN PLANET",3.0,"NK",""
"21:216:110","GREEN PLANET LAB",1.0,"NK",""
"21:216:205","FOUNDATIONS: ECOLOGY & EVOLUTION",3.0,"NK",""
"21:216:206","FOUNDATIONS OF ECOLOGY & EVOLUTION LABORATORY",1.0,"NK",""
"21:216:222","EVOLUTION",3.0,"NK",""
"21:216:280","ECOLOGY",3.0,"NK",""
"21:216:312","MEDICINAL PLANTS",3.0,"NK",""
"21:216:328","ECOLOGY OF BIRDS",3.0,"NK",""
"21:216:330","PLANT PHYSIOLOGY",4.0,"NK",""
"21:216:333","FRESHWATER ECOLOGY",4.0,"NK",""
"21:216:380","FIELD ECOLOGY",3.0,"NK",""
"21:216:381","ECOLOGICAL HISTORY OF NORTH AMERICA",3.0,"NK",""
"21:219:105","EVERYDAY DATA I",3.0,"NK",""
"21:219:106","EVERYDAY DATA II - ADVANCED DATA WRANLING TEHCHNIQUES",3.0,"NK",""
"21:219:240","MATH FOR DS I",3.0,"NK",""
"21:219:329","STATISTICS AND MACHINE LEARNING",3.0,"NK",""
"21:219:410","ETHICAL ISSUES IN DATA SCIENCE",3.0,"NK",""
"21:219:430","STATISTICAL MODELS",3.0,"NK",""
"21:219:450","INDEPENDENT STUDIES IN DATA SCIENCE",3.0,"NK",""
"21:220:101","INTRODUCTION TO ECONOMICS, MICRO",3.0,"NK",""
"21:220:102","INTRODUCTION TO ECONOMICS, MACRO",3.0,"NK",""
"21:220:203","STATISTICS",3.0,"NK",""
"21:220:301","INTERMEDIATE MICROECONOMIC THEORY",3.0,"NK",""
"21:220:302","INTERMEDIATE MACROECONOMIC THEORY",3.0,"NK",""
"21:220:303","INTRODUCTION TO ECONOMETRICS",3.0,"NK",""
"21:220:304","ECONOMICS OF LABOR",3.0,"NK",""
"21:220:305","DEVELOPMENT OF AMERICAN ECONOMICS",3.0,"NK",""
"21:220:315","MANAGERIAL ECONOMICS",3.0,"NK",""
"21:220:321","STATISTICAL METHODS",3.0,"NK",""
"21:220:330","ECONOMICS OF INEQUALITY",3.0,"NK",""
"21:220:336","INTERNATIONAL FINANCE",3.0,"NK",""
"21:220:340","REAL ESTATE ECONOMICS",3.0,"NK",""
"21:220:353","URBAN&REGIONAL ECON",3.0,"NK",""
"21:220:355","ECONOMICS & DATA SCIENCE",3.0,"NK",""
"21:220:361","COMPETITION, STRATEGY AND THE ORGANIZATION OF INDUSTRY",3.0,"NK",""
"21:220:402","ANALYSIS OF CURRENT ECONOMIC CONDITIONS",3.0,"NK",""
"21:220:410","GLOBAL POLITICAL ECONOMY",3.0,"NK",""
"21:220:499","INDIVIDUAL STUDY IN ECONOMICS","","NK",""
"21:300:180","HISTORY OF AFRICAN AMERICAN EDUCATION",3.0,"NK",""
"21:300:250","EDUCATION IN THE GLOBAL WORLD",3.0,"NK",""
"21:300:292","SOCIAL FOUNDATIONS IN URBAN EDUCATION",3.0,"NK",""
"21:300:295","CHILD AND ADOLESCENT PSYCHOLOGY IN THE URBAN EXPERIENCE",3.0,"NK",""
"21:300:298","INCLUSIVE EDUCATION AND DISABILITY ADVOCACY",3.0,"NK",""
"21:300:316","FAMILY SYSTEMS",3.0,"NK",""
"21:300:334","COLLABORATIVE LEADERSHIP AND SOCIAL INNOVATION",3.0,"NK",""
"21:300:335","PUBLICLY ENGAGED RESEARCH AND PEDAGOGY",3.0,"NK",""
"21:300:358","EDU IN THE DIASPORA",3.0,"NK",""
"21:300:381","SEMINAR IN CRITICAL WRITING",1.0,"NK",""
"21:300:418","CLINICAL PRACTICE I SEMINAR",3.0,"NK",""
"21:300:419","CLINICAL PRACTICE I",3.0,"NK",""
"21:300:450","MATH CONTENT PLANNING AND TEACHING IN THE URBAN CLASSROOM I",3.0,"NK",""
"21:300:452","ENGLISH CONTENT PLANNING AND TEACHING INTHE URBAN CLASSROOM I",3.0,"NK",""
"21:300:456","SOCIAL STUDIES CONTENT PLANNING AND TEACHING IN THE URBAN CLASSROOM I",3.0,"NK",""
"21:300:490","INTRODUCTION TO BILINGUAL EDUCATION",3.0,"NK",""
"21:300:491","LANGUAGE, CULTURE, AND POWER",3.0,"NK",""
"21:300:493","ESL AND BILINGUAL CONTENT PLANNING AND TEACHING IN THE URBAN CLASSROOM I",3.0,"NK",""
"21:300:494","FOUNDATIONS OF LANGUAGE",3.0,"NK",""
"21:300:496","ENGLISH LITERACY IN ACADEMIC CONTENT AREAS",3.0,"NK",""
"21:350:206","SHAKESPEARE FOR THE 21ST CENTURY",3.0,"NK",""
"21:350:225","LOVE STORIES: MEDIEVAL TO MODERN",3.0,"NK",""
"21:350:230","COMICS & GRAPHIC NOVELS",3.0,"NK",""
"21:350:233","WHOSE ENGLISH?",3.0,"NK",""
"21:350:235","READING LGBTQ LITERATURE",3.0,"NK",""
"21:350:241","READING FICTION",3.0,"NK",""
"21:350:243","READING POETRY",3.0,"NK",""
"21:350:245","READING FILM",3.0,"NK",""
"21:350:248","LITERATURE AND CONTROVERSY",3.0,"NK",""
"21:350:254","POST-COLONIAL LITERATURE",3.0,"NK",""
"21:350:256","CARIBBEAN LITERATURE",3.0,"NK",""
"21:350:265","READING 19TH-CENTURY LITERATURE",3.0,"NK",""
"21:350:273","READING IRAN",3.0,"NK",""
"21:350:308","FOUNDATIONS OF LITERARY STUDIES",3.0,"NK",""
"21:350:321","SURVEY OF ENGLISH LITERATURE TO 1800",3.0,"NK",""
"21:350:355","TECHNIQUE OF POETRY",3.0,"NK",""
"21:350:373","CHAUCER",3.0,"NK",""
"21:350:389","TOPICS IN GLOBAL LITERATURE",3.0,"NK",""
"21:350:407","INDEPENDENT STUDY IN ENGLISH",3.0,"NK",""
"21:350:408","INDEPENDENT STUDY IN ENGLISH",3.0,"NK",""
"21:350:424","AUTHORS",3.0,"NK",""
"21:350:458","INTERNSHIP IN ENGLISH",1.0,"NK",""
"21:350:459","INTERNSHIP IN ENGLISH",3.0,"NK",""
"21:350:498","HONORS PROJECT-ENGLISH","","NK",""
"21:352:207","WRITERS AT NEWARK, I",3.0,"NK",""
"21:352:212","CONTEMPORARY AMERICAN LITERATURE",3.0,"NK",""
"21:352:213","AMERICAN LITERATURE OF THE 19TH CENTURY",3.0,"NK",""
"21:352:232","READING LATINO/A LITERATURE",3.0,"NK",""
"21:352:250","LITERATURE OF THE AMERICAN REVOLUTION",3.0,"NK",""
"21:352:324","LATINO/A LITERATURE & CULTURE",3.0,"NK",""
"21:352:396","AFRICAN AMERICAN LITERATURE AFTER 1900",3.0,"NK",""
"21:352:420","SEMINAR IN MODERN AMERICAN FICTION",3.0,"NK",""
"21:355:098","COMMUNICATION SKILLS",4.5,"NK",""
"21:355:099","COMMUNICATION SKILLS",2.0,"NK",""
"21:355:100","WRITING WORKSHOP",1.0,"NK",""
"21:355:101","ENGLISH COMPOSITION",3.0,"NK",""
"21:355:102","ENGLISH COMPOSITION",3.0,"NK",""
"21:355:301","FOUNDATIONS: USAGE, VOICE, & STYLE",3.0,"NK",""
"21:355:306","ADVANCED EXPOSITION",3.0,"NK",""
"21:355:390","WRITING ABOUT POPULAR CULTURE",3.0,"NK",""
"21:375:444","WATER RES-WATER QUAL",3.0,"NK",""
"21:376:055","EXCHANGE REGIS/NJIT","","NK",""
"21:376:066","EXCHANGE REGIS/ECC","","NK",""
"21:376:077","EXCHANGE REGIS/RBHS","","NK",""
"21:420:101","ELEMENTARY FRENCH",3.0,"NK",""
"21:460:103","PLANET EARTH",3.0,"NK",""
"21:460:103","PLANET EARTH",3.0,"NK",""
"21:460:104","PLANET EARTH LABORATORY",1.0,"NK",""
"21:460:230","WEATHER AND CLIMATE",3.0,"NK",""
"21:460:311","GEOLOGICAL FIELD METHODS",3.0,"NK",""
"21:460:325","INTRODUCTION TO GEOGRAPHIC INFORMATION  SYSTEM",3.0,"NK",""
"21:460:375","QUANTITATIVE METHODS IN THE GEOSCIENCES",4.0,"NK",""
"21:460:401","INTRO GEOCHEMISTRY",3.0,"NK",""
"21:460:415","UNDERGRADUATE RESEARCH IN GEOSCIENCE","","NK",""
"21:460:485","SEMINAR IN GEOLOGY",1.0,"NK",""
"21:490:312","ADV ANCIENT GREEK II",3.0,"NK",""
"21:490:353","INDIVIDUAL STUDY",3.0,"NK",""
"21:510:201","HISTORY OF WESTERN CIVILIZATION I",3.0,"NK",""
"21:510:202","HISTORY OF WESTERN CIVILIZATION II",3.0,"NK",""
"21:510:207","HISTORY OF COLONIAL LATIN AMERICA",3.0,"NK",""
"21:510:213","20TH CENTURY WORLD",3.0,"NK",""
"21:510:263","HISTORY OF AFRICA I",3.0,"NK",""
"21:510:287","HISTORY OF ISLAMIC CIVILIZATION I",3.0,"NK",""
"21:510:288","HISTORY OF ISLAMIC CIVILIZATION II",3.0,"NK",""
"21:510:297","HISTORY OF EAST ASIA I",3.0,"NK",""
"21:510:301","FILM & HISTORY",3.0,"NK",""
"21:510:310","HISTORY OF MODERN BRAZIL",3.0,"NK",""
"21:510:311","LATIN AMERICA & THE UNITED STATES",3.0,"NK",""
"21:510:315","PERSPECTIVES IN HISTORY",3.0,"NK",""
"21:510:316","PERSPECTIVES IN HISTORY",3.0,"NK",""
"21:510:327","CIVILIZATION OF MIDDLE AGES",3.0,"NK",""
"21:510:392","HIST GERMANY",3.0,"NK",""
"21:510:490","SEMINAR-RESEARCH",3.0,"NK",""
"21:510:499","INDIVIDUAL STUDY IN HISTORICAL RESEARCH","","NK",""
"21:510:499","INDIVIDUAL STUDY IN HISTORICAL RESEARCH","","NK",""
"21:512:201","HISTORY OF THE UNITED STATES I",3.0,"NK",""
"21:512:202","HISTORY OF THE UNITED STATES II",3.0,"NK",""
"21:512:203","HISTORY OF NEWARK",3.0,"NK",""
"21:512:204","LGBT HISTORY",3.0,"NK",""
"21:512:211","9/11 AND US HISTORY",3.0,"NK",""
"21:512:265","AMERICAN LEGAL HISTORY I",3.0,"NK",""
"21:512:266","AMERICAN LEGAL HISTORY II",3.0,"NK",""
"21:512:358","ECON & BUS HISTORY",3.0,"NK",""
"21:512:361","URBAN HISTORY OF THE UNITED STATES",3.0,"NK",""
"21:512:368","MODERN AMERICA",3.0,"NK",""
"21:512:371","US HISTORY SINCE 1945",3.0,"NK",""
"21:512:389","AMERICA IN THE 1960S",3.0,"NK",""
"21:512:438","INTERNSHIP",3.0,"NK",""
"21:525:100","HONORS COLLOQUIUM",3.0,"NK",""
"21:525:252","HONORS SEMINAR IN THE HUMANITIES",3.0,"NK",""
"21:525:254","HONORS SEM SOCIAL SC",3.0,"NK",""
"21:525:255","HONORS SEM SOCIAL SC",3.0,"NK",""
"21:525:395","JR SCHOLRS INQRY MET",1.0,"NK",""
"21:525:401","INDEPENDENT STUDY","","NK",""
"21:525:450","HONORS INTERNSHIP","","NK",""
"21:525:497","SENIOR HONORS PROJECT",3.0,"NK",""
