course_code,course_name
ART-SHU 239.2,Choreography & Performance
ART-SHU 239.4,Choreography & Performance
ART-SHU 243,Dances of Northern China
ART-SHU 246,Dance on Camera
ART-SHU 274,Chinese Woodblock Printmaking: A Socially Engaged Graphic Art Form
ART-SHU 340,Composition
ART-UE 1002,Introduction to the Galleries and Museums of New York
ART-UE 101,Drawing I for Non-Majors
ART-UE 1010,Internship in Studio Art
ART-UE 103,Painting I for Non-Majors
ART-UE 104,Painting II for Non-Majors
ART-UE 105,Printmaking I for Non-Majors
ART-UE 107,2D Fundamentals I
ART-UE 1114,Drawing
ART-UE 1116,Painting
ART-UE 1118,Printmaking
ART-UE 1141,Painting Methods and Materials: The Graphic Novel
ART-UE 1180,Projects in Drawing
ART-UE 1182,Projects in Printmaking
ART-UE 1191,Advanced Projects in Painting
ART-UE 1221,Sculpture
ART-UE 1314,Photography
ART-UE 1316,Digital Art
ART-UE 1318,Video
ART-UE 1346,Digital Fabrication: Exploring the Fab Lab
ART-UE 1420,Design
ART-UE 1421,Design Studio for Non-Majors
ART-UE 1480,Projects in Design
ART-UE 1514,Glass
ART-UE 1515,Metalsmithing
ART-UE 1517,Ceramics
ART-UE 1580,Projects in Crafts Arts
ART-UE 1582,Projects in Glass
ART-UE 1584,Projects in Ceramics
ART-UE 1901,Senior Studio I
ART-UE 1905,BFA Individual Critique and Review
ART-UE 1995,"Interdisciplinary Proj: Photo/Video, Performance/Installation"
ART-UE 201,Sculpture I for Non-Majors
ART-UE 211,3D Fundamentals I
ART-UE 22,Interdisciplinary Art Practice I
ART-UE 300,Digital Photography I for Non Majors
ART-UE 301,Photography I for Non-Majors
ART-UE 302,Photography II for Non-Majors
ART-UE 303,Digital Art I for Non-Majors
ART-UE 305,Video Art I for Non-Majors
ART-UE 314,4D Fundamentals I
ART-UE 401,Design I for Non-Majors
ART-UE 402,Design II for Non-Majors
ART-UE 501,Metalsmithing I for Non-Majors
ART-UE 503,Ceramics I for Non-Majors
ART-UE 90,Color I
ART-UE 900,Visual Arts Praxis
ART-UE 9022,Introduction to Interdisciplinary Art Practice
ART-UE 9101,Drawing I for Non-Majors
ART-UE 9301,Photography I for Non-Majors
ART-UE 9381,"Projects in Digital Art: Art of Noise: Sound, Installation, Environment"
ART-UE 9921,Interdisciplinary Projects: Guided Practice
ARTCR-UE 10,Art: Practice & Ideas
ARTCR-UE 1095,Senior Thesis Seminar
ARTCR-UE 51,History of Art Since 1945
ARTCR-UE 52,Contemporary Art: Professional Practices
ARTCR-UE 55,Art of Now
ARTCR-UE 58,Global Histories of Art
ARTCR-UE 9153,Art & Ideas: Art World Today - Berlin & Beyond
ARTCR-UE 9161,Topics in Visual & Culture:: Art in Contemporary Culture
ARTH-UA 10,Foundations of Art History
ARTH-UA 150,"Sp Tpcs Ancient Art:: Museums, Collecting, and Antiquities"
ARTH-UA 250,Sp Tpcs Medieval Art:: Women and/in Medieval Art
ARTH-UA 350,Sp Tpcs Renaissance & Baroque Art:: Neoclassicism to Realism
ARTH-UA 450,Sp Tpcs Modern Art:: Age of the Avant-Gardes: Cubism to Surrealism
ARTH-UA 450,Sp Tpcs Modern Art:: Experimental Art of the 1960's
ARTH-UA 450,Sp Tpcs Modern Art:: Social History of Photography
ARTH-UA 5,Renaissance Art
ARTH-UA 510,"East Asian Art I: China, Korea, Japan to 1000 Ce"
ARTH-UA 560,Arts of Africa
ARTH-UA 570,North American Indian Arts
ARTH-UA 6,Modern Art
ARTH-UA 601,History of Architecture: Antiquity to Present
ARTH-UA 650,Sp Tpcs in Urban Design & Architecture:: Affordable Housing
ARTH-UA 650,Sp Tpcs in Urban Design & Architecture:: Elements of Successful Public Space
ARTH-UA 650,Sp Tpcs in Urban Design & Architecture:: Intro to Digital Design
ARTH-UA 650,Sp Tpcs in Urban Design & Architecture:: Reenvisioning an Urban Park
ARTH-UA 650,Sp Tpcs in Urban Design & Architecture:: The 4-Dimensional Landscape
ARTH-UA 650,Sp Tpcs in Urban Design & Architecture:: URDS and Health
ARTH-UA 650,Sp Tpcs in Urban Design & Architecture:: Writing for Urban Designers:Washington Square Park
ARTH-UA 661,Shaping The Urban Environment
ARTH-UA 663,"Hist of City Planning, 19th & 20th Centuries"
ARTH-UA 670,Decision-Making & Urban Design
ARTH-UA 671,Architecture in Context
ARTH-UA 672,Environmental Design: Issues & Methods
ARTH-UA 673,Urban Design: Infrastructure
ARTH-UA 674,Urban Design & The Law
ARTH-UA 676,Drawing for Architects & Others
ARTH-UA 800,Advanced Seminar: Approaching Art History
ARTH-UA 800,"Advanced Seminar: Caravaggio, Bernini, Poussin"
ARTH-UA 800,Advanced Seminar: Daily Life: Ancient Egyptian Scenes and Decorative
ARTH-UA 800,"Advanced Seminar: East Asian Arts of Catastrophe, 1800s-2020s"
ARTH-UA 800,Advanced Seminar: Global Biennials
ARTH-UA 800,"Advanced Seminar: Sexual Politics, Art World Style: Feminist Artists"
ARTH-UA 801,Senior Honors Thesis I
ARTH-UA 804,Independent Studies
ARTH-UA 850,Special Topics:: Art and Law
ARTH-UA 850,Special Topics:: Languages of Space: Understanding the Built Enviro
ARTH-UA 850,Special Topics:: Technologies of Devotion in the Arts of Islam
ARTH-UA 9005,Renaissance Art
ARTH-UA 9011,British Art in London
ARTH-UA 9150,Special Topics Ancient Art:: Berlin: Discverng the Collections of Museum Island
ARTH-UA 9150,Special Topics Ancient Art:: The Etruscans
ARTH-UA 9250,Topics Medieval Art: Medieval Paris: Architecture and Material Culture
ARTH-UA 9306,Early Masters of Italian Renaissance Painting
ARTH-UA 9308,Florentine Villas: An Interpretation Based on Historical and Social Factors
ARTH-UA 9328,Masterpieces in The Prado Museum II(in Span)
ARTH-UA 9338,Masterpieces in The Prado Museum II
ARTH-UA 9350,Renaissance Art in London
ARTH-UA 9412,Impressionism to Post-Impressionism
ARTH-UA 9550,Special Topics in Non Western Art: Non-Western Art in Paris
ARTH-UA 9650,Topics:: Designing Britain
ARTH-UA 9651,Place-Building-Time:The Architecture of Berlin
ARTH-UA 9662,Czech Art & Architecture
ARTH-UA 9674,Seeing London's Architecture
ARTH-UA 9676,Recycling Architecture: New Life for Older Bldgs
ARTH-UA 9850,"Spec Tpcs:: Exhibitions: A History, A Theory, An Exploration"
ARTH-UA 9850,Spec Tpcs:: Shaping an Educ Landscape: Museum Island of BL
ARTH-UA 9850,Spec Tpcs:: Vis Cultures in Col & 19th Cent Lat Amer
ARTH-UH 1010,Ways of Looking
ARTH-UH 1122X,"Global Art and Science: Geometries, Ecologies, Technologies"
ARTH-UH 1123,East Asian Art
ARTH-UH 1510,Photography I
ARTH-UH 1511,Drawing and Painting I
ARTH-UH 1512,Sculpture I
ARTH-UH 1712,Graphic Design
ARTH-UH 1718,Ways of Making
ARTH-UH 2118X,Contemporary Art and Politics in the Arab World
ARTH-UH 2610,Global Renaissance
ARTH-UH 2716,Print Studio 1
ARTH-UH 3811,Projects in Painting
ARTH-UH 4000,Senior Seminar in Research and Practice Art History and Visual Arts
ARTH1-UC 5416,Early Medieval Art & Architecture
ARTH1-UC 5422,New York City Architecture
ARTH1-UC 5430,History of Art I: Earliest to Middle Ages
ARTH1-UC 5443,Visual Expressions in Society
ARTS-UG 1014,Something to Sing About: Acting in Musical Theatre
ARTS-UG 1037,The Open Voice
ARTS-UG 1054,Writing Beyond Our Borders: Creation and Representation in U.S. Theater
ARTS-UG 1066,Performing Objects
ARTS-UG 1080,"Site-Specific Performance: Art, Activism & Public Space"
ARTS-UG 1110,The Art of Play
ARTS-UG 1220,Choreography: A Field Guide for Dance
ARTS-UG 1221,"Dancing in the Here and Now: Making Dances, Knowing Bodies"
ARTS-UG 1230,Dance Theater and Performance: An Interdisciplinary Investigation
ARTS-UG 1325,Songwriting
ARTS-UG 1326,Music Creation and Sound Practice
ARTS-UG 1340,Beyond Syntax: Exploring Words and Music
ARTS-UG 1420,Rites of Passage into Contemporary Art Practice
ARTS-UG 1463,The Copy
ARTS-UG 1481,Photograph New York at the Water's Edge
ARTS-UG 1515,Talk to Me: Radio and Podcasting in a Global City
ARTS-UG 1560,Introduction to Dramatic Writing: The Short Play
ARTS-UG 1570,Writing for Screen I
ARTS-UG 1577,Contemporary U.S. Playwriting
ARTS-UG 1600,From Script to Screen: Making the Short Film
ARTS-UG 1621,Architectural Design and Drawing
ARTS-UG 1635,Digital Art and New Media
ARTS-UG 1649,The Gameplay's the Thing: Story and Game Design
ARTS-UG 1655,Innovations in Arts Publications
ARTS-UG 9300,Art and Activism in Madrid's Spanish-speaking Diaspora Communities
ARTS1-UC 5414,The Arts:  Photography:  The World Through the Lens
ARTS1-UC 5417,The Arts: Drawing
ARTS1-UC 5435,The Arts: Fundamentals of Painting & Design
ARTS1-UC 5438,History of Music
ASL-UE 1000,Independent Study
ASL-UE 91,American Sign Language I
ASL-UE 92,American Sign Language II
ASL-UE 93,American Sign Language III
ASL-UE 94,American Sign Language IV
ASPP-UT 1000,"All School Seminar:: Land, World, Cosmos"
ASPP-UT 1006,"Special Topics:: Music, Race and Ethnicity"
ASPP-UT 1006,"Special Topics:: Traveling Gaze: Empire, the Cinema/ Media"
ASPP-UT 1028,"Creative Response:: Performance Matters, Between Imagination and Exper"
ASPP-UT 1070,Language as Action: Poetry as Resistance & Love
AW-UH 1114,Doing Archeology: Case Studies from Western Asia
AW-UH 1119X,Sacred Cities: Jerusalem and Mecca
AWS-UF 201,Advanced Writing Studio: Food Writing
AWS-UF 201,Advanced Writing Studio: Performing Translation
BIOL-SHU 123,Foundations of Biology Lab
BIOL-SHU 200,Topics:: Human Physiology
BIOL-SHU 22,Foundations of Biology II
BIOL-SHU 261,Genomics and Bioinformatics
BIOL-SHU 30,Genetics
BIOL-SHU 31,Genetics Laboratory
BIOL-SHU 997,Independent Study – Biology
BIOL-SHU 998,Integrated Science Capstone
BIOL-UA 11,Principles of Biology I
BIOL-UA 130,ATB: Epigenetics
BIOL-UA 150,ATB:Immunology
BIOL-UA 16,Ecological Field Methods
BIOL-UA 21,Molecular and Cell Biology I
BIOL-UA 223,Molecular and Cell Biology Laboratory
BIOL-UA 25,Physiology
BIOL-UA 26,Developmental Biology
BIOL-UA 30,Genetics
BIOL-UA 31,ATB: Genetics & Genomics
BIOL-UA 44,Microbiology and Microbial Genomics
BIOL-UA 45,Biostatistics and Human Genetics
BIOL-UA 50,Immunology
BIOL-UA 500,At the Bench: Disease Ecology
BIOL-UA 501,"Disease, Drugs, and DNA Repair"
BIOL-UA 530,Cancer Biology
BIOL-UA 63,Fundamentals of Ecology
BIOL-UA 64,Geographic Information Systems for Ecology
BIOL-UA 7,Practical Human Physiology
BIOL-UA 9011,Prin of Biology I
BIOL-UA 902,Topics: Science of Teaching
BIOL-UA 913,Special Topics:: RNA worlds: from beginning of life to medicines
BIOL-UA 920,Spring Special Topics Course: Discovery in Health
BIOL-UA 923,Special topics: Quantitative
BIOL-UA 954,Advanced Research in Microbiology
BIOL-UA 980,Independent Laboratory Research (External Institution)
BIOL-UA 995,Becoming a Scientist (Honors)
BIOL-UA 997,Independent Laboratory Research (NYU Bio)
BIOL-UA 999,Undergraduate Research Thesis
BIOL-UH 2010,Human Physiology
BIOL-UH 2113,Evolution
BIOL-UH 2114,Genetics
BIOL-UH 3090,Research Seminar in Biology
BIOL-UH 3101,Behavioral and Integrative Neuroscience
BIOL-UH 3117,Molecular Neurobiology
BIOL-UH 3120,Biostatistics
BIOL-UH 3121,RNA Biology
BIOL-UH 3130,Biophysics
BIOL-UH 4001,Capstone Project in Biology 1
BIOL-UH 4002,Capstone Project in Biology 2
BMS-UY 1001,Introduction to Cell and Molecular Biology Laboratory
BMS-UY 1003,Introduction to Cell and Molecular Biology
BMS-UY 2612,Stem Cells and Development
BMS-UY 3611,Advanced Molecular Biology Laboratory
BMS-UY 3613,Advanced Molecular Biology
BMS-UY 4111,Genetics and Genomics Laboratory
BMS-UY 4113,Genetics and Genomics
BMS-UY 471X,Guided Studies in Biomolecular Science
BMS-UY 4812,Topics in Biology: Cancer Biology
BMS-UY 4812,Topics in Biology: Evidence for Evolution
BMS-UY 4812,Topics in Biology: Molecular Virology
BMS-UY 4914,Undergraduate Research in Biomolecular Sciences
BMS-UY 4924,Undergraduate Research in Biomolecular Sciences
BPEP-UB 9002,Macroeconomics
BPEP-UB 9012,Political Economy
BSPA-UB 9041,Social Entrepreneurship
BUSF-SHU 101,Statistics for Business and Economics
BUSF-SHU 142,Information Technology in Business & Society
BUSF-SHU 200F,Fixed Income Derivatives
BUSF-SHU 202,Foundations of Finance
BUSF-SHU 210,Business Analytics
BUSF-SHU 244,Portfolio Management
BUSF-SHU 250,Principles of Financial Accounting
BUSF-SHU 275,"Exploring the Future of Innovations: Emerging Technologies, Business Strategies and Development"
BUSF-SHU 288,Doing Business with China
BUSF-SHU 289,NYU Big Ideas Series: The Role of China in the Future of World Business
BUSF-SHU 3,Business and Economics Honors Seminar
BUSF-SHU 303,Corporate Finance
BUSF-SHU 304,Futures and Options
BUSF-SHU 305,Debt Instruments and Markets
BUSF-SHU 321,Equity Valuation
BUSF-SHU 351,Operations Management
BUSF-SHU 48,Derivatives
BUSN1-UC 142,Principles of Accounting
BUSN1-UC 171,Intermediate Accounting
BUSN1-UC 172,Introduction to Finance
BUSN1-UC 377,Sustainable Development in Emerging Economies
BUSN1-UC 504,Business Organization & Management
BUSN1-UC 544,Business Law
BUSN1-UC 943,Principles of Marketing
BUSOR-UH 1003,Management & Organizations
BUSOR-UH 1004,Strategic Management
BUSOR-UH 1007,Introduction to Entrepreneurship
BUSOR-UH 1011,Foundations of Leadership
BUSOR-UH 1016,Research Methods in Business
BUSOR-UH 1103,Human Resource Management
BUSOR-UH 1301,Business Ethics
BUSOR-UH 1302,Impact Investing
BUSOR-UH 1501,Introduction to Accounting
BUSOR-UH 2111,Negotiations and Bargaining in the Workplace
BUSOR-UH 4000,Capstone Seminar: Entrepreneurship Capstone
BUSOR-UH 4000,Capstone Seminar: Management Capstone
CADT-UH 1005,Creativity and Innovation
CADT-UH 1020,Wayfinding: Graphic Design in the Built Environment
CADT-UH 1026,Human Value
CADT-UH 1029,"Inspiration, Art, and the Examined Life"
CADT-UH 1037X,Machines in Islamic Civilization
CADT-UH 1045E,Plastic Fantastic
CADT-UH 1049E,Material World
CADT-UH 1052,Silence
CADT-UH 1053,Designing Health
CADT-UH 1079E,Have a Seat
CADT-UH 1093,Gamified Learning
CAGC-UF 101,Caribbean Cultures
CAM-UY 2014,STEM & Theater
CAM-UY 2204,Disability Studies
CAM-UY 2304,Disability & Theatre
CAM-UY 3004,"Special Topics in Culture, Arts and Media: Science, Technology and Literature"
CAM-UY 4504,"Advanced Seminar in Culture, Arts and Media: Climate Fiction and the City"
CAM-UY 4504,"Advanced Seminar in Culture, Arts and Media: Invention and Imagination"
CAM-UY 4504,"Advanced Seminar in Culture, Arts and Media: Machines Made of Words"
CAM-UY 4504,"Advanced Seminar in Culture, Arts and Media: Science Fiction Workshop"
CAM-UY 4504,"Advanced Seminar in Culture, Arts and Media: The Law in Literary Classics"
CAMS-UA 101,Child & Adolescent Psychopathology
CAMS-UA 103,Complementary & Alternative Mental Health
CAMS-UA 104,When Nightmare is Real: Trauma in Child &Adolesc
CAMS-UA 105,Mindfulness and Mental Health
CAMS-UA 110,The Science of Happiness
CAMS-UA 114,Road to Resilience
CAMS-UA 120,Skepticism & Proof: Rsch Methods in Child Mh
CAMS-UA 133,From Huck Finn to Columbine:Understanding Disruptive Behaviors in Chldrn & Adolscnt
CAMS-UA 134,Behav Probs in School: Impairment to Interventn
CAMS-UA 135,Mental Health and Juvenile Justice
CAMS-UA 141,Child Brain Devel: App Frm Neurosci to Practice
CAMS-UA 142,The Adolescent Paradox
CAMS-UA 143,Sex Matters: Identity Behavior & Developement
CAMS-UA 144,Looking Back On Growing Up
CAMS-UA 146,Twentysomething
CAMS-UA 147,Love Actually
CAMS-UA 148,Before Me Up To Age 3: A Mental Health Perspective on Parent and Early Childhood Development.
CAMS-UA 149,Play & Creativity
CAMS-UA 150,Children & The Media
CAMS-UA 151,Cultural Perspectives on Mental Health & Illness
CAMS-UA 152,Global Perspectives in Child and Adolescent Mental Health
CAMS-UA 153,Mental Health and Society
CAMS-UA 155,Making Medical Decisions
CAMS-UA 161,The Art & Science of Parenting
CAMS-UA 162,Children of Divorce
CAMS-UA 170,While you were Sleeping
CAMS-UA 180,Drugs & Kids
CAMS-UA 190,Special Victims Unit: Child Maltreatment and Its Effects on Child and Family Mental Health
CAMS-UA 191,The Literature of Children & Adolescents
CAMS-UA 192,Speaking Our Minds – Narrating Mental Illness
CAMS-UA 201,Adv Sem: Autism Spectrum Disorders
CAMS-UA 202,Advanced Seminar in Personality Disorders
CAMS-UA 203,Adv Seminar: Eating Disorders
CAMS-UA 205,Fear factor: Advanced Seminar in Anxiety Disorders
CAMS-UA 501,Grand Rounds Seminar
CAMS-UA 502,The Science and Psychology of Marijuana
CAMS-UA 503,"Clicks, Likes, and Tweets: Behavioral Addiction in the Digital Space"
CAMS-UA 504,TrendingMentalHealth
CAMS-UA 505,Singin’ in the Brain: Music and the Developing Child
CAMS-UA 9101,Child & Adolescent Psychopathology
CAMS-UA 9145,Morality in Childhood
CAMS-UA 9202,Adv Sem: Global Persp in Child & Adolescent Mh
CAMS-UA 997,Independent Study
CAT-UF 301,City As Text
CAT-UF 9301,City As Text
CBE-UY 1000,"CBE Recitation (including BMS, CBE, CM subject areas): CBE-UY 3153 CBE Thermodynamics"
CBE-UY 1000,"CBE Recitation (including BMS, CBE, CM subject areas): CBE-UY 3313 Transport I"
CBE-UY 2124,Analysis of Chemical and Biomolecular Processes
CBE-UY 3153,Chemical and Biomolecular Engineering Thermodynamics
CBE-UY 3173,Polymeric Materials
CBE-UY 3313,Transport I
CBE-UY 4113,Engineering Laboratory I
CBE-UY 4143,Process Dynamics and Control
CBE-UY 4163,Chemical and Biomolecular Process Design I
CBE-UY 481X,Chemical Engineering Project
CBE-UY 491X,Bachelor's Thesis in Chemical & Biomolecular Engineering
CBE-UY 495X,Chemical Engineering Internship
CCEA-UH 1001,Ritual and Play
CCEA-UH 1003,Collecting
CCEA-UH 1010,Imagined Cities
CCEA-UH 1055,Global Shakespeare
CCEA-UH 1063,Literary Translation
CCEA-UH 1069,Cultural Appropriation
CCEA-UH 1078X,Representing the Middle East: Issues in the Politics of Culture
CCEA-UH 1083,Cultural History of Falconry
CCEA-UH 1092,Reaching for the Stars
CCEA-UH 1107,Once Upon a Time: Folk and Fairy Tales Reconsidered
CCEA-UH 1124,The Age of Images
CCEA-UH 1125,Nation and Narration
CCEA-UH 1137,Stories of Our Bodies
CCEA-UH 1138,Eco-Art and Ecomedia
CCEA-UH 1139,The Image in Question
CCEX-SHU 170,While You Were Sleeping
CCEX-SHU 203,Energy and the Environment
CCOL-UH 1015Q,Labor
CCOL-UH 1035,Inequality
CCOL-UH 1040,Disability
CCOL-UH 1045,Axes of Evil
CCOL-UH 1046,Women and Leadership
CCOL-UH 1052X,Art of Revolution
CCOL-UH 1061,Water for Life
CCOL-UH 1074,Industrial Revolutions and the Future of Work
CCOL-UH 1081,Migration and Belonging
CCOL-UH 1096,"Ghosts, Magic, and the Mystical: Understanding the Supernatural"
CCOL-UH 1097,The Sacred
CCOL-UH 1104,Globalization and its Discontents
CCOL-UH 1107,Shelter
CCOL-UH 1113,Encompassing Nature
CCOL-UH 1114,Problem of the Self
CCOL-UH 1117,Slavery and Freedom
CCOL-UH 1119,Techruption
CCOL-UH 1123,Choose Your Journey
CCOL-UH 1124,Linguistic Diversity
CCOL-UH 1125,Beauty
CCSF-SHU 101L,Global Perspectives on Society
CDAD-UH 1002Q,Space
CDAD-UH 1007EQ,The Mind
CDAD-UH 1008EQ,Seven Wonders of the Invisible World
CDAD-UH 1010EQ,Diversity
CDAD-UH 1016EQ,Where the City Meets the Sea: Studies in Coastal Urban Environments
CDAD-UH 1019Q,Heat and the Universe
CDAD-UH 1037,Cyberwarfare
CDAD-UH 1044Q,Human-Centered Data Science
CDAD-UH 1045EQ,Science of Food & Cooking
CDAD-UH 1048Q,Microbial Self: Microbes and Identity
CDAD-UH 1065E,What is Life?
CDAD-UH 1071EQ,Stereotyping
CDAD-UH 1073Q,Science of Complexity
CDAD-UH 1078EQ,Inclusive Data Literacy
CDAD-UH 1079EQ,The Science of Making Music
CE-UY 1002,Introduction to Civil and Environmental Engineering
CE-UY 2112,Structural Statics
CE-UY 2122,Strength of Materials
CE-UY 2143,Analysis of Determinate Structures
CE-UY 2213,Fluid Mechanics and Hydraulics
CE-UY 2253,Environmental Chemistry and Microbiology
CE-UY 2313,Introduction to Transportation Systems
CE-UY 2343,Transportation Engineering
CE-UY 2513,Construction Materials and Methods
CE-UY 2533,Construction Project Management
CE-UY 3013,Computing in Civil Engineering
CE-UY 3143,Steel Design
CE-UY 3153,Geotechnical Engineering
CE-UY 3163,Materials for the Built Environment
CE-UY 3183,Structural Engineering
CE-UY 3223,Fundamentals of Environmental Engineering
CE-UY 3243,Water Resources Engineering
CE-UY 3263,Air Pollution Generation and Control
CE-UY 3533,Construction Site Layout and Surveying
CE-UY 3543,Building Information Modeling
CE-UY 4092,"Leadership, Business Principles, Policy and Ethics in Civil Engineering"
CE-UY 4193,Timber and Masonry Structures
CE-UY 4710,Readings in Civil Engr I
CE-UY 4803,Civil Engineering Capstone
CE-UY 4833,Transportation Engineering Capstone
CE-UY 4863,Environmental Engineering Capstone
CE-UY 4911,Civil Engineering Internship I: Management
CE-UY 4931,Civil Engineering Internship III: Leadership
CE-UY 496X,Undergraduate Research Project in Civil and Urban Engineering
CE-UY 497X,Undergraduate Thesis in Civil and Urban Engineering
CE-UY 4990,Fundamentals of Engineering Exam Registration for CUE
CENG-SHU 201,Digital Logic
CENG-SHU 202,Computer Architecture
CENG-SHU 352,Emerging Technologies for Smart Cities
