"course_code","course_title","credits","department","description"
"ACCY 161","Government and Nonprofit Accounting.","3 Units","Accountancy (ACCY)","Fundamentals of accounting and financial reporting for governmental units and institutions; accounting for various types of funds; accounting aspects of budgetary control."
"ACCY 171","Federal Tax Procedures I.","3 Units","Accountancy (ACCY)","Federal taxation concepts are used in effective decision making; a working knowledge of the concepts of gross income, deductions, tax rates, and property transactions as they pertain to C corporations, partnerships, S corporations, and individuals; and proficiency in the application of tax concepts as they pertain to business and individual taxpayers."
"ACCY 172","Federal Tax Procedures II.","3 Units","Accountancy (ACCY)","Business entity formation, operation, and termination and business taxation principles and concepts used in effective decision-making.  Students develop the ability to understand and apply business tax principles and the critical and analytical skills that are necessary in the study and application of taxation and tax law."
"ACCY 190","International Accounting.","3 Units","Accountancy (ACCY)","Accounting concepts, principles, and methods applicable to multinational transactions and global corporations. Contents include the translation of financial statements, comparative accounting systems, financial reporting, currency risk management, international accounting standards and organizations, taxation problems, and the managerial aspects of multinational transactions."
"ACCY 194","Cooperative Education Experience in Accountancy.","6 - 12 Units","Accountancy (ACCY)","In-depth supervised work experience in accounting for the purpose of exposing the student to comprehensive accountancy experience in business, governmental, or service agencies."
"ACCY 195","Internship in Accountancy.","3 Units","Accountancy (ACCY)","Supervised work experience in accountancy for the purpose of increasing student understanding of the nature and scope of the operations of business, governmental, or service agencies. Supervision is provided by the faculty and the cooperating agencies."
"ACCY 196B","Exper Offer Accountancy.","3 Units","Accountancy (ACCY)","A course in Accounting and Audit Analytics examines the changing technological environment in accounting and the role of data analytics in accounting. This course will help students to understand different structured and unstructured accounting data, and develop new analytic skills to make better accounting decisions. It will also improve student's ability to conduct audit analytical procedures, in accordance with financial reporting regulatory requirements."
"ACCY 199","Special Problems in Accountancy.","1 - 3 Units","Accountancy (ACCY)","Individual projects or directed reading for students qualified to carry on independent work. Admission requires approval of the instructor and the Associate Dean. Petitions can be obtained from the Undergraduate Business Advising Center, Tahoe 1030."
"ACCY 220","Accountancy Teaching Experience.","3 - 6 Units","Accountancy (ACCY)","Supervised experience of teaching lower division accountancy courses. Students will teach one section ofACCY 1or2for each three units of credit. They may teach no more than two classes (6 units of credit) during any semester and be under direct supervision of an appropriate coordinator. To be eligible, students must register for nine units in addition toACCY 220and must have approval of the Department Chair. May not be used to satisfy any requirements in the CBA graduate programs. No student may earn more than twelve (12) units cumulative."
"ACCY 240","Integrated Accounting Concepts.","3 Units","Accountancy (ACCY)","Designed for students who enter the Master of Science Accountancy program without a Bachelor of Science in Accountancy or students who need to refresh their basic skills and understanding in record keeping, financial statement preparation and analysis, ethics in the practice of accounting, and internal controls through the use of comprehensive case study/practice set. Delivered via independent project work rather than lecture."
"ACCY 250","Financial Reporting I.","3 Units","Accountancy (ACCY)","Corporate financial reporting to external users in accordance with US Generally Accepted Accounting Principles (GAAP), including financial information about a company's economic resources, obligations, owners' equity, income, case flow, and use of information to evaluate a company's return on investment, risk, financial flexibility, liquidity, and operational capability."
"ACCY 251","Foundations of International Accounting.","3 Units","Accountancy (ACCY)","The role of culture in accounting; comparative international financial and managerial accounting fundamentals; international financial statement analysis; international accounting standards and U.S. GAAP convergence; international business combinations; foreign exchange; international auditing; international taxation; and international capital flows."
"ACCY 260","Financial Reporting II.","3 Units","Accountancy (ACCY)","In-depth study of technical financial accounting issues including accounting for pensions and leases, income tax, accounting changes, consolidated financial statements, and foreign currency."
"ACCY 261","Cost Analysis and Control.","3 Units","Accountancy (ACCY)","Fundamentals of cost accounting concepts and practice relating to cost accumulation, control, and analysis for managerial planning and decision making.  Specific topics generally include product costing, standards, cost allocation, estimation, budgeting, transfer pricing, and performance evaluation. Emphasis is on current issues."
"ACCY 262","Auditing.","3 Units","Accountancy (ACCY)","Study auditing as a control activity in society. It covers a variety of opportunities in the auditing profession including external auditing, internal auditing, compliance auditing, and operational auditing as well as fraud examinations. Topics include evidence and documentation, auditing computer systems, and internal controls."
"ACCY 263","Governmental and Non-Profit Accounting.","3 Units","Accountancy (ACCY)","This course provides an in depth study of accounting and reporting for state and local governmental and non-profit entities. The course emphasizes the governmental reporting environment, the accounting for various types of funds, the accounting aspects of budgetary control, and the preparation of governmental financial information to be included in the Comprehensive Annual Financial Report. This course also emphasizes the key differences between governmental and non-profit organizations, and the financial accounting and reporting for non-profit organizations."
"ACCY 264","Taxation of Business Entities.","3 Units","Accountancy (ACCY)","Covers the topics for corporate tax, partnership tax, estate and gift tax, and tax planning. Corporate tax includes taxation of transactions between corporations and thier shareholders, transfers to corporations, dividends and non-liquidating distributions, stock redemptions, corporate liquidations, and S corporation. Partnership tax includes operation and liquidation, dissolution, sales, and exchange of partnership interests. Estate and gift tax addresses the types of transfers for federal gift tax."
"ACCY 265","Advanced Accounting Information Systems Analysis and Controls.","3 Units","Accountancy (ACCY)","Emphasis on the role of computer and information technology in the development, analysis, and operation of accounting information systems; may include advanced coverage of accounting transaction cycles, accounting systems planning and analysis, accounting system design, accounting systems implementation and operation, the accounting system internal control structure, data modeling and database design in accounting, computer fraud and security, and auditing of computer-based information systems."
"ACCY 266","Business Environment and Concepts.","3 Units","Accountancy (ACCY)","Designed to provide understanding of knowledge and skills necessary for the general business environment and business operation. In addition, students are required to apply that knowledge in performing professional responsibilities. Topics include corporate governance, business cycles, global economic markets, business strategy, effect of financial management policies on accounting transactions, economic substance of transactions and their accounting implications, and budgeting/forecasting techniques."
"ACCY 269","Taxation of Individuals.","3 Units","Accountancy (ACCY)","Covers the required topics for tax form preparation for reporting individual incomes. Examines fundamental concepts in tax law and the underlying reasons for income identification, exemption, and deduction."
"ACCY 270","Tax Research and Procedure.","3 Units","Accountancy (ACCY)","Tax reporting and collection procedure; administrative and judicial procedures governing tax controversies; the rights and obligations of the taxpayer. Intensive training in performing and communicating tax research. Includes use of current database programs.  Lecture basis, followed by ""hands-on"" application of research methods."
"ACCY 271","Tax Accounting Periods and Methods.","3 Units","Accountancy (ACCY)","Concepts and principles of the overall cash, accrual and hybrid methods of tax accounting. Applications of specific methods such as: inventory costing and capitalization rules, installment sales, long-term contracts, and original issue discount/time value of money will be examined.  Lecture format to present the underlying rules and concepts. Case studies will then be analyzed and discussed by the students to examine the topics in a ""real-world"" context."
"ACCY 272","Taxation of Business Enterprises I - Corporations.","3 Units","Accountancy (ACCY)","Discusses federal tax law as it applies to corporations, including the following topics: special deductions, formation, distributions, and complete liquidations.  Incorporates problem sets, case analysis, a corporate tax return project, and a research project to enhance analytical and critical thinking skills and compliance experience."
"ACCY 273","Taxation of Business Enterprises II - Partnerships.","3 Units","Accountancy (ACCY)","Discusses general concepts, acquisitions and basis of partnerships interests, operations, transfers of partnership interests, and distributions. Incorporates problem sets, a partnership tax return project, and research projects to enhance analytical and critical thinking skills and compliance experience and to develop students' technical proficiency in the application of partnership concepts."
"ACCY 274","Estate, Gift and Trust Taxation.","3 Units","Accountancy (ACCY)","Taxation of decedent's estate and lifetime gifts; valuation of property subject to estate and gift taxes; income taxation of estates and trusts; estate planning.  Uses a lecture format to present the underlying rules and concepts.  Case studies will then be analyzed and discussed by the students to examine the topics in a ""real-world"" context."
"ACCY 275","International Wealth and Asset Management.","3 Units","Accountancy (ACCY)","Importance of global asset protection and wealth management; domestic Statutory and case law authorities of selected European, American and Asian countries as they relate to wealth protection and asset management; bi-lateral international agreements relating to wealth management and asset protection; Multilateral agreement affecting wealth management and asset protection; tax and legal liability minimizing models."
"ACCY 276","U.S.Taxation of International Transactions.","3 Units","Accountancy (ACCY)","U.S. tax jurisdiction; U.S. source of income rules and related expense allocation; U.S. taxation of foreign taxpayers; transfer pricing issues; U.S. taxation of the foreign income of U.S. citizens and residents; cross border transactions; foreign currency tax issues; and U.S. bilateral tax agreements. Successful completion will satisfy the culminating experience for the MSBA/Taxation program. Students may select topics for their Master's projects that are outside the discipline topic of the class subject to the approval of the instructor."
"ACCY 277","Comparative International Tax Systems.","3 Units","Accountancy (ACCY)","The similarities and differences between current global tax systems including jurisdiction and conflict of laws issues; the role of bilateral international tax treaties and other international tax related agreements in business operations; international tax planning for individuals and multinational enterprise including corporations, partnerships and estates and trusts."
"ACCY 278","International and Multi-State Taxation.","3 Units","Accountancy (ACCY)","Focuses on the taxation of cross-border transactions which encompasses discussion of the laws, rules, and regulations that affect transactions that cross both state and national borders. It covers various issues such as income sourcing and jurisdiction to tax. This course generally discusses these issues from the perspective of a U.S. person, but emphasizes and illustrates the general applicability of these rules for the tax regimes as established by other countries and states."
"ACCY 280","Management Control Systems.","3 Units","Accountancy (ACCY)","Development of the concepts and practice of management control systems. How alternative accounting-based planning, performance motivation and evaluation, and control systems fit and are used in varying strategic, management, and operative environments. How systems focus and motivate managers' decision behavior. How systems fit and are used in varying decision, competitive, and organization settings. Emphasis is on cases."
"ACCY 295","Internship in Accountancy.","3 Units","Accountancy (ACCY)","Supervised work experience in business, governmental service, or agencies for the purpose of increasing and enhancing student understanding of the nature and scope of the organization's accounting operations. Supervision is provided by the faculty and the cooperating agencies. Open to MS in Accountancy students. Petitions are obtained from Tahoe Hall 1035."
"ACCY 296","Experimental Offerings in Accountancy.","3 Units","Accountancy (ACCY)","When a sufficient number of qualified students apply, a faculty member may conduct a seminar on a designated advanced topic in accountancy."
"ACCY 299","Special Problems in Accountancy.","1 - 3 Units","Accountancy (ACCY)","Individual projects or directed reading for students qualified to carry on independent work. Admission requires approval of faculty member under whom the individual work is to be conducted in addition to the approval from the Department Chair of Accountancy. Petitions to be obtained from the CBA Graduate Programs Office, Tahoe Hall 1037."
"ACCY 500A","Thesis.","1 - 3 Units","Accountancy (ACCY)","Completion of a thesis approved for the Master's degree."
"ACCY 500B","Project.","1 - 3 Units","Accountancy (ACCY)","Completion of a project approved for the Master's degree."
"ACCY 500C","Comprehensive Examination for MS/Accountancy and MSBA/Taxation Degrees.","1 - 3 Units","Accountancy (ACCY)",""
"ACCY 501","Culminating Experience Project in Accounting and Ethics.","3 Units","Accountancy (ACCY)","Each student conducts an individual project to fulfill the culminating experience graduation requirement of the MS in Accountancy program as required in Title V of the CA Educational Code. The course also covers the development of ethical standards, ethical reasoning, AICPA Code of Professional Conduct, accountants' professional responsibilities, financial reporting fraud and responses, corporate governance, and other relevant topics."
"AIS 142","Enterprise and E-Commerce Accounting Models.","3 Units","Accountancy Information System (AIS)","Survey of Enterprise Resource Planning (ERP) models, Business-to-Business (B2B) E-commerce models, and the effects of the changing business and technology landscape upon the accounting profession.  Topics include internal control, auditing, and economics relating to these new business-process models."
"AIS 194","Cooperative Education Experience in Accounting Information Systems Problems.","6 - 12 Units","Accountancy Information System (AIS)","In-depth supervised work experience in accounting information systems for the purpose of exposing the student to comprehensive Accounting Information Systems experience in business, governmental, or service agencies."
"AIS 195","Internship in Accounting Information Systems.","3 - 6 Units","Accountancy Information System (AIS)","Supervised work experience in accounting information systems for the purpose of increasing student understanding of the nature and scope of the operations of business, governmental, or service agencies.  Supervision is provided by the faculty and cooperating agencies."
"AIS 199","Special Problems in Accounting Information Systems.","1 - 3 Units","Accountancy Information System (AIS)","Individual accounting information systems projects or directed reading for students qualified to carry on independent work."
"ANTH 1","Introduction to Biological Anthropology.","3 Units","Anthropology (ANTH)","Covers the concepts, methods of inquiry, and theory of biological evolution and their application to the human species. There is a specific focus on molecular, Mendelian and population genetics, mechanisms of evolution, primatology, paleoanthropology, biocultural adaptations, and human variation. The scientific method serves as the foundation to the course."
"ANTH 1A","Biological Anthropology Laboratory.","1 Unit","Anthropology (ANTH)","Designed to familiarize the student with the materials and techniques of physical anthropology.  Includes human and other primate osteology, anthropometric techniques, and allied methods in the gathering and analysis of physical anthropological data. Through working with the departmental collection of fossil casts and a wide variety of charts and models, the student also becomes familiar with the stages of human and primate evolution."
"ANTH 2","Introduction to Cultural Anthropology.","3 Units","Anthropology (ANTH)","Introduction to anthropological approaches in the study of people and cultures. Using ethnographic case studies, the course contributes to a critical understanding of continuity and diversity in peoples' lifestyles, social institutions, and cultural practices in different societies around the world. The course also examines the impact of political, economic, and social changes, such as colonization, decolonization, and globalization on people and cultures over the last century."
"ANTH 2H","Introduction to Cultural Anthropology - Honors.","3 Units","Anthropology (ANTH)","Introduction to anthropological approaches in the study of people and cultures. Using ethnographic case studies, contributes to a critical understanding of the continuity and diversity in peoples' lifestyles, social institutions, and cultural practices in different societies around the world. Examines the impact of political, economic, and social changes, such as colonization, decolonization, globalization, etc., on people and cultures over the last century. Intended for students enrolled in the University's GE Honors Program."
"ANTH 3","Introduction to Archaeology.","3 Units","Anthropology (ANTH)","Introduces students to the methods and theories used by archaeologists to find, recover, and interpret such remains in an effort to reconstruct and understand the lives of earlier peoples. The class uses archaeological case studies, films, and hands-on examples of tools and other artifacts produced by simple stone age hunters and more complex civilizations that lived in California and other parts of the world."
"ANTH 4","Language, Culture, and Critical Thinking.","3 Units","Anthropology (ANTH)","Introduction to the abstract and formal structures of language and cultural dimensions of human communication via major linguistic anthropological concepts, theoretical assumptions, and methodologies. Addresses the logical, formal relationship between underlying rules of natural languages while critically analyzing how speakers from different cultures use language to convey complex social and cultural information. Course illuminates how language is used to create and reinforce relationships of power (race, class, gender); develops ability to recognize linguistic fallacies; and instructs in basic critical thinking skills."
"ANTH 13","Magic, Witchcraft and Religion.","3 Units","Anthropology (ANTH)","Cross-cultural study of the forms and functions of supernatural beliefs and associated rituals in various societies of Africa, Asia, aboriginal Australia, Oceania, South America, native North America and elsewhere. Emphasis is on understanding beliefs and rituals within given social contexts, and using broad comparisons to derive insight into the general functions of beliefs and rituals in human life."
"ANTH 16","Comparative Early Civilizations.","3 Units","Anthropology (ANTH)","Examines the emergence and development of early civilizations.  Studies state formation, urbanization, market system development, and other processes relevant to the evolution of early civilizations from the standpoints of cross-cultural comparison and modern anthropological theory.  The goal is to identify cross-cultural regularities as well as critical differences that can explain the various evolutionary trajectories of these societies.  The civilizations that will be contrasted include societies from Mesopotamia, Egypt, the Indus Valley, China, Mesoamerica, Andean South America, and other regions."
"ANTH 21","Freshman Seminar: Becoming an Educated Person.","3 Units","Anthropology (ANTH)","Introduction to the nature and possible meanings of higher education, and the functions and resources of the University. Designed to help students develop and exercise fundamental academic success strategies and to improve their basic learning skills. Provides students with the opportunity to interact with fellow classmates and the seminar leader to build a community of academic support and personal support."
"ANTH 101","Cultural Diversity.","3 Units","Anthropology (ANTH)","Focuses on analyzing the historically conditioned political, economic and social factors that have contributed to cultural diversity in the U.S; a critical anthropological approach is developed to explore the intersection of race, class, gender, ethnicity and sexuality; the political economy of institutions and ideas, such as racism, classism, sexual stereotyping, family, religion, state, color-blindness, multiculturalism, etc.; and, discourses of cultural diversity in the U.S."
"ANTH 102","The Nature of Culture.","3 Units","Anthropology (ANTH)","An upper division general introduction to cultural anthropology. Divided into two major parts: a survey of theories, methods and concepts of cultural anthropology, and an introduction to applied cultural anthropology."
"ANTH 103","Psychological Anthropology.","3 Units","Anthropology (ANTH)","Cross-cultural comparative approach to human cognition, child-training practices, personality development, deviant behavior, cultural psychiatry, and data gathering techniques."
"ANTH 105","Anthropology of War.","3 Units","Anthropology (ANTH)","Examination of the nature of war, primarily as it occurs in pre-industrial societies, and a survey of the kinds of explanations of this phenomenon current in anthropology. Emphasis is on understanding the complexity, variability, and cultural imbeddedness of war as it occurs around the world."
"ANTH 106","Culture and Personality of the Chicano Child.","3 Units","Anthropology (ANTH)","Study of child growth and development patterns universal to all children with focus on the pressures and effects of the Mexican and Anglo cultures on the development of the Chicano child."
"ANTH 107","Anthropology of Hunters and Gatherers.","3 Units","Anthropology (ANTH)","Survey of the rapidly disappearing life way which anthropologists call hunting and gathering, with economies based on the use of wild plant and animal resources. Using ethnographic examples from the Arctic, southern Africa, rainforests in South America, deserts of Australia, and western North America, explores variation in hunter-gatherer societies with respect to differences in environment, technology, social organization, and the historical effects of interaction with more complex cultural groups. Models that attempt to explain long-term changes in this life way are also explored."
"ANTH 108","Economic Anthropology.","3 Units","Anthropology (ANTH)","Examines the fundamentals of economic anthropology through a focus on production, exchange, and consumption in a range of historical and ethnographic contexts. Introduces different frameworks for theorizing the economy and explaining human behavior and decision-making. Addresses central questions and issues in cultural anthropology on the origins of value, wealth and social stratification, the meanings of work, gift exchange and reciprocity, property regimes, morality and debt, marketing and desire."
"ANTH 109","Ecological and Evolutionary Approaches to Anthropology.","3 Units","Anthropology (ANTH)","Survey of anthropological research regarding the relationships between human behavior, ecology, and evolution.  Reviews historic development of research in this field, and contrasts approaches based in ecological and evolutionary theory.  Reviews and evaluates of case studies.  Topics include hunter-gatherer and hominid economy and social organization, foraging theory, work effort, population growth and regulation, origins of agriculture, warfare, ritual and resource conservation, and origins of complex society."
"ANTH 110","Archaeological Method and Theory.","3 Units","Anthropology (ANTH)","Traces the development of archaeology from its inception in the eighteenth century up to the present time. Readings, lectures, and class assignments follow the evolution of archaeological method and theory in relation to changing ideas about the role of culture, environment, and technology within the broader discipline of anthropology."
"ANTH 111","California Archaeology.","3 Units","Anthropology (ANTH)","Pre-contact California encompassed some of the most extensive environmental and cultural diversity ever to exist on the planet, containing widely divergent biota, many distinct languages and cultures, and among the densest hunter-gatherer populations ever recorded. At least 11,000-12,000 years of human occupation have been marked by multiple migrations and major shifts in technological and social organization. Explores long-term trends in cultural development across the state, and examines models used to explain why semi-permanent settlements, intensive subsistence strategies, and complex social institutions arose in some times/places and not others."
"ANTH 112","Great Basin Archaeology.","3 Units","Anthropology (ANTH)","Explores the cultural and natural history of the Great Basin from the last glacial maximum into the historic era. Though largely arid, this region in fact manifests considerable environmental variability and has seen significant climatic alterations since the Pleistocene. Human occupation of the Great Basin witnessed major changes in demography, technology, subsistence practices, and sociopolitical organization over the last 10-12,000 years. The course looks to understand cultural and environmental variability across the region through examination of the long-term material record and consideration of anthropological and biological models."
"ANTH 113","Prehistory of the Southwest.","3 Units","Anthropology (ANTH)","Survey of the prehistory of the Arizona, New Mexico, Western Colorado, Utah, and adjacent regions of Nevada, Texas and northwestern Mexico.  Major prehistoric cultures of the Southwest (Hohokam, Anasazi, Mogollon, Fremont) are covered in detail.  Focus on major transitions in subsistence and social organization emphasizing current issues of archaeological research.  Cultural influences from outside areas are also considered."
"ANTH 114","North American Prehistory.","3 Units","Anthropology (ANTH)","Familiarizes students with the archaeological record of North America, and provides an analytical framework through which it may be understood in anthropologically meaningful terms. This will be accomplished by considering some of the explanations that have been proposed to account for the prehistory of the continent, and by examining the archaeological remains and cultural sequences found in various areas, including the North and Southeast, Great Plains, Pacific Northwest, and arctic/subarctic regions."
"ANTH 115","Origins of Agriculture.","3 Units","Anthropology (ANTH)","Surveys and evaluates worldwide anthropological perspectives of the origins of agriculture and the rise of complex society. Traces the development of major archaeological theories for the inception and spread of agriculture and civilization, acquainting students with groundbreaking archaeological research associated with each theoretical perspective. Current archaeological research is reviewed in-depth, providing a context for critique of the theories. Examples from North America, Latin America, the Middle East, India and China are compared and contrasted using movies, readings, and lectures."
"ANTH 116","Old World Prehistory:  Paleolithic Archaeology.","3 Units","Anthropology (ANTH)","Old World Paleolithic archaeology from the emergence of hominids until the development of agriculture and civilization. Cultural developments in Africa, Asia, Europe and Australia are examined with the aim of highlighting similarities and differences in the process of technological, demographic, and sociopolitical change within each region. Explanatory models are offered to account for cultural evolution in various parts of the Old World are explored and assessed."
"ANTH 117","World Prehistory and the Evolution of Modern Humanity.","3 Units","Anthropology (ANTH)","Covers human prehistory, from the emergence of culture through the domestication of plants and animals, and the origins of complex societies. Included are major cultural developments on every continent, emphasizing similarities and differences in the nature and timing of key technological, cultural, and sociological changes. Methodologies for learning about the past, major archaeological discoveries, important personalities, and contributions to the modern world are discussed in the context of understanding the strengths of a scientific approach to understanding the human past."
"ANTH 118","The Anthropocene: Human Impacts on Ancient Environments.","3 Units","Anthropology (ANTH)","Designed to challenge students to critically evaluate past human relationships with their environment at the local, regional, and global scale over the past 10,000 years. The diachronic perspective of the course provides students with a broader understanding of contemporary challenges, such as anthropogenic climate change and declining biodiversity, that is rooted in our prehistoric past."
"ANTH 119","Analysis of Faunal Remains.","4 Units","Anthropology (ANTH)","Seminar on techniques and methods employed in analysis of faunal remains from archaeological sites, coupled with a laboratory providing hands-on identification of mammalian remains from these settings. Large focus on quantitative methods used in zooarchaeology to infer behavioral patterns of the human past and their paleoenvironments."
"ANTH 120","Introductory Statistics for Anthropologists.","3 Units","Anthropology (ANTH)","Covers the conceptual framework involved in quantitative methods of data analysis commonly employed in anthropology. The emphasis is primarily on understanding concepts and secondarily on learning techniques of data analysis. Topics include data description and distributions, estimation procedures, hypothesis testing, and model fitting. Illustration of concepts in lecture are made with data from archaeology, physical anthropology, and social/cultural anthropology."
"ANTH 121","Archaeology of Mexico.","3 Units","Anthropology (ANTH)","Provides an upper division introduction to the archeology of Mesoamerica for students not majoring in anthropology. Discusses the evolution of the ancient civilizations of Mesoamerica, including Mexico, Guatemala, Belize, Honduras, and El Salvador. Examines the development of societies from the earliest inhabitants to the growth of empires. Includes coverage of the Olmecs, Monte Alban, Teotihuacan, the Classic Maya, the Toltecs, and the Aztecs."
"ANTH 122","The Evolution of Early Mesoamerican States.","3 Units","Anthropology (ANTH)","Traces the emergence of pre-hispanic state societies in Mesoamerica from the growth of the earliest settlements to the collapse of the Aztec empire. Analyzes how complex societies evolved in Mesoamerica, focusing on such evidence as household and village social organization, craft specialization and interregional exchange, religion and ideology, and the logistics of state management and imperial expansion."
"ANTH 123","Ancient Technology.","3 Units","Anthropology (ANTH)","Examines the importance of various preindustrial technologies, and the techniques and methods involved in their manufacture and use. Topics include stone, bone, wood, and hide working, ceramics, weaving, metallurgy, and other crafts essential to human survival in ancient and contemporary societies around the world."
"ANTH 124","Environmental Archaeology.","3 Units","Anthropology (ANTH)","All human societies depend on their natural surroundings, and so the reconstruction of prehistoric environments is an essential part of archaeological interpretation. Three interrelated aspects of environmental archaeology are considered: (1) general approaches to paleoenvironmental reconstruction, employing various biological and geological indicators; (2) the analysis of human plant and animal food remains; and (3) the geological and other processes that are responsible for the formation of archaeological deposits."
"ANTH 126","Techniques of Archaeological Analysis.","3 Units","Anthropology (ANTH)","Introduces students to various approaches to archaeological analysis, focusing on how different classes of data are collected, classified, and interpreted to resolve research issues. Includes such topics as the handling, treatment, and analysis of flaked and ground stone tools, plant and animal food remains, and other types of archaeological materials. Lecture one hour, laboratory six hours."
"ANTH 127","Cultural Resource Management in Theory and Practice.","3 Units","Anthropology (ANTH)","Takes a wide-ranging look at how cultural resources are managed and preserved in California, the greater U.S., and other parts of the world. More than just a review of applicable laws and regulations, it is designed to offer a history of historic preservation, examine its role in our society, and explore the prospects for its continued presence. Practical aspects of Cultural Resource Management (CRM) are reviewed with respect to designing, budgeting, and performing archaeological surveys, site evaluation studies, and data recovery or mitigation programs."
"ANTH 128","Indians of California.","3 Units","Anthropology (ANTH)","Provides a survey of the traditional cultures of California Native American groups as they existed immediately after Western contact. Exploration of the ecological linguistic, economic, social, political, and religious diversity of California Native American groups provides a background for analysis of current anthropological theories of hunter-gatherer adaptations, subsistence intensification, political economy, cultural complexity, and California prehistory."
"ANTH 130","Social Justice in Interdisciplinary Perspective.","3 Units","Anthropology (ANTH)","Examines the nature and forms of social justice and injustice. Addresses key philosophical and theoretical models and debates over the meaning of social justice, using historical and contemporary examples to highlight important concepts and controversies. Faculty from different departments within SSIS, and occasionally from other colleges, will address how their discipline understands and analyzes issues of social justice. Students will be encouraged to critically assess the assumptions of various perspectives on social justice, and to address the relationship of academe and social activism in achieving social justice."
"ANTH 131","Europe in the Ethnographic Imagination.","3 Units","Anthropology (ANTH)","Far more than a geocultural space or ""continent,"" Europe is an historically-potent social and ideological construction that has been instrumental in exerting global colonial power - a 'Europeanization' process that has turned increasingly inward with the goal of circumscribing diverse linguistic and cultural communities in a postcolonial world. The course focuses on major themes in contemporary Europeanist anthropology, such as relations between local communities/regions and states, immigration, subaltern groups, neo-nationalist extremism, and the changing character of religious institutions."
"ANTH 132","Health, Culture, Power: Topics in Medical Anthropology.","3 Units","Anthropology (ANTH)","Examines the relationship between health, culture, and power, from the perspective of critical medical anthropology. Students will develop cross-cultural, historical, and ethical perspectives on health and explore the socio-cultural factors that contribute to health inequity. We will explore various health-oriented social movements to understand how injustice is embodied, as health has become a key vernacular of justice in a biopolitical era."
