"department","course_code","course_name","course_hours","course_description"
"Accounting (ACCT)","ACCT 507","Fundamentals of Accounting","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Theoretical and technical aspects for accumulating and reporting financial information for business. Emphasis on current financial accounting issues confronting businesses and interpretation of financial information reported by business. This is a graduate foundation course."
"Accounting (ACCT)","ACCT 591","Topics in Accounting","1-3 Hours.","Semester course; 1-3 lecture hours (delivered online, face-to-face or hybrid). 1-3 credits. Study of current topics. Topics may vary; see the Schedule of Classes for the list of topics offered each semester."
"Accounting (ACCT)","ACCT 604","Advanced Auditing","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ACCT 406with a minimum grade of C. Development of auditing theory, special disclosure issues, statistical sampling, and ethical, legal and social responsibilities of external and internal auditors. Emphasis on contemporary topics in auditing."
"Accounting (ACCT)","ACCT 608","Managerial Accounting Concepts","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Prerequisite:ACCT 507. The use of accounting information contained in reports to management. The functions of planning, decision making, and control are studied as accounting data are reported through the firm's information system and in special analyses."
"Accounting (ACCT)","ACCT 610","Forensic Accounting","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ACCT 406with a minimum grade of C. Study of forensic accounting topics, including fraudulent financial reporting, employee fraud, money laundering, litigation services, evidence management, computer forensics and business valuation."
"Accounting (ACCT)","ACCT 620","Accounting Research","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ACCT 507. The study of accounting methods, topics and data sources. Students will develop the skills needed to critically evaluate accounting research through experiential learning. An introduction to the steps of the research and publication process."
"Accounting (ACCT)","ACCT 621","Accounting Analytics","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Prerequisites:ACCT 507andSCMA 524. Students will collect, prepare and translate accounting-related data into insights and visualizations for effective decision-making."
"Accounting (ACCT)","ACCT 662","Advanced Topics in Accounting Information Systems","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ACCT 307with a minimum grade of C. Study of accounting systems, concepts and applications with reference to actual problems encountered in the analysis, design, implementation, use, audit and evaluation of accounting systems in a computer environment."
"Accounting (ACCT)","ACCT 680","Tax Research and Planning","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ACCT 301with a minimum grade of C. Tax research methodology; the sources of tax law and their relationship to tax research."
"Accounting (ACCT)","ACCT 681","Tax Administration","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ACCT 301with a minimum grade of C. The Internal Revenue Service and the practices and procedures involved and/or available for the settlement of tax controversies and common elections of accounting methods."
"Accounting (ACCT)","ACCT 682","Corporate Taxation","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ACCT 301with a minimum grade of C. Corporate tax laws as related to the corporations involved and to individual shareholders; tax aspects of the creation, operation, reorganization, and partial liquidation of corporations; corporate distributions."
"Accounting (ACCT)","ACCT 697","Guided Study in Accounting","1-3 Hours.","Semester course; 1-3 lecture hours. 1-3 credits. May be repeated for credit. Enrollment is restricted to accounting majors; the accounting department chair and graduate studies office in the School of Business must approve the proposed work before the student can register. This course may also be used by accounting graduate students to do research on problems in accounting. Students will be assigned reading and will prepare a written report. Graded as pass/fail."
"Accounting (ACCT)","ACCT 790","Research Methods Seminar","3 Hours.","Semester course; 3 lecture hours. 3 credits. Open only to Ph.D. students in business. Analyzes and critiques general theories, practices and functions in a specialized area of accounting research."
"Accounting (ACCT)","ACCT 791","Managerial Accounting Seminar","3 Hours.","Semester course; 3 lecture hours. 3 credits. Open only to Ph.D. students in business. Presents contemporary issues in managerial accounting and auditing research."
"Accounting (ACCT)","ACCT 792","Financial Accounting Seminar","3 Hours.","Semester course; 3 lecture hours. 3 credits. Open only to Ph.D. students in business. Presents and analyzes contemporary issues in financial accounting."
"Accounting (ACCT)","ACCT 793","International Accounting Seminar","3 Hours.","Semester course; 3 lecture hours. 3 credits. Open only to Ph.D. students in business. Presents contemporary issues and research in international accounting."
"Accounting (ACCT)","ACCT 794","Behavioral Research Seminar","3 Hours.","Semester course; 3 lecture hours. 3 credits. Open only to Ph.D. students in business. Provides knowledge and skills for advanced accounting research."
"Accounting (ACCT)","ACCT 795","Auditing Seminar","3 Hours.","Semester course; 3 lecture hours. 3 credits. Open only to Ph.D. students in business. Presents contemporary issues in auditing research."
"Accounting (ACCT)","ACCT 797","Guided Study in Accounting","6 Hours.","Year course; 6 credits. Graduate students will work under supervision in outlining a graduate thesis and in carrying out the thesis."
"Accounting (ACCT)","ACCT 898","Dissertation Research","1-12 Hours.","Semester course; variable hours.1-12 credits.  Enrollment restricted to Ph.D. in Business students."
"Administration and Supervision (ADMS)","ADMS 157","Educational Leadership  Civil Rights in","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. This course will examine the evolution of civil rights in the U.S. educational system from historical, legal, policy and social science perspectives.  We will explore the grassroots organizing that supports landmark civil rights victories in public education as well as leadership across crucial spheres like law and policy. The purpose of the course is to develop students’ understanding of how key civil rights principles have been advanced and contested in public schools.  This will be done with an ultimate goal of developing leadership capacity to respond to contemporary civil rights challenges related to public education. Graded as pass/fail."
"Administration and Supervision (ADMS)","ADMS 255","Student and Community Centered Education Policy","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. To understand the forces shaping contemporary student educational experiences, students will explore the ecology of the public school system and the communities in which they are embedded with particular attention to the historical and structural context of racial inequity in public education. Students will investigate the role of public governance and the influence of community engagement, organizing and advocacy in shaping educational experiences, and outcomes. By applying course concepts to their own individual and collective educational experiences, students will build engagement and leadership capacity for a more equity-oriented and culturally relevant education system. Students will explore avenues for authentic youth engagement to shape education policy and apply skills to advance educational equity, opportunity and achievement with a focus on historically marginalized stakeholder groups. Graded as pass/fail."
"Administration and Supervision (ADMS)","ADMS 256","Human Dimensions of Leadership: Empathy, Trust and Care in Organizations","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Effective, culturally-responsive and sustaining leadership practices and approaches are grounded in relationship, creativity, innovation and management with a clear understanding of human behavior and social processes. This course is about people in organizations and social institutions. It is designed to push student thinking around leadership that is focused on empathy, trust and care. Students will seek to investigate the relationships between the individual and society by examining critical social and race theory, social justice and social determinants of well-being. Graded as pass/fail."
"Administration and Supervision (ADMS)","ADMS 258","Community-based Participatory Action Research","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. This course introduces students to action-based research designs with specific attention to focus on community-based approaches such as participatory action research, youth participatory action research, and community-engaged research. This course will focus on applying  community-based participatory action research to a current societal issue or challenge. Collectively, these approaches offer students not just a set of methods, but seeks to equip them with the skills and insights to fundamentally change the relationship between researchers and research participants by enacting emancipatory, empowering values of critical pedagogy, critical race and post-structural feminism to address issues and solve problems. Graded as pass/fail."
"Administration and Supervision (ADMS)","ADMS 500","Workshops in Education","1-3 Hours.","Semester course; 1-3 credits, repeatable for maximum of six credits. Designed to focus on a single topic within a curriculum area, the workshop offers graduate students exposure to new information strategies and materials in the context of a flexible instructional framework. Activities emphasize a hands-on approach with direct application to the educational setting."
"Administration and Supervision (ADMS)","ADMS 600","Public School Administration","3 Hours.","Semester course; 3 lecture hours. 3 credits. An overview of the theory and practice of public school administration. Emphasis on the governance of education and leadership roles of school boards, superintendents, principals and supervisors. Leadership theories and characteristics of effective management systems related to student discipline and academic performance, school safety, internal and external communications, and coordination with outside agencies. Appropriate field-based project relating theory to practice will be required."
"Administration and Supervision (ADMS)","ADMS 601","Processes of Instructional Leadership","3 Hours.","Semester course; 3 lecture hours. 3 credits. Examines processes of instructional leadership in schools. Primary focus on developing school leadership skills necessary to provide a positive working environment through collaboration and team-building, as well as professional opportunities including supervision and evaluation of instruction. Focus will be on best practices that lead to school cultures that build communities of learning. Appropriate field-based project relating theory to practice will be required."
"Administration and Supervision (ADMS)","ADMS 602","Seminar in Elementary School Administration","3 Hours.","Semester course; 3 lecture hours. 3 credits. Problems and issues in elementary school leadership. Major responsibilities of the elementary school principal. Enrollment limited to specialists in administration."
"Administration and Supervision (ADMS)","ADMS 603","Seminar in Secondary School Administration","3 Hours.","Semester course; 3 lecture hours. 3 credits. Problems and issues in secondary school leadership. Major responsibilities of the secondary school principal. Enrollment limited to specialists in administration."
"Administration and Supervision (ADMS)","ADMS 605","Organizational Theory, Structure and Culture in Educational Settings","3 Hours.","Semester course; 3 lecture hours. 3 credits. A study of organizational theory, structure and culture relating to schools. Emphasis on conceptual understandings needed for practical implementation."
"Administration and Supervision (ADMS)","ADMS 606","Organizational Behavior and Change in Educational Settings","3 Hours.","Semester course; 3 lecture hours. 3 credits. A study of organizational concepts and practices in educational contexts. Emphasis on both conceptual understandings and specific professional skills relating to diagnosis and development."
"Administration and Supervision (ADMS)","ADMS 607","Principles of Educational Leadership","3 Hours.","Semester course; 3 lecture hours. 3 credits. Develop understandings for school leaders of effective leadership in organizations, personal leadership styles and modifying leadership styles. Leadership with respect to vision building, organizational communications, motivating others and group problem solving will serve as major areas of study. Lecture, individual study, group work and fieldwork will serve as major means of course delivery."
"Administration and Supervision (ADMS)","ADMS 610","School and Community Relations","3 Hours.","Semester course; 3 lecture hours. 3 credits. Provides a conceptual and philosophical framework for evaluation and development of practices invovled in implementing desirable school and community relations programs that focus on unique needs of communities. Special emphasis given to skills necessary to identify significant issues, assess current practice and engage in the processes involved in building and maintaining exemplary school-community programs. Appropriate field-based project relating threory to practice will be required."
"Administration and Supervision (ADMS)","ADMS 611","School Law","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Legal aspects of school administration that include constitutional and statutory provisions and court decisions. Relationship of legal aspects to governance of schools in Virginia will be emphasized. Appropriate field-based project relating theory to practice will be required."
"Administration and Supervision (ADMS)","ADMS 612","Diversity in Higher Education","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. This course provides a foundational understanding of diversity, inclusion and social justice issues in higher education and college environments. Students will gain knowledge to enhance administrative practice and policy-making in higher education related to issues of diversity, inclusion and equity."
"Administration and Supervision (ADMS)","ADMS 615","Developmental Theories in Higher Education","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Comprehensive study of traditional and nontraditional college students with an emphasis on identification of development needs."
"Administration and Supervision (ADMS)","ADMS 616","Higher Education Policy, Law and Finance","3 Hours.","Semester course; 3 seminar hours (delivered online, face-to-face or hybrid). 3 credits. This course is designed to provide students with a basic understanding of the legal, financial and political environment within higher education. To do this, students will gain knowledge related to historical and current influences on how policy is shaped and strategies on how to navigate this process as a higher education professional. It is expected that students will emerge from this class more knowledgeable about how their decisions and actions as professionals align with legal and political environments that they will work in. Class discussions and learning materials will assist in an understanding of financial structures and policies that shape higher education at the campus, state and federal level. Students will acquire an awareness of formal and informal power structures within educational organizations and how policy is implemented at varying levels. All students will have opportunities to learn how to develop and communicate policy decisions to relevant stakeholders."
"Administration and Supervision (ADMS)","ADMS 618","Leadership for Change and Improvement","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Students will reflect on the past, critically review current reality in schools or organizations and creatively predict the nature of schooling or organizational effectiveness in the future in light of the responsive role of the leader. Other constructs presented include change as an educational or organizational paradigm, the use of data to inform changes for improvement, and the leader as a change agent. In addition, students will assess their school or organization for change readiness."
"Administration and Supervision (ADMS)","ADMS 619","Higher Education Administration","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Higher education in social and historical contexts; organization and administration of colleges and universities."
"Administration and Supervision (ADMS)","ADMS 620","Improving School Programs and Performance","3 Hours.","Semester course; 3 lecture hours. 3 credits. Introduction to principles of leadership for the improvement of school programs and performance. Participants discuss current literature and models of school improvement with an emphasis on identification, selection and measurement of appropriate student and school performance indicators. An understanding of school culture and change, the importance of planning for change, and the role of data in the process of change are topics included. Appropriate field-based project relating theory to practice will be required."
"Administration and Supervision (ADMS)","ADMS 621","Management of School Operations and Support Programs","3 Hours.","Semester course; 3 lecture hours. 3 credits. Developing understanding and practices of the school principal with respect to key elements of managing school operations and support programs. Special attention will be given to goal setting for programs, securing, organizing and managing human, material and financial resources. Attention will be given to cost/time-effective practices and accountability."
"Administration and Supervision (ADMS)","ADMS 622","Understanding Diversity and Leading for Social Justice","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. In this course, participants will engage in conversations related to diversity in schools or organizations. Students will explore the critical role of education or organizational leadership in a rapidly changing democratic society. Participants will reflect on how culture impacts leadership beliefs and practice as well as explore strategies for establishing equitable environments that support the needs of all stakeholders."
"Administration and Supervision (ADMS)","ADMS 624","Principals as Human Resource Agents","3 Hours.","Semester course; 3 lecture hours. 3 credits. The course examines the management of human resources in schools and school divisions. Legal issues, division policies, ethical considerations and professional interpersonal relationships are explored, along with evaluation of personnel. Students will participate in problem-solving in specific human resources cases and will critically examine human resource situations in their own contexts."
"Administration and Supervision (ADMS)","ADMS 625","Leadership for Individualized Learning","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. This course represents a holistic approach to leadership for meeting needs of learners across the continuum with a focus on students with disabilities and to include gifted students and English-language learners. The constructs presented include legal and historical frameworks, equity issues, traditional and emerging policies and practices, models of instructional delivery, and roles and responsibilities of personnel."
"Administration and Supervision (ADMS)","ADMS 627","Enhancing and Supporting Instruction","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. The focus is to learn ways to enhance and support instruction that improves student achievement. The content includes effective instruction, supervision, evaluation, professional development, diverse learners and capacity-building through the development of professional learning communities, as well as using data and curriculum alignment strategies to improve student performance."
"Administration and Supervision (ADMS)","ADMS 629","The Business of Schools","3 Hours.","Semester course; 3 lecture hours. 3 credits. This course presents financial considerations such as funding, revenue and expenditure audits; maintenance of a safe and productive learning environment; crisis management and media relations; physical plant management; meeting management; communication with internal and external publics; time management; and the ability to effectively navigate political waters. The approach to these constructs will be both diagnostic and prescriptive."
"Administration and Supervision (ADMS)","ADMS 630","Understanding and Engaging School Communities","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Students will explore the broad social, economic, political and demographic shifts that have transformed metropolitan schools and communities over the past half century. Based on a deeper understanding of the complex forces that influence society and democracy, students will develop leadership skills that focus on building relationships and communicating effectively with internal and external schools and/or communities."
"Administration and Supervision (ADMS)","ADMS 632","Administration and Supervision of Special Education","3 Hours.","Semester course; 3 lecture hours. 3 credits. Examination of instructional practices and legal issues related to providing school programs for students with special needs. Appropriate field-based project relating theory to practice will be required."
"Administration and Supervision (ADMS)","ADMS 633","Multiple Dimensions of Leadership","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. This course provides participants with the opportunity to understand their own unique beliefs and dispositions regarding leadership as well as to understand the roles and responsibilities of leaders, including the ethical dimensions of leadership. Various leadership models and theories are presented and explored."
"Administration and Supervision (ADMS)","ADMS 634","College Environments","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. This course will provide students with foundational knowledge regarding different environmental theories applicable to higher education settings."
"Administration and Supervision (ADMS)","ADMS 635","Critical Issues in Urban Higher Education","3 Hours.","Semester course; 3 seminar hours (delivered online, face-to-face or hybrid). 3 credits. Students will explore urban higher education through a social, historical and political lens. Students will develop an understanding of the ways education policy shapes the practice of education, particularly for institutions in urban environments. Further, this course examines the relationship between schools and the larger society in which they exist and examines the interplay of social systems within urban environments. Through a combination of field experiences and scholarly reflection, students will use inquiry and analysis to investigate the contributions of urban-serving and urban-located institutions."
"Administration and Supervision (ADMS)","ADMS 636","Crisis Leadership in Higher Education","3 Hours.","Semester course; 3 seminar hours (delivered online, face-to-face or hybrid). 3 credits. Higher education leaders are expected to respond, provide direction, and make strategic decisions during times of crisis. Whether emergencies related to students and staff or weather-related disasters, various types of crises threaten the viability and function of higher education institutions. Colleges and universities face a growing number of challenges that require a leadership response, including: campus shootings, flooding, vandalism influenced by racism, student activism, and athletic scandals. Each of these challenges can impact single and multiple stakeholders, requiring clear communication, appropriate planning and training for entry-/mid-level administrators. This course investigates relevant research about crises, crisis management, and effective leadership within higher education and other postsecondary settings. Additionally, this course considers the importance of decision making for administrators and what influences their decisions in managing varying levels of crises in higher education."
"Administration and Supervision (ADMS)","ADMS 637","Special Mission Institutions","3 Hours.","Semester course; 3 seminar hours (delivered online, face-to-face or hybrid). 3 credits. In this course, students will be introduced to diverse institutional types – historically black colleges and universities, tribal colleges, Hispanic-serving institutions, Asian American and Native Pacific Islander-serving institutions, single-sex institutions, military colleges, work colleges, for-profit institutions and community/junior colleges. Students will gain knowledge regarding the historical, social, economic and political backgrounds of different institutions of higher education with unique missions to serve students, faculty and communities. This class encourages students to think outside of traditional institutions to consider the importance of mission, purpose and function of various higher education institutions. Further, students will be able to utilize qualitative research methods to engage conduct original research on special mission institutions."
"Administration and Supervision (ADMS)","ADMS 638","Community Colleges","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. The history, philosophy and emerging missions of the community college will be studied in this course. The core content will focus on governance, administration, faculty and students, curriculum and services, funding, public affairs, and the presidency."
"Administration and Supervision (ADMS)","ADMS 639","Enrollment Management in Higher Education","3 Hours.","Semester course; 3 seminar hours (delivered online, face-to-face or hybrid). 3 credits. In this course, students will be introduced to the theory and practice of enrollment management by higher education institutions. Students will engage in critiques of the effects of institutional enrollment practices on students, institutions, public policy and the public interest. Through readings and course discussion, students will be able to engage with contemporary and controversial topics that influence higher education, including, but not limited to, access and equity, college rankings, bias and discrimination, standardized testing, financial aid, selective admissions, and enrollment management tools."
"Administration and Supervision (ADMS)","ADMS 640","Human Resource and Fiscal Management","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. A study of theories and policies related to resource projection and management in schools and school divisions. Finance topics include budget, purchasing and accounting, and procedures for obtaining equipment and materials. Human resource topics include staffing requirements, hiring, evaluation and dismissal procedures, and staff-personnel relationships. Appropriate field-based project relating theory to practice will be required."
"Administration and Supervision (ADMS)","ADMS 641","School Personnel Administration","3 Hours.","Semester course; 3 lecture hours. 3 credits. A study of the personnel function in educational organizations. Designed to explore techniques and problems of staff-personnel relationships in contemporary education."
"Administration and Supervision (ADMS)","ADMS 643","The Community School","3 Hours.","Semester course; 3 lecture hours. 3 credits. The development and utilization of the community school concept will be examined. Communitywide use of school facilities and the involvement of the total community in the learning process will be studied. Emphasis will be placed on the physical plant design, organizational structure, staffing and curriculum of the community school. The utilization of the community school to implement ""lifelong learning"" will be stressed."
"Administration and Supervision (ADMS)","ADMS 647","Educational Technology for School Leaders","3 Hours.","Semester course; 3 lecture hours. 3 credits. Provides an overview of the impact of technology -- particularly Web-based technologies -- on K-12 instruction, from pedagogical considerations and associated tool choices to more pragmatic leadership issues of planning, funding and faculty development. This course is designed for administrators, teacher leaders and other interested professionals who are or intend to be leaders in technology."
"Administration and Supervision (ADMS)","ADMS 651","Topics in Education","1-3 Hours.","Semester course; 1-3 credits, repeatable for maximum of nine credits. Prerequisite: Check with department for specific prerequisites. A course for examination of specialized issues, topics, readings or problems in education."
