"course_code","course_title","credits","department","description"
"ACC 5378","Tax Practice, Procedures, Audits and Controversy.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Accounting (ACC)","This course focuses on the procedural aspects of tax planning and tax return preparation.  Coverage includes IRS enforcement tools and corresponding taxpayer rights, audits and appeals, civil and criminal penalties, and statutory relief provisions.  Professional standards and ethical considerations in tax practice are emphasized. Prerequisites:ACC 3314and [ACC 4328 orACC 3308] both with a grade of ""B"" or better."
"ACC 5389","Corporate Governance and Ethics.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Accounting (ACC)","A study of the corporate governance and ethical issues in accounting, including ethical reasoning, integrity, objectivity, independence, core values and professional issues. Prerequisite:ACC 3313with a grade of ""B"" or better. Corequisite:ACC 4313with a grade of ""C"" or better."
"ACC 5390A","International Accounting.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Accounting (ACC)","A study of the impact of international business activity on accounting standard setting. This course investigates the development of international accounting standards and compares those standards to US standards. Students takingACC 4390Afor credit may not takeACC 5390Afor credit. (MULT) Prerequisite:ACC 3313with a grade of  ""B"" or better."
"ACC 5390G","Sustainability Reporting.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Accounting (ACC)","This course on sustainability reporting strategies will examine analytical methods and reporting techniques used by for-profit and non-profit companies to support sustainable operations."
"ACC 5390L","Exploring Accounting Oversight in Washington, D.C..","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Accounting (ACC)","This course offers an immersive learning experience in Washington, D.C. The course bridges classroom theory with real-world practice, providing a holistic understanding of the regulatory landscape through exploration of the key institutions shaping the accounting profession. The core of the course consists of guided visits to these institutions. Prerequisite:ACC 4313with a grade of ""C"" or better."
"ACC 5680","Internship in Accounting.","6 Credit Hours. 
0 Lecture Contact Hours. 
40 Lab Contact Hours.","Accounting (ACC)","This internship involves experiential learning over one entire semester during which the students work in accounting. This work experience may be in public, industry, or governmental accounting units. The student is immersed in a variety of intensive work assignments with increasing levels of responsibility. Students takingACC 5370for credit may not takeACC 5680for credit. Prerequisite: Instructor approval."
"ADED 4321","Introduction to Adult Learning.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course will cover a range of topics of interest to professionals working with adult learners in a variety of settings, including characteristics and motivations of adult learners, theories of adult learning and intelligence, and modes of adult cognitive and psychosocial development. Prerequisite: A minimum 2.0 Overall GPA."
"ADED 4322","Foundations of Human Resources Development.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course examines the primary role of human resources development in the organization to help people and organizations effectively manage change. It focuses on strategies for implementing training and organizational development efforts that positively impact the performance of the individual and the work group. Prerequisite: A minimum 2.0 Overall GPA."
"ADED 4325","Methods for Teaching Adults.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course addresses methods and techniques for effective instruction of adults across a variety of settings and content. Emphasis is on concepts, theories, and principles relevant to the selection, use, and evaluation of instructional strategies. Participants will have an opportunity to practice strategies that expand their teaching repertoire. Prerequisite: A minimum 2.0 Overall GPA."
"ADED 4330","Adult Education Program Planning and Management.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course introduces skills and concepts needed to plan, evaluate, and manage adult education programs within various settings. This course addresses principles and procedures, utilization of assessment, goal setting, and other effective strategies for developing learning opportunities and programs responsive to human, professional, and community needs. Prerequisite: A minimum 2.0 Overall GPA."
"ADED 4343","Organization Development.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course addresses a range of topics, including the effects of change, methods of organizational change, and factors influencing organizational development success. Students learn the roles of internal and external organizational development consultants and the tools and processes for helping organizational members identify problems, gather and analyze information, and implement solutions. Prerequisite: A minimum 2.0 Overall GPA."
"ADED 4345A","Applied Linguistics for ESL/EFL Teachers of Adults.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course is designed to provide language students an introduction to the elements of the English language as applied to the teaching of ESL in adult settings; specifically, the course covers English syntactic structure, morphology, and phonology. Prerequisite: A minimum 2.0 Overall GPA."
"ADED 4345B","Adult Literacy.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course provides students with a broad foundation about the literacy needs and language issues related to adults in the United States, including adult English as a second language (ESL) and adult literacy programs. We will examine current pathways for adult literacy and ESL learners to access employment and postsecondary education. This course is project-based and includes hands-on learning activities applying theory into practice through authentic learning experiences.   Prerequisite: Instructor approval."
"ADED 4384","Internship in Human Resource Development.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course requires an 80-hour internship as well as reflexive writing activities connecting internship experiences to content from previous courses. The experience will involve orientation to the roles, responsibilities, and functions of professionals in human resource development. Prerequisite: [ADED 4325andADED 4330] OR [ADED 4325and4322] OR [ADED 4325andADED 4343] OR [ADED 4330and4322] OR [ADED 4330andADED 4343] OR [ADED 4322andADED 4343] with grades of a ""D"" or better."
"ADED 5199B","Thesis.","1 Credit Hour. 
1 Lecture Contact Hour. 
0 Lab Contact Hours.","Adult Education (ADED)","This course represents a student’s continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding."
"ADED 5299B","Thesis.","2 Credit Hours. 
2 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course represents a student’s continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding."
"ADED 5314","Community Development for Educators.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","Educators in community organizations and higher education will develop a theoretical and practical understanding of the role of learning, teaching, and leading within a community development framework. They will develop an awareness of self as change agent and community builder, as well as the importance of tapping into community assets."
"ADED 5321","Adult Learning and Development.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This seminar will cover a range of topics of interest of professionals working with adult learners in a variety of settings, including characteristics and motivations of adult learners; theories of adult learning and intelligence; modes of adult cognitive and psychosocial development."
"ADED 5322","Human Resources and Professional Development.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course examines the primary role of human resources development in the organization to help people and organizations effectively manage change. It focuses on strategies for implementing training and organizational development efforts that positively impact the performance of the individual and the work group."
"ADED 5325","Teaching Adults: Principles and Practices.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This seminar addresses methods and techniques for effective instruction of adults across a variety of settings and content. The emphasis is on concepts, theories, and principles relevant to the selection, use, and evaluation of instructional strategies. Participants will have an opportunity to practice strategies that expand their teaching repertoire."
"ADED 5330","Planning, Evaluating, and Managing Programs in Adult Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This seminar course introduces skills and concepts needed to plan, evaluate, and manage adult education programs within various settings. This course addresses principles and procedures, utilization of assessment, goal setting, and other effective strategies for developing learning opportunities and programs responsive to human, professional, and community needs."
"ADED 5334","Family Literacy.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","Family literacy is an intergenerational program that integrates adult literacy and emergent literacy education. This course will provide students with the knowledge and abilities to manage family literacy program. Students will analyze related learning theories, population needs, program structures, and policy issues, including diversity and accountability."
"ADED 5335","Applied Research in Adult Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","An examination of purpose, principles, and methods of current research in adult education. Quantitative, qualitative, and mixed methods research design will be investigated as used in applied research including action research, evaluation research, and needs assessment."
"ADED 5337","Adult Literacy.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","The course is designed to provide students with a broad foundation about the needs of undereducated adults, including adult English language learners. Students will analyze and evaluate adult literacy legislation, instruction, research, and delivery systems."
"ADED 5338","Applied Linguistics for ESL Teachers of Adults.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course is designed to provide language teachers a practical introduction to the elements of the English language as applied to the teaching of ESL in adult settings; specifically, the course covers English syntactic structure, morphology, and phonology. (MULT)."
"ADED 5339","Adult Literacy ESL Assessment and Evaluation.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course is an introduction to assessment of adult students with emphasis on literacy and ESL populations. It is an overview of assessment constructs and social and historical movements in student literacy assessment and evaluation traditional assessment and evaluation."
"ADED 5340","Adult Second Language Acquisition.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course covers topics related to contemporary adult second language acquisition practices. It also examines the complexities of adult second language acquisition and the ways in which limited English-proficient adults learn more efficiently. Class readings and projects address a variety of issues dealing with adult second language acquisition."
"ADED 5342","Adult ESL Methods and Materials.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course reviews traditional and contemporary adult language teaching methodologies. It focuses on the design of lessons that integrate listening, speaking, reading, writing, culture and all language skills. This course provides strategies for choosing, adopting, and adapting textbooks that integrate teaching material appropriate to different adult language learning settings."
"ADED 5343","Organizational Learning and Development.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","The course addresses a range of topics, including the effects of change, methods of organizational change, and factors influencing organizational development success. Students learn the roles of internal and external organizational development consultants, tools and processes for helping organizational members identify problems, gather and analyze information, and implement solutions."
"ADED 5344","Multicultural Perspectives in Postsecondary Education and Adult Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This seminar covers a broad range of topics related to diversity within postsecondary and adult education. Course readings and projects relate to a wide variety of settings including colleges and universities, adult literacy programs, the workplace, and community-based organizations. Students takingADED 5344may not takeADED 7344for doctoral level credit. (MULT)."
"ADED 5345","Current Issues in Adult, Continuing and Professional Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","A seminar style course focusing on current issues in continuing and professional education including research and professional practice. Specific emphasis will vary depending on changes in contemporary issues. Students takingADED 5345may not takeADED 7345for doctoral level credit."
"ADED 5346","Adult and Nontraditional Students in Higher Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This seminar focuses on the ""nontraditional student"" in higher education, with emphasis on undergraduates 25 and older. Also considered are other nontraditional students facing similar challenges to participation in higher education. Topics include student characteristics, motivations, barriers, persistence, and outcomes as well as institutional and programmatic responses to this population."
"ADED 5357","Advanced Studies in Action Research.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course examines underlying theory, practice, skills, and issues in action research. Students will be introduced to various educational research methods used in action research and review the components and processes of action research. They will develop a plan for an action research project focused on a specific educational problem."
"ADED 5364","Team Development in Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course addresses the development and use of educational teams to improve educational organizations, teaching, and learning. Team development instruction focuses on managing teams, identifying leadership roles. Study topics include: the importance of shared leadership, product teams, and team decision-making."
"ADED 5378","Problems in Adult Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course is designed to examine topical problems faced by practitioners in adult education. The topic of the course may change. Course may be repeated for credit with different topic."
"ADED 5379","Independent Study.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","Individual problems or research topics designed to place emphasis on selected areas of study. May be repeated once for additional credit at the discretion of the department chair."
"ADED 5382","Foundations of Adult Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course will provide an overview of the field of adult education in its various forms and settings. Topics include (1) historical origins of adult education as a field of study and practice, (2) philosophical perspectives, (3) organization and delivery of adult education, and (4) emerging developments and issues in the profession."
"ADED 5384","Internship in Adult Education.","3 Credit Hours. 
0 Lecture Contact Hours. 
10 Lab Contact Hours.","Adult Education (ADED)","This course is an 80-clock hour internship is required of all Adult Education majors. The experience involves instruction and/or administration in an adult education setting and includes orientation to the roles, responsibilities, and functions of professionals in adult education.    Prerequisite:ADED 5321andADED 5330andED 7324andADED 7325all with a grade of ""C"" or better."
"ADED 5399A","Thesis.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course represents a student’s initial thesis enrollment. No thesis credit is awarded until student has completed the thesis in Adult Education 5399B."
"ADED 5399B","Thesis.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course represents a student’s continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding."
"ADED 5599B","Thesis.","5 Credit Hours. 
5 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course represents a student’s continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding."
"ADED 5999B","Thesis.","9 Credit Hours. 
9 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course represents a student’s continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding."
"ADED 7325","Teaching Adults: Principles and Practices.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","Seminar that addresses methods and techniques for effective instruction of adults across a variety of settings and content. Emphasis on concepts, theories, and principles relevant to the selection, use, and evaluation of instructional strategies. Participants will have an opportunity to practice strategies that expand their teaching repertoire."
"ADED 7337","Adult Literacy.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course is designed to provide students with a broad foundation about the needs of undereducated students with a broad foundation about the needs of undereducated adults, including adult English language learners. Students will analyze and evaluate adult literacy legislation, instruction , research, and delivery systems."
"ADED 7342","Adult ESL Methods and Materials.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This course reviews traditional and contemporary adult language teaching methodologies. It focuses on the design of lessons that integrate listening, speaking, reading, writing, culture and all language skills. This class provides strategies for choosing, adopting, and adapting textbooks that integrate teaching material appropriate to different adult language learning settings."
"ADED 7343","Organizational Learning and Development.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","The course addresses a range of topics, including the effects of change, methods of organizational change, and factors influencing organizational development success. Students learn the roles of internal and external organizational development consultants, tools and processes for helping organizational members identify problems, gather and analyze information, and implement solutions."
"ADED 7344","Multicultural Perspectives in Postsecondary Education and Adult Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This seminar covers a broad range of topics related to diversity within postsecondary and adult education. Course readings and projects relate to a wide variety of setting including colleges and universities, adult literacy programs, the workplace, and community based organizations. Students who have completedADED 5344may not take this course for doctoral credit. (MULT)."
"ADED 7345","Current Issues in Adult, Continuing and Professional Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","A seminar style course focusing on current issues in continuing and professional education including research and professional practice. Specific emphasis will vary depending on changes in contemporary issues. Students who have completedADED 5345may not take this course for doctoral credit."
"ADED 7346","Adult and Nontraditional Students in Higher Education.","3 Credit Hours. 
3 Lecture Contact Hours. 
0 Lab Contact Hours.","Adult Education (ADED)","This seminar focuses on the ""nontraditional student"" in higher education, with emphasis on undergraduates 25 and older. Also considered are other nontraditional students facing similar challenges to participation in higher education. Topics include student characteristics, motivations, barriers, persistence, and outcomes as well as institutional and programmatic responses to this population."
"A S 1000","Leadership Laboratory.","0 Credit Hours. 
0 Lecture Contact Hours. 
2 Lab Contact Hours.","Aerospace Studies (A S)","An integral and mandatory two-hour lab accomplished concurrently with all Aerospace Studies courses. It is a progression of practical command and staff experiences that develop leadership potential. AFROTC cadets plan, organize, direct, coordinate, and control all activities. The lab is repeatable without credit because it focuses on different leadership processes."
