"course_code","course_title","credits","department","description"
"AEAD 8510","ESOL – Advanced 3 Academic English, Listening & Speaking for Graduates"," 6 ","Academic English, Adv-AEAD (AEAD)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. For students with a Bachelor’s degree or equivalent. Improve listening comprehension using Level 3 texts; communicate with increasing fluency and accuracy about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEAD 8512","ESOL – Advanced 3 Academic English, Reading & Writing for Graduates"," 6 ","Academic English, Adv-AEAD (AEAD)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.  For students with a Bachelor’s degree or equivalent.  Improve reading comprehension using Level 3 texts; complete well-developed and organized Level 3 writing tasks about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEAD 8513","ESOL – Advanced 3 Academic English, Grammar for Graduates"," 6 ","Academic English, Adv-AEAD (AEAD)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.  For students with a Bachelor’s degree or equivalent.  Focus on grammatical structures present in Level 3 reading and listening texts; incorporate learned grammatical structures in Level 3 writing and speaking tasks.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEAD 8555","ESOL – Advanced 3 Academic English, General Non-Core for Graduates"," 3 ","Academic English, Adv-AEAD (AEAD)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. For students with a Bachelor’s degree or equivalent. Introduce and review technology tools and independent language learning strategies to support language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEBA 8110","Fluency and Comprehension 1"," 3 ","Academic English, Basic-AEBA (AEBA)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Improve fluency and comprehension using Level 1 texts; communicate with increasing fluency and accuracy about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEBA 8112","Literacy and Structure 1"," 6 ","Academic English, Basic-AEBA (AEBA)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Improve reading comprehension using Level 1 texts; complete well-developed and organized Level 1 writing tasks about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEBA 8113","ESOL – Basic 1 Academic English, Grammar"," 6 ","Academic English, Basic-AEBA (AEBA)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Focus on grammatical structures present in Level 1 reading and listening texts; incorporate learned grammatical structures in Level 1 writing and speaking tasks.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEBA 8114","Business and Language Integrated Skills 1"," 3 ","Academic English, Basic-AEBA (AEBA)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review Level 1 business concepts and vocabulary to support language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEBA 8115","STEM and Language Integrated Skills 1"," 3 ","Academic English, Basic-AEBA (AEBA)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review Level 1 STEM concepts and vocabulary to support language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEBA 8145","Intercultural Exploration 1"," 3 ","Academic English, Basic-AEBA (AEBA)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review intercultural concepts to support language skill development. Level 1.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEBA 8155","ESOL – Basic 1 Academic English, General Non-Core"," 3 ","Academic English, Basic-AEBA (AEBA)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Introduce and review technology tools and independent language learning strategies to support language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEBA 8165","Language in Practice 1"," 3 ","Academic English, Basic-AEBA (AEBA)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review community concepts to support language skill development. Level 1.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEEP 8393","ESOL – Academic English, Preparatory for IELTS Exam"," 3 ","Academic English, EngPgm-AEEP (AEEP)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.Prerequisite:(AEIN 8210with a minimum grade of S) and (AEIN 8212with a minimum grade of S) and (AEIN 8213with a minimum grade of S) and (AEIN 8255with a minimum grade of S).Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEEP 8591","ESOL – Academic English, Preparatory for GRE Exam"," 1.5 ","Academic English, EngPgm-AEEP (AEEP)","Course Description:Not for academic credit. GRE Prep course designed for non-native English Speakers.Prerequisite:None.Restriction:Must be a: Graduate.Terms Offered:Fall, Spring.Special Course Fee:No."
"AEEP 8592","ESOL – Academic English, Preparatory for GMAT Exam"," 1.5 ","Academic English, EngPgm-AEEP (AEEP)","Course Description:Not for academic credit. GMAT Prep course designed for non-native English Speakers.Prerequisite:None.Restriction:Must be a: Graduate.Terms Offered:Fall, Spring.Special Course Fee:No."
"AEEP 8975","ESOL – Academic English, Independent Study"," Var[1-6] ","Academic English, EngPgm-AEEP (AEEP)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Independent Study tailored to individual to improve English Language skills in all language skill areas including: grammar, reading, writing, listening, speaking, vocabulary.Prerequisite:None.Restriction:.Registration Information:Concurrent registration in EAP course.Special Course Fee:No."
"AEFN 8110","ESOL – Level 1 Foundations Academic English, Listening & Speaking"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. No previous study in English. Listening comprehension of Foundations 1 texts; communicate with increasing fluency and accuracy about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8112","ESOL– Level 1 Foundations Academic English, Reading & Writing"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. No previous study in English. Reading comprehension of Foundations 1 texts; complete well-developed and organized Foundations 1 writing tasks about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8113","ESOL – Level 1 Foundations Academic English, Grammar"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. No previous study in English. Focus on grammatical structures present in Foundations 1 reading and listening texts; incorporate learned grammatical structures in Foundations 1 writing and speaking tasks.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8155","ESOL – Level 1 Foundations Academic English, General Non-Core"," 1.5 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. No previous study in English. Introduce and review technology tools and independent language learning strategies to support Foundations 1 language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8210","ESOL – Level 2 Foundations Academic English, Listening & Speaking"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.  Improve listening comprehension using Foundations 2 texts; communicate with increasing fluency and accuracy about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8212","ESOL – Level 2 Foundations Academic English Reading & Writing"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.  Improve reading comprehension using Foundations 2 texts; complete well-developed and organized Foundations 2 writing tasks about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8213","ESOL – Level 2 Foundations Academic English, Grammar"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Focus on grammatical structures present in Foundations 2 reading and listening texts; incorporate learned grammatical structures in Foundations 2 writing and speaking tasks.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8255","ESOL – Level 2 Foundations Academic English, General Non-Core"," 1.5 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Introduce and review technology tools and independent language learning strategies to support Foundations 2 language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8310","ESOL – Level 3 Foundations Academic English, Listening & Speaking"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Improve listening comprehension using Foundations 3 texts; communicate with increasing fluency and accuracy about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8312","ESOL – Level 3 Foundations Academic English, Reading & Writing"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Improve reading comprehension using Foundations 3 texts; complete well-developed and organized Foundations 3 writing tasks about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8313","ESOL – Level 3 Foundations Academic English, Grammar"," 3 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Focus on grammatical structures present in Foundations 3 reading and listening texts; incorporate learned grammatical structures in Foundations 3 writing and speaking tasks.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEFN 8355","ESOL – Level 3 Foundations Academic English, General Non-Core"," 1.5 ","Academic English, Fndtns-AEFN (AEFN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Introduce and review technology tools and independent language learning strategies to support Foundations 3 language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8210","Fluency and Comprehension 2"," 3 ","Academic English, Int-AEIN (AEIN)","Course Description:Not for academic credit.  English as a Second Language for proficiency development. Improve fluency and comprehension using Level 2 texts; communicate with increasing fluency and accuracy about ideas from course themes.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8212","Literacy and Structure 2"," 6 ","Academic English, Int-AEIN (AEIN)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Improve reading comprehension using Level 2 texts; complete well-developed and organized Level 2 writing tasks about ideas from course themes.Prerequisite:None.Restriction:Must major/minor in: PLACE Academic English.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8213","ESOL – Intermediate 2 Academic English, Grammar"," 6 ","Academic English, Int-AEIN (AEIN)","Course Description:Not for academic credit. English as a Second Language for non-native speakers. Focus on grammatical structures present in Level 2 reading and listening texts; incorporate learned grammatical structures in Level 2 writing and speaking tasks.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8214","Business and Language Integrated Skills 2"," 3 ","Academic English, Int-AEIN (AEIN)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review Level 2 business concepts and vocabulary to support language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8215","STEM and Language Integrated Skills 2"," 3 ","Academic English, Int-AEIN (AEIN)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review Level 2 STEM concepts and vocabulary to support language skill development.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8235","Extensive Reading 2"," 3 ","Academic English, Int-AEIN (AEIN)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review extensive reading concepts to support language skill development. Level 2.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8245","Intercultural Exploration 2"," 3 ","Academic English, Int-AEIN (AEIN)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review intercultural concepts to support language skill development. Level 2.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8255","ESOL – Intermediate 2 Academic English, General Non-Core"," 3 ","Academic English, Int-AEIN (AEIN)","Course Description:Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AEIN 8265","Language in Practice 2"," 3 ","Academic English, Int-AEIN (AEIN)","Course Description:Not for academic credit. English as a Second Language for proficiency development. Introduce and review community concepts to support language skill development. Level 2.Prerequisite:None.Restrictions:Must major/minor in: PLACE Academic English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8300","English for Non-Native Speaker – IELTS Prep Class","s: 0","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers. This course focuses on IELTS test preparation. Students will learn about the format of the IELTS exam as well as test taking strategies. Students will practice language skills specific to the IELTS exam tasks, including speaking, listening, reading, and writing.Prerequisite:None.Restrictions:Must major/minor in: PLACE General English. Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8310","English for Non-native Speakers – Listening & Speaking"," Var[1-18] ","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.  Skills-based course to prepare students for typical listening and speaking tasks in academic setting.Prerequisite:None.Restriction:Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8312","English for Non-Native Speakers – Reading & Writing"," Var[1-18] ","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.  Skills-based course to prepare students for the reading and writing tasks in typical academic settings.Prerequisite:None.Restriction:Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8313","English for Non-native Speakers – Grammar"," Var[1-18] ","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers Skills-based course to improve grammatical and lexical understanding and accuracy in written and oral communication.Prerequisite:None.Restriction:Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8400","Short-term Programs"," Var[1-18] ","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit. English as a Second Language for non-native speakers.Prerequisite:None.Registration Information:Variable topic short-term programs.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8420","English for Non-native Speakers - STEM Communication"," Var[1-18] ","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.  In this classroom-based course, students will improve their academic speaking and listening skills as they relate to STEM. Content will focus on STEM based problems and solutions; the instructor will utilize video lectures and other resources to provide content accordingly. Lessons will focus on helping students build vocabulary, engage in class discussion, and improve pronunciation.Prerequisite:None.Restriction:Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8422","English for Non-native Speakers - STEM Global Solutions"," Var[1-18] ","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers.  In this course, students will recycle vocabulary and discussion techniques learned in STEM Communication to propose a solution to a global problem. Students will work in groups to discuss the assigned issue, develop an idea, and then present their solution to the class. This task will encourage students to use target vocabulary, key phrases, and build confidence in working with a team in English.Prerequisite:None.Restriction:Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8425","English for Non-native Speakers - STEM Experiential Learning Workshop"," Var[1-18] ","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers. Experiential learning includes local company visits and STEM workshop sessions. The goal is for students to see real life applications to their field of study within a U.S. context. These experiences are intended to spark student interest in engaging in the global workforce.Prerequisite:None.Restriction:Must be a: Self Improvement.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"AENG 8426","English for Non-native Speakers - STEM Recitation"," Var[1-18] ","Academic English, NonNatv- AENG (AENG)","Course Description:Not for academic credit.  English as a Second Language for non-native speakers. In this course students prepare for the STEM workshops and company visits. A faculty member will teach specific vocabulary and prepare students to ask questions during these scheduled lectures and tours so that students can receive maximum benefit. Additionally, the recitation will serve as a time for students to debrief from program courses and events. A portion of recitation time will be used for students to prepare an E-Portfolio capturing experiences during their program.Prerequisite:None.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"ACT 205","Fundamentals of Accounting"," 3 ","Accounting-ACT (ACT)","Course Description:Understanding of financial statements to support financial and managerial decision making.Prerequisite:None.Registration Information:For nonbusiness majors. Sections may be offered: Online.Terms Offered:Fall, Spring, Summer.Grade Mode:Traditional.Special Course Fee:No."
"ACT 210","Introduction to Financial Accounting"," 3 ","Accounting-ACT (ACT)","Course Description:Use of accounting information by decision makers; development of the basic accounting model, and issues concerning income and cash flows.Prerequisite:None.Registration Information:Sections may be offered as Mixed Face-to-Face or Online.Terms Offered:Fall, Spring, Summer.Grade Mode:Traditional.Special Course Fee:No."
"ACT 211","Accounting Professional Skills"," 1 ","Accounting-ACT (ACT)","Course Description:Survey of accounting profession career options, certifications, and professional skills.Prerequisite:ACT 210.Registration Information:Sections may be offered: Face-to-Face, Mixed Face-to-Face, or Online.Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 220","Introduction to Managerial Accounting"," 3 ","Accounting-ACT (ACT)","Course Description:Use of accounting information in internal decision making.Prerequisite:None.Terms Offered:Fall, Spring, Summer.Grade Mode:Traditional.Special Course Fee:No."
"ACT 301","Spreadsheet Applications in Accounting"," 1 ","Accounting-ACT (ACT)","Course Description:Use of spreadsheet-based applications to generate, manage, modify, and analyze accounting data.Prerequisite:ACT 210with a minimum grade of B- andACT 211, may be taken concurrently andACT 220with a minimum grade of B-.Registration Information:Sections may be offered: Face-to-Face, Mixed Face-to-Face, or Online.Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 311","Intermediate Accounting I"," 3 ","Accounting-ACT (ACT)","Course Description:Preparation and analysis of financial statements under U.S. generally accepted accounting principles (GAAP); accounting for revenue and assets.Prerequisite:(ACT 210with a minimum grade of B-) and (ACT 211, may be taken concurrently andACT 220with a minimum grade of B-).Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 312","Intermediate Accounting II"," 3 ","Accounting-ACT (ACT)","Course Description:Equity structure of corporations; analysis and interpretation of accounting data.Prerequisite:ACT 311andACT 301, may be taken concurrently.Registration Information:Sections may be offered: Face-to-Face, Mixed Face-to-Face, or Online.Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 318","Fundamentals of Sustainability Reporting"," 3 ","Accounting-ACT (ACT)","Course Description:Develop skills to analyze, communicate, and integrate environmental, social, and governance considerations into corporate financial reports, decision-making, and valuation. Training to understand and deliver consistent, comparable, and financially relevant corporate ESG information to shape company sustainability and business strategy.Prerequisite:ACT 205orACT 210.Restriction:Must be a: Undergraduate.Registration Information:Credit not allowed for bothACT 318and ACT 580A1.Term Offered:Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 321","Cost Management"," 3 ","Accounting-ACT (ACT)","Course Description:Utilizing budgetary and cost accounting information for planning, controlling, and decision-making.Prerequisite:(ACT 220) and (STAT 204, may be taken concurrently orSTAT 301, may be taken concurrently).Registration Information:Sections may be offered: Face-to-Face, Mixed Face-to-Face, or Online.Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 330","Introduction to Taxation"," 3 ","Accounting-ACT (ACT)","Course Description:Introduction to U.S. taxation, with emphasis on federal income tax; impact of taxation on business decisions.Prerequisite:ACT 220.Registration Information:Sections may be offered: Face-to-Face, Mixed Face-to-Face, or Online.Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 350","Accounting Information Systems"," 3 ","Accounting-ACT (ACT)","Course Description:Design, administration and control of accounting information systems; use of accounting systems software.Prerequisite:ACT 220andACT 321.Registration Information:Sections may be offered: Face-to-Face, Mixed Face-to-Face, or Online.Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 411","Advanced Accounting"," 3 ","Accounting-ACT (ACT)","Course Description:Accounting for branches and subsidiaries, partnerships, and business combinations. Accounting for multi-national business transactions.Prerequisite:ACT 312.Registration Information:Sections may be offered: Face-to-Face, Mixed Face-to-Face, or Online.Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 441","Auditing Practices"," 3 ","Accounting-ACT (ACT)","Course Description:Environment, professional standards, and practices involved in auditing financial statements and performance of other assurance services.Prerequisite:ACT 312andACT 350, may be taken concurrently.Registration Information:Sections may be offered: Face-to-Face, Mixed Face-to-Face, or Online.Terms Offered:Fall, Spring.Grade Mode:Traditional.Special Course Fee:No."
"ACT 487","Internship"," Var[1-6] ","Accounting-ACT (ACT)","Course Description:Supervised work experience in public, industry, not-for-profit, or governmental accounting.Prerequisite:ACT 311andACT 312orACT 311andACT 321orACT 311andACT 330orACT 311andACT 350orACT 312andACT 321orACT 312andACT 330orACT 312andACT 350orACT 321andACT 330orACT 321andACT 350orACT 330andACT 350.Terms Offered:Fall, Spring, Summer.Grade Mode:S/U Sat/Unsat Only.Special Course Fee:No."
"ACT 495","Independent Study"," Var[1-18] ","Accounting-ACT (ACT)","Course Description:Prerequisite:None.Terms Offered:Fall, Spring, Summer.Grade Mode:Traditional.Special Course Fee:No."
"ACT 496","Group Study"," Var[1-18] ","Accounting-ACT (ACT)","Course Description:Prerequisite:None.Terms Offered:Fall, Spring, Summer.Grade Mode:Traditional.Special Course Fee:No."
"ACT 498","Research"," Var[1-3] ","Accounting-ACT (ACT)","Course Description:Prerequisite:None.Terms Offered:Fall, Spring, Summer.Special Course Fee:No."
"ACT 537","Advanced Taxation of Business Entities"," 3 ","Accounting-ACT (ACT)","Course Description:Federal income tax principles and problems pertaining to corporations and flow-through entities.Prerequisite:ACT 330.Term Offered:Spring.Grade Mode:Traditional.Special Course Fee:No."
