"course_code","course_title","department","credits","description"
"ACC 3120","Internal Auditing","Accounting (ACC)","(3 Credits)","Prerequisite(s): (ENGL 1010orENGH 1005), (MATH 1050orMATH 1055orMATH 1090or higher), junior standing, minimum cumulative GPA of 3.0, and University Advanced StandingIntroduces students to the theories of governance, risk, and control concepts; internal auditing standards; audit techniques; and reporting practices. Applicable across disciplines."
"ACC 3120G","International Internal Auditing","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 2110andACC 2120and University Advanced StandingIntroduces students to the international internal auditing standards through global auditing case studies. Emphasizes theories of governance, risk, control concepts, audit techniques, and reporting practices."
"ACC 3300","Cost Management","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 2110,ACC 2120and University Advanced StandingProvides a strategic approach to cost management and the development and use of relevant information for management decision making. Builds a foundation by discussing the various concepts of cost, cost behavior, and cost estimation techniques. Addresses costing of products and other cost objects using job order and process costing, activity-based costing, and cost allocation. Introduces management control topics of budgeting and performance evaluation through variance analysis. Concludes with current topics in cost management.Lab access fee of $13 for computers applies."
"ACC 3400","Fundamentals of Taxation","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 2110,ACC 2120, and University Advanced StandingStudies the federal taxation of individuals, corporations, and partnerships/LLCs. Covers the accounting theory and practices of federal income taxation based on a study of the laws, regulations, and income tax decisions.Lab access fee of $13 for computers applies."
"ACC 3510","Accounting Information Systems","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 2110,ACC 2120, and University Advanced StandingTeaches analysis design and implementation of accounting information systems. Emphasizes accounting cycles, internal controls, and computerized environments.Lab access fee of $13 applies."
"ACC 4030","Governmental and Not For Profit Accounting","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 3010orACC 3030, University Advanced StandingCovers areas of governmental and not-for-profit accounting and reporting. Includes fund accounting, the budgetary process, governmental financial reporting, not-for-profit organizations, health care organizations, colleges and universities, and public sector auditing.Lab access fee of $13 for computers applies."
"ACC 4050","Financial Statement Analysis","Accounting (ACC)","(3 Credits)","Prerequisite(s): (ACC 3010orACC 3030) and University Advanced StandingTeaches financial statement analysis techniques and practices, such as financial metrics, footnote disclosures, and business profitability. Informs decision making based on practical analysis of financial statement information."
"ACC 4110","Auditing","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 3010and University Advanced StandingPre- or Corequisite(s):ACC 3510Provides an introduction to independent audits of financial statements in accordance with generally accepted auditing standards, the environment in which audits are performed, and professional ethics. Includes basic audit concepts and procedures related to planning, testing internal controls, investigating reported financial results of business process cycles, and required auditor communications.Lab access fee of $13 for computers applies."
"ACC 4310","Advanced Management Accounting","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 3300, University Advanced StandingStudies and applies advanced topics in Cost Management such as value chain analysis, activity-based management, and other current topics and issues in management accounting. Teaches the principles of management control including strategic planning, budgeting, performance measurement. Includes active class discussion, case analysis, and student presentations."
"ACC 4400","Advanced Fundamentals of Taxation","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 3400, University Advanced StandingProvides an introduction and understanding of the construct and application of the federal tax laws. Studies the federal taxation of corporations, partnerships/LLCs, estates and trusts, gifts, and exempt entities based on the laws, regulations, and associated tax decisions. Covers the professional rules, regulations, and ethical considerations imposed on tax professionals.Lab access fee of $13 for computers applies."
"ACC 4510","Artificial Intelligence and Data Analytics in Accounting","Accounting (ACC)","(3 Credits)","Prerequisite(s): University Advanced StandingPre- or Corequisite(s):ACC 3510Applies relational database knowledge to accounting datasets in an ERP environment. Uses technology to document, improve, and automate accounting processes.Lab access fee of $13 for computers applies."
"ACC 4700R","Current Topics in Accounting","Accounting (ACC)","(1-3 Credits)","Prerequisite(s):ACC 3010, Matriculation into the Woodbury School of Business, and University Advanced StandingProvides opportunities for students to become exposed to emerging technology and topics of current interest and demand in Accounting. Topics vary from semester to semester. Repeatable for a maximum of 3 credits toward graduation."
"ACC 4810R","Internship","Accounting (ACC)","(2-8 Credits)","Prerequisite(s):ACC 3010, Matriculation into the Woodbury School of Business, Approval of Accounting Department Internship Coordinator and University Advanced StandingProvides accounting majors a transition from school to work where learned theory is applied to actual practice through meaningful on-the-job paid experience commensurate with upper-division classroom instruction. Includes student, employer, and coordinator evaluations, on-site work visits, written assignments, and oral presentations. May be repeated for a maximum of 6 credits toward graduation. May be graded credit/no credit."
"ACC 4910R","Independent Study","Accounting (ACC)","(1-4 Credits)","Prerequisite(s): Department Chair approval and University Advanced StandingFor bachelor's degree students and other interested persons. Offers independent study as directed in reading, individual projects, etc., at the discretion and approval of the department chairperson. Repeatable for a maximum of 3 credits toward graduation."
"ACC 5020","Advanced Financial Accounting","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 3020, Matriculation into the BS Accounting degree program, and University Advanced StandingPresents accounting concepts and methods for business combinations, foreign currency transactions, foreign statement translation, and partnerships."
"ACC 5140","Fraud Examination","Accounting (ACC)","(3 Credits)","Prerequisite(s):ACC 3010and University Advanced StandingExamines the seriousness of fraud and its impact on business and society. Includes forensic accounting and fraud prevention, detection, and resolution."
"ACC 6020","Advanced Financial Accounting Applications","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy programPresents accounting concepts, methods, and applications for business combinations, foreign currency transactions, foreign statement translation, and partnerships."
"ACC 6060","Professionalism and Leadership","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy programEnhances the ability to interact and communicate with others in the professional world. Builds skill development in oral and written communication, interviewing, networking, and leadership. Explores and enhances emotional intelligence."
"ACC 6140","Fraud Examination and Forensic Accounting","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy or the Master of Business Administration ProgramEvaluates the seriousness of fraud and its impact on individuals, businesses and society. Formulates fraud prevention, detection, and resolution methods using cases."
"ACC 6150","Information Systems Auditing","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy or Master of Business Administration Program.Provides projects covering information systems audit and its impact on the financial statement audit. Covers information security, social engineering, and fraud data mining as they relate to accounting information systems and the associated data."
"ACC 6250","Financial Reporting and Analysis","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to a Woodbury School of Business Graduate Program.Discusses financial reporting requirements and choices that impact the evaluation of firm performance and strategy. Examines the role of management and corporate governance in financial reporting. Teaches skills for analyzing financial reports, disclosures, and management communication of financial performance. Focuses on financial reports prepared for external stakeholders to a firm."
"ACC 6300","Advanced Data Analytics in Accounting","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramCovers advanced data analytics, data visualization, and statistical analysis skills and techniques in accounting. Provides an applied approach to financial data analytics, cost accounting, audit analytical procedures, and financial statement analysis. Develops data analysis skills using a variety of software packages."
"ACC 6350","Management Control Systems","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy or Master of Business Administration Program.Evaluates the design of management control systems through case studies to enable the successful implementation of accounting strategies in a variety of for-profit entities. Emphasizes the development of the students' analytical and decision-making skills.Canvas Course Mats $134/Pearson applies"
"ACC 6400","Taxation of Business Entities","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramStudies the federal taxation of corporations, partnerships/LLCs, estates and trusts, gifts, and exempt entities based on the laws, regulations, and associated tax decisions. Covers the professional rules, regulations, and ethical considerations imposed on tax professionals."
"ACC 6410","Tax Research and Procedure","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramProvides the necessary skills to thoroughly research and analyze a tax problem, as well as to report research analysis and conclusions accurately. Explores computerized tax research methods and the organization of the IRS including the procedural aspects of tax compliance and practice, tax related penalties, professional responsibility and tax ethics."
"ACC 6420","Principles of Corporate Tax","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramCovers accounting theory and practices of the federal income taxation laws, rules and regulations relating to the formation and operation of corporations and S corporations, and their effects upon the corporation's shareholders."
"ACC 6430","Advanced Corporate Tax","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy or Master of Business Administration ProgramAssesses the appropriate federal income tax for a corporation based on relevant accounting and business data. Analyzes the tax implications related to the form of entity and the location of the entity."
"ACC 6440","Partnership Tax","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramExamines accounting theory and practices of the federal income taxation laws, rules and regulations relating to the formation and operation of partnerships, and their effects upon partners."
"ACC 6450","Advanced Taxation of Business Entities","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy program andACC 6400Examines accounting theory and practices of federal income taxation relating to the formation and operation of partnerships and corporations and the tax impact on their owners. Analyzes the tax implications related to the form of entity and the location of the entity."
"ACC 6460","Estate and Gift Tax","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy or Master of Business Administration Program.Examines the law and theory of federal taxation of estates and gifts based on Federal code, I.R.S. regulations, and digest of official income tax decisions."
"ACC 6500","Advanced Accounting Information Systems","Accounting (ACC)","(3 Credits)","Prerequisite(s): Acceptance in the MBA programDevelops the background necessary to plan, design and implement an accounting information system."
"ACC 6510","Financial Auditing","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramExamines current auditing standards for independent audits of financial statements. Explores proposed auditing standards, relevant legislation, and selected contemporary advanced topics in auditing."
"ACC 6560","Financial Accounting Theory and Research I","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramIntroduces the theoretical underpinnings of financial accounting and reporting. Provides an applied research approach to reviewing and mastering intermediate-level financial accounting concepts and procedures. Integrates accounting theory and practical research methodology in the resolution of financial reporting problems."
"ACC 6580","Financial Accounting Theory and Research II","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramExpands on the theoretical underpinnings of financial accounting and reporting. Provides an applied research approach to reviewing and mastering advanced-level financial accounting concepts and procedures. Integrates accounting theory and practical research methodology in the resolution of financial reporting problems."
"ACC 6600","Business Law for Accountants","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy ProgramExamines contemporary issues in business law, with an emphasis in accountancy. Studies secured transactions, negotiable instruments, business associations, investor protection, consumer protection and government regulation in an increasingly global and interconnected business environment."
"ACC 6790R","Special Topics in Accounting","Accounting (ACC)","(3 Credits)","Prerequisite(s): Admission to Master of Accountancy programVaries from semester to semester. Provides opportunities for students to become exposed to emerging technology and topics of current interest and demand in accounting, taxation, auditing, and accounting information systems. May be repeated for a maximum of 6 credits toward graduation."
"AERO 1000","Leadership Laboratory 1A","Aerospace Studies (AERO)","(0","Corequisite(s):AERO 1100,AERO 1430RStudies basic fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility."
"AERO 1010","Leadership Laboratory 1B","Aerospace Studies (AERO)","(0","Corequisite(s):AERO 1110,AERO 1430RStudies basic fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility."
"AERO 1100","Department of the Air Force--DAF Professionalism A","Aerospace Studies (AERO)","(1 Credit)","Corequisite(s):AERO 1000,AERO 1430RFamiliarizes students with the Department of the Air Force (DAF) environment, providing an overview of essential attributes required for success in this context."
"AERO 1110","Department of the Air Force--DAF Professionalism B","Aerospace Studies (AERO)","(1 Credit)","Corequisite(s):AERO 1010,AERO 1430RFamiliarizes students with the Department of the Air Force (DAF) environment, providing an overview of essential attributes required for success in this context."
"AERO 1430R","Air Force Physical Training","Aerospace Studies (AERO)","(0","Corequisite(s):AERO 1000The Air Force PT Program motivates all members to participate in a year-round physical conditioning program that emphasizes total fitness, to include proper aerobic conditioning, muscular fitness training, and healthy eating in order to pass the Air Force Fitness assessment in accordance with Air Force Instruction 36-2905. May be repeated for a maximum of 4 credits toward graduation."
"AERO 2000","Leadership Laboratory 2A","Aerospace Studies (AERO)","(0","Corequisite(s):AERO 2100,AERO 1430RTeaches fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility. Increased emphasis on performance level."
"AERO 2010","Leadership Laboratory 2B","Aerospace Studies (AERO)","(0","Corequisite(s):AERO 2110,AERO 1430RTeaches fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility. Increased emphasis on performance level."
"AERO 2100","Team and Leadership Fundamentals A","Aerospace Studies (AERO)","(1 Credit)","Corequisite(s):AERO 2000,AERO 1430RTeaches leadership, team building, preparation for field training and leadership positions in the detachment."
"AERO 2110","Team and Leadership Fundamentals B","Aerospace Studies (AERO)","(1 Credit)","Corequisite(s):AERO 2010,AERO 1430RTeaches leadership, team building, preparation for field training and leadership positions in the detachment."
"AERO 3000","Leadership Laboratory 3A","Aerospace Studies (AERO)","(0","Prerequisite(s):AERO 2000,AERO 2010,AERO 2100,AERO 2110and University Advanced StandingCorequisite(s):AERO 3100andAERO 1430RTeaches basic fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility. Students perform as cadet officers. Emphasizes leadership development."
"AERO 3010","Leadership Laboratory 3B","Aerospace Studies (AERO)","(0","Prerequisite(s):AERO 2000,AERO 2010,AERO 2100,AERO 2110and University Advanced StandingCorequisite(s):AERO 3110, andAERO 1430RTeaches basic fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility. Provides an opportunity for students to perform as cadet officers. Emphasizes leadership development."
"AERO 3050R","Leadership Laboratory Honor Guard","Aerospace Studies (AERO)","(1 Credit)","Prerequisite(s): University Advanced StandingTeaches basic fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility. Emphasizes leadership development. Students perform as cadet officers. Repeats are allowed. See advisor for details. May be repeated for a maximum of 8 credits."
"AERO 3100","Leading People and Effective Communication A","Aerospace Studies (AERO)","(3 Credits)","Prerequisite(s): University Advanced Standing;AERO 2000,AERO 2010,AERO 2100,AERO 2110Provides an in-depth look at leadership and communication skills, giving students an opportunity to use these techniques in a supervised environment."
"AERO 3110","Leading People and Effective Communication B","Aerospace Studies (AERO)","(3 Credits)","Prerequisite(s): University Advanced Standing;AERO 2000,AERO 2010,AERO 2100,AERO 2110,AERO 3000,AERO 3100Provides an in-depth look at leadership, communication skills, giving students an opportunity to use these techniques in a supervised environment."
"AERO 3200","Jet Pilot Introduction","Aerospace Studies (AERO)","(2 Credits)","Prerequisite(s): University Advanced StandingStudies principles of flight and accompanying issues. Introduces meteorology. Presents FARs as they apply to the private pilot. Provides orientation, understanding, and preparation of the US Air Force Undergraduate Pilot Training (UPT)."
"AERO 3990R","Academic Internship  Leadership Intern Program","Aerospace Studies (AERO)","(4 Credits)","Prerequisite(s): Instructor Approval for Air Force ROTC Cadets only and University Advanced StandingProvides advanced fundamentals of military leadership, planning, organizing, and team building at various levels of responsibility. May be repeated for a maximum of 4 credits toward graduation. May be graded credit/no credit."
"AERO 4000R","Leadership Laboratory 4A","Aerospace Studies (AERO)","(0","Prerequisite(s):AERO 3000,AERO 3010,AERO 3100,AERO 3110and University Advanced StandingCorequisite(s):AERO 4100andAERO 1430RPresents basic fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility. Students perform as cadet officers. Emphasizes leadership development. May be repeated for a maximum of 2 credits."
"AERO 4010R","Leadership Laboratory 4B","Aerospace Studies (AERO)","(0","Prerequisite(s):AERO 3000,AERO 3010,AERO 3100,AERO 3110and University Advanced StandingCorequisite(s):AERO 4110andAERO 1430RPresents basic fundamentals of military leadership: drill, courtesy, planning, and organizing at various levels of responsibility. Students perform as cadet officers. Emphasizes leadership development. May be repeated for a maximum of 2 credits."
"AERO 4100","National Security - Leadership Responsibilities and Commissioning Preparation A","Aerospace Studies (AERO)","(3 Credits)","Prerequisite(s): University Advanced Standing;AERO 3000,AERO 3010,AERO 3100,AERO 3110Provides the foundation to understand the role of military officers and how it is directly tied to our National Security."
"AERO 4110","National Security - Leadership Responsibilities and Commissioning Preparation B","Aerospace Studies (AERO)","(3 Credits)","Prerequisite(s): University Advanced Standing;AERO 3000,AERO 3010,AERO 3100,AERO 3110, AERO 4000,AERO 4100Provides the foundation to understand the role of military officers and how it is directly tied to our National Security."
"AIST 1800G","Introduction to American Indian Studies","American Indian Studies (AIST)","(3 Credits)","Provides an overview of modern and historical American Indian communities in the United States. Explores political and historical issues of major tribes and Indian communities by region. Provides students with information and perspectives on key social and cultural issues: spirituality, relations with the Federal government, notable individuals, art, literature, dance, media, health, education and activism."
"AIST 3270G","Indians of Utah","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s): (ENGL 1010orENGH 1005) and University Advanced StandingInvestigates the history of Utah's five principal cultural groups from the pre-Columbian period to the present. Considers how economic processes, cross-cultural influences, and changing Federal and State policies have shaped American Indian communities and individuals in and around Utah. Examines how identity and culture in native communities have been defined and redefined through the processes of migration (both native and non-native), conquest, assimilation efforts, and cultural persistence."
"AIST 3360","American Indian Education Policy","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s): (ENGL 1010orENGH 1005) and University Advanced StandingDiscusses the Federal Indian Policies that dictated the educational philosophies and practices of native people. Offers a historic overview of Indian education from first contact with European settlers through contemporary American Indian/Alaskan Native education. Examines the effects of Federal Indian Policies related to the use of boarding schools and the long-term effects the experience had on Native students."
"AIST 3580G","American Indian Health Policy","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s):ENGL 2010, University Advanced Standing, and one of the following:POLS 1000,POLS 1100,HIST 1700,HIST 1740,HIST 2700,HIST 2710Explores the history, political economy, and epidemiology of American Indian health issues in the United States. Examines the effects of the pandemics brought by the European conquest, the changing Native views and practices in health, the Federal government's practical and legal assumption of responsibility for Native health, and the development of the administration and organization for Native health. Considers modern health issues ranging from diabetes to domestic violence, and the policy responses to them."
"AIST 3590","American Indian Law","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s): (ENGL 1010orENGH 1005) and (POLS 1000orPOLS 1010orPOLS 1100) and University Advanced StandingIntroduces students to the important and unique body of law known as American Indian Law. Covers the history of federal Indian law and policy; the federal-tribal relationship; tribal sovereignty and self-government; state authority in Indian country; Indian religion and culture; concepts of property in Indian law; and hunting, fishing, and water rights."
"AIST 3600","American Indian Policy and Tribal Government","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s):ENGL 2010or instructor approval and University Advanced StandingExamines American Indian law in treaties, statutes, case law, regulations, and executive orders. Analyzes various policy approaches to the federal trust relationship, tribal sovereignty over internal affairs, civil jurisdiction over tribal lands, management of natural resources of tribal lands, and cultural preservation. Studies the traditional and modern forms of various Indian tribal governments."
"AIST 3810","Precolumbian America","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s): (ENGL 1010orENGH 1005) andAIST 1800Gand University Advanced StandingExamines evidence of the first Americans, origins of agriculture, and development of cultures and civilizations in North, Central, and South America. Surveys the most recent archaeological research on major American societies, emphasizing the balance between Native and Euro-American perspectives on history and science. Examines the effects of the European conquest of the Americas on Native populations and cultures, and on global historical processes."
"AIST 3830","Indians of the Great Plains","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s): (HIST 1700orHIST 2700orHIST 2710orAIST 1800G) and (ENGL 1010orENGH 1005) and University Advanced StandingSurveys the histories of native communities of the Great Plains. Emphasizes geopolitical relations of the eighteenth and nineteenth centuries and the conditions of resistance to conquest. Highlights the identification and use of primary sources, both for scholarly activity and making sources available to native peoples."
"AIST 4600","Contemporary American Indian Political and Social Issues","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s): (AIST 3580GorAIST 3600) and University Advanced StandingSurveys current research and perspectives on contemporary American Indian issues. Utilizes a seminar approach in which each student will prepare summaries of books and articles to be distributed to the other class members. Includes identity, political activism, historiography, health, political, and cultural issues."
"AIST 4900R","Special Topics in American Indian Studies","American Indian Studies (AIST)","(3 Credits)","Prerequisite(s):ENGL 2010and [POLS 1000orPOLS 1100orHIST 1700orHIST 1740or (HIST 2700andHIST 2710)] and University Advanced StandingExplores special topics in American Indian Studies and related subjects. Examples of special topics may include health, specific tribal communities, education, political issues, the humanities in Native culture, economic and community development, comparative studies, social science perspectives, or other areas of student and faculty interest. May be repeated for a maximum of 6 credits."
"ASL 1000","Introduction to the Deaf World","American Sign Language (ASL)","(3 Credits)","Focuses on the nature, make up, and significance of the Deaf-World as a linguistic and cultural minority group. Gives significant attention to the different ways that deaf people form a minority group thereby adding diversity to society at large. Also addresses the diversity within the group and the sociological factors that affect its makeup. Introduces American Sign Language (ASL) and teaches some basic conversational skills. Gives special attention to the differences between the ways hearing and Deaf people construct meanings associated with deaf people. Taught in (or interpreted into) English."
"ASL 1010","Beginning American Sign Language I","American Sign Language (ASL)","(4 Credits)","Introduces American Sign Language (ASL) to students with no previous experience with ASL. Employs an immersion approach to language learning. Emphasizes basic expressive and receptive conversational skills. Includes introduction to American Deaf culture. Requires weekly lab.
Lab access fee of $12 applies."
"ASL 1020","Beginning American Sign Language II","American Sign Language (ASL)","(4 Credits)","Prerequisite(s): Students should have equivalent knowledge ofASL 1010Builds on the experiences inASL 1010. Emphasizes basic expressive and receptive conversational skills through active student participation. Continues introduction to American Deaf culture. Employs an immersion approach to language learning. Requires a weekly lab.Lab access fee of $12 applies."
"ASL 1150R","ASL Conversation I","American Sign Language (ASL)","(1 Credit)","Offers novice ASL users opportunities to enhance their proficiency in the target language by focusing on production. Teaches how to improve authentic pronunciation, reduce errors in authenticity of language structure, generate thought in the target language spontaneously as a substitute for translation, and sharpen comprehension for natural conversational flow. Contrasts with all other first-year courses which must strive to produce mastery of the whole range of language acquisition components. Facilitates lowering the affective filter when conversing in the target language by increasing the frequency of conversational opportunities. Increases mastery of lexical items through increased frequency of use. May be repeated for a maximum of 3 credits toward graduation. Taught in ASL."
"ASL 2010","Intermediate American Sign Language I","American Sign Language (ASL)","(4 Credits)","Prerequisite(s): Students should have equivalent knowledge ofASL 1020Reviews and builds upon the grammar and conversation skills learned in the first year courses. Concentrates on understanding and acquiring more advanced conversational proficiency in ASL. Emphasizes the use of various kinds of ASL classifiers in the function of describing objects and in providing locative information. Analyzes Deaf culture with an emphasis on the struggles of this linguistic minority with a majority controlled educational establishment with particular attention to the effects on individual Deaf lives.Lab access fee of $12 applies."
"ASL 2020G","Intermediate American Sign Language II","American Sign Language (ASL)","(4 Credits)","Prerequisite(s): Students should have equivalent knowledge ofASL 2010Continues applied conversation use of ASL through literature, narratives, poetry, and creative sign play. Analyzes ASL grammatical principles and Deaf cultural experiences to explore and understand various underlying metaphors found in ASL literature. Requires Deaf community exposure and involvement.Lab access fee of $12 applies."
"ASL 2030","Fingerspelling in American Sign Language","American Sign Language (ASL)","(1 Credit)","Prerequisite(s):ASL 1020or equivalent knowledgeFocuses on the patterns of ASL fingerspelling, one of the hardest ASL skills to master. Increases ability to accurately produce and comprehend ASL fingerspelling. Gives attention to the nature and application of fingerspelling within the sociocultural context of the Deaf-World. Taught in ASL."
"ASL 2040","Numbers in American Sign Language","American Sign Language (ASL)","(1 Credit)","Prerequisite(s):ASL 1020or equivalent knowledgeFocuses on the complex rule systems governing ASL numbers as used in a wide range of settings. Increases ability to accurately produce and comprehend contextually situated ASL numbers. Taught in ASL."
"ASL 2050","Advanced ASL Grammar","American Sign Language (ASL)","(3 Credits)","Prerequisite(s): Students should have equivalent knowledge ofASL 2020GExplores the grammar of ASL focusing on areas typically difficult for English speakers, particularly ASL classifiers. Provides extensive instruction and opportunity for students to improve both comprehension and production through regular interaction. Taught in ASL."
"ASL 2150R","ASL Conversation II","American Sign Language (ASL)","(1 Credit)","Prerequisite(s): Students should have equivalent knowledge ofASL 1020Offers lower division/novice ASL users opportunities to enhance their proficiency in the target language by focusing on production. Teaches how to improve authentic pronunciation, reduce errors in authenticity of language structure, generate thought in the target language spontaneously as a substitute for translation, sharpen comprehension, and develop conversational strategies such as circumlocution and managing a conversation with useful expressions for starting a conversation, gaining time to think, helping interlocutors, seeking agreement, etc. Contrasts with all other first year courses which must strive to produce mastery of the whole range of language acquisition components. Facilitates lowering the affective filter when conversing in the target language by increasing the frequency of production opportunities and defusing concern about new vocabulary and grammar. Increases mastery of lexical items through increased frequency of use. May be repeated for a maximum of 3 credits toward graduation."
