"course_code","course_title","department","credits","description"
"ACTS850","Stochastic Processes for ActuariesCrosslisted withACTS 450","Actuarial Science (ACTS)","Credit Hours:3","Description:Introduction to stochastic processes and their applications in actuarial science. Discrete-time and continuous-time processes; Markov chains; the Poisson process; compound Poisson processes; non-homogeneous Poisson processes; arithmetic and geometric Brownian motions. Applications of these processes in computation of resident fees for continuing care retirement communities. Pricing of financial instruments."
"ACTS860","Short-Term Actuarial MathematicsCrosslisted withACTS 460","Actuarial Science (ACTS)","Credit Hours:3","Description:Introduction to short-term insurance coverage, risk measure, coverage modifications, aggregate loss models, introduction to credibility, short-term insurance loss reserving, and short-term insurance ratemaking."
"ACTS870","Long-Term Actuarial MathematicsCrosslisted withACTS 470","Actuarial Science (ACTS)","Credit Hours:3","Description:Theory and applications of contingency mathematics in the areas of life and health insurance, annuities, and pensions. Probabilistic models."
"ACTS871","Advanced Long-Term Actuarial Mathematics ICrosslisted withACTS 471","Actuarial Science (ACTS)","Credit Hours:3","Description:Further applications of actuarial probabilistic methods to determine net premiums, gross premiums, and reserves in the areas of life and health insurance, and annuities. Other topics include insurance and annuities involving multiple lives, multiple decrements, multi-state models, and pensions."
"ACTS872","Advanced Long-Term Actuarial Mathematics IICrosslisted withACTS 472","Actuarial Science (ACTS)","Credit Hours:3","Description:Further applications of actuarial probabilistic methods to determine in the areas of interpreting and performing calculations involving profit testing on both traditional life insurance and more modern life insurance such as universal life and equity-linked insurance, as well as pricing and reserving embedded options."
"ACTS873","Introduction to Advanced Short-Term Risk ModelsCrosslisted withACTS 473","Actuarial Science (ACTS)","Credit Hours:3","Description:The theory and applications of short-term actuarial models are explored. Topics include Interpreting and performing calculations involving: (i) some commonly used claim frequency and claim severity distributions as they are applied in so-called aggregate risk models; (ii) coverage modifications; (iii) actuarial ratemaking; and (iv) various loss-reserving techniques for property/casualty insurance policies."
"ACTS875","Actuarial Applications in PracticeCrosslisted withACTS 475","Actuarial Science (ACTS)","Credit Hours:3","Description:Principles and practices of pricing and/or funding and valuation for life, health, property and liability insurance, and annuities and pension plans. Commercially available actuarial modeling software."
"ACTS895","Actuarial Internship","Actuarial Science (ACTS)","Credit Hours:1-6","Description:Independent study of theories, principles, practices, techniques, and strategies utilized in a business environment at an employer in the actuarial, insurance, risk management, or related field.
Practical experience in real-world business situations."
"ACTS898","Special Topics","Actuarial Science (ACTS)","Credit Hours:1-3","Description:Focused actuarial science, insurance, or risk management topics through research, narrowly targeted literature review, or extension of course work."
"ACTS899","Masters Thesis","Actuarial Science (ACTS)","Credit Hours:1-10","Description:A thesis in the area of actuarial science, insurance, or risk management."
"ACTS930","Fundamentals of Pension Mathematics","Actuarial Science (ACTS)","Credit Hours:3","Description:Basic theory of pension mathematics. Funding methods, unit credit, entry age normal, aggregate cost, actuarial assumptions, tax deductible contributions, multi-employer pension plans, deposit administration dividend formulas, variable annuities, and ERISA."
"ACTS950","Seminar in Actuarial Science","Actuarial Science (ACTS)","Credit Hours:1-3",""
"ADPR829","Jacht","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Jacht is an innovative educational experience that puts into practice advertising, public relations, marketing, media, research and creative skills and knowledge in a startup ad agency environment. Students must think holistically about integrated marketing communications strategies and how a campaign contributes to the revenue of an agency as well as to the success of the client being served. Students must consider the broader business goals of both the startup agency and of real-world clients. Students are expected to adhere to strict deadlines and to deliver high quality work on time."
"ADPR830","Strategic Communications: Advertising Issues and Strategies","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Seminar for graduate students who do not have the equivalent of an undergraduate degree in advertising. Business of advertising and promotion, and the processes and planning involved in strategic promotional communication. Current issues and strategies faced by advertising practitioners, the importance of branding, integrated marketing communications and promotion. Creation of a strategic marketing plan."
"ADPR833","Art DirectionCrosslisted withADPR 433","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Visual and graphic design as applied to the corporate environments of advertising and public relations. Print and electronic design principles, strategies and elements using traditional and new digital technologies. Development of creative materials for actual clients, corporate identities, electronic presentations, professional creative portfolios, non-traditional resumes, and World Wide Web (WWW) sites."
"ADPR834","Digital Insight & AnalyticsCrosslisted withADPR 434","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:A study of the digital communication landscape. Course explores how various channels of digital communication can be used to analyze audiences, connect with them and ultimately build brands."
"ADPR837","International/Multicultural Public RelationsCrosslisted withADPR 437","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Content and discussions on global issues affecting the public relations profession, the professional, the specialized practices, and the engagement of stakeholders simultaneously at home and at transnational levels."
"ADPR838","Global AdvertisingCrosslisted withADPR 438","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Global advertising and communication. Cultural, economic, political and social differences that affect advertising strategy and execution in foreign markets. Advertising a USA product or service in the global market."
"ADPR847","Strategic and Creative ConceptingCrosslisted withADPR 447","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:The alternative and advanced methods of communicating a message, a need, a perception or attitude. Creative storytelling and problem-solving, critique and analysis, and how to creatively communicate with strategic thinking and design."
"ADPR850","Public Relations Management and Case StudiesCrosslisted withADPR 450","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Philosophies and theories that underlie the discipline and profession of public relations. The critical and supportive perspectives used to gain insight into the history and direction of public relations."
"ADPR851","Public Relations TechniquesCrosslisted withADPR 451","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Multimedia tools in advertising, public relations, direct marketing, and sales promotion. Promotional writing, publications development, and media relations."
"ADPR857","Crisis Management in Corporations and NonprofitsCrosslisted withADPR 457","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Role of public relations in prevention of crises, response to crises, and recovery from crises. How to preempt, prepare for and respond to corporate, nonprofit and government sector crises from a public relations perspective."
"ADPR858","Interactive Media DesignCrosslisted withADPR 458","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Communication strategies and tactics using interactive media. Exploration of interactive's role in strategic communications, user experience, information architecture, interactive design and development using current web technologies."
"ADPR864","Sports Media Relations & PromotionsCrosslisted withADPR 464,SPMC 464,SPMC 864","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Issues in sports media relations and integrated marketing communications. Background of the unpredictable nature of the sports industry and the relationships with its various publics and the media."
"ADPR866","Social Media Theory and PracticeCrosslisted withADPR 466","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Key theories related to the study of social media, important social media monitoring and management practices, and advertising/PR opportunities on the most popular social and mobile media platforms."
"ADPR881","Advertising and Public Relations Research","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Research in the planning, development and evaluation of advertising. The research process, use of secondary sources of information and how to analyze data from these sources. The planning and execution of primary research. Survey techniques."
"ADPR883","Portfolio DevelopmentCrosslisted withADPR 483","Advertising and Public Relations (ADPR)","Credit Hours:1","Description:How to improve individual portfolios of creative work and execute a variety of creative pieces that demonstrate improvement in their collections."
"ADPR884","Brands & Branding","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:The managerial philosophy, techniques, and processes in advertising. Organizational structures, integrated marketing communications, strategic planning, marketing planning, advertising planning, advertising research, budgeting, and decision paradigms."
"ADPR888","Media Sales and PromotionCrosslisted withADPR 488","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Techniques for print and electronic media sales and promotion. Rate structures, legal requirements, and social and economic effects."
"ADPR889","Advertising and Public Relations CampaignsCrosslisted withADPR 489","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Conduct research and evaluate the findings to develop and present an integrated marketing communications strategy and creative materials for a multimedia advertising and public relations campaign needed by a client. Application of knowledge, experience, and skills learned in previous courses to a new situation."
"ADPR891","Special Topics in AdvertisingCrosslisted withADPR 491","Advertising and Public Relations (ADPR)","Credit Hours:1-4","Description:Topics vary each term."
"ADPR896","Independent Study in Advertising and Public RelationsCrosslisted withADPR 496","Advertising and Public Relations (ADPR)","Credit Hours:1-24",""
"ADPR930","Integrated Media Communications Capstone Seminar","Advertising and Public Relations (ADPR)","Credit Hours:3","Description:Capstone course in the Integrated Media Communications (IMC) specialization. Reflect on different theories and concepts and apply those theories and concepts to real-life examples and professional goals in a final paper and presentation to faculty and peers."
"ABUS855","Marketing and GlobalizationCrosslisted withMRKT 855","Agribusiness (ABUS)","Credit Hours:3-6","Description:Globalization and resulting changes in the business environment. Access to new consumers, new supplies. The effect on consumer choices. Readings from scholarly and popular press, videos, and a ""real world"" application. Marketing strategies developed for Nebraska firms and organizations such as value-added food marketers."
"AECN801","Advanced Farm Management and Linear ProgrammingCrosslisted withAECN 401","Agricultural Economics (AECN)","Credit Hours:3","Description:The role of budgeting and linear programming in analyzing farm organization problems, theory of linear programming, linear program design, and analysis of linear programmed solutions to farm organization problems. Includes goal programming, multiple objective programming, risk programming, and financial modeling."
"AECN804","Agricultural Law","Agricultural Economics (AECN)","Credit Hours:3","Description:Legal problems and issues of unique importance to lawyers serving the agricultural sector. Representative topics include economic and environmental regulation of agriculture; organizing the farm business; financing agricultural production; marketing agricultural products; and managing agricultural risk."
"AECN812","Organization and Performance of Agricultural Markets","Agricultural Economics (AECN)","Credit Hours:3","Description:Economic theory of industrial organization and performance applied to agricultural input, raw product, and processed product markets. Buyer market power at first-handler level, spatial markets, vertical integration and contract coordination, and organizational forms unique to agriculture."
"AECN814","Agricultural Price Analysis","Agricultural Economics (AECN)","Credit Hours:3","Description:Economic relationships among the forces that determine the demand, supply and prices for agricultural commodities, products, and factors of production within and across markers. Theoretical foundations reviewed covering individual consumer demand, commodity and factor markets and price determination. Empirical methods applied in analyzing demand, supply and prices, and the factors affecting them. Multiple projects, including interpreting the results, to reinforce understanding of economic behavior."
"AECN815","Analytical Methods in Economics and BusinessCrosslisted withECON 815","Agricultural Economics (AECN)","Credit Hours:1-4","Description:Equilibrium Analysis: Applications in business, finance, and economics. Market equilibria, accumulations, and economics. Optimization: profit, cost, and utility functions. Constrained optimization problems with utility functions. Constrained optimization problems in production and consumer allocations; Kuhn and Tucker conditions; static and dynamic input-output Models."
"AECN818","Behavioral and Experimental Economics","Agricultural Economics (AECN)","Credit Hours:4","Description:Provides exposure to the related fields of behavioral and experimental economics through lectures and lab-based instruction."
"AECN821","Orientation to Research","Agricultural Economics (AECN)","Credit Hours:1","Description:Introduction to approaches to agricultural economics research. Critical evaluation of agricultural economics literature. Identify an area of research interest and present a review of current literature in the area."
"AECN827A","Static Optimization with Mathematical Programming","Agricultural Economics (AECN)","Credit Hours:2","Description:Optimization methods in economics, organized into modules, each of which introduces the fundamental methods used in the analysis of a particular class of economic problems. Each module is taught within the framework of consumer, firm, or social welfare optimization problems."
"AECN832","Economics of Agricultural Production","Agricultural Economics (AECN)","Credit Hours:3","Description:Static economic analysis of multi-variant agriculture response functions. Resource and enterprise choice, cost functions, resource evaluation, and size and scale economies."
"AECN840","Applied Welfare Economics and Public Policy","Agricultural Economics (AECN)","Credit Hours:3","Description:Principles of welfare economics applied to policy issues in agriculture and natural resources. Review of measures of household welfare, willingness to pay, and notions of Pareto optimality, aggregate welfare and market failure. Practical methods of comparative statics analysis of the effect of public policies on consumer and firm behavior, and on market equilibrium. Theory of externalities and welfare implications of market versus non-market allocation of public goods examined. Applications include evaluation of such policies as taxes, price supports, quotas, pollution controls, environmental damage liability, and intellectual property rights."
"AECN852","Agricultural FinanceCrosslisted withAECN 452","Agricultural Economics (AECN)","Credit Hours:3","Description:Principles and concepts of financial management of farm and agribusiness firms developed. Various strategies for acquiring and using capital resources by the individual firm explored. Institutions providing the sources of agricultural credit are individually studied."
"AECN856","Environmental LawCrosslisted withAECN 456,NREE 456","Agricultural Economics (AECN)","Credit Hours:3","Description:Principles of law involved in environmental issues, externalities and market failures, public health, environmental litigation, and legislation. Environmental issues are related to statutory, administrative, and regulatory authorities."
"AECN857","Water LawCrosslisted withAECN 457,NREE 457","Agricultural Economics (AECN)","Credit Hours:3","Description:Environmental impact review; public trust doctrine; endangered species; land use controls; wetlands regulation; surface and ground water rights; Indian and federal water rights; impact of water quality regulations on water allocation."
"AECN865","Resource and Environmental Economics IICrosslisted withAECN 465,NREE 465","Agricultural Economics (AECN)","Credit Hours:3","Description:Application of resource economics concepts and empirical tools to resource management problems. Public policy issues involving environmental quality, land and water management."
"AECN868","Advanced Resource and Environmental Economics","Agricultural Economics (AECN)","Credit Hours:3","Description:Application of conceptual and empirical tools for analyzing resource problems. Both public and private dimensions of resource management are considered with emphasis on public policy. Economics of environmental quality, management of exhaustible and renewable resources, valuation of non-market goods and key elements of environmental policy analysis."
"AECN872","Mathematical Tools for Applied Economics","Agricultural Economics (AECN)","Credit Hours:1","Description:Designed for incoming MS students in Agricultural Economics and related fields. Topics include constrained and unconstrained optimization, Kuhn Tucker conditions, matrices and determinants, and mathematical statistics."
"AECN873","Microeconomic Models and ApplicationsCrosslisted withECON 873","Agricultural Economics (AECN)","Credit Hours:3","Description:Analysis of microeconomic decision-making by individuals and firms with emphasis on consumer demand, production, cost and profit, market structure and the economics of games, uncertainty, and information."
"AECN883","Ecological EconomicsCrosslisted withNRES 883,CDEV 883","Agricultural Economics (AECN)","Credit Hours:3","Description:A synthesis across the notion of ""utility"" as represented in traditional environmental and natural resource economics, ""ecology"" in ecological economics, and ""community"" in behavioral economics. Ideas from thermodynamics with a focus on renewable resources. Development, organization, and enhancement of eco-business, eco-industry, eco-government and eco-communities."
"AECN893","Law and Economics","Agricultural Economics (AECN)","Credit Hours:3","Description:Introduction to economic tools and their application to the law. Overview of the principles of microeconomics and their application to various areas of private law (e.g., torts, contracts, property) and public law (e.g., environmental, constitutional, and criminal law & procedure)."
"AECN896","Special Topics in Agricultural Economics","Agricultural Economics (AECN)","Credit Hours:1-6","Description:Focused agricultural economics topics through research, narrowly targeted literature review, or extension of course work."
"AECN899","Masters Thesis","Agricultural Economics (AECN)","Credit Hours:1-10",""
"AECN901","Directed Study of Advanced Topics in Agricultural Economics","Agricultural Economics (AECN)","Credit Hours:3","Description:Significant literature in selected fields of agricultural and resource economics to provide a broad background for conducting research in these fields."
"AECN901A","Production Economics","Agricultural Economics (AECN)","Credit Hours:3","Description:Significant literature in selected fields of agricultural and resource economics to provide a broad background for conducting research in these fields."
"AECN901B","Agricultural Industrial Organization","Agricultural Economics (AECN)","Credit Hours:3","Description:Significant literature in selected fields of agricultural and resource economics to provide a broad background for conducting research in these fields."
"AECN901D","International Agricultural Trade","Agricultural Economics (AECN)","Credit Hours:3","Description:Significant literature in selected fields of agricultural and resource economics to provide a broad background for conducting research in these fields."
"AECN901E","Agricultural Development","Agricultural Economics (AECN)","Credit Hours:3","Description:Significant literature in selected fields of agricultural and resource economics to provide a broad background for conducting research in these fields."
"AECN901J","Natural Resource Economics","Agricultural Economics (AECN)","Credit Hours:3","Description:Significant literature in selected fields of agricultural and resource economics to provide a broad background for conducting research in these fields."
"AECN902","Research in Agricultural Economics","Agricultural Economics (AECN)","Credit Hours:3","Description:Investigation of a research issue in a field of agricultural economics. Identification of an issue, discovery and interpretation of relevant research, rigorous development of an additional contribution to the resolution of the issue."
"AECN902A","Production Economics","Agricultural Economics (AECN)","Credit Hours:3","Description:Investigation of a research issue in a field of agricultural economics. Identification of an issue, discovery and interpretation of relevant research, rigorous development of an additional contribution to the resolution of the issue."
"AECN902B","Agricultural Industrial Organization","Agricultural Economics (AECN)","Credit Hours:3","Description:Investigation of a research issue in a field of agricultural economics. Identification of an issue, discovery and interpretation of relevant research, rigorous development of an additional contribution to the resolution of the issue."
"AECN902D","International Agricultural Trade","Agricultural Economics (AECN)","Credit Hours:3","Description:Investigation of a research issue in a field of agricultural economics. Identification of an issue, discovery and interpretation of relevant research, rigorous development of an additional contribution to the resolution of the issue."
"AECN902E","Agricultural Development","Agricultural Economics (AECN)","Credit Hours:3","Description:Investigation of a research issue in a field of agricultural economics. Identification of an issue, discovery and interpretation of relevant research, rigorous development of an additional contribution to the resolution of the issue."
"AECN902J","Natural Resource Economics","Agricultural Economics (AECN)","Credit Hours:3","Description:Investigation of a research issue in a field of agricultural economics. Identification of an issue, discovery and interpretation of relevant research, rigorous development of an additional contribution to the resolution of the issue."
"AECN921","Seminar in International Trade and FinanceCrosslisted withECON 921","Agricultural Economics (AECN)","Credit Hours:3",""
"AECN999","Doctoral Dissertation","Agricultural Economics (AECN)","Credit Hours:1-24",""
"AGEN824","Machine Design in Agricultural EngineeringCrosslisted withAGEN 424","Agricultural Engineering (AGEN)","Credit Hours:3","Description:Design of machine elements. Definition, analysis, and solution of a design problem in agricultural engineering."
"AGEN836","Embedded Controls for Agricultural ApplicationsCrosslisted withAGEN 436,AGST 436,AGST 836","Agricultural Engineering (AGEN)","Credit Hours:3","Description:Introduction to the basics of embedded controller programming, and the development of Controller Area Network (CAN) bus systems in agricultural applications. Interfacing sensors with analog and digital signals, closed loop control of actuators, transmission and reception of CAN messages, programming of CAN messages in a distributed controller set up for sensor data acquisition, and actuator control will be studied."
"AGEN841","Animal Waste ManagementCrosslisted withAGEN 441,BSEN 441,BSEN 841","Agricultural Engineering (AGEN)","Credit Hours:3","Description:Characterization of wastes from animal production. Specification and design of collection, transport, storage, treatment, and land application systems. Air and water pollution, regulatory and management aspects."
"AGEN846","Unit Operations of Biological ProcessingCrosslisted withBSEN 446,BSEN 846,AGEN 446","Agricultural Engineering (AGEN)","Credit Hours:3","Description:Application of heat, mass, and moment transport in analysis and design of unit operations for biological and agricultural materials. Evaporation, drying, distillation, extraction, leaching, thermal processing, membrane separation, centrifugation, and filtration."
"AGEN853","Irrigation and Drainage Systems EngineeringCrosslisted withAGEN 453,BSEN 453,BSEN 853","Agricultural Engineering (AGEN)","Credit Hours:3","Description:Analytical and design consideration of evapotranspiration, soil moisture, and water movement as related to irrigation and drainage systems; analysis and design of components of irrigation and drainage systems including water supplies, pumping plants, sprinkler systems, and center pivots."
