"subject","course_code","course_name","description","credits"
"","AAD 493","Independent Study","Independent study of a selected topic in architectural history and communication.    Repeatable: May be repeated to a maximum of six credits. Please verify that all credits will apply towards your degree.   Prerequisites: Admission to major.","Credits: 1-3"
"","AAD 495","Special Topics in Design","Experimental and other topics of current interest in design.    Repeatable: May be repeated to a maximum of eight credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor.  Notes: Topics and credits to be announced.","Credits: 1-4"
"","AAE 100","Introduction to Architecture","Same as AAI 100  , LAND 100   This survey of architectural design focuses on historical, theoretical, social, technical, and environmental forces that shape the design profession. This course is for majors and non-majors who wish to explore this field as a career choice. Collaborative design communication skills are learned and applied in course design challenges.    Notes: Satisfies Fine Arts Requirement.","Credits: 3"
"","AAE 280","Design Foundation II","Same as LAND 280  , AAI 280   Students continue their inquiry into fundamentals of design principles.  Emphasis will be placed on the interconnection between concepts and applications using various programmatic, topological, and technological themes.    Prerequisites: AAD 180","Credits: 6"
"","AAE 282","Design Foundation III","Same as AAI 282  , LAND 282   Students incorporate advanced fundamentals of design principles, concepts and applications. Emphasis will be placed on developing a student’s critical ability and approach to design, using various programmatic, topological, and technological themes related to physical and cultural contexts.    Prerequisites: AAE 280  .  Notes: Fulfills the UNLV General Education Milestone Experience Requirement.","Credits: 6"
"","AAE 330","Design With Climate","Effect of climate on energy uses in buildings, architectural design, and occupants’ comfort. Covers basic climatic design principles including passive solar design, site analysis, heat transfer, daylighting, and acoustics.    Prerequisites: AAE 280  .","Credits: 3"
"","AAE 380","Architectural Design I","Intermediate studies in architectural design exploring the relationships between various programmatic models, normative building types, and technological themes within specific physical, urban, and cultural contexts.    Prerequisites: AAE 282  and admission to upper division.","Credits: 6"
"","AAE 382","Architectural Design II","Intermediate studies in architectural design exploring the relationships between various programmatic models, normative building types, and technological themes within specific physical, urban, and cultural contexts.    Prerequisites: AAE 380  .","Credits: 6"
"","AAE 435","Developing Sustainable Design","Exploration of sustainable design emphasizing application of analytical, conceptual, and representational skills within projects that engage cultural, ecological, technological, and urban contexts.    Prerequisites: AAE 330  , LAND 330  .","Credits: 3"
"","AAE 451","Multidiscipline Theory and History in Architecture","Exploration of the discourse of ideas that center on theories of architecture and related disciplines.  Emphasis will be given to contemporary theories, their lineages and their function in the genesis of architectural projects.    Prerequisites: AAD 202","Credits: 3"
"","AAE 453","Visionary and Utopian Architecture: Plato to Bladerunner","Examination of the nature of visionary and utopian architecture through analysis of historical and contemporary precedent, and exploration of possibilities for application of visionary and utopian thought to design.    Prerequisites: Admission to upper division.","Notes: This course is crosslisted with AAE 653. Credit at the 600-level requires additional work."
"","AAE 454","Architecture and the New Urbanism","Examination of New Urbanism and its implications for architectural design practices.    Prerequisites: Upper-division standing.","Notes: This course is crosslisted with AAE 654. Credit at the 600-level requires additional work."
"","AAE 455","The Enlightenment to Mid-20th Century: Architectural History and Theory","Prerequisites: Must pass AAD 202  with a grade of C- or better and upper division standing.","Credits: 3"
"","AAE 456","Twentieth-Century Architectural History and Theory","Exploration of the major theoretical and historical movements of the twentieth century that have influenced architectural practices including contemporary critical theories.    Prerequisites: AAE 455  .","Credits: 3"
"","AAE 457","Architecture in Las Americas","Latin American and Latino architectural issues as represented in mainstream practices.    Prerequisites: Admission to upper division.","Notes: Satisfies the Multicultural Requirement.  This course is crosslisted with AAE 657. Credit at the 600-level requires additional work."
"","AAE 458","History of Renaissance and Baroque Architecture","Same as ART 466   Architecture of Europe from 1400 to 1800.    Prerequisites: AAD 201  / AAD 201D  and AAD 202  , or ART 260  and ART 261  .","Credits: 3"
"","AAE 459","Design and Development","Same as AAI 459  , AAL 459   Survey of the economic and political influences upon the development of building projects and building types.    Prerequisites: AAE 382  .","Credits: 3"
"","AAE 460","Issues in Contemporary Urbanism","Examines the forces shaping contemporary architectural and urban design practices including the effects of cultural, economic, and political transformations upon spatial formations.    Prerequisites: AAE 382  and AAE 481  .","Notes: This course is crosslisted with AAE 660. Credit at the 600-level requires additional work."
"","AAE 461","Construction Documents and Specifications","Instruction in the development of construction document and specifications skills. Emphasizes 16-Division Construction Specifications Institute (CSI) system. Computer applications; projects; research paper.    Prerequisites: ABS 321  .","Credits: 3"
"","AAE 480","Architectural Design III","Advanced studies in architectural design emphasizing application of analytical, conceptual, and representational skills within projects that engage cultural, ecological, technological, and urban contexts.    Prerequisites: AAE 382  .","Credits: 6"
"","AAE 481","Architecture, Place and Identity","Cultural dimensions of architecture and the city. Examining various issues confronting architectural professionals ranging from gender and diversity, multiculturalism, race and ethnicity, and the politics of identity.","Credits: 3"
"","AAE 482","Architectural Design IV","Advanced studies in architectural design emphasizing application of analytical, conceptual, and representational skills within projects that engage cultural, urban, ecological, technological, and urban contexts.    Prerequisites: AAE 480  .  Notes: Fulfills the UNLV General Education Culminating Experience Requirement.","Credits: 6"
"","AAE 485","Non-Western Settlements","Study of non-Western design throughout the world. Examination of cultural, historical, and geographical determinants in the construction of a specific design. Consideration of the impact of multicultural activities. Investigation from supplemental disciplines like sociology, anthropology, and urban geography.    Prerequisites: Minimum junior standing.","Notes: Satisfies International Requirement. Credit at the 600-level requires additional work."
"","AAE 493","Independent Study","Independent study of a selected topic in architectural design.    Repeatable: May be repeated to a maximum of six credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor and minimum junior standing.","Credits: 1-3"
"","AAE 495","Special Topics in Architectural Design","Repeatable: May be repeated to a maximum of eight credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor and minimum junior standing.  Notes: Topics and credits to be announced.","Credits: 1-4"
"","AAE 496","Special Topics in Architectural History and Theory","Topics of current interest in architectural history and theory.    Repeatable: May be repeated to a maximum of nine credits. Please verify that all credits will apply towards your degree.   Prerequisites: Minimum junior standing.  Notes: Topics and credits to be announced.","Credits: 1-3"
"","AAI 100","Introduction to Interior Design","Same as AAE 100  , LAND 100   Survey of interior design. Includes historical examples and the theoretical, social, technical, and environmental forces that shape this profession. Especially for majors and non-majors who wish to explore this field as a career choice.    Notes: Satisfies Fine Arts Requirement.","Credits: 3"
"","AAI 180","Design Foundation I","Same as AAD 180  , LAND 180   Students are introduced to fundamentals of design principles.  Emphasis will be placed on the development of conceptual ideas through experimentation across a range of media and creative processes.    Prerequisites: Admission to the School of Architecture.","Credits: 3"
"","AAI 253","History of Architectural Interiors I","Design of interior spaces as expression of cultural influences to 1900.","Credits: 3"
"","AAI 254","History of Architectural Interiors II","The development and evolution of Western and Non-Western architectural interiors and furnishings as manifestations and design expressions of cultural influences from 1900’s to the present. Of fundamental concern are the exploration and analysis of major design trends and their relationships to corresponding aesthetic philosophies and historical periods.",""
"","AAI 270","Design Communication","Same as AAL 270   Development of fundamental design communication skills and knowledge integral to complex process of design decision making. Experimental exploration of theories and applications of methodologies basic to the development of design concepts and two- and three-dimensional representation of design products.    Prerequisites: Admittance to major, junior standing or above, minimum 3.00 GPA, and permission of School of Architecture Director.","Credits: 6"
"","AAI 271","Regulations, Standards, and Codes for Interiors","Discover and recognize systemic frameworks for integrating building guidelines and laws to achieve sustainable, accessible, and responsible interior designs.","Credits: 3"
"","AAI 280","Design Foundation II","Same as LAND 280   Students continue their inquiry into fundamentals of design principles. Emphasis will be placed on the interconnection between concepts and applications using various programmatic, topological, and technological themes.    Prerequisites: AAI 180","Credits: 6"
"","AAI 282","Design Foundation III","Same as LAND 282   Students incorporate advanced fundamentals of design principles, concepts and applications. Emphasis will be placed on developing a student’s critical ability and approach to design, using various programmatic, topological, and technological themes related to physical and cultural contexts.    Prerequisites: AAI 280  .  Notes: Fulfills the UNLV General Education Milestone Experience Requirement.","Credits: 6"
"","AAI 322","Interior Construction and Detailing","Detailed study of the properties and selective technical applications of finish materials in building interiors. Implications of these for the ecological conscious design of interior spaces and the development of industry standard-compliant construction details and installations.    Prerequisites: ABS 321  .","Credits: 3"
"","AAI 323","Interior Construction Documents and Specifications","Preparation methods of effective specifications guided by an understanding of regulations, standards, and material selection criteria. Comprehensive coverage of legal, industry regulatory, contractual, and construction issues critical to construction documents and specifications.    Prerequisites: AAI 373   Corequisites: AAI 374","Credits: 3"
"","AAI 332","Interior Architectural Systems","Human comfort considerations in indoor thermal environment, air quality, ventilation, air conditioning, lighting and acoustics. Emphasis on the design applications of indoor environmental factors and the use of physical and computer modeling.    Prerequisites: PHYS 151A  and PHYS 151L  .","Credits: 3"
"","AAI 373","Interior Design I","Studio problems in interior design related to behavioral response in personal and small group spaces.    Prerequisites: Min C- grade in AAI 282  , admission to upper division of major, and department consent.  Notes: Emphasis on color and materials selection.","Credits: 6"
"","AAI 374","Interior Design II","Studio problems in interior design with emphasis on public and private use of interior places of assembly.    Prerequisites: AAI 373  and admission to major.","Credits: 6"
"","AAI 400","Professional Internship","Professional work experience in approved architecture, design, corporate, or government office. Supervision is provided by both the Interior Architecture Program Coordinator and the cooperating agency. Registration for course requires Program Coordinator approval.",""
"","AAI 450","Designed Environment and Human Behavior","Effects of interior spaces, architecture, and urban settings on human well-being and functioning.    Corequisites: AAI 473","Notes: This course is crosslisted with AAI 650. Credit at the 600-level requires additional work."
"","AAI 453","Built Environment and Human Health","Prerequisites: Any GE Lab Science course and upper division standing.","Credits: 3"
"","AAI 455","Facilities Planning & Design","Critical aspects of planning/design of the workplace. Addresses real estate use, effective space management through programming and master planning, forecasting, projections, workflow processes and efficiencies.    Prerequisites: AAI 373  .","Notes: This course is crosslisted with AAI 655. Credit at the 600-level requires additional work."
"","AAI 459","Design and Development","Same as AAE 459  , AAL 459   Survey of the economic and political influences upon the development of building projects and building types.    Prerequisites: AAE 382  .","Credits: 3"
"","AAI 472","Exhibition Design","Design of three-dimensional micro environments for exhibitions in temporary and permanent locations.    Prerequisites: AAI 282  or AAE 282  .","Credits: 3"
"","AAI 473","Interior Design III","Studio problems in interior design related to commercial space planning.    Prerequisites: AAI 374  .","Credits: 6"
"","AAI 474","Interior Design IV","Studio problems in interior design related to large scale facilities.    Prerequisites: AAI 473  .  Notes: Fulfills the UNLV General Education Culminating Experience Requirement.","Credits: 6"
"","AAI 480","Furniture Design","Integrated overview of the development and evolution of contemporary furniture design and production. Fundamental concerns include the exploration and analysis of product-specific ergonomic, technical, cultural, and aesthetic considerations.    Prerequisites: Minimum junior standing, and consent of instructor.","Credits: 3"
"","AAI 491","Professional Practice","Issues of professional practice, including legal requirements, ethics, management structures, malpractice claims, value engineering, contracts, and the professional job market.    Prerequisites: Senior standing.","Credits: 3"
"","AAI 493","Independent Study","Independent study of a selected interior design topic.    Repeatable: May be repeated to a maximum of six credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor.","Credits: 1-3"
"","AAI 495","Special Topics in Interior Design","Experimental and other topics which may be of current interest in interior design.    Repeatable: May be repeated to a maximum of eight credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor.  Notes: Topics and credits to be announced.","Credits: 1-4"
"","AAL 101","Design With Nature","Introduces concepts of natural systems and their influence on human activity and living environments. Reviews historical context and cultural adaptations and introduces basic management and use of natural systems. Reviews natural, biological, cultural and design management philosophies.","Credits: 3"
"","AAL 270","Design Communication","Same as AAI 270   Development of fundamental design communication skills and knowledge integral to the complex process of design decision making. Experimental exploration of theories and applications of methodologies basic to the development of design concepts and two- and three-dimensional representation of design products.    Prerequisites: Admittance to major, junior standing or above, minimum 3.00 GPA, and consent of School of Architecture Director.","Credits: 6"
"","AAL 356","History of Landscape Architecture II","Physical record of human interaction with the land. Contemporary landscape planning and design.","Credits: 3"
"","AAL 430","Land Use Management","Same as ENV 430   Planning implementation and evaluation of land use in both urban and non-urban contexts. Emphasis on sustainable use with a focus on conservation of valuable natural resources as well as energy. Constraints related to individual property rights and distribution of wealth treated.    Prerequisites: Upper-division standing in architecture studies.","Credits: 3"
"","AAL 446","Land Use Planning and Controls","Theory and methods of urban land use, planning, and controls, including the rational planning process, comprehensive, functional and neighborhood plans.    Prerequisites: Admission to upper division.","Credits: 3"
"","AAL 455","Landscape Interpretation","Investigates the vernacular landscape evolving from decisions made in manipulating physical and social environments. Examines various landscape types, including agricultural, residential, strip development, landfill, industrial, transportation corridors, landmarks, and centers. Emphasizes wayfinding, implied symbolism, and meaning in the landscape.","Notes: This course is crosslisted with AAL 655. Credit at the 600-level requires additional work."
"","AAL 456","Campus Planning and Design","Survey of the history, principles, and spatial form of academic campuses.    Prerequisites: Consent of instructor.","Notes: This course is crosslisted with AAL 656. Credit at the 600-level requires additional work"
"","AAL 459","Design and Development","Same as AAE 459  , AAI 459   Survey of the economic and political influences upon the development of building projects and building types.    Prerequisites: AAE 382  .","Credits: 3"
"","AAL 465","GIS Planning Methods","Environmental analysis and planning methods utilizing ArcInfo and ArcView program to develop data overlays.","Notes: This course is crosslisted with AAL 665. Credit at the 600-level requires additional work."
"","AAL 467","History and Theory of Golf Course Development","Provides a fundamental knowledge of the history and theory of golf course development.    Prerequisites: LAND 100  or HMD 101  and upper-division standing.","Notes: This course is crosslisted with AAL 667. Credit at the 600-level requires additional work."
"","AAL 468","Golf Course Design","Explores the intricacies of designing a golf course. Strategic design, as well as golf course construction techniques, including: course routing, putting green complex design, clubhouse planning, and environmental considerations covered.    Prerequisites: AAL 467  and upper-division standing.","Notes: This course is crosslisted with AAL 668. Credit at the 600-level requires additional work."
"","AAL 494","Landscape Architecture Design Vll","First of two capstone studios which synthesize technical, theoretical, historical, and cultural classes in solving landscape design problems.    Prerequisites: LAND 486  .","Credits: 6"
"","AAL 496","Landscape Architecture Design VIII","Final capstone studio which synthesizes technical theory, history and cultural classes in solving landscape design problems.    Prerequisites: AAL 494  .","Credits: 6"
"","AAP 100","Introduction to Urban Planning","Survey of urban planning. Includes historical examples and the theoretical, social, technical, and environmental forces that shape this profession. Especially for majors and non-majors who wish to explore this field as a career choice.","Credits: 2"
"","AAP 366","History of Cities I","The city from its origins to the present day. Emphasis on European and American cities during the last five centuries.    Prerequisites: AAD 202  or equivalent.","Credits: 3"
"","AAP 367","History of Cities II","The city from its origins to the present day. Emphasis on European and American cities during the last five centuries.    Prerequisites: AAD 202  or equivalent.","Credits: 3"
"","AAP 377","Site Planning and Environmental Analysis","Lecture/seminar course. Focuses on urban planning site planning and environmental analysis as they relate to the design process. Readings, discussions, and field trips.    Prerequisites: Major and admission to upper division.  Corequisites: AAP 377L  .","Credits: 2"
"","AAP 377L","Site Planning and Design I","Design applications of site planning, environmental analysis and landscape design techniques as they relate to a variety of topographical conditions and building types.    Prerequisites: Admission to major.  Corequisites: AAP 377  .  Notes: Studio and field trips.","Credits: 4"
"","AAP 378","Urban Form and Design","Form and structure of cities as related to the design process.    Prerequisites: AAP 377  and AAP 377L  .  Corequisites: AAP 378L  .","Credits: 1"
"","AAP 378L","Urban Planning and Design II","Design applications of urban form and structure, exploring suburban, urban, and mixed-use models.    Prerequisites: AAP 377  and AAP 377L  .  Corequisites: AAP 378  .","Credits: 4"
"","AAP 477","Regional Planning Issues","Relationships of land use, circulation, and environmental systems on regional scale.    Prerequisites: AAP 378  and AAP 378L  .  Corequisites: AAP 477L  .","Credits: 1"
"","AAP 477L","Urban Planning and Design III","Regional applications of urban planning including land use, circulation, and environmental systems.    Prerequisites: AAP 378  and AAP 378L  .  Corequisites: AAP 477  .","Credits: 4"
"","AAP 478","Statistical and Policy Planning","Evaluation and use of statistical models on urban planning policy in the public arena. Political and social conditions examined.    Prerequisites: AAP 477  and AAP 477L  .  Corequisites: AAP 478L  .","Credits: 1"
"","AAP 478L","Urban Planning and Design IV","Urban planning applications integrating statistical input and analysis with political/social policy.    Prerequisites: AAP 477  and AAP 477L  .  Corequisites: AAP 478  .","Credits: 4"
"","AAP 493","Independent Study","Independent study of a selected urban planning and design topic.    Repeatable: May be repeated to a maximum of six credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor.","Credits: 1-3"
"","AAP 495","Special Topics in Urban Planning and Design","Experimental and other topics which may be of current interest in urban planning and design.    Repeatable: May be repeated to a maximum of eight credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor.  Notes: Topics and credits to be announced.","Credits: 1-4"
"","AAS 101","African American Survey","Interdisciplinary study of Afro-American history, beginning in Africa and continuing to the Civil War. Relates material to the Afro-American experience today.    Notes: Satisfies Multicultural and Social Science Requirement.","Credits: 3"
"","AAS 105","African American Music and Culture","Introduction to African American music and its relationship to politics and society. Genre of music to be determined by instructor.","Credits: 3"
"","AAS 166","Survey of African-American Dance","Same as DAN 166   Survey of the role of the African American in the development of dance in America. Special focus placed on the artists, their philosophies and contributions in the areas of ballet, jazz, modern, and tap.    Notes:  Satisfies the Multicultural and Fine Arts Requirement.","Credits: 3"
"","AAS 232","History of Africa III","Same as HIST 232   Introduction to the history of the world’s second largest and second most populated continent, which surveys major developments from the earliest pieces of the fossil record to Africa’s place in the world today.    Notes: Satisfies Humanities Requirement and International Requirement.","Credits: 3"
"","AAS 264","African American Psychology","Same as PSY 264   Examines current psychological research and literature on the cultural, societal, historical, and political influences on the psychological well-being and characteristics of African Americans. Contextual issues include world views, values, beliefs, minority status, slavery, and oppression.",""
"","AAS 286","Contemporary Black Filmmakers","Examination of contemporary black filmmakers with special emphasis on the determinants and social implications of their portrayals of Afro-American life.","Credits: 3"
"","AAS 288","African Americans in Film","Examination of the historical portrayal of African Americans in film with special emphasis on the determinants and social implications of those portrayals.","Credits: 3"
"","CEM 451","Construction Estimating","Same as CEE 472      Prerequisites: CEM 253  , CEE 307  . Prerequisites must be completed with a grade of C or better. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.  Corequisites: CEM 454  .","Credits: 3"
"","CEM 452","Construction Cost Control","Construction cost management including productivity and cost reporting/analysis concepts. Financial/cost issues/cash flow for the construction firm including reporting methods with percentage of completion techniques. Performance/profitability enhancement. Earned value management. Construction bonding and insurance issues. Firm and jobsite analysis. Case studies.    Prerequisites: CEE 307  , ACC 201  . Prerequisites must be completed with a grade of C or better. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Credits: 3"
"","CEM 453","Construction Scheduling","Same as CEE 473      Prerequisites: Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.  Corequisites: CEM 451","Credits: 3"
"","CEM 454","Heavy Construction Methods and Equipment","Characteristics, capabilities, limitations, uses, and selection techniques for heavy construction methods and equipment Process planning, simulation, fleet operations, and maintenance programs. Field trip(s) where appropriate.    Prerequisites: CEM 330  or CEE 334  , CEE 307  and consent of instructor. Prerequisites must be completed with a grade of C or better. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Notes:  This course is crosslisted with CEM 654. Credit at the 600-level requires additional work."
"","CEM 455","Construction Management Practice","Direction and operation of construction organizations with examination of general contracting, design-build, and construction management methods. Synthesis of project management concepts, applications, and limitations through case studies and semester project.    Prerequisites: CEM 451  , CEM 452  , CEM 453  . Prerequisites must be completed with a grade of C or better. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.  Notes: Fulfills the UNLV General Education Milestone Experience Requirement.","Credits: 3"
"","CEM 456","Construction Management Capstone","Capstone course integrating all elements of the construction management undergraduate education, from inception to contract award, and applying them to selected construction projects. Introduces contemporary construction industry issues into student projects. This course is crosslisted with CEE 498.    Prerequisites: CEM 451  , CEM 452  , CEM 453  and consent of instructor. All prerequisite courses must be completed with a grade of C or better. The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.  Notes: Fulfills the UNLV General Education Culminating Experience Requirement.","Credits: 3"
"","CEM 457","Project Management","Principles and application for effective project planning including finance, economic decisions making, risk management, team alignment, and pre-project planning processes and tools.    Prerequisites: MATH 132  or STAT 152  or equivalent, senior standing. Prerequisites must be completed with a grade of C or better. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Credits: 3"
"","CEM 458","Design-Build for Construction Management","Design-build techniques and concepts for a variety of project types understanding the technical aspects associated with design/construction of these projects as well as the financial and management aspects required for a successful completion. Design-construct team building. Liability issues.    Prerequisites: CEM 100  or CEM 457  or CEE 409  . Prerequisites must be completed with a grade of C or better. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Credits: 3"
"","CEM 459","Quantitative Methods in Project Management","Quantitative analysis techniques in project management. Introduction to quantitative decisions making, decision tree, simulation, linear programming, hypothesis testing, regression analysis, etc.    Prerequisites: CEM 457  with a grade of C or better, or senior standing in major. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Credits: 3"
"","CEM 470","Construction Automation","Automation applications, robotics, and analysis for construction, including, alignment, materials handling, and installation units. Location analysis from project site to fabrication shop. Repeatability and training considerations. Environmental influences.    Prerequisites: CEM 454  with a grade of C or better. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Credits: 3"
"","CEM 480","Sustainable Construction","Same as CEE 481   Overview of sustainable design and construction. Introduction to green buildings, LEED assessment process, high-performance building, and green building material. Economic analysis of green buildings.    Prerequisites: Advanced Standing in College of Engineering. The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Notes: This course is crosslisted with CEM 680 and CEE 681. Credit at the 600-level requires additional work."
"","CEM 482","Hazardous Waste Construction Operations","Construction operations for hazardous waste sites and site remediation. On-site control techniques. Off-site disposal. Equipment and methods issues. Personnel protection and training.    Prerequisites: CEM 454  with a grade of C or better. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Credits: 3"
"","CEM 484","Construction Site Water Management","Management of water at construction sites.    Prerequisites: CEM 330  with a grade of C or better. Advanced Standing required.   The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Credits: 3"
"","CEM 485","Construction Law and Contracts","Legal problems in the construction process. Stipulated sum, unit price, and cost-plus contracts. Construction lien rights and bond rights. Scope of work issues. Builders risk issues. Risk-shifting. Case studies.    Prerequisites: CEM 453  with a grade of C or better. Advanced Standing required.   The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Notes:  This course is crosslisted with CEM 685. Credit at the 600-level requires additional work."
"","CEM 493","Independent Study","Independent study of a selected construction topic.    Repeatable: May be repeated to a maximum of six credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor. Advanced Standing required.  The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Notes: This course is crosslisted with CEM 693. Credit at the 600-level requires additional work."
"","CEM 495","Special Topics in Construction Management","Experimental and other topics which may be of current interest in construction management.    Repeatable: May be repeated to a maximum of eight credits. Please verify that all credits will apply towards your degree.   Prerequisites: Consent of instructor. Advanced Standing required.   The maximum number of attempts for this course is three, including earned grades, withdrawals, and audits.","Notes: Topics and credits to be announced. This course is crosslisted with CEM 695. Credit at the 600-level requires additional work."
"","CFA 100","First Year Symposia","An Interdisciplinary First Year Seminar with topics and fields of study selected on a rotating basis. Through exposure, immersion and active participation in multiple disciplines comprising the College of Fine Arts, the student will be able to assess and interpret how historic and multicultural movements in Art, Architecture, Dance, Film, Music and/or Theatre continue to inform and influence the Fine Arts today.     Prerequisites: For undergraduate degree-seeking students only.  Notes: Fulfills First Year Seminar requirement.","Credits: 3"
"","CFA 101","Introduction to Environmental Design","This survey focuses on historical, theoretical, social, technical, and environmental forces that shape the design professions. Especially for majors and non-majors who wish to explore this field as a career choice.    Prerequisites: For undergraduate degree-seeking students only.  Notes: Fulfills First Year Seminar requirement.","Credits: 3"
"","CFA 102","Perspectives in Popular Music - Freshman Year Seminar","Study the origins of popular music through listening assignments, group discussions, readings and quizzes, research, live music review, and a final exam. This course encompasses musical, historical, political and sociological aspects and introduces incoming first-time freshmen to university practices, expectations and resources, and helps create a successful transition to UNLV.    Prerequisites:  Freshman Standing. For undergraduate degree-seeking students only.  Notes:   Fulfills First Year Seminar requirement.","Credits: 3"
"","CFA 105","Introduction to Arts Leadership","An introduction to the complexities of leading an arts enterprise. Presents an overview of the history, theory, principals, and practices of leadership in arts and culture organizations. Develops a core structure of values and strategies to provide a framework for managing the challenges and problems that make arts-based enterprises unique.","Credits: 3"
