"department","course_code","course_name","course_hours","course_description"
"Accounting (ACCT)","ACCT 4191","STUDIES IN ACCOUNTING","1 Hour.","Advanced studies, on an individual basis, in the various fields of accounting. Prerequisite: Senior standing and permission of instructor. May be repeated for credit with consent of department chair."
"Accounting (ACCT)","ACCT 4193","ACCOUNTING INTERNSHIP","1 Hour.","Practical training in accounting.  Analysis of theory applied to real life situations.  Graded on a pass/fail basis.  No credit will be given for previous experience or activities. Prerequisite:ACCT 4393and accounting major with junior standing and consent of department internship advisor."
"Accounting (ACCT)","ACCT 4291","STUDIES IN ACCOUNTING","2 Hours.","Advanced studies, on an individual basis, in the various fields of accounting. Prerequisite: Senior standing and permission of instructor. May be repeated for credit with consent of department chair."
"Accounting (ACCT)","ACCT 4302","COST ANALYSIS AND DECISION MAKING","3 Hours.","This course will cover advanced cost analysis concepts including Cost-Volume-Profit analysis, cost-benefit analysis, product and service costing, pricing and budgeting.  Class discussions will integrate concepts and applications of cost analysis with corporate practice through use of analytical problem solving, real world examples and case analyses. Prerequisite: Accounting major with 60 credit hours andACCT 3303with a grade of C or higher."
"Accounting (ACCT)","ACCT 4304","MANAGEMENT PLANNING AND CONTROL","3 Hours.","This course covers intermediate and advanced concepts in decentralization and management control, including budgetary control, performance measurement and incentive structures, and transfer pricing.  Class discussions will integrate concepts and applications of control with corporate practice through use of analytical problem solving, real world examples and case analyses. Prerequisite: Accounting major with junior standing andACCT 4302with a grade of C or higher."
"Accounting (ACCT)","ACCT 4318","AUDITING","3 Hours.","Principles, concepts, and techniques which are appropriate to the acquisition, evaluation, and documentation of audit evidence. Internal control concepts, financial compliance, and operational auditing. Prerequisite: Accounting major with junior standing andACCT 3303andACCT 3312with grades of C or higher."
"Accounting (ACCT)","ACCT 4319","FINANCIAL ACCOUNTING III","3 Hours.","Accounting for business combinations, preparation of consolidated financial statements, multinational operations, and partnerships. Prerequisite:ACCT 3312with a C or higher."
"Accounting (ACCT)","ACCT 4325","GOVERNMENTAL ACCOUNTING","3 Hours.","Budgeting, accounting, and financial reporting for local governmental units, hospitals, voluntary health and welfare organizations, and other nonprofit entities. Prerequisite: Accounting major with junior standing andACCT 3312with a grade of C or higher."
"Accounting (ACCT)","ACCT 4331","SEMINAR IN ACCOUNTING","3 Hours.","Readings and discussions of special topics in accounting. Prerequisite: Junior or senior standing and consent of instructor. May be repeated for credit with consent of department chair."
"Accounting (ACCT)","ACCT 4332","INTERNAL AUDITING I","3 Hours.","A comprehensive study of internal auditing standards, ethics, concepts, audit techniques, and reporting practices. Prerequisite: Accounting major with junior standing andACCT 3303with a grade of C or higher or consent of the instructor."
"Accounting (ACCT)","ACCT 4333","INTERNAL AUDITING II","3 Hours.","An advance study of operational, organizational, and quality control audits. Topics will include operational audit methodology, audits of administrative and support services, audits of line functions, and audits of special areas. Prerequisite: Accounting major with junior standing andACCT 4332with a grade of C or higher and a 3.0 GPA."
"Accounting (ACCT)","ACCT 4340","STUDY OF FEDERAL INCOME TAX FOR ENTITIES OTHER THAN INDIVIDUALS","3 Hours.","Comprehensive analysis of the federal income tax consequences applicable to entities other than individuals. Analysis of the relevant tax principles of corporations, partnerships, trusts and estates will be undertaken. Cannot be taken for credit within the 36-hour program requirements for Master of Science in Taxation program. Prerequisite:ACCT 3315with a C or higher."
"Accounting (ACCT)","ACCT 4380","ETHICS IN ACCOUNTING","3 Hours.","This course is intended to introduce students to ethical reasoning, integrity, objectivity, independence, professionalism and other core values. The course incorporates the essentials of professional responsibilities, including elements of trust and communications with clients and other professionals. Both ethical principles and rules are considered. This course is intended to satisfy conditions of the Texas State Board of Public Accountancy that require candidates for the CPA Exam to have completed an approved ethics course. Accounting majors may take this course as a business elective, but may not count this course as an accounting elective nor include it in the calculation of their accounting GPA. Prerequisite:ACCT 3312with a grade of C or higher."
"Accounting (ACCT)","ACCT 4391","STUDIES IN ACCOUNTING","3 Hours.","Advanced studies, on an individual basis, in the various fields of accounting. Prerequisite: Senior standing and permission of instructor. May be repeated for credit with consent of department chair."
"Accounting (ACCT)","ACCT 4393","ACCOUNTING INTERNSHIP","3 Hours.","Practical training in accounting. Analysis of theory applied to real life situations. May be used as an advanced business elective only; graded on a pass/fail basis. No credit will be given for previous experience or activities. Prerequisite: Accounting major with junior standing and consent of department internship advisor."
"Accounting (ACCT)","ACCT 5133","PROFESSIONALISM IN ACCOUNTING","1 Hour.","Topics to engender a stronger sense of professionalism: business and social etiquette, self-assessment, professional deportment, networking, effective communication skills, and dressing professionally. Topics primarily presented by accomplished professionals from public accounting, industry, and government. Prerequisite:ACCT 5311with a grade of C or higher or acceptance in the PPIA ."
"Accounting (ACCT)","ACCT 5199","GRADUATE ACCOUNTING INTERNSHIP","1 Hour.","Practical training in accounting. Analysis of theory applied to real life situations. Course counts as an elective and has a pass/fail grade. No credit will be given for previous experience or activities. Prerequisite: Minimum twelve accounting semester hours beyond principles completed or with approval of the internship coordinator."
"Accounting (ACCT)","ACCT 5299","GRADUATE ACCOUNTING INTERNSHIP","2 Hours.","Practical training in accounting. Analysis of theory applied to real life situations. Course counts as an elective and has a pass/fail grade. No credit will be given for previous experience or activities. Prerequisite: Minimum twelve accounting semester hours beyond principles completed or with approval of the internship coordinator."
"Accounting (ACCT)","ACCT 5301","ACCOUNTING ANALYSIS I","3 Hours.","Introduction to concepts, purposes, problems, methodology, and terminology of financial accounting."
"Accounting (ACCT)","ACCT 5302","ACCOUNTING ANALYSIS II","3 Hours.","Introduction to concepts, purposes, problems, methodology, and terminology of managerial accounting. Prerequisite:ACCT 5301with a grade of C or higher."
"Accounting (ACCT)","ACCT 5307","MEASUREMENT AND ANALYSIS FOR BUSINESS DECISION-MAKING","3 Hours.","This course provides students with a comprehensive overview of financial reporting, analysis and measurement issues in the context of business decision making. Student will gain an understanding of financial statements and their underlying measurements. They will then use this understanding to conduct analyses using financial ratios. Students will then explore the role of cost measurements, allocations, etc. in determining the performance measures of parts of the organization and their inter-relationship with both choosing and evaluating strategies in various business contexts. They will cover issues such as matching strategies to performance measures, choosing and evaluating key performance indicators and balanced scorecards, etc."
"Accounting (ACCT)","ACCT 5311","FINANCIAL ACCOUNTING I","3 Hours.","Examination of financial accounting process, problems encountered in preparation of financial statements, and concepts and principles used to resolve these problems. Prerequisite:ACCT 5301with a grade of C or higher."
"Accounting (ACCT)","ACCT 5312","FINANCIAL ACCOUNTING II","3 Hours.","Study of additional problems encountered in preparation of financial statements. Prerequisite:ACCT 5311with a grade of C of higher."
"Accounting (ACCT)","ACCT 5313","SOFTWARE TOOLS","3 Hours.","An in-depth study of software that would likely be used by accountants and other business people. May include spreadsheet, database, and accounting software, tax software, and other types of tools such as XBRL and XML. Prerequisite:ACCT 5302with a grade of C or higher."
"Accounting (ACCT)","ACCT 5314","PRINCIPLES OF FEDERAL INCOME TAX","3 Hours.","A study of general federal income tax principles such as income, deductions, losses and property transactions. The principles of individual taxation will be covered as well as an overview of tax considerations for entities such as corporations and partnerships. Prerequisite:ACCT 5301with a grade of C or higher."
"Accounting (ACCT)","ACCT 5315","ACCOUNTING SYSTEMS ANALYSIS","3 Hours.","Analysis and design of business information processes. Includes coverage of control concepts, audit trails, and the uses of information technology. Emphasis on the role of accounting in collecting, storing, and communicating information for management planning and control. Prerequisite:ACCT 5302with a grade of C or higher."
"Accounting (ACCT)","ACCT 5316","AUDITING CONCEPTS AND PRACTICES","3 Hours.","Concentrates on practice of professional accounting and auditing. Emphasizes decision making in a variety of unstructured situations where decisions demand a grasp of purpose, method, and judgment for their resolution. May not be taken for credit by students who have received credit for a course in auditing. Prerequisite:ACCT 5312andACCT 5315with grades of C or higher."
"Accounting (ACCT)","ACCT 5317","COST ANALYSIS AND DECISION MAKING","3 Hours.","The course will cover advanced cost analysis concepts including Cost-Volume-Profit analysis, cost-benefit analysis, product and service costing, pricing and budgeting.  Class discussions will integrate concepts and applications of cost analysis with corporate practice through use of analytical problem solving, real world examples and case analyses. Prerequisite:ACCT 5302with a grade of C or higher."
"Accounting (ACCT)","ACCT 5318","STUDIES IN AUDITING","3 Hours.","A critical analysis of advanced topics in both auditing theory and professional practice. Emphasis on: development of auditing theory, generally accepted auditing standards, professional responsibilities, auditing EDP, SEC practice and reporting, cases in audit decision making, and analyses of emerging issues and contemporary problems in auditing. Prerequisite:ACCT 5316with a grade of C or higher."
"Accounting (ACCT)","ACCT 5319","FINANCIAL ACCOUNTING III","3 Hours.","Accounting for business combinations, preparation of consolidated financial statements, multinational operations, partnerships, and estates and trusts. Prerequisite:ACCT 5312with a grade of C or higher."
"Accounting (ACCT)","ACCT 5320","GOVERNMENTAL AND NONPROFIT ACCOUNTING","3 Hours.","Budgeting, accounting and financial reporting, managerial control, and auditing considerations of governmental and nonprofit entities. Prerequisite:ACCT 5312with a grade of C or higher."
"Accounting (ACCT)","ACCT 5321","RESEARCH IN ACCOUNTING ISSUES","3 Hours.","Designed to improve student's ability to research complex areas in accounting and to sharpen understanding and application of accounting concepts and principles. Case studies and problems considered and analyzed. Prerequisite: Excel certification andACCT 5312with a grade of C or better."
"Accounting (ACCT)","ACCT 5322","ACCOUNTING FOR MANAGEMENT PLANNING AND CONTROL","3 Hours.","This course covers intermediate and advanced concepts in decentralization and management control, including budgetary control, performance measurement and incentive structures, and transfer pricing.  Class discussions will integrate concepts and applications of control with corporate practice through use of analytical problem solving, real world examples and case analyses. May not be taken for credit by students who previously received credit forACCT 4302(before Fall 2020) orACCT 4304(after Fall 2020) or equivalent.  Prerequisite:ACCT 5317with grade of C or higher."
"Accounting (ACCT)","ACCT 5324","FINANCIAL STATEMENT ANALYTICS AND BUSINESS VALUATION","3 Hours.","This course covers the use of financial data to analyze business performance. Students will develop an understanding of financial data, how to evaluate a firm's strategy and risk factors, how to analyze and forecast financial statements, and techniques to value a business's equity. Students implement these lessons through the use of case studies involving data analytics. Prerequisite:ACCT 5307or equivalent course with a grade of B or higher."
"Accounting (ACCT)","ACCT 5327","CONTEMPORARY ISSUES IN ACCOUNTING THEORY","3 Hours.","Designed to familiarize students with significant problems currently facing the accounting profession, to examine in depth various solutions proposed by accounting scholars and others, and to strengthen student understanding of today's critical issues in accounting theory. Prerequisite:ACCT 5312with a grade of C or higher."
"Accounting (ACCT)","ACCT 5329","ADVANCED ACCOUNTING INFORMATION SYSTEMS AND ANALYTICS","3 Hours.","An exploration of advanced topics critical to accounting information systems. The course is designed to enhance student understanding of complex and emerging issues and technologies related to reporting, internal controls, system security and effectiveness. Topics may change semester to semester. Prerequisite:ACCT 5315with a grade of C or higher."
"Accounting (ACCT)","ACCT 5330","INTERNATIONAL ACCOUNTING AND FINANCIAL REPORTING","3 Hours.","Financial accounting and reporting principles and practices in various countries, the role of accounting in economic development, as well as the accounting considerations in international business operations -- e.g. foreign currency translation, auditing, accounting systems, taxation, and sensitive payments. Prerequisite:ACCT 5302with a grade of C or higher."
"Accounting (ACCT)","ACCT 5332","OPERATIONAL AUDITING","3 Hours.","A study of operational audit methodology for management audits. Audits of administrative and support functions, and other special areas such as fraud audits. Prerequisite: Graduate standing and six hours of accounting with grades of C or higher."
"Accounting (ACCT)","ACCT 5335","ACCOUNTING ANALYTICS","3 Hours.","The analysis of data as it pertains to accounting professionals. Focuses on analytical techniques and the skills necessary to translate accounting information into actionable proposals that can be presented to decision makers in areas such as auditing, risk management, forensics, predictive modeling and strategic planning. Prerequisite: Business statistics,ACCT 5315andACCT 5316with a grade of C or higher or consent of instructor."
"Accounting (ACCT)","ACCT 5339","TAX PLANNING AND RESEARCH","3 Hours.","A study of the use of various techniques and procedures available in evaluating issues arising under federal income tax law. Emphasizes research into individual and business tax problems and planning alternatives. Prerequisite:ACCT 5314with a grade of C or higher."
"Accounting (ACCT)","ACCT 5340","STUDY OF FEDERAL INCOME TAX FOR ENTITIES OTHER THAN INDIVIDUALS","3 Hours.","Comprehensive analysis of the federal income tax consequences applicable to entities other than individuals. Analysis of the relevant tax principles of corporations, partnerships, trusts and estates will be undertaken. Cannot be taken for credit within the 36-hour program requirements for Master of Science in Taxation program. Prerequisite:ACCT 5314with a grade of C or higher."
"Accounting (ACCT)","ACCT 5341","TAXATION OF PASSTHROUGH ENTITIES","3 Hours.","Analysis of the federal income tax rules governing passthrough entities. Credit will not be received for bothACCT 5340andACCT 5341. Prerequisite:ACCT 5339with grade of C or higher."
"Accounting (ACCT)","ACCT 5342","TAX PROBLEMS OF CORPORATIONS AND SHAREHOLDERS","3 Hours.","Analysis of the federal income tax rules governing corporations and shareholders. Subjects include corporate formations, corporate capital structure, administrative requirements affecting corporations, the corporate alternative minimum tax, special tax provisions (such as the personal holding company and accumulated earnings taxes and the collapsible corporation rules), nonliquidating distributions, stock dividends, redemptions and partial liquidations, liquidating distributions, corporate reorganizations, and Subchapter S corporations. Credit will not be received for bothACCT 5340andACCT 5342. Prerequisite: Excel certification andACCT 5339with grade of C or higher."
"Accounting (ACCT)","ACCT 5343","TAX PROBLEMS OF TRANSACTIONS IN REAL ESTATE","3 Hours.","Problems and elections relating to the acquisition, holding, and disposition of real property. Subjects include means of acquisition and disposition, capital gains and losses, deferred payment sales, organization of syndicates, sale and leaseback, dissolutions, and general tax-saving methods. Prerequisite:ACCT 5339with grade of C or higher."
"Accounting (ACCT)","ACCT 5345","STATE AND LOCAL TAXATION","3 Hours.","Introduction to the principles and practices of state and local taxation. Topics considered in the course include the application of both inter- and intra- state taxation, allocation and apportionment principles and issues in relation to the predominant forms of state taxes, such as franchise, sales, use, income, ad valorem, and property tax. Prerequisite:ACCT 5339with grade of C or higher."
"Accounting (ACCT)","ACCT 5346","TAX PRACTICE AND PROCEDURE","3 Hours.","This course overviews the procedural aspects of dealing with the Internal Revenue Service. The focus is from the private practitioner's perspective in assisting clients in navigating the Service's administrative requirements. Topics include administrative organization of the Service, tax audits, the use of Service administrative summonses, statutes of limitation, penalties, interest charges, civil and criminal procedures and appeals. Prerequisite:ACCT 5339with grade of C or higher."
"Accounting (ACCT)","ACCT 5347","FEDERAL TAXATION OF GIFTS AND ESTATES","3 Hours.","A comprehensive survey of the principles and procedures involved in determining the federal estate tax and the supplementary federal gift tax including taxability and valuation of property and the determination of deductions and credits. Prerequisite:ACCT 5339with grade of C or higher."
"Accounting (ACCT)","ACCT 5352","INFORMATION SYSTEMS AUDIT AND CONTROL","3 Hours.","A study of modern approaches to the audit and control of business information systems. Prerequisite:ACCT 5315andACCT 5316with grades of C or higher."
"Accounting (ACCT)","ACCT 5353","STATISTICAL TECHNIQUES USED IN ACCOUNTING","3 Hours.","A study of statistical techniques used in accounting. Topics include alternative sample selection methods, attribute methods, mean-per-unit estimation, ratio and difference estimation, monetary unit sampling, and regression analysis. Prerequisite: STAT 5301 with a grade of C or higher."
"Accounting (ACCT)","ACCT 5366","FRAUD EXAMINATION","3 Hours.","Analysis of fraud examiner and auditor responsibilities and current methodologies with respect to financial fraud investigation, detection, and prevention. Management's responsibilities for fraud deterrence and implementation of effective prevention measures. Identification, analysis, and examination of financial fraud using actual case studies. Prerequisite:ACCT 5316with a grade of C or higher."
"Accounting (ACCT)","ACCT 5372","FEDERAL TAXATION OF INTERNATIONAL TRANSACTIONS","3 Hours.","This course provides an overview of the U.S. system for taxing international transactions. Topics include U.S. jurisdictional and source-of-income rules; the foreign tax credit; anti-deferral provisions; taxation of U.S. activities of foreign persons, and issues common to both outbound and inbound activities including intercompany transfer pricing rules. Prerequisite:ACCT 5339with grade of C or higher."
"Accounting (ACCT)","ACCT 5380","ETHICS IN ACCOUNTING","3 Hours.","This course is intended to introduce students to ethical reasoning, integrity, objectivity, independence, professionalism and other core values. The course incorporates the essentials of professional responsibilities, including elements of trust and communications with clients and other professionals. Both ethical principles and rules are considered. This course is intended to satisfy conditions of the Texas State Board of Public Accountancy that require candidates for the CPA Exam to have completed an approved ethics course. Prerequisite:ACCT 5311or equivalent."
"Accounting (ACCT)","ACCT 5382","INDEPENDENT STUDIES IN ACCOUNTING","3 Hours.","Extensive analysis of an accounting topic. Prerequisite: Consent of faculty member and department chair."
"Accounting (ACCT)","ACCT 5392","SELECTED TOPICS IN ACCOUNTING","3 Hours.","In-depth study of selected topics in accounting. May be repeated when topics vary. Prerequisite: consent of instructor."
"Accounting (ACCT)","ACCT 5398","THESIS","3 Hours.","Thesis. Graded F, R. Prerequisite: permission of Accounting Graduate Advisor."
"Accounting (ACCT)","ACCT 5399","GRADUATE ACCOUNTING INTERNSHIP","3 Hours.","Practical training in accounting. Analysis of theory applied to real life situations. Course counts as an elective and has a pass/fail grade. No credit will be given for previous experience or activities. Prerequisite: Minimum twelve accounting semester hours beyond principles completed or with approval of the internship coordinator."
"Accounting (ACCT)","ACCT 5698","THESIS","6 Hours.","Thesis. Graded F, R. Prerequisite: permission of Accounting Graduate Advisor."
"Accounting (ACCT)","ACCT 6101","ACCOUNTING RESEARCH COLLOQUIUM","1 Hour.","A forum in which visiting scholars and U.T. Arlington faculty members present and discuss results of their contemporary research. Doctoral students participate by meeting with visiting scholars, reading the research papers, providing written critiques, and discussing the papers. Doctoral students are required to enroll and attend the colloquia presentations each fall and spring semester until the students pass all their comprehensive examinations. May be repeated for credit. Prerequisite: consent of College PhD advisor."
"Accounting (ACCT)","ACCT 6309","SEMINAR IN ACCOUNTING RESEARCH I","3 Hours.","Analysis of the theoretical and empirical literature in accounting. Prerequisite: consent of College PhD advisor."
"Accounting (ACCT)","ACCT 6310","SEMINAR IN ACCOUNTING RESEARCH II","3 Hours.","Analysis of Theoretical and Empirical Research in Accounting."
"Accounting (ACCT)","ACCT 6311","SEMINAR IN ACCOUNTING RESEARCH III","3 Hours.","Continuation of analysis of the theoretical and empirical literature in accounting. Prerequisite:ACCT 6310with a grade of C or higher and consent of the College Ph.D. advisor."
"Accounting (ACCT)","ACCT 6312","SEMINAR IN ACCOUNTING RESEARCH IV","3 Hours.","Continuation of analysis of the theoretical and empirical literature in accounting."
"Accounting (ACCT)","ACCT 6313","SEMINAR IN ACCOUNTING RESEARCH V","3 Hours.","Seminar will cover advanced accounting research topics."
"Accounting (ACCT)","ACCT 6390","SPECIAL TOPICS IN ACCOUNTING RESEARCH","3 Hours.","Doctoral level coverage of advanced topics in accounting.  Topics may vary. Prerequisite: Approval by faculty member and doctoral program advisor."
"Advertising (ADVT)","ADVT 2337","INTRODUCTION TO ADVERTISING","3 Hours. (TCCN  = COMM 2327)","The role of advertising in society. Basic concepts include marketing message creation, budget determination, agency-client relationships, and social responsibility of advertisers."
"Advertising (ADVT)","ADVT 3304","STRATEGIC COMMUNICATION I","3 Hours.","Introductory strategy course focusing on creative communication in advertising and marketing communication planning. The evolution and development of the strategic creative process is evaluated relative to campaign objectives and research, especially as it impacts Integrated Marketing Communication and branding programs. Students successfully completing Strategic Communication I advance to Strategic Communication II. Prerequisite:COMM 2311,ADVT 2337, and eitherMATH 1308orMATH 1309, all with a grade of C or better."
"Advertising (ADVT)","ADVT 3305","ADVERTISING MEDIA","3 Hours.","Decision-making in selection and use of advertising media. Evaluation of media alternatives in terms of marketing communication objectives and strategy, audience analysis, media-market research, cost, and editorial/program content. Media plans are developed consistent with Integrated Marketing Communication and branding programs. Prerequisite:COMM 2311,ADVT 2337, and eitherMATH 1308orMATH 1309, all with a grade of C or better."
"Advertising (ADVT)","ADVT 3306","STRATEGIC COMMUNICATION II","3 Hours.","Advanced strategy course building on the foundation from Strategic Communication I; assumes a basic understanding of strategy and research. Advanced critiques of existing campaigns coupled with the development of strategic communication for various media, including print, broadcast, direct mail, and Internet. Persuasive presentation of strategies and executions to others as in an agency setting; includes copywriting, basic art direction, and multimedia usage. Prerequisite:ADVT 3304with a grade of C (2.0/4.0 scale) or better, andCOMM 3303."
"Advertising (ADVT)","ADVT 3308","DIGITAL ADVERTISING DESIGN","3 Hours.","Course covers the practice of results-oriented creative advertising and design, including both visual and copy concepts through digital execution with an emphasis on strategic development. The course also focuses on advanced applications of digital software to design and communicate targeted messages utilizing communication theory and practice. Prerequisite:COMM 3303with a grade of C (2.0/4.0 scale) or better."
"Advertising (ADVT)","ADVT 4300","DIGITAL INTEGRATED MARKETING COMMUNICATION (IMC) MANAGEMENT","3 Hours.","Theory and management of digital integrated marketing communication.  The course focuses on using digital analytics to plan and execute successful integrated strategies that reach appropriate audiences with targeted messages. Key topics include digital advertising, social media, digital media, email marketing, and search engine optimization (SEO). Prerequisite:COMM 3315and a grade of C or better in the following courses:ADVT 3304andPREL 3320."
"Advertising (ADVT)","ADVT 4301","ADVERTISING AND IMC CAMPAIGNS","3 Hours.","Advanced study in the application of advertising and marketing communication theories. Advertising campaigns are developed consistent with Integrated Marketing Communication and branding programs. Student agency teams develop speculative advertising and IMC plans for organizations, products and/or brands. Prerequisite: A grade of C (2.0/4.0 scale) or better in the following courses:ADVT 3305,ADVT 3306, andADVT 4300."
"Advertising (ADVT)","ADVT 4391","CONFERENCE COURSE","3 Hours.","Topic assigned on an individual basis, covering individual research or study in the designated areas. May be repeated when topic changes. Prerequisite: 60 or more hours earned and permission of the department."
"Advertising (ADVT)","ADVT 4393","SPECIAL TOPICS","3 Hours.","Special studies in advertising. Topic varies from semester to semester. May be repeated when topic changes, for a maximum of six credit hours. Prerequisite:  60 or more hours earned and permission of the department."
"Advertising (ADVT)","ADVT 4395","PROFESSIONAL INTERNSHIP","3 Hours.","Individual research in advertising while working with business and industry. Individual conference to be arranged. Graded Pass/Fail. Prerequisite: 60 or more hours earned and permission of the department."
"Aerospace Engineering (AE)","AE 5100","PREPARATORY COURSE FOR AEROSPACE ENGINEERING","1 Hour.","The course may be offered with multiple sections, wherein each section is paired with a corresponding UG course being offered that semester. The purpose of this course is to strengthen academic preparation of students who were found inadequately prepared for a graduate degree in Aerospace Engineering. Students can concurrently enroll in multiple sections and may need to enroll in this course multiple times until their academic preparation is deemed complete. In order to pass this class, the student has to earn at least a B grade in aggregate based on all the assignments and exams. The student will earn an R grade if the class aggregate is a C/D and will need to repeat the course until the student passes the class. The student will Fail the class if the aggregate is an F. The course may be repeated as often as required."
"Aerospace Engineering (AE)","AE 5101","GRADUATE SEMINAR","1 Hour.","The purpose is to acquaint graduate students with ongoing research at UTA, and outside in academia and industry. Seminars are given by graduate students of the department based on their ongoing research. Seminars are also given by external speakers from academia, industry and government."
"Aerospace Engineering (AE)","AE 5191","ADVANCED STUDIES IN AEROSPACE ENGINEERING","1 Hour.","Individual research or design project performed for fulfilling the requirements of the Master of Engineering degree option. Prior approval of the AE Graduate Advisor is required for enrollment. A written and/or oral report is required."
"Aerospace Engineering (AE)","AE 5197","RESEARCH IN AEROSPACE ENGINEERING","1 Hour.","Research in masters programs."
"Aerospace Engineering (AE)","AE 5200","PREPARATORY COURSE FOR AEROSPACE ENGINEERING","2 Hours.","The course may be offered with multiple sections, wherein each section is paired with a corresponding UG course being offered that semester. The purpose of this course is to strengthen academic preparation of students who were found inadequately prepared for a graduate degree in Aerospace Engineering. Students can concurrently enroll in multiple sections and may need to enroll in this course multiple times until their academic preparation is deemed complete. In order to pass this class, the student has to earn at least a B grade in aggregate based on all the assignments and exams. The student will earn an R grade if the class aggregate is a C/D and will need to repeat the course until the student passes the class. The student will Fail the class if the aggregate is an F. The course may be repeated as often as required."
"Aerospace Engineering (AE)","AE 5291","ADVANCED STUDIES IN AEROSPACE ENGINEERING","2 Hours.","Individual research or design project performed for fulfilling the requirements of the Master of Engineering degree option. Prior approval of the AE Graduate Advisor is required for enrollment. A written and/or oral report is required."
"Aerospace Engineering (AE)","AE 5297","RESEARCH IN AEROSPACE ENGINEERING","2 Hours.","Research in masters programs."
"Aerospace Engineering (AE)","AE 5300","PREPARATORY COURSE FOR AEROSPACE ENGINEERING","3 Hours.","The course may be offered with multiple sections, wherein each section is paired with a corresponding UG course being offered that semester. The purpose of this course is to strengthen academic preparation of students who were found inadequately prepared for a graduate degree in Aerospace Engineering. Students can concurrently enroll in multiple sections and may need to enroll in this course multiple times until their academic preparation is deemed complete. In order to pass this class, the student has to earn at least a B grade in aggregate based on all the assignments and exams. The student will earn an R grade if the class aggregate is a C/D and will need to repeat the course until the student passes the class. The student will Fail the class if the aggregate is an F. The course may be repeated as often as required."
"Aerospace Engineering (AE)","AE 5301","ADVANCED TOPICS IN AEROSPACE ENGINEERING","3 Hours.","To provide formal instruction in special topics pertinent to Aerospace Engineering from semester to semester depending on the availability of faculty. May be repeated for credit as provided topics change."
