"code","title","subject"
"EAS4400","Spacecraft Attitude Dynamics","EAS - Engineering: Aerospace"
"EAS4404C","Discrete Control in Aerospace Vehicles","EAS - Engineering: Aerospace"
"EAS4505","Orbital Mechanics","EAS - Engineering: Aerospace"
"EAS4700C","Aerospace Design I","EAS - Engineering: Aerospace"
"EAS4703","Small Satellite Payloads and Integration:","EAS - Engineering: Aerospace"
"EAS4710C","Aerospace Design II","EAS - Engineering: Aerospace"
"EAS4931","Aerospace Career and Academic Faculty Advising II","EAS - Engineering: Aerospace"
"ECM4504C","Embedded Computer Systems","ECM - Engineering: Computer Mathematics"
"ECO2013","Principles of Macroeconomics","ECO - Economics"
"ECO2013H","Honors Principles of Economics Macroeconomics","ECO - Economics"
"ECO2023","Principles of Microeconomics","ECO - Economics"
"ECO2023H","Honors Principles of Microeconomics","ECO - Economics"
"ECO3006","The Economics of Space","ECO - Economics"
"ECO3070","Tutoring/Teaching Techniques for Undergraduate Economics","ECO - Economics"
"ECO3101","Intermediate Microeconomics","ECO - Economics"
"ECO3155","Thinking Like an Economist","ECO - Economics"
"ECO3203","Intermediate Macroeconomics","ECO - Economics"
"ECO3223","Money and Banking","ECO - Economics"
"ECO3410","Mathematical Economics","ECO - Economics"
"ECO3703","International Microeconomics","ECO - Economics"
"ECO4303","History of Economic Thought","ECO - Economics"
"ECO4400","Game Theory and Economics","ECO - Economics"
"ECO4400H","Honors Game Theory and Economic Applications","ECO - Economics"
"ECO4412","Econometrics I","ECO - Economics"
"ECO4422","Econometrics II","ECO - Economics"
"ECO4443","Introduction to Business Analytics","ECO - Economics"
"ECO4444","Introduction to Business Analytics for FinTech","ECO - Economics"
"ECO4504","Public Economics","ECO - Economics"
"ECO4713","International Macroeconomics","ECO - Economics"
"ECO4714","Advanced Topics in International Economics","ECO - Economics"
"ECO4751","Law and Economics","ECO - Economics"
"ECO4903H"," Honors Directed Reading I","ECO - Economics"
"ECO4906","Directed Independent Study","ECO - Economics"
"ECO4934","Topics in Econometrics","ECO - Economics"
"ECO4941","Economics Internship","ECO - Economics"
"ECO4970H","Undergraduate Honors Thesis","ECO - Economics"
"ECP3004","Seminar on Current Economic Topics","ECP - Economic Problems & Policy"
"ECP3006","Economics of Sports","ECP - Economic Problems & Policy"
"ECP3203","Labor Economics","ECP - Economic Problems & Policy"
"ECP3302","Economics and the Environment","ECP - Economic Problems & Policy"
"ECP4303","Environmental and Natural Resource Economics","ECP - Economic Problems & Policy"
"ECP4403","Industrial Organization","ECP - Economic Problems & Policy"
"ECP4530","Health Economics","ECP - Economic Problems & Policy"
"ECS4013","Development Economics","ECS - Economic Systems & Development"
"ECT2002","Introduction to Career and Technical Teaching and Training","ECT - Education:Career/Technical"
"ECT3062","Professional Roles of the Career & Technical Teacher","ECT - Education:Career/Technical"
"ECT3365","General Methods/Testing Evaluation in Career & Technical Education","ECT - Education:Career/Technical"
"ECT3367","Evaluation of Career & Technical Education Instruction","ECT - Education:Career/Technical"
"ECT3371","Course Construction in Industrial Education","ECT - Education:Career/Technical"
"ECT4004","Principles and Practices of Technical Education","ECT - Education:Career/Technical"
"ECT4184","Curriculum Development Techniques for Industry Training","ECT - Education:Career/Technical"
"ECT4384","Advanced Teaching Techniques for Career Education","ECT - Education:Career/Technical"
"ECT4815","Safety in the Technical Education Classroom and Laboratory","ECT - Education:Career/Technical"
"ECW3064","Workforce Training and Development Fundamentals","ECW - Education:Career/Workforce"
"ECW3312","Course Construction in Health Occupations Education","ECW - Education:Career/Workforce"
"ECW3564","Special Populations in Career & Technical Education","ECW - Education:Career/Workforce"
"ECW4103","Workforce Training and Development Instructional Planning","ECW - Education:Career/Workforce"
"EDE2280","Arts and Wellness in Elementary Classrooms","EDE - Education: Elementary"
"EDE3942","Internship I","EDE - Education: Elementary"
"EDE4223","Integrated Arts and Movement in the Elementary School","EDE - Education: Elementary"
"EDE4301","Elem Ed Capstone Colloquium","EDE - Education: Elementary"
"EDE4943","Internship II (Elementary)","EDE - Education: Elementary"
"EDE4945","Internship II Seminar","EDE - Education: Elementary"
"EDF2005","Introduction to the Teaching Profession","EDF - Education: Foundations"
"EDF2007","Introduction to Substitute Teaching","EDF - Education: Foundations"
"EDF2085","Introduction to Diversity for Educators","EDF - Education: Foundations"
"EDF2130","Child and Adolescent Development for Educators","EDF - Education: Foundations"
"EDF2250","Classroom Management for Substitute Teachers","EDF - Education: Foundations"
"EDF2510","Education and Nation Building: American Historical Perspectives","EDF - Education: Foundations"
"EDF2720","Children in Schools: Legal, Ethical and Safety Concerns","EDF - Education: Foundations"
"EDF3601","Professional Ethics in Education","EDF - Education: Foundations"
"EDF4466","Classroom Assessment & Evaluation Techniques","EDF - Education: Foundations"
"EDF4467","Learning Theory and Assessment","EDF - Education: Foundations"
"EDF4467H","Honors Learning Theory and Assessment","EDF - Education: Foundations"
"EDF4603","Analysis and Application of Ethical, Legal, and Safety Issues in Schools","EDF - Education: Foundations"
"EDF4603H","Honors Analysis and Application of Ethical, Legal and Safety Issues in Schools","EDF - Education: Foundations"
"EDG2000","Careers in K-12 Education","EDG - Education: General"
"EDG2311","Teaching Strategies for Substitute Teachers","EDG - Education: General"
"EDG2940","Experiential Learning in Education","EDG - Education: General"
"EDG4410","Teaching Strategies and Classroom Management","EDG - Education: General"
"EDG4941","Directed Field Experience","EDG - Education: General"
"EDG4942","Lifelong Learning Education Internship","EDG - Education: General"
"EDG4948","Service Learning","EDG - Education: General"
"EDG4954","International Education Field Experiences","EDG - Education: General"
"EDP2270","Adult Development & Learning","EDP - Education: Psychology"
"EEC2732","Health, Safety, and Nutrition for Young Children","EEC - Education: Early Childhood"
"EEC3008","Early Childhood Children's Literature","EEC - Education: Early Childhood"
"EEC3214","Child Development","EEC - Education: Early Childhood"
"EEC3613","Observation and Assessment of Young Children","EEC - Education: Early Childhood"
"EEC3700","Social and Emotional Development of Young Children","EEC - Education: Early Childhood"
"EEC4207","Assessment and Evaluation of Young Children","EEC - Education: Early Childhood"
"EEC4211","Science and Math Learning for Young Children","EEC - Education: Early Childhood"
"EEC4235C","Early Childhood Education Seminar: Bridging Theory to Practice","EEC - Education: Early Childhood"
"EEC4268","Curriculum Activities in Early Childhood","EEC - Education: Early Childhood"
"EEC4303","Planning Creative Activities in Early Childhood Education","EEC - Education: Early Childhood"
"EEC4314","Effective Practices for Guiding Young Children's Behavior","EEC - Education: Early Childhood"
"EEC4402","Cultural and Family Systems","EEC - Education: Early Childhood"
"EEC4414","Parent-Child Relations","EEC - Education: Early Childhood"
"EEC4524","Organization and Management in Early Childhood","EEC - Education: Early Childhood"
"EEC4528","Infant/Toddler Care and Education","EEC - Education: Early Childhood"
"EEC4604","Classroom Management and Guidance of Young Children","EEC - Education: Early Childhood"
"EEC4661","Early Childhood Education Theory and Practice:","EEC - Education: Early Childhood"
"EEC4744","Child Life: Psychosocial Care of Children in Health Settings","EEC - Education: Early Childhood"
"EEC4936","Seminar in Early Childhood","EEC - Education: Early Childhood"
"EEC4940","Practicum: Early Childhood Development","EEC - Education: Early Childhood"
"EEC4942","Practicum: Early Childhood Careers","EEC - Education: Early Childhood"
"EEC4943","Student Teaching","EEC - Education: Early Childhood"
"EEE3307C","Electronics I","EEE - Eng: Electrical & Electronic"
"EEE3342C","Digital Systems","EEE - Eng: Electrical & Electronic"
"EEE3350","Semiconductor Devices","EEE - Eng: Electrical & Electronic"
"EEE4309C","Electronics II","EEE - Eng: Electrical & Electronic"
"EEE4314","Device Electronics for Integrated Circuits","EEE - Eng: Electrical & Electronic"
"EEE4334","Computer-Aided Design of VLSI","EEE - Eng: Electrical & Electronic"
"EEE4346C","Hardware Security and Trusted Circuit Design","EEE - Eng: Electrical & Electronic"
"EEE4463","MEMS Devices and Applications","EEE - Eng: Electrical & Electronic"
"EEE4701","Verification and Validation of Digital Systems","EEE - Eng: Electrical & Electronic"
"EEE4775","Real-Time Systems","EEE - Eng: Electrical & Electronic"
"EEL3004C","Linear Circuits I","EEL - Engineering: Electrical"
"EEL3004K","Honors Linear Circuits I","EEL - Engineering: Electrical"
"EEL3021","Introduction to Applied Randomness for Engineers","EEL - Engineering: Electrical"
"EEL3123C","Linear Circuits II","EEL - Engineering: Electrical"
"EEL3123K","Honors Linear Circuits II","EEL - Engineering: Electrical"
"EEL3290","Global Energy Issues","EEL - Engineering: Electrical"
"EEL3470","Electromagnetic Fields","EEL - Engineering: Electrical"
"EEL3552C","Signal Analysis and Analog Communication","EEL - Engineering: Electrical"
"EEL3657","Linear Control Systems","EEL - Engineering: Electrical"
"EEL3801C","Computer Organization","EEL - Engineering: Electrical"
"EEL3926L","ECE Design Lab","EEL - Engineering: Electrical"
"EEL4140C","Analog Filter Design","EEL - Engineering: Electrical"
"EEL4205","Electric Machinery","EEL - Engineering: Electrical"
"EEL4216","Fundamentals of Electric Power Systems","EEL - Engineering: Electrical"
"EEL4294","Introduction to Smart Grid","EEL - Engineering: Electrical"
"EEL4298","Power System Economics","EEL - Engineering: Electrical"
"EEL4362","Post-CMOS Devices and Circuits","EEL - Engineering: Electrical"
"EEL4436C","Microwave Engineering","EEL - Engineering: Electrical"
"EEL4440C","Optical Engineering","EEL - Engineering: Electrical"
"EEL4515C","Fundamentals of Digital Communication","EEL - Engineering: Electrical"
"EEL4518","Satellite Communications","EEL - Engineering: Electrical"
"EEL4612C","Introduction to Modern and Robust Control","EEL - Engineering: Electrical"
"EEL4635C","Computer Control Systems","EEL - Engineering: Electrical"
"EEL4650","Introduction to Sensors","EEL - Engineering: Electrical"
"EEL4660","Robotic Systems","EEL - Engineering: Electrical"
"EEL4742C","Embedded Systems","EEL - Engineering: Electrical"
"EEL4750","Digital Signal Processing Fundamentals","EEL - Engineering: Electrical"
"EEL4768","Computer Architecture","EEL - Engineering: Electrical"
"EEL4781","Computer Communication Networks","EEL - Engineering: Electrical"
"EEL4783","Hardware Description Languages in Digital Systems Design","EEL - Engineering: Electrical"
"EEL4798","Massive Storage and Big Data","EEL - Engineering: Electrical"
"EEL4810","Fundamentals of Neural Networks and Deep Learning","EEL - Engineering: Electrical"
"EEL4815","Current Topics in Machine Learning I","EEL - Engineering: Electrical"
"EEL4817H","Honors Current Topics in Machine Learning II","EEL - Engineering: Electrical"
"EEL4832","Engineering Applications of Computer Methods","EEL - Engineering: Electrical"
"EEL4851C","Engineering Data Structures","EEL - Engineering: Electrical"
"EEL4872","Engineering Applications of Intelligent Systems","EEL - Engineering: Electrical"
"EEL4882","Engineering Systems Software","EEL - Engineering: Electrical"
"EEL4884C","Engineering Software Design","EEL - Engineering: Electrical"
"EEL4890","Continuous System Simulation I","EEL - Engineering: Electrical"
"EEL4914","Senior Design I","EEL - Engineering: Electrical"
"EEL4915L","Senior Design II","EEL - Engineering: Electrical"
"EES4111C","Biological Process Control","EES - Environmental Engineering Science"
"EES4202C","Chemical Process Control","EES - Environmental Engineering Science"
"EES4421","Fate and Transport of Contaminants in the Environment","EES - Environmental Engineering Science"
"EEX2010","Introduction to Special Education","EEX - Education: Exceptional-Care Competencies"
"EEX2090","Exceptional Populations in School and Society","EEX - Education: Exceptional-Care Competencies"
"EEX2758","Enhancing Family Involvement in Education","EEX - Education: Exceptional-Care Competencies"
"EEX3221","Assessment of Exceptional Students","EEX - Education: Exceptional-Care Competencies"
"EEX3241","Methods for Academic Skills for Exceptional Students","EEX - Education: Exceptional-Care Competencies"
"EEX3243","Techniques for Exceptional Adolescents-Adults","EEX - Education: Exceptional-Care Competencies"
"EEX3450","Young Children With Special Needs","EEX - Education: Exceptional-Care Competencies"
"EEX3830","Practicum in Exceptional Student Education","EEX - Education: Exceptional-Care Competencies"
"EEX3942","Internship I Exceptional Education","EEX - Education: Exceptional-Care Competencies"
"EEX4066","Curriculum, Theory and Instructional Strategies for Students with Special Needs","EEX - Education: Exceptional-Care Competencies"
"EEX4070","Teaching Exceptional Students","EEX - Education: Exceptional-Care Competencies"
"EEX4204","Instructional Strategies for Effective Inclusive Settings","EEX - Education: Exceptional-Care Competencies"
"EEX4242","Teaching Exceptional Students in Secondary Settings","EEX - Education: Exceptional-Care Competencies"
"EEX4250","Reading Instruction in Exceptional Education","EEX - Education: Exceptional-Care Competencies"
"EEX4601","Introduction to Behavior Management","EEX - Education: Exceptional-Care Competencies"
"EEX4751","Parent Involvement in Education","EEX - Education: Exceptional-Care Competencies"
"EEX4757","Respite Care","EEX - Education: Exceptional-Care Competencies"
"EEX4763","Technology for Classroom Teachers of Students with Special Needs","EEX - Education: Exceptional-Care Competencies"
"EGM3601","Solid Mechanics","EGM - Engineering Science"
"EGM3601H","Honors Solid Mechanics","EGM - Engineering Science"
"EGN1007C","Engineering Concepts and Methods","EGN - Engineering: General"
"EGN2920C","LEAD Colloquium","EGN - Engineering: General"
"EGN3211","Engineering Analysis and Computation","EGN - Engineering: General"
"EGN3310","Engineering Analysis-Statics","EGN - Engineering: General"
"EGN3310H","Honors Engineering Analysis-Statics","EGN - Engineering: General"
"EGN3321","Engineering Analysis-Dynamics","EGN - Engineering: General"
"EGN3321H","Honors Engineering Analysis – Dynamics","EGN - Engineering: General"
"EGN3331C","Mechanics of Materials","EGN - Engineering: General"
"EGN3343","Thermodynamics","EGN - Engineering: General"
"EGN3343H","Honors Thermodynamics","EGN - Engineering: General"
"EGN3365","Structure and Properties of Materials","EGN - Engineering: General"
"EGN3365H","Honors Structure and Properties of Materials","EGN - Engineering: General"
"EGN3373","Principles of Electrical Engineering","EGN - Engineering: General"
"EGN3420","Engineering Analysis","EGN - Engineering: General"
"EGN3613","Engineering Economic Analysis","EGN - Engineering: General"
"EGN4060C","Introduction to Robotics","EGN - Engineering: General"
"EGN4630","Entrepreneurship for Defense","EGN - Engineering: General"
"EGN4641C","Engineering Entrepreneurship","EGN - Engineering: General"
"EGN4931H","Honors Engineering Seminar","EGN - Engineering: General"
"EGN4941","Internship","EGN - Engineering: General"
"EGS1006C","Introduction to the Engineering Profession","EGS - Engineering: Support"
"EGS3030","Leadership in Engineering I","EGS - Engineering: Support"
"EGS3031","Leadership in Engineering II","EGS - Engineering: Support"
"EGS4624","Engineering Innovation and Leadership","EGS - Engineering: Support"
"EGS4633","Engineering Consumer Products","EGS - Engineering: Support"
"EGS4950","Engineering Leadership Capstone","EGS - Engineering: Support"
"EIN2002","Introduction to Industrial Engineering and Management Systems","EIN - Engineering: Industrial"
"EIN3351","Engineering Economic Analysis and Cost Engineering","EIN - Engineering: Industrial"
"EIN4243","Human Engineering","EIN - Engineering: Industrial"
"EIN4333","Production and Distribution Systems","EIN - Engineering: Industrial"
"EIN4360","Facilities Planning and Work Design","EIN - Engineering: Industrial"
"EIN4391","Fundamentals of Digital Manufacturing for Industrial Engineers","EIN - Engineering: Industrial"
"EIN4517","Systems Engineering","EIN - Engineering: Industrial"
"EIN4545","Industrial Engineering Applications in the Service Industries","EIN - Engineering: Industrial"
"EIN4891C","Industrial Engineering Senior Design Project","EIN - Engineering: Industrial"
"EMA3000","Engineering Polymeric Materials","EMA - Engineering: Materials"
"EMA3012C","Experimental Techniques in Materials I","EMA - Engineering: Materials"
"EMA3102","Thermodynamics of Materials","EMA - Engineering: Materials"
"EMA3124","Design and Selection of Materials","EMA - Engineering: Materials"
"EMA3691","Nanomaterials Process Engineering","EMA - Engineering: Materials"
"EMA3706","Structure and Properties of Aerospace Materials","EMA - Engineering: Materials"
"EMA4009","Materials in Society","EMA - Engineering: Materials"
"EMA4013C","Experimental Techniques in Materials II","EMA - Engineering: Materials"
"EMA4115","Transport Phenomena in Materials","EMA - Engineering: Materials"
"EMA4125","Phase Transformations and Microstructural Development in Materials","EMA - Engineering: Materials"
"EMA4223","Fundamentals of Mechanical Behavior of Materials","EMA - Engineering: Materials"
"EMA4307","Kinetics of Materials","EMA - Engineering: Materials"
"EMA4413","Fundamentals of Electronic Materials","EMA - Engineering: Materials"
"EMA4501C","Scanning Electron Microscopy","EMA - Engineering: Materials"
"EMA4503","Materials Characterization Techniques","EMA - Engineering: Materials"
"EMA4506","Emerging Materials","EMA - Engineering: Materials"
"EMA4513","Structures of Materials","EMA - Engineering: Materials"
"EMA4602C","Materials Processing Laboratory","EMA - Engineering: Materials"
"EMA4915","Materials Senior Design I","EMA - Engineering: Materials"
"EMA4916","Materials Senior Design II","EMA - Engineering: Materials"
"EME2040","Introduction to Technology for Educators","EME - Education: Technology Media"
"EML3022C","Introduction to Computer Aided Engineering","EML - Engineering: Mechanical"
"EML3034C","Modeling Methods in Mechanical and Aerospace Engineering","EML - Engineering: Mechanical"
"EML3034K","Honors Modeling Methods in MAE","EML - Engineering: Mechanical"
"EML3101","Thermodynamics of Mechanical Systems","EML - Engineering: Mechanical"
"EML3262","Kinematics of Mechanisms","EML - Engineering: Mechanical"
"EML3303C","Mechanical Engineering Measurements","EML - Engineering: Mechanical"
"EML3500","Design and Analysis of Machine Components","EML - Engineering: Mechanical"
"EML3701","Fluid Mechanics I","EML - Engineering: Mechanical"
"EML3701H","Honors Fluid Mechanics I","EML - Engineering: Mechanical"
"EML3811C","Mechatronics","EML - Engineering: Mechanical"
"EML3933","Mechanical Career and Academic Faculty Advising I","EML - Engineering: Mechanical"
"EML4024C","Engineering Design Practice","EML - Engineering: Mechanical"
"EML4142","Heat Transfer","EML - Engineering: Mechanical"
"EML4142H","Honors Heat Transfer I","EML - Engineering: Mechanical"
"EML4143","Heat Transfer II","EML - Engineering: Mechanical"
"EML4220","Vibrations","EML - Engineering: Mechanical"
"EML4225","Introduction to Vibrations and Controls","EML - Engineering: Mechanical"
"EML4225H","Honors Introduction to Vibrations & Controls","EML - Engineering: Mechanical"
"EML4260","Dynamics of Machinery","EML - Engineering: Mechanical"
"EML4264","Vehicle Dynamics","EML - Engineering: Mechanical"
"EML4301C","Mechanical Systems Laboratory","EML - Engineering: Mechanical"
"EML4306C","Energy Systems Laboratory","EML - Engineering: Mechanical"
"EML4312","System Dynamics and Control","EML - Engineering: Mechanical"
"EML4313","Intermediate System Dynamics and Controls","EML - Engineering: Mechanical"
"EML4321","Manufacturing Processes for Mechanical Components","EML - Engineering: Mechanical"
"EML4327","Digital Manufacturing","EML - Engineering: Mechanical"
"EML4411","Modern Power Generation Systems","EML - Engineering: Mechanical"
"EML4454","Turbines for Sustainable Power","EML - Engineering: Mechanical"
"EML4501C","Engineering Design I","EML - Engineering: Mechanical"
"EML4502C","Engineering Design II","EML - Engineering: Mechanical"
"EML4504","Design & Analysis of Machine Components II","EML - Engineering: Mechanical"
"EML4600","HVAC Systems Engineering","EML - Engineering: Mechanical"
"EML4703","Fluid Mechanics II","EML - Engineering: Mechanical"
"EML4804C","Digital Control in Mechatronics","EML - Engineering: Mechanical"
"EML4841H","Locomotion and Design in Natural Systems","EML - Engineering: Mechanical"
"EML4931","Mechanical Career and Academic Faculty Advising II","EML - Engineering: Mechanical"
"ENC1101","Composition I","ENC - English"
"ENC1101H","Honors Freshman Composition I","ENC - English"
"ENC1102","Composition II","ENC - English"
"ENC1102H","Honors Freshman Composition II","ENC - English"
"ENC1130","Improving College-Level Writing","ENC - English"
"ENC2127","Grammar and Composition","ENC - English"
"ENC3241","Writing for the Technical Professional","ENC - English"
"ENC3241H","Honors Writing for the Technical Professional","ENC - English"
"ENC3250","Professional Writing","ENC - English"
"ENC3250H","Honors Professional Writing","ENC - English"
"ENC3258H","Honors Video Game Theory & Design","ENC - English"
"ENC3310","Magazine Writing I","ENC - English"
"ENC3311","Essay as Cultural Commentary","ENC - English"
"ENC3314","Writing and Rhetoric Foundations","ENC - English"
"ENC3315","Argumentative Writing","ENC - English"
"ENC3330","Rhetorical Traditions","ENC - English"
"ENC3331","Rhetoric and Civic Engagement","ENC - English"
"ENC3351","Writing for Publication","ENC - English"
"ENC3351H","Honors Writing for Publication","ENC - English"
"ENC3372","Topics in Civic Rhetoric and Writing","ENC - English"
"ENC3373","Cultural Rhetorics","ENC - English"
"ENC3375","Rhetoric in Popular Culture","ENC - English"
"ENC3382","Rhetorics of Comics","ENC - English"
"ENC3383","Disability Studies in Writing and Rhetoric","ENC - English"
"ENC3383H","Honors Disability Studies in Writing and Rhetoric","ENC - English"
"ENC3417","Literacy and Technology","ENC - English"
"ENC3433","Multimedia Writing and Composition","ENC - English"
"ENC3453","Writing About Health and Medicine","ENC - English"
"ENC3455","Writing about Science and Technology","ENC - English"
"ENC3455H","Honors Writing About Science and Technology","ENC - English"
"ENC3456H","Honors Writing about Health and Medicine","ENC - English"
"ENC3473","Writing in Disciplinary Cultures","ENC - English"
"ENC3482","Graphic Medicine","ENC - English"
"ENC3482H","Honors Graphic Medicine","ENC - English"
"ENC3502","Research Methods in Writing and Literacy Studies","ENC - English"
"ENC3503","Topics in Writing & Literacy Studies","ENC - English"
"ENC3521","Writing Across Difference","ENC - English"
"ENC3600","Literacies of Artificial Intelligence ","ENC - English"
"ENC3905","Directed experience in Writing","ENC - English"
"ENC4212","Professional Editing","ENC - English"
"ENC4215","Document Design and Publication","ENC - English"
"ENC4218","Visual Technical Communication","ENC - English"
"ENC4219","Technical Communication and Plain Language","ENC - English"
"ENC4262","International Technical Communication","ENC - English"
"ENC4265","Writing for the Computer Industry","ENC - English"
"ENC4275","Theory and Practice of Tutoring Writing","ENC - English"
"ENC4280","Technical Writing Style","ENC - English"
"ENC4290","Usability Testing for Technical Communication","ENC - English"
"ENC4293","Documentation and Project Management","ENC - English"
"ENC4294","Client-Based Project Management","ENC - English"
"ENC4298","Technical Communication for the Virtual Workplace","ENC - English"
"ENC4312","Theory & Practice Persuasive Writing","ENC - English"
"ENC4313","Research Writing","ENC - English"
"ENC4331","Latinx Rhetorics","ENC - English"
"ENC4353","Writing for Social Change","ENC - English"
"ENC4354","Writing with Communities and Nonprofits","ENC - English"
"ENC4354H","Honors Writing with Communities and Nonprofits","ENC - English"
"ENC4360","Nature Writing","ENC - English"
"ENC4374","Gendered Rhetorics","ENC - English"
"ENC4378","Writing in Global and Transnational Contexts","ENC - English"
"ENC4379","Writing and Rhetoric Capstone","ENC - English"
"ENC4405","Queer Rhetoric and Queering Writing","ENC - English"
"ENC4414","Writing and Hypertext","ENC - English"
"ENC4415","Digital Rhetorics and The Modern Dialectic","ENC - English"
"ENC4416","Writing in Digital Environments","ENC - English"
"ENC4416H","Honors Writing in Digital Environments","ENC - English"
"ENC4434","Visual and Material Rhetorics","ENC - English"
"ENC4504","Contemporary Composition Theory","ENC - English"
"ENC4523","Writing and Identity","ENC - English"
"ENC4936","Topics in Technical Communication","ENC - English"
"ENC4943","Practicum in Editing & Publishing","ENC - English"
"ENC4944","Writing Internship","ENC - English"
"ENC4950","Writing ePortfolio","ENC - English"
"ENG3010","Practical Criticism","ENG - English: General"
"ENG3014","Theories and Techniques of Literature Study","ENG - English: General"
"ENG3073","Cultural Studies Literature","ENG - English: General"
"ENG3392","Literary Gaming","ENG - English: General"
"ENG3612","Trends in Literary, Cultural, and Textual Studies","ENG - English: General"
"ENG3616","Fan Studies","ENG - English: General"
"ENG3623","Social Media for English Majors ","ENG - English: General"
"ENG3817","Digital Archives","ENG - English: General"
"ENG3821","What's Next For English Majors","ENG - English: General"
"ENG3831","Introduction to Editorial Professions","ENG - English: General"
"ENG3833","Marketing Your Writing","ENG - English: General"
"ENG3836","Careers and Professional Practices in Writing and Rhetoric","ENG - English: General"
"ENG3860","Critical Making in the Humanities","ENG - English: General"
"ENG3861","Digital Humanities Approaches to AI","ENG - English: General"
"ENG3935","Topics in Digital Humanities","ENG - English: General"
"ENG4071","Topics in Contemporary Literary Theory","ENG - English: General"
"ENG4114","Literature and Film","ENG - English: General"
"ENG4614","Discourse of Global Cultural Studies","ENG - English: General"
"ENG4832","Scholarly Editing & Publishing","ENG - English: General"
"ENL2012","English Literature I","ENL - English Literature"
"ENL2022","English Literature II","ENL - English Literature"
"ENL3220","English Renaissance Poetry and Prose","ENL - English Literature"
"ENL3222","Renaissance Women in Literature","ENL - English Literature"
"ENL3231","Restoration Literature","ENL - English Literature"
"ENL3296","Gothic Literature","ENL - English Literature"
"ENL3296H","Honors Gothic Literature","ENL - English Literature"
"ENL3378","Harry Potter Studies","ENL - English Literature"
"ENL3378H","Honors Harry Potter Studies","ENL - English Literature"
"ENL3451","Topics in British Literature","ENL - English Literature"
"ENL3654","Black British Literature","ENL - English Literature"
"ENL4101","English Novel","ENL - English Literature"
"ENL4230","Eighteenth-Century Studies","ENL - English Literature"
"ENL4240","English Romantic Writers","ENL - English Literature"
"ENL4253","The Victorian Age","ENL - English Literature"
"ENL4262","Nineteenth Century British Prose","ENL - English Literature"
"ENL4273","Modern British Literature","ENL - English Literature"
"ENL4303","British Authors","ENL - English Literature"
"ENL4311","Chaucer","ENL - English Literature"
"ENL4333","Shakespeare Studies","ENL - English Literature"
"ENL4341","Milton and His Age","ENL - English Literature"
"ENT3613","Creativity and Entrepreneurship","ENT - Entrepreneurship"
"ENT4013","New Venture Design","ENT - Entrepreneurship"
"ENT4014","New Venture Implementation","ENT - Entrepreneurship"
"ENT4183","Technological Entrepreneurship","ENT - Entrepreneurship"
"ENT4412","Managing Small Business Finances","ENT - Entrepreneurship"
"ENT4503","Social Entrepreneurship","ENT - Entrepreneurship"
"ENT4942","Entrepreneurial Internship","ENT - Entrepreneurship"
"ENV3001","Environmental Engineering","ENV - Engineering: Environmental"
"ENV4120","Air Pollution and Hazardous Waste Control","ENV - Engineering: Environmental"
"ENV4122C","Air Pollution Control Design","ENV - Engineering: Environmental"
"ENV4300C","Solid Waste Facility Design","ENV - Engineering: Environmental"
"ENV4341","Sustainable Resource Management","ENV - Engineering: Environmental"
"ENV4433C","Environmental Engineering Wastewater Design","ENV - Engineering: Environmental"
"ENV4531","Environmental Engineering Unit Operations & Processes","ENV - Engineering: Environmental"
"ENV4561","Advanced Environmental Engineering Operations & Processes","ENV - Engineering: Environmental"
"ENV4562C","Environmental Engineering Water Treatment Design","ENV - Engineering: Environmental"
"ENY3571","Honey Bee Biology and Beekeeping","ENY - Entomology"
"ENY4004C","General Entomology","ENY - Entomology"
"ENY4455C","Social Insect Behavior","ENY - Entomology"
"ESE3940","Internship I - Secondary","ESE - Education: Secondary"
"ESE4033C","Critical Issues and Trends in Secondary Education","ESE - Education: Secondary"
"ESE4942","Internship II Seminar","ESE - Education: Secondary"
"ESE4943","Internship II - Secondary","ESE - Education: Secondary"
"ESI3933","Industrial Engineering Career Faculty Advising","ESI - Engineering System-Industrial"
"ESI4221","Empirical Methods for Industrial Engineering","ESI - Engineering System-Industrial"
"ESI4234","Quality Engineering","ESI - Engineering System-Industrial"
"ESI4312","Deterministic Methods for Operations Research","ESI - Engineering System-Industrial"
"ESI4313","Stochastic Methods for Operations Research","ESI - Engineering System-Industrial"
"ESI4322","Supply Chain Engineering","ESI - Engineering System-Industrial"
"ESI4523","Systems Simulation","ESI - Engineering System-Industrial"
"EUH2000","Western Civilization I","EUH - European History"
"EUH2001","Western Civilization II","EUH - European History"
"EUH3122","Medieval Society and Civilization","EUH - European History"
"EUH3124","The Crusades","EUH - European History"
"EUH3130","Medieval Knights & Age of Chivalry","EUH - European History"
"EUH3142","Renaissance and Reformation","EUH - European History"
"EUH3180","Sorcerers, Saints and Heretics: Religion in the Medieval World","EUH - European History"
"EUH3180H","Honors Saints, Sorcerers, and Heretics: Religion in the Medieval World","EUH - European History"
"EUH3235","Romanticism and Realism","EUH - European History"
"EUH3242","Modern Europe and the First World War","EUH - European History"
"EUH3281","Second World War and Rebirth of Europe","EUH - European History"
"EUH3310","History of Medieval Spain 400-1100","EUH - European History"
"EUH3313","History of Medieval Spain 1100-1500","EUH - European History"
"EUH3411","History of the Roman Republic","EUH - European History"
"EUH3431","History of Modern Italy","EUH - European History"
"EUH3441","Early Modern France","EUH - European History"
"EUH3451","History of Modern France","EUH - European History"
