"course_code","course_name","credits","college_name","description"
"AAST413","Communication & Diversity","3","College of Arts & Sciences Courses","Study and analysis of issues of diversity as they relate to groups in society and in communication fields. Emphasis is on the media's treatment of various groups in society. Writing proficiency is required for a passing grade in this course.  A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. PW: Exec Systems  Structures, Writing"
"AAST415","African American Rhetoric","3","College of Arts & Sciences Courses","A historical-critical investigation of African American public discourse from the Revolutionary era to the present, exploring rhetorical strategies for social change and building community. Writing proficiency is required for a passing grade in this course.  A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. PW: Global Engagement, Writing"
"AAST434","Race, Ethnicity and Health Disparities","3","College of Arts & Sciences Courses","This course is designed to provide the student with an overview of race and ethnicity as it relates to health as well as major issues facing the overall health status of our society. This class will provide examples for the application of minority health basic competencies in the field of community health and medical sociology. Topics to be covered include: mental health and individual behavior access to health care, socioeconomic status and racial differences, racial/ethnic group specific health issues. The health care system covers the physician-patient relationship and increasing commercialization in the health care system. Experiential Learning, PW: Exec Systems  Structures"
"AAST435","Race, Feminism, and Society","3","College of Arts & Sciences Courses","Emphasis is placed on theories and research on the inter relationships between the conceptualizations of gender, race, and class. The many different schools of thought on these issues are brought into productive tension with each other, depending on the course content. Students explore through reading primary and secondary texts the interactions between the practices that define these concepts. This course is preparation for further study at the graduate level, and considered a capstone course in the major. PW: Exec Systems  Structures"
"AAST436","Gender and Black Masculinity","3","College of Arts & Sciences Courses","This course will examine the socio-historical perceptions and constructions of Black masculinities in various regions and periods. Students will also examine the social, political, and economic conditions of Black male life in the contemporary period and interrogate representations of Black men and boys in U.S. culture and society in relation to the broader politics of race, class, gender, and sexuality in the post-civil rights era. Specific attention will be paid to the history of ideas and approaches that have shaped and defined our understanding of Black males. Students will be introduced to historical and socio-cultural circumstances that affect Black males and the diverse nature of Black culture. This course will also attempt to heighten awareness and sensitivity to the contemporary problems affecting Black males and thus help discover and evaluate social policies and programs geared towards Black males. PW: Global Engagement"
"AAST490","AAST Independent Study","1-6","College of Arts & Sciences Courses","Independent study on any subject pertaining to African-American studies, under the supervision of a professor in the chosen field and/or Director of the program. Special Topics Course"
"AAST495","Special Topics","3","College of Arts & Sciences Courses","An examination of selected African American topics. May be repeated for a maximum of 18 hours. Special Topics Course"
"ALA495","Capstone Seminar in Applied Liberal Arts and Sciences","2","College of Arts & Sciences Courses","This seminar is to be completed by all Applied Liberal Arts and Sciences students with 90 or more credit hours. This course gives student the opportunity to practice interdisciplinary and integrative methods of scholarship while deepening and refining knowledge of their individual study areas. This course serves as a culminating learning experience, which is integrative, reflective and transitional. Students will complete one paper that reflects upon the interdisciplinary nature of their degree. In addition, students will create and present a portfolio in which they collect and curate work and reflect upon the challenges, learning, and experiences of their undergraduate college career. "
"AMS100","Special Topics","1","College of Arts & Sciences Courses","Selected American topics for lower-division undergraduate students offered by American studies faculty members or supervised teaching assistants. Some examples include the following five-week, one-hour courses: African-American Star Athletes, Superbowl Ads, Stand Up Comedy, Disney's America, and Why Eat Local?. Special Topics Course"
"AMS101","Special Topics","1","College of Arts & Sciences Courses","Selected American topics for lower-division undergraduates offered by American Studies faculty members or supervised teaching assistants. Special Topics Course"
"AMS102","Special Topics","1","College of Arts & Sciences Courses","Selected American topics for lower-division undergraduates offered by American Studies faculty members or supervised teaching assistants. Special Topics Course"
"AMS103","Special Topics","1","College of Arts & Sciences Courses","Selected American topics for lower-division undergraduates offered by American Studies faculty members or supervised teaching assistants. Special Topics Course"
"AMS104","Special Topics","1","College of Arts & Sciences Courses","Selected American topics for lower-division undergraduates offered by American Studies faculty members or supervised teaching assistants. Special Topics Course"
"AMS105","Special Topics","1","College of Arts & Sciences Courses","Selected American topics for lower-division undergraduates offered by American Studies faculty members or supervised teaching assistants. Special Topics Course"
"AMS106","Special Topics","1","College of Arts & Sciences Courses","Selected American topics for lower-division undergraduates offered by American Studies faculty members or supervised teaching assistants. Special Topics Course"
"AMS150","Introduction to American Pop Culture","3","College of Arts & Sciences Courses","Exploration varied components of popular culture in America roughly from the 1880s through the 1970s. The course considers how American culture and history combine to impact social values and behaviors. Through this examination, students explore the complexities within the social beliefs and cultural patterns that contribute to American popular culture. This course is team taught by all the members of the American studies faculty. Offered fall semester. Humanities"
"AMS151","America and the World","3","College of Arts & Sciences Courses","A broad survey of American culture formed by global, national, and regional influences. The first section, ""World,"" looks at the United States as a product and shaper of international movements, ideas, and cultures from 1500 to the present. The second section, ""Nation,"" examines the creation of a distinctly American identity between 1790 and 1890 that ultimately incorporated and reflected global issues. The third section, ""Regions,"" focuses on the South and other regions as contributors to and consequences of national and global interactions. Team taught by the entire AMS faculty, lectures will include topics on film, music, literature, art, sports, and other cultural artifacts. Offered spring semester. Humanities, PW: Global Engagement"
"AMS200","Special Topics Amer Stud","3","College of Arts & Sciences Courses","Selected American topics for lower-division undergraduate students offered by AMS faculty members or Americanists from related departments. Recent examples include The Asian-American Experience, The American Road, The Sporting Life, Baseball Since 1945, and Twilight Zone Culture. May be repeated for a maximum of 12 hours. Special Topics Course"
"AMS201","Intro African Amer Study","3","College of Arts & Sciences Courses","This course provides a basic outline of the diversity and complexity of the African American experience in the United States. It surveys the early academic and social concern of Black Studies advocates; the changes in the field's objectives that arise from its connections to contemporary social movements for Black Power, women's liberation, and multiculturalism; and its major theoretical and critical debates. Social and Behavioral Sciences"
"AMS203","Southern Studies","3","College of Arts & Sciences Courses","This discussion-based course introduces students to major texts and interdisciplinary methodologies in the field of Southern Studies. Traversing epochs from before the Civil War until after the Civil Rights Movement, we will scrutinize the interplay between course materials (autobiographies, fictional texts, historical accounts, and films) and major political, cultural, and social forces influencing the region and the nation. Humanities"
"AMS204","Introduction to Western American Studies","3","College of Arts & Sciences Courses","A lecture/discussion course utilizing a biographical approach to the salient themes, issues, and episodes of the American West. Some of these lives are real, some of them imagined, and others are a little of each. All of them, however, reveal much about both region and nation and how each has changed over time. Humanities"
"AMS205","Dirty Jobs","3","College of Arts & Sciences Courses","This course explores jobs that get you ""dirty.""  Work is one of the aspects that most shapes individual lives, and many lines of work are viewed as dangerous, dirty, or somehow unsavory by American society.  This course uses films, TV shows, written narratives, and music to explore different types of ""dirty"" work in the United States. Humanities"
"AMS206","Native American Studies","3","College of Arts & Sciences Courses","There’s a lot more to Native Americans than the first Thanksgiving, the Battle of the Little Bighorn, and casinos (although we’ll discuss all those things too). This course will introduce you to the diversity of Native American societies, their histories, and their significant influence on American culture, contemporary U.S. policy, and law. We’ll be examining everything from ancient archaeological artifacts to contemporary film and literature as we investigate the vital role of indigenous people in North America. As much as possible, we’ll be directly engaging Native sources and voices as we explore the struggles over land, sovereignty, and culture that have shaped (and continue to shape) Native American lives. Humanities, PW: Global Engagement"
"AMS207","Intro to Latinx Studies","3","College of Arts & Sciences Courses","This course introduces students to the range of issues and analytical approaches that form the foundation of Latinx studies. By tracing the history of the Latinx concept in relation to key elements of life, such as time, space, identity, community, power, language, nation, and rights, students will develop understandings of the particular ways in which Latinx studies takes shape. Focus for the course will be on the largest Latino groups in the U.S.:  those of Mexican, Puerto Rican, Cuban and Dominican descent. Humanities, PW: Exec Systems  Structures"
"AMS210","Introduction to American Immigration","3","College of Arts & Sciences Courses","This course will provide a basic understanding of immigration to the United States and its social and political consequences, including the role immigration and immigrants have played on the development of the U.S. In doing this, students will examine what it means to be an American and why the criterion for becoming an American has, and continues to be, in flux. Additionally, students will use primary and secondary sources to cover today’s headlines and major milestones in immigration history to understand why immigrants and migrants have always been perceived as the “other.”. Humanities"
"AMS213","Honors Introduction to Southern Studies","3","College of Arts & Sciences Courses","In this discussion-based honors course, students engage with major texts and methodologies in the interdisciplinary field of Southern Studies. We will study the history, literature, and culture of the U.S. South through autobiographies, fictional works, scholarly analyses, and popular media. We’ll look at major events like the Civil War and Civil Rights Movement and evaluate varying and often conflicting ideas about what makes the South distinctive. Humanities, University Honors"
"AMS215","Introduction to Urban Studies","3","College of Arts & Sciences Courses","The purpose of this course is to introduce students to the intricacies of city life and to look at how place and space shape the human experience. Throughout the course, we will examine the city as a physical and spatial place as well as a place defined by its people and institutions. We consider the social and behavioral relations that form communities, including the diversity produced by factors such as race, class, and gender. As we proceed through the course, you should come to understand that physical and social structures are related to one another, and often times, are inseparable. "
"AMS222","Modern Gay America:Introduction to LGBTQ Histories","3","College of Arts & Sciences Courses","During the past decade, lesbian, gay, bisexual, transgender and queer (LGBTQ) Americans have achieved various forms of empowerment and visibility in the nation’s political, legal, social, and cultural arenas. However, LGBTQ persons continue to face various barriers to full equality and well-being including employment discrimination, high rates of homelessness among teens, violence, and inadequate access to health care.  This 3 credit hour course places the events of the last decade into a longer history of LGBTQ communities, visibility and politics that begins in the late nineteenth century and ends in the early twenty-first century.  During the semester, we will explore the historical development of LGBTQ identities, communities, politics, and cultural production. Together, we will analyze an array of materials including scholarly texts, oral histories, newspapers, films, photographs, art and political ephemera. "
"AMS231","Contemporary America","3","College of Arts & Sciences Courses","This course analyzes the changing nature of American values for the period dating from the 1970s through the 2000s by examining key developments in the everyday life patterns and cultural expressions of Americans in contexts that range from the local to the international.  In doing so, we will draw connections between the economic and political contexts of these decades and contemporaneous works of creative expression and popular culture.  This course also will serve as an introduction to the types of interdisciplinary research methods used in American Studies. Offered fall and spring semesters.*. Humanities, PW: Global Engagement"
"AMS280","American Pop Music","3","College of Arts & Sciences Courses","This course will tell the story of mainstream popular music in the United States from the arrival of rock and roll in the 1950s through to the present, including stops along the way for Top 40, soul, arena rock, country, punk, MTV, hip-hop, electronic dance music, American Idol, and the culture of streaming hits on YouTube and Spotify today. In addition to learning about different kinds of sounds, students will read work by artists, fans, and label people to think about how music shaped identity — the soundtrack of new groups emerging in American life. Humanities"
"AMS300","Special Topics","3","College of Arts & Sciences Courses","Selected American topics for advanced undergraduate students, offered by American Studies faculty members or Americanists from related departments. Recent examples include American Hobo Subculture, World War II and Modern Memory, Women's Liberation Movement, Justice and Civil Society, Southern Sexual Cultures, and Cultures of American Slavery. May be repeated for a maximum of 12 hours. Prerequisite(s):Six hours of Humanities and/or Social and Behavioral Sciences courses or permission of instructor."
"AMS305","Southern Poor Whites","3","College of Arts & Sciences Courses","Shining a light on a marginalized yet momentous figure—the poor white—this class asks: What kinds of cultural work do representations of poor white Southerners do? How do depictions of poor white women’s experiences differ from men’s? How and why do accounts of poor white life in the South change over time? We will study scholarly analyses, fictional works, autobiographies, and movies in search of answers to these and other questions. Prerequisite(s):6 credit hours of Social and Behavioral Sciences or Humanities  courses"
"AMS307","Southern Autobiography","3","College of Arts & Sciences Courses","An interrogation, through the use of autobiography and memoir, of the meanings of self, identity, region, and citizenship across a range of eras and social groups in the American South. The course will also introduce students to theory about autobiography and memoir as literary genres and sources of historical knowledge. Prerequisite(s):3 credit hours in Social and Behavioral Sciences or Humanities"
"AMS310","The Latinx Experience","3","College of Arts & Sciences Courses","This course focuses on the history of people of Latin American descent (Latinas/os) living in the United States.  Although students will examine communities comprised of people of Central and South American descent, the focus of this course will be on the four largest Latinx groups: those of Mexican, Puerto Rican, Cuban and Dominican descent.  Students will become familiar with issues that have affected different Latinx populations in the United States: transnational migration patterns, reasons immigrants left Latin America, cultural interaction, community and cultural formation; and racial formations.  Students will also examine relations among Latinx and European immigrants, and consider the effects of US intervention and imperialism in Latin America on US Latinx communities.  Lectures, readings, and films will explore connections between the past and the present and provide students a forum to express their own viewpoints on the legacy of this history. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Prerequisite(s):Six hours of Humanities and/or Social and Behavioral Sciences courses or permission of instructor."
"AMS318","Amusement and Tourism","3","College of Arts & Sciences Courses","This course explores the centrality of amusement and tourism in defining the American pursuit of happiness. The course examines varied forms of leisure culture that emerged in the 19th century and exploded in popularity throughout the 20th century. By asserting connections between a wide range of amusement and tourist activities, the course provides a framework for understanding how Americans at play participate in a vibrant component of American social, economic, and aesthetic history. Prerequisite(s):Six hours of Humanities and/or Social and Behavioral Sciences courses or permission of instructor."
"AMS320","American Popular Humor","3","College of Arts & Sciences Courses","This course explores major writers, performers, works, and themes of American humor that have achieved enduring popularity among mass audiences. It examines the social and historical contexts that reverberate in humor produced in the United States and focuses on three persistently popular mediums: prose and performance; film; and the television situation comedy. Prerequisite(s):Six hours of Humanities and/or Social and Behavioral Sciences courses or permission of instructor."
"AMS321","African American Folk Art","3","College of Arts & Sciences Courses","An examination of the objects created by African Americans variously classified as ""folk,"" ""self-taught,"" and ""outsider"" artists. Course material will address the African origins and American transformations of traditional arts and crafts (architecture, pottery, iron work, and quilting) as well as the work of selected 20th-century artists in such media as painting, sculpture, and assemblage. Key concerns will include not only analysis and cultural/historical contextualization of these artists and their works but also political and theoretical debates with respect to issues of collection, modes of exhibition, and use of the above-listed classifications. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. One of the written assignments will be graded and returned before the mid-term. Prerequisite(s):Six hours of Humanities and/or Social and Behavioral Sciences courses or permission of instructor."
"AMS323","Into the Wild","3","College of Arts & Sciences Courses","This course examines the often contentious and always passionate American relationship with “nature,” an idea as much as a physical reality. Students consider the varying ways that nature has been imagined over a wide range of time periods and through the lenses of various forms of creative expression and cultural practices. The course explores how our complex relationship with “nature” has influenced American culture at large, its history and mainstream values. Prerequisite(s):Six hours of Humanities and/or Social and Behavioral Sciences courses or permission of instructor."
"AMS326","The Modern West","3","College of Arts & Sciences Courses","This lecture/discussion course examines the growth of the American West during the 20th century as both the embodiment of modernity and, as mythic imagination, an escape from the very modernity it represents. Prerequisite(s):Six hours of Humanities and/or Social and Behavioral Sciences courses or permission of instructor."
"AMS330","The Great Depression","3","College of Arts & Sciences Courses","This course explores the Great Depression, the single most important economic event of the 20th Century. We will focus on the causes, events, policies, movements, personalities, and human tragedy and triumph of this era through an interdisciplinary historical perspective that will examine aspects of this twentieth century crisis. As an American Studies course, we will use films, TV shows, written narratives, and music to explore the era. "
"AMS334","Science Fiction: Borders of Identity","3","College of Arts & Sciences Courses","This course looks at science fiction through literature, film, and television. We’ll explore how futuristic settings reflected anxieties of the all-too-real present. These included the impact of new technology, changing notions of race, gender, sexuality, and class, threats to life such as the Cold War, and the general sense of constant, rapid change in modern life. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Prerequisite(s):6 credit hours of Humanities or Social and Behavioral Sciences courses."
"AMS336","Rock, Soul, Hip-Hop and Country","3","College of Arts & Sciences Courses","After 1965, rock and roll became rock, representing the counterculture; rhythm and blues became soul, representing Black Power; and country music became the emotional voice of the post-Civil Rights white South. This class contrasts these three dominant American popular music genres, with particular emphasis on how race, but also gender, class, and region, came to invest certain sounds with charged social significance. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Prerequisite(s):Students must have completed at least 6 credit hours of AMS or Humanities or Social and Behavioral Sciences courses."
"AMS340","Women in the South","3","College of Arts & Sciences Courses","What insights into American experience are afforded by reading nineteenth- and twentieth-century texts in which Southern women engage questions of gender, class, race, labor, and region? This class will explore fictional and nonfictional prose by and about Southern women in order to examine how historical, cultural, and sociopolitical factors have shaped the lives and writings of women in the South. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Prerequisite(s):To enroll, a student must have completed six credit hours in HU or SB courses."
"AMS341","African American Art","3","College of Arts & Sciences Courses","An examination of the work of formally trained 20th century African American painters, sculptors, and photographers in relation to broader currents in the social and cultural history of the United States. Examines ways in which African American art has alternately reflected, shaped, and challenged such important historical events and currents as the Harlem Renaissance, the Great Depression, the Cold War, the Civil Rights and Black Power movements, the Women's Movement, and contemporary identity politics. Also evaluates the contributions of selected artists in relation to such key art movements as Modernism, Social Realism, and Postmodernism. Prerequisite(s):Six hours of Humanities and/or Social and Behavioral Sciences courses or permission of instructor."
"AMS345","The American War on Drugs through Film","3","College of Arts & Sciences Courses","This course examines the American War on Drugs through film. The course starts with the premise that the content in films, and the events contemporary to the making of the films, should be critically analyzed for their perspectives, biases, reliability, and interpretive choices.  In the course, students will examine the ability of film to successfully portray the U.S.-Latin American transnational war on drugs and analyze how present events, cultures and attitudes shape our view of the past.  Students will examine how the history of drugs in the U.S and the Americas and how the war on drugs affects people of different nationalities and of different racial and ethnic groups. US and Global Citizenship"
