"code","level","title","credits","description"
"ART1201C","Undergraduate","2D Design",3,"Studio course introducing the basic art elements such as line, value, and color to develop the students vocabulary and awareness of two-dimensional potential in various media."
"ART5018C","Graduate","3D Animation",3,"This course will introduce graduate students to advanced terminology, concepts, and techniques of creating computer generated 3D animation."
"ARC4173","Undergraduate","3D Computer Modeling",3,"This course will explore computer modeling in Architecture."
"ART1203C","Undergraduate","3D Design",3,"Studio course introducing the basic elements inherent in three-dimensional works of art. Shape, mass, balance, proportion, and scale are elements which will be explored."
"ART5668","Graduate","3D Digital Sculpture",3,"An advanced study of 3D digital sculpture and new media with emphasis on fundamental strategies for making experiments in digital modeling, 3D printing and assemblage of mixed media. May be repeated."
"ARH4672","Undergraduate","History Cuban Art",3,"A survey of the visual arts in Cuba (sculpture, painting, and prints) with emphasis on the 20th century."
"HIS4492","Undergraduate","History Health Policy",3,"Places contemporary health policy controversies into historical perspective by highlighting some of the major health-related issues that have drawn federal intervention during the past two centuries."
"PHC5158C","Graduate","Hist of US Health Policy",3,"Places contemporary health policy controversies into historical perspective by highlighting some of the major health-related issues that have drawn federal intervention during the past two centuries. Prerequisite: PHC 6102. Inactivated per SCNS review."
"PHH4930","Undergraduate","A Major Philosopher",3,"This course will examine in detail the works of a major figure in the history of philosophy. Course may be repeated on a different philosopher."
"MAP5620","Graduate","Math Primer for Env Fin",3,"This course is an introductory course that presents the mathematical tools necessary for financial instrument, pricing and hedging design. Prerequisite: Working knowledge of Calculus and Basic Statistics and Probability."
"ARH4553","Undergraduate","Chinese Painting",3,"In examination of the social history of Chinese painting, this course looks into masters, masterpieces and art patrons of the last 3000 years."
"PRO4330L","Undergraduate","Above Knee Pros Lab",3,"SCNS Field Review"
"PRO4330","Undergraduate","Above Knee Prosth I",2,"SCNS Field Review"
"PRO4340","Undergraduate","Above Knee Prosth II",2,"SCNS Field Review"
"LAH4134","Undergraduate","Abuse of Power",3,"Examines practices understood as abuse of political power in colonial Spanish America."
"EEX4242C","Undergraduate","Acad Skl Exc Chld II",3,"Field Review"
"SPS6190","Graduate","Acad Assess & Inter",3,"Students will receive supervised practice using norm-referenced and curriculum-based measures to provide academic assessments and monitor academic progress. Emphasis will be placed on linking academic assessment to intervention."
"NGR7736","Graduate","Acad Health Care",3,"Analyzes purpose, structure, function, challenges, politics of academic, health care and political systems.  Examines leadership roles, strategies for change and dealing with organizational politics. Departmental permission."
"ATR6555","Graduate","Academic Leadership in AT",3,"Addresses leadership styles for athletic trainers working in a secondary school orcollege/University setting. Issues pertaining to human resources, personnel,supervision, performance, promotion."
"ACG5507","Graduate","Acc Nonprofit Entity",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"FRE1071","Undergraduate","FRE 1071",5,"Accelerated course for students with some prior knowledge of French (equivalent to two years of high school French). Encouraging rapid acquisition and preparation for FRE 2200. Prerequisite: Two years of high school French or equivalent. Instructor's permission is required. Inactivated per SCNS review"
"SPN1134","Undergraduate","Accelerated Basic Spanish",3,"Accelerated course designed for students with some prior knowledge of Spanish (equivalent to two years of high school Spanish). Encouraging rapid acquisition and preparation for SPN 2200. Prerequisite: Two years of high school Spanish. Instructor's permission required. Inactivated per SCNS review."
"ACG6105","Graduate","Accel Fin Actg I",4,"Underlying concepts and ethical, regulatory and business environment of financial reporting; emphasis on measurement, analysis and interpretation of income, cash flows and financial position. Prerequisites: Admission to a graduate program in the School of Accounting or permission of the School Director. Not open to those with undergraduate accounting degrees."
"ACG6115","Graduate","Accel Fin Actg II",4,"Underlying concepts and ethical, regulatory and business environment of financial reporting; emphasis on measurement, analysis and interpretation of financial position, accounting partnerships, international corporations. Prerequisites: ACG 6105 and admission to a graduate program in the School of Accounting or permission of the School Director.  Not open to those with undergraduate accounting degrees."
"FRE1109","Undergraduate","Accelerated French I",3,"Accelerated course designed for students who have some prior knowledge of French (equivalent to one year of high schools French). Encourages rapid acquisition and prepares students for FRE 1131. Prerequisite: Some prior knowledge of French (equivalent to one year of high school French. Department Permission required. Inactivated per SCNS review"
"BUA0307","Graduate","Accelerated Haitian",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"HAI3213","Undergraduate","Accelerated Haitian",3,"Emphasis on oral skills, contemporary language, and culture."
"HAI3214","Undergraduate","Acc Interm Haitian",3,"Builds on accelerated course by continuing and expanding communicative activities."
"ITA1135","Undergraduate","Accelerated Italian I",3,"Accelerated course designed for students who have some prior knowledge of Italian (equivalent to one year of Italian in high school). Encourages rapid acquisition and prepares students for ITA1131. Prerequisite: Some prior knowledge of Italian (one year in high school Italian)."
"POR3202","Undergraduate","Acc Portuguese I",5,"Accelerated course for students fluent in Spanish. Encourages rapid acquisition by intensive exposure to the language through immersion activities, videos, and culture."
"POR3233","Undergraduate","Acc Port II",5,"Accelerated course for students fluent in Spanish. Builds on Accelerated Portuguese I by continuing and expanding communicative activities."
"EDH6055","Graduate","Acc Choice Higher Ed",3,"This course examines who goes to college, how they choose, how they pay. Issues include college choice models, types of institutions, equality of access to college, financial aid, rankings, and affirmative action."
"NGR7873","Graduate","Managing Info",3,"Focuses on finding, obtaining, evaluating, managing, and disseminating information from the internet and other sources, and packaging information to convey a message and maximize the impact using current technology.  Prerequisite: Departmental permission."
"MUN2510L","Undergraduate","Accompanying",1,"Accompanying instrumental and vocal students in studio and recital situations."
"MUN5515L","Graduate","Accompanying",1,"Accompanying instrumental and vocal students in studio and recital situations."
"MUN4513L","Undergraduate","Accompanying",1,"Accompanying instrumental and vocal students in studio and recital situations."
"ADV4601","Undergraduate","Account Planning",3,"This course introduces the student to contemporary account planning techniques. It stresses the interrelationship between advertising and the consumer and the role of consumer behavior. Prerequisites: ADV 3200 Corequisite: COM 4310"
"BUL5662","Graduate","Accountants' Liab",3,"Overview of accountant exposure to private and public sector liability suits, independent in auditor engagements, securities regulations and other state and federal laws of chief concern to accountants.  Inactivated per SCNS review."
"HFT3424","Undergraduate","Acct/Cont Fdserv",3,"Analysis of accounting and operational problems in specialized food service sectors.  Procedures, approaches and techniques of management control explored for efficiency using accounting knowledge."
"HMG6477","Graduate","Acct & Fin Mgt",3,"Specialized accounting & finance tools for analysis as related to the hospitality & tourism industry. Application of budgeting & pricing models, risk/return trade off & capital investment analysis."
"ACG6847","Graduate","Accounting and Quant Methods",3,"This graduate-level course in the study of statistical and management science techniques that are or may be utilized in financial and managerial accounting."
"ACG6406","Graduate","Acg Data Warehouse",3,"Framework for enterprises to provide comprehensive access to organization wide accounting data and to develop information systems capable of collecting, processing and arranging accounting data in comprehensive data bases. Prerequisites: ACG 6437, or permission of the Director of the School of Accounting."
"ACG6466","Graduate","Acctg Erp",3,"Course intends to provide students with an overview of ERP in accounting including history, concepts of ERP and role of ERP in accounting. It also provides students hands on experience with accounting application of ERP package, SAP/R3. Prerequisites: ACG 6437, or permission of the Director of the School of Accounting."
"ACG2021","Undergraduate","Accounting for Decisions",3,"Accounting concepts and analysis essential to determining the income and financial position of a business enterprise. Prerequisite: a) MAC 1105 or equivalent or higher-level course with a grade of 'C' or higher; and b) Minimum 30 credits earned; and (c) Business students only"
"ACG6866","Graduate","Acc For Healthcare",3,"Study of financial reporting and analysis applied to for-profit and NFP healthcare organizations emphasizing accounting issues related to strategic decision-making. Prerequisite: Permission of the Director of the School of Accounting. Inactivated per 2024 SCNS review."
"LAW6760","Law","Accounting For Lawyers","2 - 3","This is a study of the basic principles, conventions and methods of accounting to enable the lawyer to understand the legal economic environment, with specific reference to accounting problems encountered in such areas of the law as tax and corporations."
"ACG6026","Graduate","Actg For Managers",3,"Presentation of the nature, techniques and uses of accounting from the perspective of people who manage businesses and investments in businesses. Covers both financial and management accounting. Not open to EMST or MACC students."
"HFT2401","Undergraduate","Accounting for Hosp",3,"Introduction to the principles of accounting as they apply to the hospitality industry."
"ACG4401","Undergraduate","Acctg Info Systems",3,"The study of the concepts and terminology of accounting information systems and the use of IT to and decision making in accounting and auditing. Prerequisites: (a) QMB3003 or MAC2233 or (any Calculus 1 or higher course), and (b) ACG3301 or equivalent, (c) 60 credits earned, and (d) qualifying GPA"
"ACG6445","Graduate","Acg Info Sys Design",3,"Accounting applications of information systems analysis and design concepts, methods, and tools; requirements, design, control, and prototyping of accounting information systems. Computer usage required. Prerequisites: Admission to a graduate program in the School of Accounting or permission of the Director of the School of Accounting."
"ACG6455","Graduate","Acg Info Sys Tech I",3,"Accounting applications, control, and audit of large computer systems; technology, control concepts and procedures, audit testing and documentation, and control and audit software. Computer usage required. Prerequisites: Admission to a graduate program in the School of Accounting or permission of the Director of the School of Accounting."
"ACG6456","Graduate","Acg Info Sys Tech II",3,"Accounting applications, control, and audit of small computer systems; technology, control concepts and procedures, audit testing and documentation, and control and audit software. Computer usage required."
"ACG4940","Undergraduate","Accounting Internship",3,"Practical application in a clinical setting of knowledge acquired in the classroom."
"ACG6940","Graduate","Accounting Internship",3,"Practical application in a clinical setting of knowledge acquired in the classroom."
"ACG3083","Undergraduate","Accounting Prep and Review",0,"A review of ACG 2021 and preparation for ACG 4101. The course explores the preparation and use of accounting information. A thorough review of math procedures applied to business decisions."
"ACG6885","Graduate","Accounting Research",3,"Examine the projects relating to historical and current problems in public accounting practice, and preparation of appropriate reports in oral and written formats, under a variety of professional settings. Prerequisites: Admission to a graduate program in the School of Accounting or permission of the Director of the School of Accounting."
"ACG7896","Graduate","Acc Res Meth Cap Mkt",3,"An advanced accounting graduate course in current time series methods used to analyze capital and other time-related financial markets. This course is designed for Ph.D. students in accounting and business who already have advanced statistical and financial training, and serves as an introduction to other doctoral courses. Prerequisite: Permission of doctoral advisor in Accounting."
"ACG6308","Graduate","Acct For Decision Mk",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"LIN5207C","Graduate","Acoustic Phonetics",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"SPA5150C","Graduate","Acoustics Sph and Hg",3,"Advanced study of the communication sciences associated with the process of speech and hearing, including speech perception and production, speech and hearing physiology, and acoustic phonetics. Prerequisite: Admission to the Graduate Certificate in Communication Sciences and Disorders."
"EEX6106","Graduate","Acquisition Of Lang",3,"Development of normal speech and language, and knowledge of speech and language delays and disorders."
"ACG6245","Graduate","Actg Audit Complianc",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"ACG4692","Undergraduate","Actg Info Present",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"ACG4821","Undergraduate","Actg Social Respons",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"ACG5596","Graduate","Actg Sp Gvtl/Nfp En",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"TPP3281C","Undergraduate","Acting For Dance",2,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"TPP1110","Undergraduate","Acting I",3,"Introduction to acting process using Spolin-based improvisational approach. Includes the study, theory and practice of theatre as it relates to performance. Prerequisite: Theatre Majors, Music Majors -BM/MM Musical Theatre Track"
"TPP2111","Undergraduate","Acting II",3,"This class offers an introduction and exploration of major concepts of the Stanislavski Acting Technique and its application to plays of both Anton Chekhov and mid-twentieth century playwrights. May be repeated one time for credit. Prerequisites: TPP1110 and theatre majors, BM/MM Musical Theatre Majors only"
"TPP2112","Undergraduate","Acting III",3,"Continuation of scene study using Meisner technique. Prerequisite: Majors only. TPP 2111, and permission of instructor. Corequisite: TPP 2161"
"TPP3113","Undergraduate","Acting IV",3,"Continuation of the development and training of acting skills with emphasis on transformational character choices. Scene work in modern styles from playwrights such as O'Neill, Williams, Fornes, and Lorca. Majors only."
"TPP3276C","Undergraduate","Acting the Song",2,"This course offers an intensive integration of acting and singing skills to craft fully realized performances of Musical Theatre scenes. Course may be repeated for credit. Prerequisites: TPP 2111 (Acting II), TPP 2160 (Voice & Movement I), BFA Theatre Performance Major, Music Vocal Performance Major, or audition/permission of instructor."
"TPP4114","Undergraduate","Acting V",3,"Classical styles of acting focusing on Shakespeare and the Restoration. BFA majors only."
"TPP4117","Undergraduate","Acting VI",3,"A comprehensive course in the study of acting, writing and directing for the camera-documentary, dramatic scenes, commercials - offered in conjunction with Channel 17.  BFA majors only."
"TPP4224","Undergraduate","Acting VII",3,"Audition techniques through preparation and presentation of audition material.  Includes an exploration of professional actor training and actor business protocol.  BFA majors only."
"TPP4265","Undergraduate","Acting VIII",3,"Survey of techniques used in solo performance and one-actor productions, featuring practical application of these techniques to original materials.  BFA majors only."
"EDF6487","Graduate","Act Rsch Ed",3,"The first part of a two semester sequence providing the knowledge and skills necessary for conducting research in schools and classrooms by teachers and administrators; using the results of this research to inform practice."
"TPP4921","Undergraduate","Actor's Workshop II",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"PET4639C","Undergraduate","Acute Care Inj Prev",4,"Students will learn acute care of injuries; learn safety precautions and physical and environmental risk factors; and contraindications associated with participation in athletics/exercises."
"MDE7346","College of Medicine","Acute Care Bootcamp","2 - 4","Acute care bootcamp is a 2-week rotation intended to familiarize students with the wide range of acute clinical conditions that they might be responsible for as a physician, regardless of specialty. Students will learn to recognize and manage common and life-threatening clinical situations. Prerequisite: Enrolled in the Herbert Wertheim College of Medicine."
"MDI7341","College of Medicine","Acute Coronary Care (CCU/CICU)","1 - 12","This rotation is intended to prepare students to obtain necessary diagnostic and therapeutic skills to effectively care for patients diagnosed with critical cardiac disorders. Students will become an integral part of the CICU team consisting of cardiology attendings, fellows, internal medicine residents and interns.  Students will assist in the admission, evaluation, and management of patients admitted to the CICU. Prerequisite: Enrolled in the Herbert Wertheim College of Medicine."
"NUR3225L","Undergraduate","Ad Physiolog Nur Cl",6,"In the clinical area, the nursing process is applied in assisting adult/gerontological clients with adaptation to potential and actual physiological stressors."
"ENV6511L","Graduate","Ad Unit Ops Ii Lab",1,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"OTH6937","Graduate","Ada Workplace Accom",3,"Interdisciplinary course designed to bring together students of both rehabilitation and business/management disciplines to develop strategies to implement the Title I-Workplace provision of the Americans with Disabilities Act (ADA)."
"OTH5301","Graduate","Psychosocial Practice I",2,"Designed to prepare the student with the tools and knowledge needed for clinical reasoning in the selection of assessment and treatment of individuals with cognitive and neuropsychiatric disorders. Prerequisite: Admission to graduate program, OTH 5162; OTH 5162L Corequisite: OTH 5301L."
"OTH5301L","Graduate","Psychosocial Practice I Lab",1,"Administration of assessments and treatment planning for individuals with cognitive and neuropsychiatric disorders. Prerequisite: Admission to Graduate Program,   OTH 5162; OTH 5162L. Corequisite: OTH 5301."
"OTH5843C","Graduate","Psychosocial Practice II",3,"This fieldwork course provides the student with the experience needed for occupational therapy assessment and treatment of individuals with cognitive and neuropsychiatric disorders. Prerequisites: OTH 5301 and OTH 5301L."
"PEQ3126","Undergraduate","Adapted Aquatics",2,"Develops competencies in adapted aquatic programs and services. May be used for adapted physical education endorsement. Inactivated per SCNS review."
"PET3640","Undergraduate","Adapted Phys Activities",3,"This course will outline the philosophy and objectives addressed in providing individualized physical education instruction for all students."
"OTH5166","Graduate","Adapted Swim Instruction",3,"This elective course includes didactic and experiential training in adapted swim instruction for individuals with disabilities and certification in basic swim instruction (American Red Cross). Prerequisite: CPR certification; HIPAA CITI Course Completion; Level II background check and instructor permission; clinical site requirements per affiliation agreements"
"EEL6468","Graduate","Smart Antennas",3,"The course introduces an in-depth understanding of modern adaptive and smart antenna concepts. Topics include smart antennas, direction of arrival estimation, beamforming, and space-time processing. Prerequisite: EEL 5467 or permission of the instructor."
"OTH3160","Undergraduate","Adaptive Skills",2,"examination of factors that interfere with an individual's performance of daily activities and occupations. students will develop problem-solving to evaluate, select, and adapt activities that will assist clients in occupational performance."
"OTH3160L","Undergraduate","ALS Lab",1,"Lab class to accompany adaptive living skills lecture"
"ANT5468","Graduate","Addicts & Addiction",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"EDA6271C","Graduate","Admin Educ Techn",3,"This course is designed to provide pre-service and inservice administrators with the theoretical and practical knowledge necessary for planning and implementing technology in schools. Students will develop a knowledge base of technology applications essential for educational administrators."
"MAN4130","Undergraduate","Administra Communica",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"ATR5517","Graduate","Admin Professionalism",3,"Introduction to the concepts of legal liability, budgeting, inventory, facilities design and general administration of athletic practice. Prerequisites: ATR 5219C, ATR 5835L, ATR 6620 Corequisite: ATR 6621, ATR 5845L"
"HSC5465","Graduate","Adm Sup Driver Educ",3,"Content includes competencies for teacher preparation and improvement in driver and traffic safety education. Inactivated per SCNS review."
"PET4401","Undergraduate","Admin of Fitness Oper",3,"An analysis of the organizational and administrative aspects of interscholastic & intercollegiate physical education and sport programs."
"EDH7635","Graduate","Admin Higher Educ",3,"Analysis of colleges and universities as social organizations with special emphasis on issues of administration, organization, and governance in higher education."
"ECW6205","Graduate","Adm Vocat Ed Prog",3,"This course provides students with knowledge of the principles, practices, functions, and roles of administration in the operation of vocational education programs."
"LEI6725","Graduate","Adm Aspects T.R.",3,"This is an in-depth examination of issues related to the roles and responsibilities of the Activity Therapies/Therapeutic Recreation Administrator."
"EDA6943","Graduate","Admin Internship","1 - 6","This course will provide supervised field experience appropriate to the student's interests and professional goals."
"PAD4603","Undergraduate","Administrative Law",3,"Surveys the principles of law from the perspective of the public administrator; administrative procedure; procedural due process; delegation of legislative power; regulatory administration; conflict-of-interest statutes, etc. Inactivated per SCNS review, last term offered Fall 2013."
"LAW6520","Law","Administrative Law","2 - 3","This is an introduction to the laws controlling executive branch agencies of government. Major topics include delegation of power to agencies, modes of agency action, control of agencies by the legislative branch, control by the judicial branch, and public access and influence."
"PAD6605","Graduate","Admin Law & Procedur",3,"Emphasizes the responsibilities public administrators have under local, state, and federal laws. Explores such concepts as client responsiveness under the law; the regulatory process; state administrative law systems; the executive order process; the relationship between administrative law and the checks-and-balances system; discretionary justice; and others."
"PAD4432","Undergraduate","Admin Ldrshp & Bhvr",3,"Designed to expose students to a systematically related set of concepts for diagnosing human behavior in organizations; and to establish a positive value for the analysis of problems involving people, structure, environment, task technology, and situational climate."
"HSA6875","Graduate","Admin Residency I",2,"Off-campus placement in residency with health care organizations under supervision of a managing preceptor at the site. Prerequisites: HSA 6930 and approval of the coordinator."
"HSA5876L","Graduate","Admin Res Nur Home","3 - 6","Students will spend 480 hours of supervised practice in a selected nursing home to gain experience in organization and management within the nursing environment. Prerequisites: HSA 5816, HSA 5225, HSA 5226, HSA 5227."
"PAD3033","Undergraduate","Adm & Legis Process",3,"A study of executive-legislative interactions; the impact of legislation and legislative processes on administrative policy decision-making and implementation; the influence of administration on the legislative process.  (AA approval, not taught in 5yrs)"
"LAW6730","Law","Admiralty Law","2 - 3","This course is an introduction to the law of the sea under federal and international law. Topics covered will include rules governing liability for maritime collision, rights and duties arising from personal injury or death of a seaman, liabilities of ship owners and insurers, maritime liens and mortgages, and special problems caused by involvement of governments as parties to maritime transactions and litigation. Other topics will include admiralty practice and procedure and maritime environmental law."
"SYP6715","Graduate","Adolescent Cultures",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"RED6088","Graduate","Adolescent Literacy",3,"This course focuses on effective instruction and strategies for adolescent literacy learning, theories related to learning and literacy, and topics of relevance to adolescent literacy development. Inactivated per SCNS review."
"LAE5465","Graduate","Adolescent Liter",3,"This course examines a wide variety of adolescent and young adult literature. Assists students in the development of instructional strategies for organizing literary experiences among young learners. Prerequisite: Admission into program."
"SPA6254","Graduate","Comm and Cognition",3,"Relationship between cognition and language in typical aging and definition, appraisal, and treatment of communication disorders in dementia, traumatic brain injury, and right hemisphere brain-damage."
"MDE7862","College of Medicine","Adult Inpatient Psychiatry Ele","1 - 12","This 2-week or 4-week rotation allows Period 4 medical students to refine the skills they acquired in the Period 3 Psychiatry Clerkship through further inpatient and emergency psychiatry experiences. Students will focus on honing their skills related to psychiatric interviewing, diagnostic reasoning, and treatment planning. Students will participate in the initial assessment of patients presenting for admission and will follow inpatients throughout their hospital stay. Prerequisite: Enrolled in the Herbert Wertheim College of Medicine."
"MDS7860","College of Medicine","Adult Inpatient Psych Selectiv","1 - 12","The course allows Period 4 medical students to refine the skills they acquired in the Period 3 Psychiatry Clerkship through further inpatient and emergency psychiatry experiences. Students will focus on honing their skills related to psychiatric interviewing, diagnostic, reasoning, and treatment planning. Students will participate in the initial assessment of patients presenting for admission and will follow inpatients throughout their hospital stay. Prerequisite: Enrolled in the Herbert Wertheim College of Medicine."
"RED6096","Graduate","Adult Literacy",3,"This course includes knowledge of effective instruction and strategies for adult learners, theories related to adult learning, and topics of relevance to adult literacy. Inactivated per SCNS review."
"OTH5438","Graduate","Adult Neurorehab OT",3,"Course covers evaluation and intervention principles of selected practice models as they relate to neuromotor disorders and their impact on the occupational performance of individuals. Prerequisite: OTH 6431, OTH 6431L, OTH 5217, OTH 5217L Corequisite: OTH 5438L."
"OTH5438L","Graduate","Adult Neurorehab OT Lab",1,"Students will apply occupational therapy evaluation and intervention principles to adults with neuromotor dysfunction. Prerequisite: OTH 6431, OTH 6431L, OTH 5217, OTH 5217L. Corequisite: OTH 5438."
"MHS6427","Graduate","Adult Psychopatholo",3,"The study of the causes, treatment, and diagnosis of emotional and behavioral disturbances in adults will be examined in this course. Prerequisite: MHS 5400."
"ADE6360","Graduate","Adult Teach Methods",3,"Students explore adult teaching philosophy and methods and prepare to teach in a variety of adult learning environments such as higher education, community education, ABE, TESOL and adult literacy."
"MAA4212","Undergraduate","Adv Calculus II",3,"A sequel to MAA 4211. Topics may include: theory of integration; analysis in several variables; and Fourier series."
"BME6235","Graduate","Adv Cardiac Mech",3,"Applications of principles of solid mechanics to the human cardiovascular system. 3-D reconstruction of the left ventricle, contractile properties and stress distribution in the myocardium. Inactivated, per SCNS review, last term offered Spring 2003."
"CPO5038","Graduate","Adv Comparative Pol",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"URP6317","Graduate","Adv Env Urban Sys",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"FSS6452","Graduate","Adv Food Serv Des Op",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"EGM7574","Graduate","Adv Fracture Mech",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"SPW5515","Graduate","Adv Hisp Folklore",3,"Studies the oral literary and linguistic tradition of the Hispanic world. Inactivated per SCNS review, last term offered Summer 2004"
"HIM3236","Undergraduate","Adv Icd-9-Cm Coding",3,"Introduction to coding as it relates to DRG system. Record analysis and data quality addressed. CPT, DSM III and current coding issues and regulations presented and discussed. Encoder experience included. Inactivated per 2024 SCNS review. Last term offered summer 2009."
"EEL6812","Graduate","Adv In Neural Nets",3,"Latest concepts in artificial neural networks research and newly developed applications. Implementation, convergence in learning algorithms, accuracy refinement, and optimal structure of neural networks. Engineering applications. Prerequisite: EEL 5813"
"EES6508","Graduate","Adv Ind And Env Toxi",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"ECO5906","Graduate","Adv Individual Study","1 - 20","Supervised readings, individual tutorial, and preparation of report. Requires consent of faculty supervisor and Department Chairperson. Open to seniors and graduate students."
"ACG5307","Graduate","Adv Managerial Acc",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"OCG6105L","Graduate","Adv Marine Geo Lab",1,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"EML6574","Graduate","Adv Me Design Optim",3,"Advanced topics in numerical optimization, sensitivity analysis, approximation techniques and shape optimization. Inactivated per SCNS review."
"EMA6185","Graduate","Adv Mech Comp Mat",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"SPT4833","Undergraduate","Adv Medical Trans",3,"Provides advanced training in the practice and theory of medical translation using the Internet as a fundamental tool.  The course material is presented completely online and requires the student to become familiar with use of the internet as an essential instrument for investigation. Inactivated per 2024 SCNS review."
"EML6518","Graduate","Adv Modeling In Me",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"CIS6932","Graduate","Adv Num Methods",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"CHM6225","Graduate","Adv Organic Chem",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"EMA6127C","Graduate","Adv Phy & Mech Met",3,"Advanced topics in physical and mechanical metallurgy including statics and dynamics of dislocations, plastic deformation of fracture, creep solidification, phase transformation, and heat treatment. Inactivated per SCNS review, last term offered Spring 2014."
"EMA6126","Graduate","Adv Phy Metallurgy",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"REE6107","Graduate","Adv Re Valuation",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"ENV6934","Graduate","Adv Special Topics","1 - 3","Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
