"code","title","credits","subject","description"
"50:160:339","ORGANIC CHEM LAB I",1.0,"CM",""
"50:160:345","PHYSICAL CHEMISTRY I",3.0,"CM",""
"50:160:347","PHYSICAL CHEM I LAB",1.0,"CM",""
"50:160:413","INORGANIC CHEM I",3.0,"CM",""
"50:160:444","POLYMER CHEMISTRY",3.0,"CM",""
"50:160:446","POLYMER CHEM LAB",1.0,"CM",""
"50:160:493","SPECIAL TOPICS: UNDERGRADUATE LAB INSTRUCTOR",1.0,"CM",""
"50:160:495","RESEARCH IN CHEMISTRY","","CM",""
"50:163:101","INTRODUCTION TO CHILDHOOD STUDIES",3.0,"CM",""
"50:163:200","CAREERS IN CHILDHOOD STUDIES",3.0,"CM",""
"50:163:230","CHILD PROTECTION IN EMERGENCIES (CPIE)",3.0,"CM",""
"50:163:240","CHILDHOOD IN GLOBAL CINEMA",3.0,"CM",""
"50:163:265","GIRLHOOD STUDIES",3.0,"CM",""
"50:163:320","HISTORY OF YOUTH",3.0,"CM",""
"50:163:335","MEDIA STEREOTYPES AND BLACK ADOLESCENT IDENTITY",3.0,"CM",""
"50:163:361","YOUNG ADULT LITERATURE",3.0,"CM",""
"50:163:371","GLOBAL CHILDHOODS",3.0,"CM",""
"50:163:382","URBAN EDUCATION",3.0,"CM",""
"50:163:480","SENIOR SEMINAR IN CHILDHOOD STUDIES",3.0,"CM",""
"50:192:101","INTRODUCTION TO COMMUNICATION",3.0,"CM",""
"50:192:225","DIGITAL COMMUNICATION",3.0,"CM",""
"50:192:232","COMPUTATIONAL THINKING",3.0,"CM",""
"50:192:281","PUBLIC SPEAKING",3.0,"CM",""
"50:198:111","PROGRAMMING FUNDAMENTALS",4.0,"CM",""
"50:198:113","OBJECT-ORIENTED PROGRAMMING",3.0,"CM",""
"50:198:171","MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE",3.0,"CM",""
"50:198:211","C AND UNIX SYSTEMS PROGRAMMING",3.0,"CM",""
"50:198:213","DATA STRUCTURES",3.0,"CM",""
"50:198:331","INTRODUCTION TO COMPUTER ORGANIZATION",3.0,"CM",""
"50:198:335","CYBERSECURITY FUNDAMENTALS",3.0,"CM",""
"50:198:341","OPERATING SYSTEMS",3.0,"CM",""
"50:198:371","DESIGN AND ANALYSIS OF ALGORITHMS",3.0,"CM",""
"50:198:414","ARTIFICIAL INTELLIGENCE",3.0,"CM",""
"50:198:418","EXPLAINABLE AND FAIR ARTIFICIAL INTELLIGENCE",3.0,"CM",""
"50:198:423","SOFTWARE ENGINEERING",3.0,"CM",""
"50:198:451","DATABASE SYSTEMS",3.0,"CM",""
"50:198:467","APPLIED PROBABILITY",3.0,"CM",""
"50:198:475","CRYPTOGRAPHY AND COMPUTER SECURITY",3.0,"CM",""
"50:198:491","SPECIAL TOPIC IN COMPUTER SCIENCE",3.0,"CM",""
"50:198:493","SENIOR DESIGN PROJECT",3.0,"CM",""
"50:198:494","INDEPENDENT STUDY IN COMPUTER SCIENCE","","CM",""
"50:198:495","HONORS PROGRAM IN COMPUTER",3.0,"CM",""
"50:198:496","HONORS PROGRAM IN COMPUTER",3.0,"CM",""
"50:198:497","COMPUTER SCIENCE INTERNSHIP","","CM",""
"50:202:101","INTRODUCTION TO CRIMINAL JUSTICE",3.0,"CM",""
"50:202:178","MOUNTAINVIEW SEMINAR: ISSUES IN REENTRY AND RETENTION",3.0,"CM",""
"50:202:202","POLICE & POLICING",3.0,"CM",""
"50:202:203","CONFINEMENT & CORRECTIONS",3.0,"CM",""
"50:202:322","JUVENILE JUSTICE",3.0,"CM",""
"50:202:337","INEQUALITY IN CRIMINAL JUSTICE",3.0,"CM",""
"50:202:355","SPECIAL TOPICS IN CRIMINAL JUSTICE",3.0,"CM",""
"50:202:365","QUEER CRIME",3.0,"CM",""
"50:202:400","RACE AND POLICING",3.0,"CM",""
"50:202:405","CRIMINAL INVESTIGATION PRACTICUM I",3.0,"CM",""
"50:202:449","ETHICS AND POLICY IN CRIMINAL JUSTICE",3.0,"CM",""
"50:202:491","INDEPENDENT STUDY IN CRIMINAL JUSTICE","","CM",""
"50:203:125","INTRODUCTION TO TAP",1.0,"CM",""
"50:203:249","BALLET I",3.0,"CM",""
"50:209:101","INTRODUCTION TO DIGITAL STUDIES",3.0,"CM",""
"50:209:130","THE EVOLUTION OF GAMING AND ESPORTS",3.0,"CM",""
"50:209:210","MULTIMEDIA THINKING",3.0,"CM",""
"50:209:230","CREATIVE CODING",3.0,"CM",""
"50:209:305","INTERNSHIP IN DIGITAL STUDIES",3.0,"CM",""
"50:209:309","CONSTRUCTING THE MOVING IMAGE",3.0,"CM",""
"50:209:401","DIGITAL STUDIES CAPSTONE",3.0,"CM",""
"50:209:406","INDEPENDENT STUDY IN DIGITAL STUDIES II",3.0,"CM",""
"50:220:102","PRINCIPLES OF MICROECONOMICS",3.0,"CM",""
"50:220:103","PRINCIPLES OF MACROECONOMICS",3.0,"CM",""
"50:220:122","INTRODUCTION TO DATA SCIENCE",3.0,"CM",""
"50:220:203","INTERMEDIATE MICROECONOMICS",3.0,"CM",""
"50:220:204","INTERMEDIATE MACROECONOMICS",3.0,"CM",""
"50:220:210","HISTORY OF ECONOMIC THOUGHT (C)",3.0,"CM",""
"50:220:222","FOUNDATIONS OF ECONOMETRICS",3.0,"CM",""
"50:220:313","ECONOMICS OF LABOR",3.0,"CM",""
"50:220:316","HEALTH ECONOMICS",3.0,"CM",""
"50:220:321","APPLIED GAME THEORY",3.0,"CM",""
"50:220:322","ECONOMETRICS",3.0,"CM",""
"50:220:491","IND STUDY PROJECTS","","CM",""
"50:220:495","HONORS IN ECONOMICS","","CM",""
"50:220:497","INTERNSHIP IN ECON","","CM",""
"50:300:101","INTRODUCTION TO EDUCATION",3.0,"CM",""
"50:300:301","CONTEMPORARY ISSUES IN EDUCATION",3.0,"CM",""
"50:300:434","SOCIAL AND CULTURAL FOUNDATIONS OF EDUCATION",3.0,"CM",""
"50:350:201","INTRODUCTION TO ENGLISH STUDIES",3.0,"CM",""
"50:350:225","SPECIAL TOPICS IN ENGLISH",3.0,"CM",""
"50:350:238","WORLD LITERATURE I",3.0,"CM",""
"50:350:300","FOUNDATIONS OF LITERATURE",3.0,"CM",""
"50:350:347","WEAPONIZED NOSTALGIA: MEDIEVAL AND MODERN",3.0,"CM",""
"50:350:355","MODERN WORLD LITERATURE",3.0,"CM",""
"50:350:389","ENGLISH LEARNING ABROAD",3.0,"CM",""
"50:350:391","SPECIAL TOPICS IN ENGLISH",3.0,"CM",""
"50:350:400","PORTFOLIO PRO-SEMINAR",1.0,"CM",""
"50:352:309","DIVERSITY IN THE 19TH CENTURY",3.0,"CM",""
"50:352:379","SPECIAL TOPICS IN AMERICAN LITERATURE",3.0,"CM",""
"50:354:201","THE ART OF FILM",3.0,"CM",""
"50:354:390","SPECIAL TOPICS IN FILM",3.0,"CM",""
"50:354:391","SPECIAL TOPICS IN FILM",3.0,"CM",""
"50:354:392","SPECIAL TOPICS IN FILM",3.0,"CM",""
"50:420:101","ELEMENTARY FRENCH I",4.0,"CM",""
"50:420:102","ELEMENTARY FRENCH II",4.0,"CM",""
"50:420:131","INTERMEDIATE FRENCH I",3.0,"CM",""
"50:420:245","FRENCH CRIME FICTION IN ENGLISH TRANSLATION",3.0,"CM",""
"50:420:360","FRENCH CIVILIZATION",3.0,"CM",""
"50:443:201","INTRODUCTION TO WOMEN'S AND GENDER      STUDIES",3.0,"CM",""
"50:443:210","GLOBAL GENDER ISSUES",3.0,"CM",""
"50:443:220","EXPLORING SEX DISCRIMINATION AND TITLE  IX",3.0,"CM",""
"50:443:297","SPECIAL TOPICS IN GENDER STUDIES",3.0,"CM",""
"50:443:311","QUEER CRIME",3.0,"CM",""
"50:443:313","TRANSGENDER STUDIES",3.0,"CM",""
"50:443:314","MASCULINITIES",3.0,"CM",""
"50:443:324","BLACK MASCULINITY",3.0,"CM",""
"50:443:326","SEX, GENDER, AND THEATER",3.0,"CM",""
"50:443:390","SPECIAL TOPICS IN GENDER STUDIES",3.0,"CM",""
"50:443:391","SPECIAL TOPICS IN GENDER STUDIES",3.0,"CM",""
"50:443:392","SPECIAL TOPICS IN GENDER STUDIES",3.0,"CM",""
"50:443:495","INDEPENDENT STUDY IN GENDER STUDIES","","CM",""
"50:470:101","ELEMENTARY GERMAN I",4.0,"CM",""
"50:470:131","INTERMEDIATE GERMAN I",3.0,"CM",""
"50:470:493","INDEPENDENT STUDY IN GERMAN","","CM",""
"50:480:101","INTRODUCTION TO GLOBAL STUDIES",3.0,"CM",""
"50:480:291","SPECIAL TOPICS IN GLOBAL STUDIES",3.0,"CM",""
"50:480:292","SPECIAL TOPICS IN GLOBAL STUDIES",3.0,"CM",""
"50:480:380","LEARNING ABROAD GLOBAL STUDIES",3.0,"CM",""
"50:480:391","SPECIAL TOPICS IN GLOBAL STUDIES",3.0,"CM",""
"50:480:392","SPECIAL TOPICS IN GLOBAL STUDIES",3.0,"CM",""
"50:499:101","INTRODUCTION TO HEALTH SCIENCES",3.0,"CM",""
"50:499:120","MEDICAL TERMINOLOGY",3.0,"CM",""
"50:499:201","CAREERS IN HEALTH SCIENCES",3.0,"CM",""
"50:499:456","SPECIAL TOPICS IN HEALTH SCIENCES",3.0,"CM",""
"50:499:457","SPECIAL TOPICS IN HEALTH SCIENCES",3.0,"CM",""
"50:499:458","SPECIAL TOPICS IN HEALTH SCIENCE",3.0,"CM",""
"50:499:459","SPECIAL TOPICS IN HEALTH SCIENCES",3.0,"CM",""
"50:499:490","CAPSTONE IN HEALTH SCIENCES",3.0,"CM",""
"50:499:493","APPLIED EXPERIENCES IN HEALTH SCIENCE",3.0,"CM",""
"50:499:497","INDEPENDENT STUDY IN HEALTH SCIENCE","","CM",""
"50:509:101","WHAT IS HISTORY?",3.0,"CM",""
"50:510:303","ATHENS: GOLDEN AGE",3.0,"CM",""
"50:510:321","KINGS, QUEENS, AND ENLIGHTENED IDEAS",3.0,"CM",""
"50:510:333","EUROPE AND THE WORLD",3.0,"CM",""
"50:510:499","INDEPENDENT STUDY HISTORY","","CM",""
"50:512:201","DEVELOPMENT OF UNITED STATES I",3.0,"CM",""
"50:512:204","AFRICAN-AMERICAN HISTORY II",3.0,"CM",""
"50:512:219","THE CIVIL WAR",3.0,"CM",""
"50:512:251","HISTORY OF U.S. ADVERTISING",3.0,"CM",""
"50:512:276","20TH CENTURY US MILITARY HISTORY",3.0,"CM",""
"50:512:304","AMERICA'S BIRTHDAYS: HISTORY OF CELEBRATION AND MEMORY",3.0,"CM",""
"50:512:319","THE CIVIL WAR",3.0,"CM",""
"50:512:341","ACTIVISM AND PROTESTS IN US HISTORY",3.0,"CM",""
"50:512:351","HISTORY OF U.S. ADVERTISING",3.0,"CM",""
"50:512:376","20TH CENTURY UNITED STATES MILITARY HISTORY",3.0,"CM",""
"50:516:212","LATIN AMERICA II",3.0,"CM",""
"50:516:233","SAMURAI JAPAN",3.0,"CM",""
"50:516:499","INDEPENDENT STUDY IN AFRICAN, ASIAN,    LATIN AMERICAN, AND WORLD HISTORY","","CM",""
"50:525:114","HONORS SEMINAR-MATH",3.0,"CM",""
"50:525:125","HONORS INDEP STUDIES","","CM",""
"50:525:151","HONORS SEMINAR: HERITAGES AND           CIVILIZATIONS",3.0,"CM",""
"50:525:153","HONORS SEMINAR: GLOBAL COMMUNITIES",3.0,"CM",""
"50:525:155","HONORS SEMINAR: ETHICS AND VALUES",3.0,"CM",""
"50:525:157","HONORS SEMINAR: PHYSICAL AND LIFE       SCIENCES",3.0,"CM",""
"50:525:162","HONORS SEMINAR: EXPERIENTIAL LEARNING","","CM",""
"50:570:210","MEDIA LITERACY",3.0,"CM",""
"50:570:395","SPECIAL TOPICS IN JOURNALISM",3.0,"CM",""
"50:590:291","SPECIAL TOPICS IN LATIN AMERICAN STUDIES","","CM",""
"50:590:292","SPECIAL TOPICS IN LATIN AMERICAN STUDIES",3.0,"CM",""
"50:590:391","SPECIAL TOPICS IN LATIN AMERICAN STUDIES",3.0,"CM",""
"50:590:392","SPECIAL TOPICS IN LATIN AMERICAN STUDIES",3.0,"CM",""
"50:606:301","MASTERING THE LIBERAL ARTS I",3.0,"CM",""
"50:606:302","MASTERING LIB ART II",3.0,"CM",""
"50:615:336","MODERN AMERICAN GRAMMAR",3.0,"CM",""
"50:615:380","HISTORY OF THE ENGLISH LANGUAGE",3.0,"CM",""
"50:640:103","INTRODUCTION TO MATHEMATICS FOR THE LIBERAL ARTS",3.0,"CM",""
"50:640:104","INTRODUCTION TO COLLEGE ALGEBRA",4.0,"CM",""
"50:640:106","INTRODUCTION TO MATH THOUGHT",3.0,"CM",""
"50:640:113","MATH FOR BUSINESS",3.0,"CM",""
"50:640:115","PRECALCULUS COLLEGE MATH",4.0,"CM",""
"50:640:118","CALCULUS FOR BUSINESS AND ECONOMICS",3.0,"CM",""
"50:640:121","CALCULUS I",4.0,"CM",""
"50:640:122","CALCULUS II",4.0,"CM",""
"50:640:123","ACTIVE CALCULUS I",4.0,"CM",""
"50:640:199","EXPLORING CAREERS IN MATHEMATICAL SCIENCES",1.0,"CM",""
"50:640:221","CALCULUS III",4.0,"CM",""
"50:640:250","LINEAR ALGEBRA",3.0,"CM",""
"50:640:300","MATH REASONING/PROOF",3.0,"CM",""
"50:640:314","ELEMENTARY DIFFERENTIAL EQUATIONS",3.0,"CM",""
"50:640:331","PROBABILITY AND STOCHASTIC PROCESSES",3.0,"CM",""
"50:640:403","INTRODUCTION TO COMPLEX ANALYSIS",3.0,"CM",""
"50:640:427","ADVANCED DIFFERENTIAL EQUATIONS",3.0,"CM",""
"50:640:435","GEOMETRY",3.0,"CM",""
"50:640:441","INTRODUCTION TO TOPOLOGY",3.0,"CM",""
"50:640:493","INDIVIDUAL STUDY IN MATHEMATICS","","CM",""
"50:640:494","INDIVIDUAL STUDY IN MATHEMATICS","","CM",""
"50:640:498","SPECIAL TOPICS: MATH",3.0,"CM",""
"50:640:499","SPECIAL TOPICS: MATH",3.0,"CM",""
"50:698:205","INTRODUCTION TO MUSEUM STUDIES",3.0,"CM",""
"50:700:102","INTRODUCTION TO MUSIC HISTORY",3.0,"CM",""
"50:700:125","INTRODUCTION TO MUSIC THEORY",3.0,"CM",""
"50:700:141","HISTORY OF GOSPEL MUSIC",3.0,"CM",""
"50:700:161","MUSICIANSHIP I",2.0,"CM",""
"50:700:225","MUSIC THEORY I",3.0,"CM",""
"50:700:271","MUSIC TECHNOLOGY I",3.0,"CM",""
"50:700:291","HISTORY OF MUSIC I",3.0,"CM",""
"50:700:306","ROCK AND ROLL",3.0,"CM",""
"50:700:490","MUSIC INTERNSHIP","","CM",""
"50:700:494","MUSIC CAPSTONE PROJECT",3.0,"CM",""
"50:700:499","INDEPENDENT STUDY IN MUSIC","","CM",""
"50:701:140","RUTGERS CHOIR MAJORS",1.0,"CM",""
"50:701:191","APPLIED LESSONS MUSIC MAJOR/MINORS I",1.0,"CM",""
"50:701:192","APPLIED LESSONS MUSIC MAJORS/MINORS II",1.0,"CM",""
"50:701:291","APPLIED LESSONS MUSIC MAJORS/MINORS III",1.0,"CM",""
"50:701:292","APPLIED LESSONS MUSIC MAJORS/MINORS IV",1.0,"CM",""
"50:701:348","LIVE PERFORMANCE",1.0,"CM",""
"50:701:391","APPLIED LESSONS MUSIC MAJORS/MINORS V",1.0,"CM",""
"50:701:392","APPLIED LESSONS MUSIC MAJORS/MINORS VI",1.0,"CM",""
"50:701:471","INSTRUMENTAL METHODS: PERCUSSION",1.0,"CM",""
"50:701:491","APPLIED LESSONS MUSIC MAJORS/MINORS VII",1.0,"CM",""
"50:701:492","APPLIED LESSONS MUSIC MAJORS/MINORS VIII",1.0,"CM",""
"50:730:101","INTRODUCTION TO REASON AND PERSUASION",3.0,"CM",""
"50:730:105","INTRODUCTION TO CURRENT MORAL AND SOCIALISSUES",3.0,"CM",""
"50:730:111","INTRODUCTION TO PHILOSOPHY",3.0,"CM",""
"50:730:190","READING SEMINAR",1.0,"CM",""
"50:730:212","HISTORY OF PHILOSOPHY II (C)",3.0,"CM",""
"50:730:221","NATURE OF MIND",3.0,"CM",""
"50:730:222","SELF AND IDENTITY",3.0,"CM",""
"50:730:226","ETHICS",3.0,"CM",""
"50:730:249","BIOMEDICAL ETHICS",3.0,"CM",""
"50:730:252","EATING RIGHT: THE ETHICS OF FOOD CHOICES AND FOOD POLICY",3.0,"CM",""
"50:730:258","PHILOSOPHY OF LAW",3.0,"CM",""
"50:730:264","PHILOSOPHICAL IDEAS IN FILM",3.0,"CM",""
"50:730:328","ARTIFICIAL INTELLIGENCE AND SOCIETY",3.0,"CM",""
"50:730:389","INDEPENDENT STUDY IN PHILOSOPHY",3.0,"CM",""
"50:750:131","ELEMENTS OF PHYSICS I",3.0,"CM",""
"50:750:133","INTRODUCTORY PHYSICS LABORATORY I",1.0,"CM",""
"50:750:199","PROFESSIONAL DEVELOPMENT FOR PHYSICISTS AND ENGINEERS",1.0,"CM",""
"50:750:203","GENERAL PHYSICS I",3.0,"CM",""
"50:750:232","MODERN PHYSICS",3.0,"CM",""
"50:750:238","MODERN PHYSICS LAB",1.0,"CM",""
"50:750:291","MECHANICS OF MATERIALS",3.0,"CM",""
"50:750:301","ELECTROMAGNETIC THEORY",3.0,"CM",""
"50:750:309","ANALYTICAL MECHANICS",3.0,"CM",""
"50:750:321","PHYSICS OF MUSIC",3.0,"CM",""
"50:750:361","INTRODUCTION TO MECHATRONICS",3.0,"CM",""
"50:750:364","INTRODUCTION TO MECHATRONICS LAB",1.0,"CM",""
"50:750:374","ENERGY AND THE ENVIRONMENT",3.0,"CM",""
"50:750:489","IND STUDY PHYSICS","","CM",""
"50:750:491","RESEARCH IN PHYSICS I",3.0,"CM",""
"50:790:102","THE STUDY OF POLITICAL SCIENCE",3.0,"CM",""
"50:790:106","INTRODUCTION TO LAW AND LEGAL STUDIES",3.0,"CM",""
"50:790:211","INTRODUCTION TO INTERNATIONAL RELATIONS",3.0,"CM",""
"50:790:215","INTRODUCTION TO AMERICAN POLITICS",3.0,"CM",""
"50:790:217","GLOBAL URBAN POLITICS",3.0,"CM",""
"50:790:218","INTRODUCTION TO DIGITAL POLITICS",3.0,"CM",""
"50:790:302","DYSTOPIAN GOVERNMENT IN FUTRISTIC       FICTION",3.0,"CM",""
"50:790:306","NATIONALISM AND ETHNIC CONFLICT",3.0,"CM",""
"50:790:323","LEGISLATIVE PROCESS",3.0,"CM",""
"50:790:325","EMERGING TECHNOLOGY AND SECURITY",3.0,"CM",""
"50:790:337","SOUTH AND SOUTHEAST ASIAN POLITICS",3.0,"CM",""
"50:790:339","CHINESE POLITICS",3.0,"CM",""
"50:790:350","VIOLENCE, REVOLUTION AND TERRORISM",3.0,"CM",""
"50:790:371","CLASSICAL POLITICAL THEORY",3.0,"CM",""
"50:790:381","JUDICIAL PROCESS",3.0,"CM",""
"50:790:397","INTERNSHIP:  POLITICAL SCIENCE","","CM",""
"50:790:418","POLITICS OF MASS INCARCERATION",3.0,"CM",""
