"course_code","course_title","credits","department","description"
"ACCT 66303","Accounting Research Seminar V","3 Hours","Accounting (ACCT)","Fifth course in the accounting research seminar sequence which explores and evaluates current accounting literature. Course content reflects recent developments in the literature and specific interests of participants.  Examples of potential topics include research methods in accounting, financial accounting, managerial accounting, behavioral accounting, tax, audit, international accounting, and education. Prerequisite:ACCT 60303. (Typically offered: Irregular)"
"ACCT 7000V","Doctoral Dissertation","1-18 Hour","Accounting (ACCT)","Doctoral dissertation. Prerequisite:  Candidacy. (Typically offered: Fall and Spring) May be repeated for degree credit."
"ADLL 51003","Diversity and Inclusion in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","Broadly explores how diverse populations and contexts influence the facilitation of adult learning. Focuses on the responsibilities of the practitioner to model and foster inclusive practices to enhance educational programs and initiatives across a variety of environments. (Typically offered: Summer)"
"ADLL 51103","Perspectives in Adult Education","3 Hours","Adult and Lifelong Learning (ADLL)","Historical overview of the evolving field of adult education and lifelong learning in responsibilities of adult education providers and reviews the expansion of adult and lifelong learning opportunities associated with societal and demographic shifts. (Typically offered: Fall and Spring)"
"ADLL 51203","Principles and Practices of Adult Learning","3 Hours","Adult and Lifelong Learning (ADLL)","Overview of the adult learner including characteristics, motivation for participating in learning, and strategies for developing educational programs for diverse adult populations. (Typically offered: Fall and Summer)"
"ADLL 51303","Curriculum Development in ABE and ASE","3 Hours","Adult and Lifelong Learning (ADLL)","Curriculum development in Adult Basic Education (ABE) and Adult Secondary Education (ASE) settings including the various educational functioning levels, measures to asses student levels, selection of teaching materials, and development of curriculum utilizing instructional standards for ABE and ASE programs. (Typically offered: Fall)"
"ADLL 51403","Instructional Strategies and Assessment in Adult Education","3 Hours","Adult and Lifelong Learning (ADLL)","Selection and utilization of materials and instructional methods for use in adult learning settings. Evaluative strategies to develop or select appropriate tools and techniques predicated upon the needs and goals of adult learners. (Typically offered: Spring)"
"ADLL 51503","Organization and Administration of Adult and Lifelong Learning Programs","3 Hours","Adult and Lifelong Learning (ADLL)","Legal, ethical, staffing, and financial considerations for the development and implementation of programs for adult and lifelong learners in various programs including literacy centers, GED centers, community education, lifelong/leisure learning, and postsecondary education. (Typically offered: Spring)"
"ADLL 51603","Managing Change in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","Strategies for planning, organizing, and facilitating change in programs that serve adult learners from diverse populations, across varied developmental stages and geographic locations. Discussion of social change that has impacted adult education and analysis of change models relevant to individuals, groups and organizations. (Typically offered: Fall and Summer)"
"ADLL 51703","Program Planning","3 Hours","Adult and Lifelong Learning (ADLL)","Program development process for adult and lifelong learners. Overview of assessment, developing program objectives, identifying resources, and designing program plans. (Typically offered: Summer)"
"ADLL 51803","Technology and Innovation in Adult Learning","3 Hours","Adult and Lifelong Learning (ADLL)","Techniques for designing, developing, implementing, and assessing technology-mediated adult and lifelong learning programs. Discussion of issues relevant to the use of innovative strategies for delivering instruction via emerging technologies and their potential impact on content and learning outcomes. (Typically offered: Summer)"
"ADLL 51903","Seminar in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","Seminars focused on topics related to adult and lifelong learning. (Typically offered: Spring and Summer)"
"ADLL 52103","Adult and Lifelong Learning Internship","3 Hours","Adult and Lifelong Learning (ADLL)","Internship in adult and lifelong learning settings. (Typically offered: Fall and Spring)"
"ADLL 52203","Adult and Lifelong Learning Applied Project","3 Hours","Adult and Lifelong Learning (ADLL)","Development and Implementation of a project focused on adult and lifelong learning. Consent of advisor/instructor required. (Typically offered: Fall, Spring and Summer) May be repeated for up to 9 hours of degree credit."
"ADLL 61103","Advanced Adult Learning Theory","3 Hours","Adult and Lifelong Learning (ADLL)","Advanced study of theories and models of adult and lifelong learning with an emphasis on current trends, recent research, and issues affecting the field. Issues covered will include critical theory and advancements in neuroscience and cognition as they relate to adult learning and lifespan development. (Typically offered: Irregular)"
"ADLL 61203","Leadership and Ethics in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","This doctoral course focuses on leadership principles and ethical considerations that are critical to developing and sustaining adult education programs that benefit individuals, organizations, and communities. Course content will include case study analysis and lectures from scholar-practitioners from the field. (Typically offered: Irregular)"
"ADLL 61303","Analysis of International Adult and Lifelong Programs","3 Hours","Adult and Lifelong Learning (ADLL)","Survey of the historical and philosophical events which have shaped adult and lifelong learning worldwide. Discussion of issues affecting adult education and lifelong learning including globalization, educational access, and variance in national policies. (Typically offered: Irregular)"
"ADLL 61403","Instructional Adaptation and Innovation in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","An overview of teaching and learning methods, styles, and techniques which are applicable when facilitating adult learners across diverse settings. Content to include teaching and learning style assessment, accommodating learning styles, physical and learning disabilities, language differences and cultural norms. (Typically offered: Irregular)"
"ADLL 61503","Policy and Public Governance of Adult and Lifelong Learning Programs","3 Hours","Adult and Lifelong Learning (ADLL)","Policy analysis and public governance issues in adult and lifelong learning with emphasis on state and federal programs. Discussions of how to evaluate, design, and implement policy focused on promoting adult and lifelong learning activities in a myriad of organizations. Overview of trends and current issues related to policy and public governance of adult and lifelong learning. (Typically offered: Irregular)"
"ADLL 61703","Current Issues","3 Hours","Adult and Lifelong Learning (ADLL)","Exploration and discussion of current issues relative to adult education and lifelong learning. Focus on the review and application of current research as it relates to practice. (Typically offered: Irregular) May be repeated for up to 6 hours of degree credit."
"ADLL 61803","Organization Development, Learning, and Change","3 Hours","Adult and Lifelong Learning (ADLL)","Using a system perspective, this course examines the theories and practices associated with organization development, learning and change to understand the dynamic nature of organizational life. This course examines the structural frame, the human resource frame, the political frame, and the symbolic frame that influences organizational behavior and learning. The course investigates strategies and best practices for managing and leveraging this dynamism to build organizational capacity and improve performance. (Typically offered: Fall and Spring)"
"ADLL 62103","Signature Pedagogy: Teaching and Learning in Community Colleges","3 Hours","Adult and Lifelong Learning (ADLL)","Using a learning-centered change model, this course examines how community colleges can shift from a traditional teaching-centered paradigm to one that is learning-centered. This course examines the context of the learning college, strategic planning for a learning-outcomes approach to governance, the role of student development and technology in the learning college, and implementing and assessing learning-centered strategies. (Typically offered: Irregular)"
"ADLL 62203","Workforce and Community Development","3 Hours","Adult and Lifelong Learning (ADLL)","This course provides an overview of how community colleges influence workforce, economic, and community development through their education missions. The course will examine the community college's expanding role in economic and community development through workforce development programs. Emphasis will be placed on program structure, best practices in program development, and partnerships and collaboration with various stakeholders. (Typically offered: Irregular)"
"ADLL 62303","Survey and Significance of the American Community College","3 Hours","Adult and Lifelong Learning (ADLL)","A comprehensive overview of the American community college, its history, its ever-evolving purpose and the challenges it faces. Course content will focus on the administrators and faculty who lead, the students they serve, and components such as developmental education, integrative education and transfer education. Discussion will include occupational and community education and issues related to accountability. Special attention will be paid to how this unique and complex institution remains relevant and significant to the community. (Typically offered: Irregular)"
"ADLL 62403","Current Trends in Community Colleges","3 Hours","Adult and Lifelong Learning (ADLL)","This course examines environmental factors that influence the organization and administration of community colleges. Trends related to funding, policy, staffing, and workforce development are examined and contextualized to the evolving community college mission. (Typically offered: Irregular)"
"ADLL 62503","Professional Development in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","This course examines career planning and development, performance management, and professional development in various settings. The focus of the course will be on concepts associated with Human Resource Development (HRD) and developing employees within an organization, as well as leading adults in transition in the community and in educational settings through the process of making career decisions. (Typically offered: Irregular)"
"ADLL 63103","Independent Study","3 Hours","Adult and Lifelong Learning (ADLL)","Independent study of topics in adult and lifelong learning. (Typically offered: Irregular)"
"ADLL 64003","Quantitative Reasoning I for Adult Educators","3 Hours","Adult and Lifelong Learning (ADLL)","Introduction to quantitative reasoning for educators and researchers in adult education. Topics include applying the hypothetico-deductive research process, describing data using statistical terminology, building statistical models, presenting data meaningfully, and using SPSS to analyze data from practical research problems. This course meets in-person three to five times during the semester. Class dates are announced to ADLL students the preceding semester. Classes are held on campus on Saturdays from 9AM to 5PM. Participation is mandatory. (Typically offered: Fall and Spring)"
"ADLL 64103","Quantitative Reasoning II in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","Methodologies for designing descriptive, correlational, and experimental studies. Development of research questions, definition of variables, selection or development of instruments, data collection, analysis, interpretation and reporting of research results. This course meets in-person three to five times during the semester. Class dates are announced to ADLL students the preceding semester. Classes are held on campus on Saturdays from 9AM to 5PM. Participation is mandatory. Prerequisite:ADLL 64003orESRM 64003or equivalent. (Typically offered: Fall)"
"ADLL 64203","Qualitative Reasoning in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","Methodologies for designing qualitative research studies in adult and lifelong learning settings. Selection of the appropriate qualitative tradition, selection of research subjects, development of data collection protocols, field work strategies, data analysis, data interpretation and presentation of data results. This course meets in-person three to five times during the semester. Class dates are announced to ADLL students the preceding semester. Classes are held on campus on Saturdays from 9AM to 5PM. Participation is mandatory. (Typically offered: Spring)"
"ADLL 64303","Program Evaluation","3 Hours","Adult and Lifelong Learning (ADLL)","Overview of evaluation strategies in adult and lifelong learning programs that include: development of evaluation questions, selection or development of instrumentation, data collection methods, data analysis, and reporting of evaluation results. Emphasis on practical and ethical issues associated with evaluation processes. This course meets in-person three to five times during the semester. Class dates are announced to ADLL students the preceding semester. Classes are held on campus on Saturdays from 9AM to 5PM. Participation is mandatory. (Typically offered: Spring)"
"ADLL 64403","Adult and Lifelong Learning Dissertation Seminar","3 Hours","Adult and Lifelong Learning (ADLL)","Development of dissertation proposal. Formation of research question, selection of methodologies, development of problem statement, research questions, and identification of research variables, constructs of phenomena. Identification of data collection and data analysis procedures. This course meets in-person three to five times during the semester. Class dates are announced to ADLL students the preceding semester. Classes are held on campus on Saturdays from 9AM to 5PM. Participation is mandatory. Prerequisite:ADLL 64003orESRM 64003orADLL 64103orADLL 64203orADLL 64303, or equivalent. (Typically offered: Spring)"
"ADLL 64603","Advanced Qualitative Reasoning in Adult and Lifelong Learning","3 Hours","Adult and Lifelong Learning (ADLL)","This qualitative methods course provides students with advanced instruction in qualitative data collection, field observations, records research, data analysis, and data display. In addition to reviewing various research studies that demonstrate different qualitative research approaches, students will practice some of the activities associated with executing a qualitative research study. Prerequisite:ADLL 64203or instructor consent. (Typically offered: Irregular)"
"ADLL 7000V","Doctoral Dissertation","1-18 Hour","Adult and Lifelong Learning (ADLL)","Doctoral Dissertation. (Typically offered: Fall, Spring and Summer) May be repeated for up to 18 hours of degree credit."
"ADLL 71103","Conceptualizing and Planning Dissertation Research","3 Hours","Adult and Lifelong Learning (ADLL)","This course introduces students to appropriate information, resources, and tools to facilitate planning and writing an introductory chapter for their dissertation research projects. Students will access course texts, handouts, and relevant examples for composing an introductory chapter. (Typically offered: Summer)"
"ADLL 71203","Composition and Critique of Dissertation Literature Review","3 Hours","Adult and Lifelong Learning (ADLL)","This course introduces students to appropriate information, resources, and tools to facilitate planning and conducting a scholarly literature review for their individual research projects. In partnership with the University Library, students will access LibGuides, software, and relevant examples for conducting a literature review. (Typically offered: Summer)"
"ADLL 71303","Dissertation Refinement, Defense, and Dissemination","3 Hours","Adult and Lifelong Learning (ADLL)","This course introduces students to appropriate information, resources, and tools to facilitate the culmination of the dissertation process. Students will access course texts, handouts, and Graduate School documents to complete the dissertation defense and publication process. (Typically offered: Spring)"
"AAST 50003","Graduate Seminar in African & African American Studies","3 Hours","African and African American Studies (AAST)","Introduction to graduate study of African & African American Studies through an interdisciplinary examination of the history of the discipline, research methods employed, and its relationship to other disciplines. (Typically offered: Irregular)"
"AAST 51003","Graduate Readings in African & African American Studies","3 Hours","African and African American Studies (AAST)","An exploration of African & African American Studies topics independently with a faculty member. Topic variable with permission of faculty member. (Typically offered: Irregular) May be repeated for up to 6 hours of degree credit."
"AAST 55703","Black in the City","3 Hours","African and African American Studies (AAST)","Covers the history of Black people's relationship with the urban landscape. Students will use a wide array of primary sources to explore the ways in which Americans not only perceived the city but also sought to understand, master, and reimagine it and the uneven social and economic development that emerged as a consequence. (Typically offered: Fall and Spring Odd Years)"
"AAST 56703","Distant Relatives: The Global Black Diaspora","3 Hours","African and African American Studies (AAST)","Examines the cultural, political, economic, and social experiences of different parts of the African diaspora in the Americas, with special attention to the Black Atlantic World, focusing on the making of the diaspora through slavery, the middle passage, and later coerced and voluntary migrations. (Typically offered: Spring Odd Years; Summer)"
"AAST 59003","Special Topics in African & African American Studies","3 Hours","African and African American Studies (AAST)","Graduate level seminar with varied emphasis on topics relating to African & African American studies. (Typically offered: Irregular) May be repeated for up to 18 hours of degree credit."
"AAST 59103","Independent Study in African and African American Studies","3 Hours","African and African American Studies (AAST)","Graduate level independent study course with varied emphasis on topics relating to African and African American studies. (Typically offered: Irregular) May be repeated for up to 9 hours of degree credit."
"AAST 60203","Destabilizing Queer Theory","3 Hours","African and African American Studies (AAST)","Highlights constricted and racialized ways in which people generally visualize class, gender, race, and sexualities. Students will discuss the criticality of complex dynamics of visual politics in class, gender, race, and sexualities, and theoretical issues posed and negotiated by queer theory. (Typically offered: Irregular)This course is cross-listed withARED 60203."
"AAST 68303","Race: History and Theory","3 Hours","African and African American Studies (AAST)","This seminar-style course explores race through the lens of history and theory. It examines works that are in conversation with Marxist, feminist, legal, and poststructuralist theories and that explore concepts key to the study of race, such as class, gender, ideology, identity, culture, and discourse. (Typically offered: Irregular)This course is cross-listed withHIST 68303."
"AAST 69603","Visualizing Critical Race Theory","3 Hours","African and African American Studies (AAST)","An examination of critical theoretical approaches to the concepts of race and racism. Students will examine the ways in which these constructs perform a critical function in the construction of race(s) and racism(s) and their relevance to visual culture. (Typically offered: Fall and Spring)This course is cross-listed withPLSC 69603,ARED 69603."
"ACOM 5100V","Special Problems","1-6 Hour","Agricultural Communications (ACOM)","Individual investigation of a special problem in agricultural communications which is not available through regular courses. These will be directed by a member of the graduate faculty. (Typically offered: Fall, Spring and Summer) May be repeated for up to 6 hours of degree credit."
"ACOM 51403","Electronic Communications in Agriculture","3 Hours","Agricultural Communications (ACOM)","An overview of communication technology in the agricultural, food and life sciences. Graduate degree credit will not be given for bothACOM 41403andACOM 51403. (Typically offered: Spring Even Years)"
"ACOM 5200V","Special Topics","1-4 Hour","Agricultural Communications (ACOM)","Topics not covered in other courses or a more intensive study of specific topics in agricultural communications. (Typically offered: Irregular) May be repeated for degree credit."
"ACOM 52403","Graphic Design in AFLS","3 Hours","Agricultural Communications (ACOM)","This course provides students with graphic design and software skills specific to industries in Agriculture, Food, and Life Sciences. Students will learn to use industry-standard software (InDesign, Photoshop, Illustrator, Microsoft Excel, etc.) to prepare text and graphics and package them for use in print production. Graduate degree credit will not be given for bothACOM 42403andACOM 52403. Prerequisite:ASTM 29003orISYS 11203or equivalent. (Typically offered: Fall, Spring and Summer)"
"ACOM 53403","Communication Campaigns in Agriculture","3 Hours","Agricultural Communications (ACOM)","Students will develop understanding of the principles, practices and applications of social marketing, integrated marketing communications, advertising and public relations as they pertain to developing communication campaign strategies for the agricultural industry. Students will develop a communication campaign for an agricultural company and/or entity focused on a specific product or service. Graduate degree credit will not be given for bothACOM 43403andACOM 53403. Prerequisite:  Graduate standing. (Typically offered: Spring Odd Years)"
"ACOM 55403","Ag Publications","3 Hours","Agricultural Communications (ACOM)","Students produce a magazine through classroom study mirroring a professional magazine staff and are provided an opportunity for their writing, advertisements, photographs and artwork to be published in the magazine. By using computer applications, students integrate various skills including writing, editing and layout in agricultural publications. Graduate degree credit will not be given for bothACOM 45403andACOM 55403. (Typically offered: Spring Even Years)"
"ACOM 56403","Agricultural Video Production","3 Hours","Agricultural Communications (ACOM)","The goal of this course is for students to develop a practical understanding of video production with an emphasis on short-form videos commonly used in education and marketing in the agricultural, food and life sciences industry. The course content covers both theory and practical application and will include training with industry-standard video equipment and editing software. Prerequisite:  Graduate standing. (Typically offered: Spring Even Years)"
"ACOM 5750V","Internship in Agricultural Communications","1-6 Hour","Agricultural Communications (ACOM)","Scheduled practical field experiences under supervision of a professional practitioner. (Typically offered: Fall, Spring and Summer) May be repeated for up to 6 hours of degree credit.This course is cross-listed withAGLE 5750V,ASTM 5750V,EXED 5750V."
"ACOM 58403","Risk and Crisis Communication","3 Hours","Agricultural Communications (ACOM)","Course explores risk and crisis as interdisciplinary concepts, reviewing theoretical frameworks from a variety of fields and perspectives, such as communication, social psychology, and public relations. You will develop an understanding of all aspects of strategic communication pertaining to risks. Using readings and discussion, you will understand how individuals cognitively process risks and how to leverage trust and knowledge to facilitate public understanding. You will learn crisis communication and management from an organizational perspective. Using case studies and discussions, you will be able to recommend strategies for managing crises in agricultural and natural resource industries. (Typically offered: Irregular)"
"AGEC 5000V","Special Problems","1-3 Hour","Agricultural Economics (AGEC)","Individual reading and investigation of a special problem in agricultural economics not available under regular courses, under the supervision of the graduate faculty. Prerequisite:  Graduate standing. (Typically offered: Fall, Spring and Summer)"
"AGEC 50101","Seminar","1 Hour","Agricultural Economics (AGEC)","Presentation and discussion of graduate student research. Formal presentations are made by all graduate students. Consideration given to research design, procedures, and presentation of results. Prerequisite:  Graduate standing. (Typically offered: Fall and Spring)"
"AGEC 5020V","Special Topics","1-3 Hour","Agricultural Economics (AGEC)","Advanced studies of selected topics in agricultural economics not available in other courses. Prerequisite:  Graduate standing. (Typically offered: Irregular) May be repeated for degree credit."
"AGEC 5030V","Internship in Agricultural Economics","1-3 Hour","Agricultural Economics (AGEC)","On-the-job application of skills developed in the M.S. program. (Typically offered: Fall, Spring and Summer)"
"AGEC 50403","Agricultural Finance","3 Hours","Agricultural Economics (AGEC)","Methods and procedures whereby agricultural firms acquire and utilize funds required for their successful operation. Emphasis is placed upon role of finance and financial planning and consideration is given to an understanding of financial firms serving agriculture. Graduate degree credit will not be given for bothAGEC 41403andAGEC 50403. Prerequisite: (AGEC 11003orECON 22003) and (AGEC 21003orECON 21003) and (AGEC 21403orACCT 20103). (Typically offered: Fall)"
"AGEC 50503","Advanced Farm Business Management","3 Hours","Agricultural Economics (AGEC)","Principles and procedures of decision making as applied to the allocation of resources in the farm business for profit maximization. Emphasis is placed on use of principles of economics and their application to the decision making process. Includes exercises on the application of principles to specific farm management problems. Graduate degree credit will not be given for bothAGEC 44003andAGEC 50503. Prerequisite:AGEC 34003andASTM 29003or equivalent. (Typically offered: Fall)"
"AGEC 50603","Agricultural and Rural Development","3 Hours","Agricultural Economics (AGEC)","Examination of agricultural and rural development issues in less developed countries. Alternative agricultural production systems are compared, development theories examined, and consideration given to the planning and implementation of development programs. Graduate degree credit will not be given for bothAGEC 41603andAGEC 50603. Prerequisite:AGEC 11003(orECON 22003). (Typically offered: Fall)"
"AGEC 50703","Basis Trading: Applied Price Risk Management","3 Hours","Agricultural Economics (AGEC)","This course provides students an opportunity to gain a detailed working knowledge of how basis trading concepts and practices are applied to agricultural markets and to develop a skill set that can be put immediately into practice in any basis trading operation. Graduate degree credit will not be given for bothAGEC 43703andAGEC 50703. Prerequisite:AGEC 33703or consent of instructor. (Typically offered: Spring and Summer)"
