"code","title","subject"
"AMH5406","Colloquium in American South","AMH - American History"
"AMH5636","Colloquium in US Environmental History","AMH - American History"
"AMH5917","Directed Research","AMH - American History"
"AMH5925","Colloquium in US Military History","AMH - American History"
"AMH5926","Colloquium in the Civil Rights Movement","AMH - American History"
"AMH5944","Internship","AMH - American History"
"AMH6346","Seminar in the History of American Automobility","AMH - American History"
"AMH6429","Seminar in Community and Local History","AMH - American History"
"AMH6678","Seminar in the Civil Rights Movement","AMH - American History"
"AMH6909","Research Report","AMH - American History"
"AMH6918","Directed Research","AMH - American History"
"AMH6938","Special Topics","AMH - American History"
"AMH6939","Seminar in U.S. History","AMH - American History"
"AMH6946","Internship","AMH - American History"
"AML5917","Directed Research","AML - American Literature"
"AML5937","Special Topics","AML - American Literature"
"AML6909","Research Report","AML - American Literature"
"AML6918","Directed Research","AML - American Literature"
"AML6938","Special Topics","AML - American Literature"
"ANG5082","Science, Technology, and Culture","ANG - Anthropology/Graduate"
"ANG5094","Writing in Anthropology","ANG - Anthropology/Graduate"
"ANG5128C","Lithic Analysis: The Archaeology of Stone Tools","ANG - Anthropology/Graduate"
"ANG5165","Archaeology of Pre-Columbian South America","ANG - Anthropology/Graduate"
"ANG5166","Problems in Maya Studies","ANG - Anthropology/Graduate"
"ANG5168","Maya Archaeology ","ANG - Anthropology/Graduate"
"ANG5188C","Paleoethnobotany","ANG - Anthropology/Graduate"
"ANG5191","Mortuary Archaeology","ANG - Anthropology/Graduate"
"ANG5195C","A Pot for All Seasons:  Archaeological Ceramic Analysis","ANG - Anthropology/Graduate"
"ANG5228","Maya Iconography","ANG - Anthropology/Graduate"
"ANG5441","Anthropology of Cities","ANG - Anthropology/Graduate"
"ANG5462","Medical Anthropology","ANG - Anthropology/Graduate"
"ANG5468","Anthropology of the Body","ANG - Anthropology/Graduate"
"ANG5486","Quantitative Research in Anthropology","ANG - Anthropology/Graduate"
"ANG5525C","Human Osteology","ANG - Anthropology/Graduate"
"ANG5531","Nutritional Anthropology","ANG - Anthropology/Graduate"
"ANG5535","Scientific Prejudice and Anthropology","ANG - Anthropology/Graduate"
"ANG5738","Advanced Medical Anthropology","ANG - Anthropology/Graduate"
"ANG5742","Problems in Forensic Anthropology","ANG - Anthropology/Graduate"
"ANG5822","Maya Field Research","ANG - Anthropology/Graduate"
"ANG5824","Archaeological Field Study","ANG - Anthropology/Graduate"
"ANG5852","GIS Methods in Anthropology","ANG - Anthropology/Graduate"
"ANG5853","Advanced GIS Methods in Anthropology","ANG - Anthropology/Graduate"
"ANG5854","Digital Anthropology","ANG - Anthropology/Graduate"
"ANG5917","Directed Research","ANG - Anthropology/Graduate"
"ANG5937","Special Topics","ANG - Anthropology/Graduate"
"ANG5944","Internship","ANG - Anthropology/Graduate"
"ANG5950","Geospatial and Archaeological Field School at Kerkenes","ANG - Anthropology/Graduate"
"ANG5951","Geophysical Field School at Kerkenes","ANG - Anthropology/Graduate"
"ANG6002","Proseminar in Anthropology","ANG - Anthropology/Graduate"
"ANG6003","Ethics in Anthropology","ANG - Anthropology/Graduate"
"ANG6076","Remote Sensing Methods in Anthropology","ANG - Anthropology/Graduate"
"ANG6110","Archaeological Theory and Method","ANG - Anthropology/Graduate"
"ANG6125C","Applied Materials Analysis in Anthropological Sciences","ANG - Anthropology/Graduate"
"ANG6181C","GIS Applications in Anthropology","ANG - Anthropology/Graduate"
"ANG6184","Advances in Archaeological Practice","ANG - Anthropology/Graduate"
"ANG6189","Integrative Isotopic Sciences","ANG - Anthropology/Graduate"
"ANG6324","Contemporary Maya","ANG - Anthropology/Graduate"
"ANG6405","Food Security and Sustainability","ANG - Anthropology/Graduate"
"ANG6467","Advanced Topics in Medical Anthropology","ANG - Anthropology/Graduate"
"ANG6474","Science, Technology, and the Transformation of Human Societies","ANG - Anthropology/Graduate"
"ANG6498","Advanced Qualitative Methods in Anthropology","ANG - Anthropology/Graduate"
"ANG6520C","Advanced Human Osteology","ANG - Anthropology/Graduate"
"ANG6536","Advances in Bioarchaeology","ANG - Anthropology/Graduate"
"ANG6587","Seminar in Biological Anthropology","ANG - Anthropology/Graduate"
"ANG6701","Public and Applied Anthropology","ANG - Anthropology/Graduate"
"ANG6740C","Advanced Forensic Anthropology","ANG - Anthropology/Graduate"
"ANG6801","Ethnographic Research Methods","ANG - Anthropology/Graduate"
"ANG6821","Forensic Archeology Field Methods","ANG - Anthropology/Graduate"
"ANG6908","Independent Study","ANG - Anthropology/Graduate"
"ANG6909","Research Report","ANG - Anthropology/Graduate"
"ANG6918","Directed Research","ANG - Anthropology/Graduate"
"ANG6930","Seminar in Cultural Anthropology","ANG - Anthropology/Graduate"
"ANG6931","Science, Technology, and the Transformation of Human Societies","ANG - Anthropology/Graduate"
"ANG6938","Special Topics","ANG - Anthropology/Graduate"
"ANG6946","Internship","ANG - Anthropology/Graduate"
"ANG6958","Study Abroad","ANG - Anthropology/Graduate"
"ANG6971","Treatise(Thesis or Research Report)","ANG - Anthropology/Graduate"
"ANG6973","Thesis-Specialist","ANG - Anthropology/Graduate"
"ANG7075","Advanced Anthropological Topics in Geospatial Analysis","ANG - Anthropology/Graduate"
"ANG7496","Advanced Quantitative Methods in Anthropology","ANG - Anthropology/Graduate"
"ANT5937","Special Topics","ANT - Anthropology"
"ANT6909","Research Report","ANT - Anthropology"
"ANT6918","Directed Research","ANT - Anthropology"
"ANT6938","Special Topics","ANT - Anthropology"
"ANT6949","Cooperative Education in Anthropology","ANT - Anthropology"
"APK5907","Independent Study","APK - Applied Kinesiology"
"APK5917","Directed Research","APK - Applied Kinesiology"
"APK5957","Study Abroad","APK - Applied Kinesiology"
"APK6090","Professional Practices in Kinesiology","APK - Applied Kinesiology"
"APK6102","Functional Anatomy and Kinesiology","APK - Applied Kinesiology"
"APK6104","Youth Physical and Athletic Development","APK - Applied Kinesiology"
"APK6107C","Cardiovascular Exercise Physiology","APK - Applied Kinesiology"
"APK6111","Clinical Exercise Physiology","APK - Applied Kinesiology"
"APK6116","Exercise Physiology I","APK - Applied Kinesiology"
"APK6118C","Neuromuscular Physiology of Human Movement","APK - Applied Kinesiology"
"APK6124","Environmental Exercise Physiology","APK - Applied Kinesiology"
"APK6127","Assessment and Evaluation in Kinesiology","APK - Applied Kinesiology"
"APK6129C","Clinical Assessment and Exercise Testing ","APK - Applied Kinesiology"
"APK6167","Sport Nutrition and Ergogenic Aids","APK - Applied Kinesiology"
"APK6168","Exercise, Nutrition and Weight Control","APK - Applied Kinesiology"
"APK6170","Exercise Physiology II","APK - Applied Kinesiology"
"APK6171","Exercise Prescription for Special Populations","APK - Applied Kinesiology"
"APK6173C","Body Composition and Anthropometrics","APK - Applied Kinesiology"
"APK6176","Program Design in Strength and Conditioning","APK - Applied Kinesiology"
"APK6235","Kinesiology Instrumentation","APK - Applied Kinesiology"
"APK6407","Peak Performance in Sports","APK - Applied Kinesiology"
"APK6408","Motivational Aspects in Athletic Performance","APK - Applied Kinesiology"
"APK6415","Exercise Behavior Change and Client Education","APK - Applied Kinesiology"
"APK6612","Monitoring Training and Athletic Performance","APK - Applied Kinesiology"
"APK6703","Statistical Methods in Kinesiology","APK - Applied Kinesiology"
"APK6713","Research Methods in Kinesiology","APK - Applied Kinesiology"
"APK6908","Independent Study","APK - Applied Kinesiology"
"APK6909","Problem Analysis - Review of Literature","APK - Applied Kinesiology"
"APK6918","Directed Research","APK - Applied Kinesiology"
"APK6946","Graduate Internship in Kinesiology","APK - Applied Kinesiology"
"APK6958","Study Abroad","APK - Applied Kinesiology"
"APK6971","Thesis","APK - Applied Kinesiology"
"APK7919","Doctoral Research","APK - Applied Kinesiology"
"APK7980","Dissertation","APK - Applied Kinesiology"
"APK7981","Dissertation Proposal Preparation","APK - Applied Kinesiology"
"ARA5917","Directed Research","ARA - Arabic"
"ARA5937","Special Topics","ARA - Arabic"
"ARE5195","Teaching Art Appreciation with Interdisciplinary Strategies","ARE - Art Education"
"ARE5251","Art for Exceptionalities","ARE - Art Education"
"ARE5359","Teaching Art K-12","ARE - Art Education"
"ARE5454","Studio Experiences in Art Education","ARE - Art Education"
"ARE5917","Directed Research","ARE - Art Education"
"ARE5937","Special Topics","ARE - Art Education"
"ARE6450","K-12 Instructional Materials","ARE - Art Education"
"ARE6666","Arts Advocacy","ARE - Art Education"
"ARE6748","Advanced Research Seminar in Art Education","ARE - Art Education"
"ARE6905","Research Trends in Art Education","ARE - Art Education"
"ARE6909","Research Report","ARE - Art Education"
"ARE6918","Directed Research","ARE - Art Education"
"ARE6938","Special Topics","ARE - Art Education"
"ARH5897","Advanced Seminar in Art History","ARH - Art History"
"ARH5917","Directed Research","ARH - Art History"
"ARH5933","Seminar in African & African-American Arts","ARH - Art History"
"ARH5937","Special Topics","ARH - Art History"
"ARH6909","Research Report","ARH - Art History"
"ARH6918","Directed Research","ARH - Art History"
"ARH6938","Special Topics","ARH - Art History"
"ART5280","Serial Content","ART - Art"
"ART5284","Design Theory and Methods","ART - Art"
"ART5390C","Advanced Drawing","ART - Art"
"ART5410C","Advanced Printmaking","ART - Art"
"ART5585C","Advanced Painting","ART - Art"
"ART5696","Art, Design and Human Interactions","ART - Art"
"ART5698","Concourse I","ART - Art"
"ART5745C","Advanced Sculpture","ART - Art"
"ART5796C","Advanced Ceramics","ART - Art"
"ART5811","The Professional Practice of Art","ART - Art"
"ART5910","Studio Concentration I","ART - Art"
"ART5917","Directed Research","ART - Art"
"ART5937","Special Topics","ART - Art"
"ART5941","Graduate Practicum I","ART - Art"
"ART6683","Time Arts","ART - Art"
"ART6687","Research Concentration","ART - Art"
"ART6689","Research Concentration II","ART - Art"
"ART6699","Concourse II","ART - Art"
"ART6743C","Intermedia Design","ART - Art"
"ART6909","Research Report","ART - Art"
"ART6911C","Studio Concentration","ART - Art"
"ART6918","Directed Research","ART - Art"
"ART6930","Graduate Seminar","ART - Art"
"ART6938","Special Topics","ART - Art"
"ART6942","Graduate Practicum II","ART - Art"
"ART6949","Cooperative Education in Art","ART - Art"
"ASH5229","History of the Middle East","ASH - Asian History"
"ASH5408","Colloquium in Modern China","ASH - Asian History"
"ASH5485","U.S. China Relations","ASH - Asian History"
"ASH5917","Directed Research","ASH - Asian History"
"ASH5925","Colloquium in South Asian History","ASH - Asian History"
"ASH5926","Colloquium in East Asian History","ASH - Asian History"
"ASH5937","Special Topics","ASH - Asian History"
"ASH5944","Internship","ASH - Asian History"
"ASH6909","Research Report","ASH - Asian History"
"ASH6918","Directed Research","ASH - Asian History"
"ASH6936","Seminar in US-China Relations","ASH - Asian History"
"ASH6938","Special Topics","ASH - Asian History"
"ASH6939","Seminar in Asian History","ASH - Asian History"
"AST5038","Astrobiology","AST - Astronomy"
"AST5145","Advanced Asteroids, Comets, and Meteorites","AST - Astronomy"
"AST5151","Physics of Planetary Processes","AST - Astronomy"
"AST5154","Advanced Planetary Geophysics","AST - Astronomy"
"AST5263","Advanced Observational Astronomy","AST - Astronomy"
"AST5334","Extrasolar Planets and Brown Dwarfs","AST - Astronomy"
"AST5765C","Advanced Astronomical Data Analysis","AST - Astronomy"
"AST5917","Directed Research","AST - Astronomy"
"AST5937","Special Topics","AST - Astronomy"
"AST5949","Cooperative Education","AST - Astronomy"
"AST6112","Origin and Evolution of Planetary Systems","AST - Astronomy"
"AST6156","Current Topics in Planetary Sciences","AST - Astronomy"
"AST6165","Planetary Atmospheres","AST - Astronomy"
"AST6909","Research Report","AST - Astronomy"
"AST6918","Directed Research","AST - Astronomy"
"AST6938","ST: Spectroscopy of Planetary Surfaces and Materials","AST - Astronomy"
"AST7919","Doctoral Research","AST - Astronomy"
"AST7980","Doctoral Dissertation","AST - Astronomy"
"ATR5016","Foundational Behaviors of Athletic Training Practice I","ATR - Athletic Training"
"ATR5017","Foundational Behaviors of Athletic Training Practice II","ATR - Athletic Training"
"ATR5106C","Prevention of Injury and Illness in Athletic Training Practice","ATR - Athletic Training"
"ATR5117C","Acute Care in Athletic Training Practice I","ATR - Athletic Training"
"ATR5206C","Functional Human Anatomy for Athletic Trainers","ATR - Athletic Training"
"ATR5217C","Musculoskeletal Evaluation and Diagnosis in Athletic Training Practice II","ATR - Athletic Training"
"ATR5219C","Musculoskeletal Evaluation and Diagnosis in Athletic Training Practice I","ATR - Athletic Training"
"ATR5306C","Therapeutic Interventions in Athletic Training Practice I","ATR - Athletic Training"
"ATR5307C","Therapeutic Interventions in Athletic Training Practice II","ATR - Athletic Training"
"ATR5406C","General Medical Conditions in Athletic Training Practice I","ATR - Athletic Training"
"ATR5516","Healthcare Administration in Athletic Training Practice I","ATR - Athletic Training"
"ATR5617","Athletic Training Research I","ATR - Athletic Training"
"ATR5815L","Practicum in Athletic Training I","ATR - Athletic Training"
"ATR5825L","Practicum in Athletic Training II","ATR - Athletic Training"
"ATR6118L","Acute Care in Athletic Training Practice II","ATR - Athletic Training"
"ATR6218C","Musculoskeletal Evaluation and Diagnosis in Athletic Training Practice III","ATR - Athletic Training"
"ATR6308C","Therapeutic Interventions in Athletic Training Practice III","ATR - Athletic Training"
"ATR6309C","Therapeutic Interventions in Athletic Training Practice IV","ATR - Athletic Training"
"ATR6407C","General Medical Conditions in Athletic Training Practice II","ATR - Athletic Training"
"ATR6505","Athletic Training Seminar","ATR - Athletic Training"
"ATR6517","Healthcare Administration in Athletic Training Practice II","ATR - Athletic Training"
"ATR6618C","Athletic Training Research II","ATR - Athletic Training"
"ATR6619C","Athletic Training Research III","ATR - Athletic Training"
"ATR6835L","Practicum in Athletic Training III","ATR - Athletic Training"
"ATR6845L","Practicum in Athletic Training IV","ATR - Athletic Training"
"ATR6855L","Practicum in Athletic Training V","ATR - Athletic Training"
"ATR6917","Directed Research","ATR - Athletic Training"
"ATR6941","Optional Internship","ATR - Athletic Training"
"ATR6957","Study Abroad","ATR - Athletic Training"
"AVM5917","Directed Research","AVM - Aviation Management"
"AVM5937","Special Topics","AVM - Aviation Management"
"BCH5917","Directed Research","BCH - Biochemistry"
"BCH5937","Special Topics","BCH - Biochemistry"
"BCH6740","Advanced Biochemistry","BCH - Biochemistry"
"BME5140","Materials Science of Instrumentation for Clinical Applications","BME - Biomedical Engineering"
"BME5216C","Mechanics of Biostructures I","BME - Biomedical Engineering"
"BME5217C","Mechanics of Biostructures II","BME - Biomedical Engineering"
"BME5267","Biofluid Mechanics","BME - Biomedical Engineering"
"BME5572","Biomedical Nanotechnology","BME - Biomedical Engineering"
"BME5742","Modeling Techniques and Methodologies in Bioengineering","BME - Biomedical Engineering"
"BME6215","Advanced Biomechanics","BME - Biomedical Engineering"
"BME6231","Continuum Biomechanics","BME - Biomedical Engineering"
"BME6268","Applied and Computational Biofluids","BME - Biomedical Engineering"
"BME6500C","Bioinstrumentation","BME - Biomedical Engineering"
"BME6525","Methods in Neural-Machine Interfaces","BME - Biomedical Engineering"
"BME6908","Independent Study","BME - Biomedical Engineering"
"BME6918","Directed Research","BME - Biomedical Engineering"
"BME6935","Topics in Biomedical Engineering","BME - Biomedical Engineering"
"BME6938","ST: Continuum Biomechanics","BME - Biomedical Engineering"
"BME6971","Thesis","BME - Biomedical Engineering"
"BMS6001","Cellular Function and Medical Genetics","BMS - Basic Medical Sciences"
"BMS6002","Structure and Function","BMS - Basic Medical Sciences"
"BMS6006","Health and Disease","BMS - Basic Medical Sciences"
"BMS6015","Practice of Medicine I","BMS - Basic Medical Sciences"
"BMS6016","Practice of Medicine II","BMS - Basic Medical Sciences"
"BMS6031","Foundations","BMS - Basic Medical Sciences"
"BMS6032","Integrated Sciences 1: Hematologic, Immunologic, Dermatologic and Musculoskeletal Systems","BMS - Basic Medical Sciences"
"BMS6033","Integrated Sciences 2: Cardiovascular, Respiratory, and Gastrointestinal Systems","BMS - Basic Medical Sciences"
"BMS6034","Integrated Sciences 3: Endocrine, Reproductive, and Renal Systems","BMS - Basic Medical Sciences"
"BMS6035","Integrated Sciences 4: Neurological System and Behavioral Health","BMS - Basic Medical Sciences"
"BMS6036","Integrated Sciences 5: Integrated Multisystem Disorders and Diagnostic Reasoning","BMS - Basic Medical Sciences"
"BMS6050","Psychosocial Issues in Healthcare","BMS - Basic Medical Sciences"
"BMS6060","Health Systems Science I","BMS - Basic Medical Sciences"
"BMS6061","Health System Science II: Understanding the System","BMS - Basic Medical Sciences"
"BMS6123","Human Anatomy and Embryology","BMS - Basic Medical Sciences"
"BMS6631","Hematology and Oncology","BMS - Basic Medical Sciences"
"BMS6632","Endocrine and Reproductive Systems","BMS - Basic Medical Sciences"
"BMS6633","Cardiovascular and Pulmonary Systems","BMS - Basic Medical Sciences"
"BMS6634","Gastrointestinal and Renal Systems","BMS - Basic Medical Sciences"
"BMS6635","Skin and Musculoskeletal Systems","BMS - Basic Medical Sciences"
"BMS6636","Brain and Behavior","BMS - Basic Medical Sciences"
"BMS6760","Introduction to Genetic Counseling 1","BMS - Basic Medical Sciences"
"BMS6761","Introduction to Genetic Counseling 2","BMS - Basic Medical Sciences"
"BMS6762","Advanced Genetic Counseling 1","BMS - Basic Medical Sciences"
"BMS6763","Advanced Genetic Counseling 2","BMS - Basic Medical Sciences"
"BMS6764","Medical Biochemistry and Physiology For Genetic Counselors","BMS - Basic Medical Sciences"
"BMS6765","Genetic Diseases of Human Organ Systems","BMS - Basic Medical Sciences"
"BMS6766","Inborn Errors of Metabolism","BMS - Basic Medical Sciences"
"BMS6767","Molecular Diagnostics","BMS - Basic Medical Sciences"
"BMS6821","Healthcare Ethics","BMS - Basic Medical Sciences"
"BMS6902","Journal Club","BMS - Basic Medical Sciences"
"BMS6910","Focused Inquiry and Research Experience","BMS - Basic Medical Sciences"
"BMS6911","Focused Inquiry and Research Experience II","BMS - Basic Medical Sciences"
"BMS6950","Capstone 1","BMS - Basic Medical Sciences"
"BMS6951","Capstone 2","BMS - Basic Medical Sciences"
"BOT5285L","Plant Microtechniques","BOT - Botany"
"BOT5505C","Advanced Plant Physiology","BOT - Botany"
"BOT5917","Directed Research","BOT - Botany"
"BOT5937","Special Topics","BOT - Botany"
"BOT6909","Research Report","BOT - Botany"
"BOT6918","Directed Research","BOT - Botany"
"BOT6938","Special Topics","BOT - Botany"
"BOT6938C","Special Topics","BOT - Botany"
"BSC5316","Marine Conservation Biology","BSC - Biology"
"BSC5408L","Advanced Biology Laboratory Techniques","BSC - Biology"
"BSC5418","Tissue Engineering","BSC - Biology"
"BSC5436","Biomedical Informatics : Structure Analysis","BSC - Biology"
"BSC5476c","Scientific Diving","BSC - Biology"
"BSC5665","Clinical Embryology and Congenital Malformations","BSC - Biology"
"BSC5824","Biogeography","BSC - Biology"
"BSC5917","Directed Research","BSC - Biology"
"BSC5937","ST: Sensory Ecology","BSC - Biology"
"BSC6407C","Laboratory Methods in Molecular Biology","BSC - Biology"
"BSC6431","Practice of Biomedical Sciences","BSC - Biology"
"BSC6432","Biomedical Sciences I","BSC - Biology"
"BSC6433","Biomedical Sciences II","BSC - Biology"
"BSC6614","Advanced Topics in Systematics","BSC - Biology"
"BSC6909","Research Report","BSC - Biology"
"BSC6918","Directed Research","BSC - Biology"
"BSC6935","Seminar in Biology","BSC - Biology"
"BSC6938","ST: Complex Data in Biology","BSC - Biology"
"BSC7919","Doctoral Research","BSC - Biology"
"BTE5917","Directed Research","BTE - Business Teacher Education"
"BTE5937","Special Topics","BTE - Business Teacher Education"
"BTE6909","Research Report","BTE - Business Teacher Education"
"BTE6918","Directed Research","BTE - Business Teacher Education"
"BTE6935","Seminar in Business Education","BTE - Business Teacher Education"
"BTE6938","Special Topics","BTE - Business Teacher Education"
"BUL5332","Advanced Business Law Topics","BUL - Business Law"
"BUL5917","Directed Research","BUL - Business Law"
"BUL5937","Special Topics","BUL - Business Law"
"BUL6444","Law and Ethics","BUL - Business Law"
"BUL6909","Research Report","BUL - Business Law"
"BUL6918","Directed Research","BUL - Business Law"
"BUL6938","Special Topics","BUL - Business Law"
"CAP5055","AI for Game Programming","CAP - Computer Applications"
"CAP5100","Human-Computer Interface Design","CAP - Computer Applications"
"CAP5115","Virtual Reality Engineering","CAP - Computer Applications"
"CAP5118","Fundamentals of Virtual Reality ","CAP - Computer Applications"
"CAP5150","Foundations of Computer Security and Privacy","CAP - Computer Applications"
"CAP5151","Internet of Things Security and Privacy","CAP - Computer Applications"
"CAP5415","Computer Vision","CAP - Computer Applications"
"CAP5510","Bioinformatics","CAP - Computer Applications"
"CAP5512","Evolutionary Computation","CAP - Computer Applications"
"CAP5516","Medical Image Computing","CAP - Computer Applications"
"CAP5610","Machine Learning","CAP - Computer Applications"
"CAP5619","Artificial Intelligence for FinTech","CAP - Computer Applications"
"CAP5636","Advanced Artificial Intelligence","CAP - Computer Applications"
"CAP5725","Computer Graphics I","CAP - Computer Applications"
"CAP5727","Realistic Real-time Rendering","CAP - Computer Applications"
"CAP5738","Visualization Techniques for Data Analysis","CAP - Computer Applications"
"CAP5917","Directed Research","CAP - Computer Applications"
"CAP5937","ST: Mixed Reality - Virtual Reality","CAP - Computer Applications"
"CAP6100","Human-Computer Interaction Research Methods","CAP - Computer Applications"
"CAP6105","Pen-Based User Interfaces","CAP - Computer Applications"
"CAP6110","Augmented Reality Engineering","CAP - Computer Applications"
"CAP6117","Mixed Reality Project","CAP - Computer Applications"
"CAP6119","Advanced Virtual Reality","CAP - Computer Applications"
"CAP6121","3D User Interfaces for Games and Virtual Reality","CAP - Computer Applications"
"CAP6133","Advanced Topics in Computer Security and Computer Forensics","CAP - Computer Applications"
"CAP6135","Malware and Software Vulnerability Analysis","CAP - Computer Applications"
"CAP6307","Text Mining I","CAP - Computer Applications"
"CAP6315","Social Media and Network Analysis","CAP - Computer Applications"
"CAP6318","Computational Analysis of Social Complexity","CAP - Computer Applications"
"CAP6411","Computer Vision Systems","CAP - Computer Applications"
"CAP6412","Advanced Computer Vision","CAP - Computer Applications"
"CAP6419","3D Computer Vision","CAP - Computer Applications"
"CAP6515","Algorithms in Computational Biology","CAP - Computer Applications"
"CAP6517","Computational Genomics","CAP - Computer Applications"
"CAP6545","Machine Learning Methods for Biomedical Data","CAP - Computer Applications"
"CAP6614","Current Topics in Machine Learning","CAP - Computer Applications"
"CAP6616","Neuroevolution and Generative and Developmental Systems","CAP - Computer Applications"
"CAP6640","Computer Understanding of Natural Language","CAP - Computer Applications"
"CAP6671","Intelligent Systems: Robots, Agents, and Humans","CAP - Computer Applications"
"CAP6675","Complex Adaptive Systems","CAP - Computer Applications"
"CAP6676","Knowledge Representation","CAP - Computer Applications"
"CAP6721","Ray Tracing","CAP - Computer Applications"
"CAP6737","Interactive Data Visualization","CAP - Computer Applications"
"CAP6908","Directed Independent Studies","CAP - Computer Applications"
"CAP6909","Research Report","CAP - Computer Applications"
"CAP6918","Directed Research","CAP - Computer Applications"
"CAP6938ST1","ST: Advanced Virtual Reality","CAP - Computer Applications"
"CAP6938ST2","ST: Immersive Visualization: Using Virtual Reality Techniques to Extract Knowledge from Data","CAP - Computer Applications"
"CAP6942","Project in Data Analytics","CAP - Computer Applications"
"CAP7919","Research","CAP - Computer Applications"
"CAP7939","Special Topics","CAP - Computer Applications"
"CBH5917","Directed Research","CBH - Comparative Psychology and Animal Behavior"
"CBH5937","Special Topics","CBH - Comparative Psychology and Animal Behavior"
"CCE5006","Infrastructure Systems Management","CCE - Civil Construction Engineering"
"CCE5205","Decision Support for Infrastructure Projects","CCE - Civil Construction Engineering"
"CCE5220","Sustainable Infrastructure Systems","CCE - Civil Construction Engineering"
"CCE5917","Directed Research","CCE - Civil Construction Engineering"
"CCE5937","Special Topics","CCE - Civil Construction Engineering"
"CCE6036","Advanced Construction Planning and Control","CCE - Civil Construction Engineering"
"CCE6045","Cost Analysis of Sustainable Infrastructure Systems","CCE - Civil Construction Engineering"
"CCE6211","Design and Monitoring of Construction Processes","CCE - Civil Construction Engineering"
"CCE6817","Dynamics of Sustainable Systems","CCE - Civil Construction Engineering"
"CCE6918","Directed Research; Independent Study","CCE - Civil Construction Engineering"
"CCE6971","Thesis","CCE - Civil Construction Engineering"
"CCE7980","Dissertation","CCE - Civil Construction Engineering"
"CCJ5015","The Nature of Crime","CCJ - Criminal Justice"
"CCJ5456","The Administration of Justice","CCJ - Criminal Justice"
"CCJ5917","Directed Research","CCJ - Criminal Justice"
"CCJ5931","Contemporary Criminal Justice Strategies","CCJ - Criminal Justice"
"CCJ5937","Special Topics","CCJ - Criminal Justice"
"CCJ6027","Criminal Justice Responses to Terrorism","CCJ - Criminal Justice"
"CCJ6038","Violent Crimes and Criminals","CCJ - Criminal Justice"
"CCJ6051","Community Justice","CCJ - Criminal Justice"
"CCJ6067","Perspectives on Genocide","CCJ - Criminal Justice"
"CCJ6073","Data Management Systems for Crime Analysis","CCJ - Criminal Justice"
"CCJ6074","Investigative and Intelligence Analysis: Theory and Methods","CCJ - Criminal Justice"
"CCJ6077","Advanced Crime Mapping and Analysis in Criminal Justice","CCJ - Criminal Justice"
"CCJ6079","Crime Mapping and Analysis in Criminal Justice","CCJ - Criminal Justice"
