"course_code","course_title","credits","department","description"
"LAWW 42904","Business Organizations","4 Hours","Law (LAWW) courses","This is an introductory, survey course focusing primarily on the law applicable to closely held businesses, including agency rules and the law applicable to general and limited partnerships, LLPs and LLLPs, limited liability companies, and corporations. (Typically offered: Irregular)"
"LAWW 44402","Law & Accounting","2 Hours","Law (LAWW) courses","Study of basic accounting principles and their importance to attorneys engaged in business related activities. Topics covered include the fundamental accounting equation, the nature of accrual accounting, understanding financial statements, and accounting for assets and liabilities. Also a review of basic principles associated with financial statement analysis and valuation principles, including the time value of money. Intended for students with little or no business training, and may not be taken for credit by students who have previously earned 3 or more hours of undergraduate or graduate credit in accounting courses. (Typically offered: Irregular)"
"LAWW 4450V","Mastering Legal Analysis","1-2 Hour","Law (LAWW) courses","In this course students will revisit and expand upon the core principles of legal analysis. This course will be based on an active-learning model with a focus on practicing legal analysis under time-pressured conditions. The professor will provide extensive individualized feedback on exercises. The materials for this course will largely be drawn from the written portions of the bar exam (both Arkansas and UBE). (Typically offered: Irregular)"
"LAWW 5000V","Special Topics","1-18 Hour","Law (LAWW) courses","Included under this heading will be a variety of variable credit law courses taught by law faculty on topics that are not included elsewhere in the curriculum. (Typically offered: Irregular) May be repeated for up to 18 hours of degree credit."
"LAWW 50103","Professional Responsibility","3 Hours","Law (LAWW) courses","Role of the lawyer as counselor, advocate, and public servant; obligation to society of the individual lawyer and the profession as a whole; ethical problems of the profession; representation of the unpopular cause and the desirable client, lawyers' obligation to law reform; lawyer and the press; the lawyer in public service; the aspects of law office management. (Typically offered: Irregular)"
"LAWW 5020V","Remedies","3-4 Hour","Law (LAWW) courses","Covers equity (jurisdiction and powers of courts of equity, injunctions, including adequacy of legal remedies, balancing of equities, interests protected, and defenses), damages (compensatory, exemplary, and nominal damages; direct and consequential damages; mitigation; special application in contract and tort actions) and restitution (relief afforded by the judicial process, to prevent unjust retention of benefits). (Typically offered: Irregular)"
"LAWW 50301","Basic Title Examination","1 Hour","Law (LAWW) courses","Basic Title Examination is a course designed to teach students how to examine abstracts of title and other compilations of public real estate records to determine ownership and marketability of surface title. The course utilizes the theoretical understanding gained from traditional substantive law courses including Property and Decedents? Estates but teaches applied practical skills not usually taught in those courses. (Typically offered: Fall)"
"LAWW 50401","Oil and Gas Title Examination","1 Hour","Law (LAWW) courses","Oil and Gas Title Examination is a course designed to teach students who have successfully completed Basic Title Examination how to use abstracts of title and other compilations of public real estate records to determine ownership and marketability of minerals, including oil and gas, and oil and gas leasehold, royalty, overriding royalty and other similar interests. The course utilizes the theoretical understanding gained from traditional real property and oil and gas law courses, but teach practical skills not currently taught in the usual classroom setting. Pre- or Corequisite:LAWW 50301. (Typically offered: Fall)"
"LAWW 50503","Energy Law","3 Hours","Law (LAWW) courses","Energy law governs the life cycle of energy resources, from resource development and generation of electricity to the end use in homes, businesses, and cars. In this growing area of practice, energy lawyers represent energy companies, public utilities, government agencies, and non-profit organizations. The course provides a survey of how different sources of energy - hydropower, oil and natural gas, coal, nuclear energy, and renewables - are regulated. Through this survey, we will consider important policy issues such as public utility regulation and the role of markets; the federal-state balance; and environmental impacts and the future of clean energy. (Typically offered: Irregular)"
"LAWW 50703","Family Law","3 Hours","Law (LAWW) courses","Devoted primarily to the problems generated by family relationships. There is a large section on formation and dissolution of marriage. Substantial time is also given to paternity and legitimacy, obligations toward and of children, custody, adoption, guardianship, general property law as it is affected by family relationships, and divorce and custody in the federal system (focusing primarily on enforceability of decrees in one state by courts sitting in another state). (Typically offered: Irregular)"
"LAWW 50803","First Amendment","3 Hours","Law (LAWW) courses","An intensive examination of the legal issues arising under the First Amendment to the United States Constitution, with an emphasis on basic free speech doctrines and the dilemmas posed by interplay between the free exercise and establishment clauses. Prerequisite:LAWW 51104. (Typically offered: Irregular)"
"LAWW 50902","Banking & Creditors' Rights Litigation","2 Hours","Law (LAWW) courses","Students in this course will learn how to protect and enforce the creditors' rights through litigation by drafting demand letters, petitions, motions, settlement agreement, proposed judgments, and other filings before and after bankruptcy. Students will simulate the representation of a creditor with a defaulted loan and will be expected to enforce the applicable instruments within the Model Rules of Professional Conduct as well as the strictures of the Bankruptcy Code. Through the simulated filings and oral arguments, students will be introduced to enforcement and bankruptcy concepts and will be better prepared to practice in the creditors' rights realm. (Typically offered: Fall and Spring)"
"LAWW 5100V","Law: Study Abroad","1-6 Hour","Law (LAWW) courses","Open to law students studying abroad in officially sanctioned programs. (Typically offered: Irregular)"
"LAWW 51104","Constitutional Law","4 Hours","Law (LAWW) courses","An introduction to the basic principles of constitutional law and to current constitutional doctrines and problems. The primary focus will be on the structure of the federal system and on the rights of individuals under the Due Process and Equal Protection clauses of the Fifth and Fourteenth Amendments. (Typically offered: Spring)"
"LAWW 51202","ABOTA Trial Practice Lecture Series","2 Hours","Law (LAWW) courses","Lecture series by experienced and prominent Arkansas trial attorneys, lecturing on case evaluation, jury instructions, witness preparation, scheduling orders, courtroom civility, voir dire, opening statement, direct and cross-examination, objections, and closing arguments. (Typically offered: Spring)"
"LAWW 51303","Real Estate Transactions","3 Hours","Law (LAWW) courses","Focuses on real estate transfer, real estate finance and real estate development. Issues relating to the sale of land and conveyances of real property, mortgages and the planning, financing, constructing and marketing of modern real estate developments are treated. (Typically offered: Irregular)"
"LAWW 51603","Administrative Law","3 Hours","Law (LAWW) courses","Course is constructed around Federal materials, but with some state references. Considers the origin and constitutional basis for the administrative process; executive and legislative controls with particular emphasis upon the judicial ""control"" of the administrative process (delegations, procedural and substantive due process, judicial assistance and enforcement and review of administrative decisions). (Typically offered: Irregular)"
"LAWW 51702","Disability Law","2 Hours","Law (LAWW) courses","This study of U.S. disability law begins by defining ""disability"" under the Constitution, federal statutes, and court decisions. The ADA, the Rehab Act, and other federal/state disability laws will be studied and applied to employment issues, public accommodations, governmental services/programs, education, housing and independent living, and health care. Concepts like discrimination, disparate treatment/impact, reasonable accommodations, physical/mental impairments, undue hardships, architectural barriers, harassment, retaliation, licensing, and many others will be examined. In addition, the Social Security Act's Disability Insurance Benefits (DIB) and Supplemental Security Insurance. (Typically offered: Irregular)"
"LAWW 5180V","Banking Law","2-3 Hour","Law (LAWW) courses","This class is designed to provide students with a detailed overview of banking law. Subjects we will cover include the history of banking regulation, the business of banking, banking regulation, bank assets, consumer lending, bank liabilities and capital, supervision, expansion and mergers, trust and fiduciary standards, capital markets, derivatives, and international banking. (Typically offered: Irregular)"
"LAWW 51901","Deposition Practice","1 Hour","Law (LAWW) courses","The focus of this class is to teach how to take, defend and use depositions in civil cases. There will be extensive study of Rules 28-32 of the Arkansas and Federal Rules of Civil Procedure. Additionally, the State and Federal cases applicable to depositions will be discussed and reviewed. Discussion on the practicality of a deposition such as the timing, scheduling and expenses in depositions. Students will observe parts of several video depositions followed by a discussion. (Typically offered: Irregular)"
"LAWW 52103","Business & Transactional Skills","3 Hours","Law (LAWW) courses","Provides practical skills instruction through exercises that simulate business client interviews, negotiations, mediation, and arbitration. Multiple written projects are also involved. Prerequisite:LAWW 42904. (Typically offered: Irregular)"
"LAWW 52502","International Commercial Arbitration","2 Hours","Law (LAWW) courses","This course will survey the history, purposes, and processes of international commercial arbitration. (Typically offered: Irregular)"
"LAWW 5270V","Law and Economics","2-3 Hour","Law (LAWW) courses","Law and Economics examines legal and policy issues by critically analyzing whether legal rules provide the greatest good to the greatest number of people. The class offers an introduction to basic economic principles, while providing a useful review of many core law school and bar exam subjects. (Typically offered: Irregular)"
"LAWW 52903","Cyber Crime","3 Hours","Law (LAWW) courses","This course examines the law governing computer crime and the limits on law enforcement surveillance. We consider substantive crimes such as hacking, identity theft, economic espionage, and online threats before we examine the Fourth Amendment, the Wiretap Act, and other limits on law enforcement. (Typically offered: Irregular)"
"LAWW 53103","Payment Systems","3 Hours","Law (LAWW) courses","This course summarizes and explains the fundamental law applicable to a broad variety of current payment systems. Coverage includes issues of liability, transfer, holder in due course status, and check collection applicable to negotiable instruments (checks, notes, drafts) governed by UCC Articles 3 and 4, as well as letters of credit and documents of title governed by UCC Articles 5 and 7. The course further examines the rights, obligations, and federal protection applicable to credit and debit cards. Finally, it addresses recent legal developments in regard to a variety of electronic fund transfers, prepaid cards and digital currencies. (Typically offered: Irregular)"
"LAWW 53303","Health Policy","3 Hours","Law (LAWW) courses","The focus will be on policy issues facing the American health care system. We will discuss health policy, policy making, and the law. The American health care delivery system will be studied -- including its funding mechanisms (like Medicare, Medicaid, and health insurance) -- and compared to other countries. Public health institutions and systems will be explored. The Affordable Care Act will be reviewed in depth. Social health determinants will be examined, along with ways attorneys can intervene to ""treat"" important social issues affecting health. Individual rights to health care in the U.S. will be discussed, as well as specific rights related to gender, abortion, genetic research, suicide, and end-of-life issues. Discrimination in health care will be examined. Medical malpractice reform will be debated. Public health issues like FDA drug regulation, obesity, opioid abuse, vaccinations, and medical marijuana will be surveyed. Health care quality policy and the law will be reviewed. Additional topics will be added as time allows and as current events dictate. (Typically offered: Irregular)"
"LAWW 5360V","Securities Regulation","2-3 Hour","Law (LAWW) courses","This course explores the federal regulation of securities, with emphasis on the Securities Act of 1933 and the Securities Exchange Act of 1934. Topics examined include: the definition of a securities, public company disclosures, enforcement issues, antifraud rules, and insider trading liability, public offering mechanics, and exempt offerings. Prerequisite:LAWW 42904. (Typically offered: Irregular)"
"LAWW 53702","Immigration Law","2 Hours","Law (LAWW) courses","A study of the immigration, nationality, and naturalization laws of the United States; discussion of policy issues relating to migration, refugees, asylum, deportation, and citizenship issues.  The Course will also explore pop culture references to immigration issues and examine the truths and fallacies of what is presented for entertainment purposes. (Typically offered: Irregular)"
"LAWW 53901","Effective Corporate Compliance","1 Hour","Law (LAWW) courses","This course provides a high-level overview of the importance and structure of an effective compliance program within a business, with the purpose of mitigating legal risk. The Federal Sentencing Guidelines specify the elements of an effective compliance program, and some federal agencies like have interpreted these or implemented them through regulation. Corporations are facing an ever-changing regulatory environment in a multitude of sectors, and this course prepares students with a foundational level of how compliance professionals build effective compliance programs, using a relevant fact pattern to bring the course material to life. Students who choose to work for a corporation (even in the legal department) will need to be familiar with how that corporation implements the elements of an effective compliance program, so as to effectively defend or advise the corporation. (Typically offered: Irregular)"
"LAWW 54002","Legislation","2 Hours","Law (LAWW) courses","Law in the United States increasingly comes from written texts -- statutes, ordinances, and administrative regulations. This course will introduce the primary tools that lawyers use when interpreting these texts. It will begin with an overview of various theories and methodological approaches to interpretation. Then it will turn to the ways that lawyers and courts discern the meaning of legal texts (including through canons of interpretation) and construe those texts in light of external sources of authority (including legislative history and other texts). At various points during the course, students will apply these tools to hypothetical and real-world problems. (Typically offered: Irregular)"
"LAWW 54103","Natural Resources Law","3 Hours","Law (LAWW) courses","This course examines the laws and policies governing the use of natural resources. Natural resources include forests, water, and wildlife, as well as hard rock minerals, coal, oil, and natural gas. We will discuss who owns these resources, how they are used or managed, and how their use is regulated. The course will also consider the laws governing management of public lands, such as national parks, monuments, and wilderness areas. Throughout the course, we will examine the values at stake in natural resource use and protection, the conflicts between public and private use, and the challenges inherent in natural resource management. (Typically offered: Irregular)"
"LAWW 54301","Jury Trial Strategies","1 Hour","Law (LAWW) courses","The goal of this class is to introduce students to the evaluation, preparation and prosecution of a jury trial. The class emphasizes properly evaluating the merits of a case early on and investigating the facts, parties and witnesses. The students will be asked to draft a complaint and an answer based on vignettes provided. Unlike other substantive law classes; this is very much a hands-on, how-to class. We will discuss in detail several ""how to"" procedures such as: Propounding discovery requests, making proper objections, making motions for directed verdict, preparing exhibits, proffering testimony, preparing jury instructions, making opening statements and closing arguments and how to make a proper record for appeal. All of these procedures will be supplemented with current precedent from the Arkansas Supreme Court and Court of Appeals and each step will be discussed within the confines of the Arkansas Rules of Professional Conduct. (Typically offered: Irregular)"
"LAWW 5440V","Legal Operations","2-3 Hour","Law (LAWW) courses","In this course students will learn about the operations principles 21st century legal entities are utilizing - and to which they are being held accountable. Topics will include: Strategic Planning, Financial Management, Vendor Management, Data Analytics, Technology, Change Management, Artificial Intelligence, Outside Counsel Selection and Management, as well as others. (Typically offered: Irregular)"
"LAWW 54501","Environmental Torts","1 Hour","Law (LAWW) courses","The focus of this class is common law environmental torts resulting in property damage, including negligence, trespass, strict liability, and nuisance. Presented are the elements of those causes of action and a review of common environmental tort fact patterns. Also discussed are issues associated with environmental torts, such as imputed liability, and defenses. Review remedies for damage to property and individuals. (Typically offered: Irregular)"
"LAWW 5470V","State and Local Government","2-3 Hour","Law (LAWW) courses","As citizens, much of our interaction with the law is local. Local governments determine the location of our nearest grocery store, how high (or low) property taxes will be, whether to maintain a public library, how late bars can serve alcohol, and even whether it is lawful to keep a pet python. Local government activity is significant, immediate, and pervasive. Despite the importance of local government law and institutions, most law school courses focus only on federal and state sources of law with little or no mention of local government. This course aims to address this void by providing a useful overview of core legal doctrines affecting the structure, authority, financing, and liabilities of local government in the United States. The course also covers the theoretical and empirical research underlying those doctrines, and is structured to provide a broad understanding of local government relevant to most United States jurisdictions. (Typically offered: Irregular)"
"LAWW 5480V","Privacy Law","1-3 Hour","Law (LAWW) courses","Information Privacy and Security Law will explore the principles underlying the emerging law of informational privacy in the context of significant U.S. data privacy legislation with relevant comparisons to certain international data privacy regimes.. Topics include the role of the FTC and state and federal laws. Regulations specific to children, healthcare, telemarketing, email, data breach and financial services will be addressed and discussion will touch on data analytics, facial recognition and other new technologies. (Typically offered: Irregular)"
"LAWW 5500V","Wills, Trusts, and Estates","1-4 Hour","Law (LAWW) courses","This is the study of the traditional areas of wills and trusts (intestate and testate succession). The trusts area includes both the private trust and the charitable trust. Taxation problems are not covered in depth but are instead reserved for the Federal Estate & Gift Taxation course. (Typically offered: Irregular)"
"LAWW 55103","Labor Law","3 Hours","Law (LAWW) courses","The right to organize; organization of labor unions; strikes; picketing; boycotts; collective bargaining; collective labor agreements and their enforcement; unfair labor practices by employers and by unions; the union member and his union; state labor relations legislation; the National Labor Relations Act and the Labor Management Relations Act. Not offered every year. (Typically offered: Irregular)"
"LAWW 55403","International Business Transactions","3 Hours","Law (LAWW) courses","This class is designed as an introductory overview of the body of laws that govern international business transactions. Subjects we will cover include international intellectual property treaties, import and export regulations, international commercial agreements, international payment mechanics and terms, antidumping and countervailing measures, competition (antitrust) law in international business, international corporation formation, acquisition, reorganization, and regulation of operations, international trade and project finance, regulation of global corruption, international tax planning, and planning international commercial arbitration. (Typically offered: Irregular)"
"LAWW 55503","Military Law","3 Hours","Law (LAWW) courses","This course will cover the history and current Uniform Code of Military Justice.  It will describe the role of the Judge Advocate General's Corp within the U.S. military. (Typically offered: Spring)"
"LAWW 55803","Wrongful Convictions","3 Hours","Law (LAWW) courses","Wrongful Convictions will encompass a study of the substantive causes of wrongful convictions and the procedural mechanisms allowing for the litigation of actual innocence claims. The focus of this class is the methodology used to investigate and develop claims of actual innocence. During the course of the semester, students will review actual cases of wrongful convictions and processes necessary for exoneration. (Typically offered: Irregular)"
"LAWW 56000","Law Research Assistant","0 Hours","Law (LAWW) courses","Law Research Assistant is a zero-credit course available to students who work with or under the supervision of a faculty member on a research project that contributes significantly to faculty research, course preparation or presentation, or other scholarly work for or under the direction of a faculty member. Except as otherwise approved by the supervising faculty member with the concurrence of the Associate Dean for Academic Affairs, only students who have successfully completed or are currently registered forLAWW 56202Essential Legal Research may enroll. Students who are working on research with or under the direction of a faculty member must have the written pre-approval of the supervising faculty to be registered and must obtain from the Law School Registrar and complete and submit to the Registrar the course request form. (Typically offered: Fall, Spring and Summer)"
"LAWW 56103","Capital Punishment","3 Hours","Law (LAWW) courses","This course examines the death penalty in America. It considers whether we can ever justify imposing the death penalty and whether we can do so fairly. But we will focus on Supreme Court cases to understand how the death penalty works in practice. (Typically offered: Irregular)"
"LAWW 56202","Essential Legal Research","2 Hours","Law (LAWW) courses","This course covers the strategies, techniques, books, and databases essential to perform cost-effective legal research necessary for the practice of law and to assist faculty members as research assistants. (Typically offered: Fall and Spring)"
"LAWW 56602","Mergers and Acquisitions","2 Hours","Law (LAWW) courses","This course examines the legal and business considerations involved in the purchase and sale of a business, including an in-depth look at various transactional structures and the implications for shareholder voting, appraisal rights, along with an extensive review of director duties at all stages of the deal. Pre- or Corequisite:LAWW 42904. (Typically offered: Irregular)"
"LAWW 5670V","Nonprofit Organizations","2-3 Hour","Law (LAWW) courses","This course examines issues relating to the organization, operation, governance, and dissolution of various nonprofit entities, including charitable and public benefit corporations. Topics covered include the regulation of charitable contributions and their solicitation, obtaining and protecting tax-exempt status, and political and business activities of nonprofit organizations. (Typically offered: Irregular)"
"LAWW 56902","Rule of Law Colloquium","2 Hours","Law (LAWW) courses","Course is about inquiry and exploration. Course covers the Foreign Corrupt Practices Act, the UK Bribery Act, and other anti-corruption initiatives. The context of why corruption exists and ways to address it, including through means other than legal prohibitions. (Typically offered: Irregular)"
"LAWW 57001","Baseball and the Law","1 Hour","Law (LAWW) courses","This course includes cases on the power of the commissioner; the taxes of a Dodger shortstop; antitrust law and Curt Flood; ownership of Barry Bond's home run ball #73; negligence at Wrigley Field; removal jurisdiction and Pete Rose; publicity rights to the Babe; criminal law and the Black Sox; trademark law. (Typically offered: Irregular)"
"LAWW 57802","Introduction to Banking & Creditors' Rights Litigation","2 Hours","Law (LAWW) courses","Students in this course will learn how to protect and enforce the creditors' rights through litigation by drafting demand letters, petitions, motions, settlement agreement, proposed judgments, and other filings before and after bankruptcy. Students will simulate the representation of a creditor with a defaulted loan and will be expected to enforce the applicable instruments within the Model Rules of Professional Conduct as well as the structures of the Bankruptcy Code. Through the simulated filings and oral arguments, students will be introduced to enforcement and bankruptcy concepts and will be better prepared to practice in the creditors' rights realm. (Typically offered: Irregular)"
"LAWW 57903","Arbitration","3 Hours","Law (LAWW) courses","Arbitration is an increasingly popular method of resolving civil disputes, including employment, securities regulation, construction, and insurance disputes. Although arbitration is the result of an agreement between parties, a developing legal regime governs its use. Federal and state laws such as the Federal Arbitration Act govern what disputes are covered by an arbitration agreement, when arbitration is prohibited, and whether a court can review the award. This course provides an overview of those laws and the court decisions interpreting them so that the students understand an area of law that they are likely to encounter in their varied careers. This course will also provide an opportunity to review important principles of contract law, conflicts of law, jurisdiction, and other subjects that will appear on the bar exam. (Typically offered: Spring)"
"LAWW 58003","NCAA Governance, Legislation, & Compliance","3 Hours","Law (LAWW) courses","This course examines NCAA governance and both the NCAA legislative and infractions process. As familiarity with the knowledge of the NCAA legislation becomes increasingly important within the college athletics industry, a purpose of the course is to examine the NCAA's operative bylaws (11-17). The course will incorporate NCAA infractions cases as a method to learn application of the legislation. An overarching objective is to increase appreciation of NCAA rules compliance yet encourage critical thought of both the infractions process and legislative content. The course also covers the NCAA's status as a private organization, the results of the fact that it is not a state actor, and Supreme Court cases including Alston, Board of Regents, and NCAA v. Tarkanian. (Typically offered: Fall and Summer)This course is cross-listed withRESM 58003."
"LAWW 5810V","Regulation of Cryptotransactions","1-3 Hour","Law (LAWW) courses","This is an upper-level elective designed to introduce students to the regulatory environment in which cryptotransactions currently operate. While the focus is on U.S. law, international developments will also be mentioned more briefly. Class will start with an overview of terms and concepts, along with the history of money and blockchain developments. Then regulation of crypto as currency, as a commodity, and as a security under federal law will be covered. State laws and international law will illustrate a variety of alternative regulatory approaches. Taxation of crypto will not be covered in any depth. There are no pre-requisites. (Typically offered: Fall, Spring and Summer)"
"LAWW 58301","Arkansas Adoption Law","1 Hour","Law (LAWW) courses","Students will be introduced to adoption law, with the primary emphasis on the adoption code and practice in Arkansas. Topics addressed will include the statutory and case law, court procedure and practice, litigated cases, international adoptions, and juvenile cases. It is anticipated that students will remotely attend a local adoption hearing. Students will be asked to prepare a petition, decree and trial brief, and to deliver a ten (10) minute presentation on an assigned adoption topic. (Typically offered: Irregular)"
"LAWW 58401","Arkansas Equity","1 Hour","Law (LAWW) courses","The course will cover the fundamental elements of Arkansas equity and equitable remedies, including jurisdiction, injunctions, preliminary injunctions, contempt, specific performance, equitable defense, constructive trusts and equitable liens, mistake. (Typically offered: Irregular)"
"LAWW 58503","Constitutional and Impact Litigation","3 Hours","Law (LAWW) courses","This course focuses on litigating civil rights claims under 42 U.S.C. Section 1983, in lawsuits by individuals suing government officials for violations of federal constitutional rights. We will focus on constitutional claims as well as investigation, discovery, and ethics in constitutional and impact litigation. We will use an open source curriculum of Supreme Court cases, scholarship, and practitioner resources so that no textbook is required and meet remotely. (Typically offered: Summer)"
"LAWW 58601","Foreclosure Law","1 Hour","Law (LAWW) courses","Students will be introduced to foreclosure law, with the primary emphasis on the statutes and practice in Arkansas. Topics addressed will include the statutory and case law, court procedure and practice, alternatives to foreclosure, and the impact of COVID on the mortgage industry. Students will be asked to prepare a complaint, and decree, and to deliver a ten (10) minute presentation on an assigned foreclosure topic. (Typically offered: Summer)"
"LAWW 58703","Lawyers as Leaders","3 Hours","Law (LAWW) courses","Leaders today face challenges of incredible breadth and complexity, and the problems we face as a society can only be solved by trained and committed leaders. The goal of this class is to offer you, as future lawyers and leaders, the guidance and encouragement to develop the skills and values that are essential to leaders and in the practice of law. The syllabus contains 13 learning outcomes. (Typically offered: Spring)"
"LAWW 58801","Arkansas Landlord Tenant Law","1 Hour","Law (LAWW) courses","The course will explore Arkansas landlord tenant law along with proposals for revision of the law. Topics covered will be the forcible entry and detainer statute, the security deposit statute, the failure to vacate statute, the residential landlord tenant act, and Arkansas's limitation on tort liability for landlords. Discussion on the federal laws governing HUD tenancies and the greater rights afforded in those tenancies. The course will discuss both theory and practice. (Typically offered: Irregular)"
"LAWW 58901","The Razorbacks and the Law","1 Hour","Law (LAWW) courses","The topics to be covered include: Trademarks, the Freedom of Information Act, Employment Contracts, Privacy and Publicity, Judicial Disqualification, Civil Rights, Preliminary Injunctive Relief, Domestic Relations, Title IX. Each topic will be examined with materials arising from the University of Arkansas. (Typically offered: Irregular)"
"LAWW 59003","Post-Conviction Remedies","3 Hours","Law (LAWW) courses","Post-conviction Remedies covers what happens to a felony conviction after direct appeal. This course will cover topics including the post-conviction process, federal habeas corpus, the statute of limitations for filing both, litigating actual innocence, and clemency. Students will have a take-home final exam. (Typically offered: Irregular)"
"LAWW 59203","LEGAL AND POLITICAL ASPECTS","3 Hours","Law (LAWW) courses","An overview of major legislation affecting recreation and sports management professions; how to operate within these laws; and methods for influencing new legislation. Also discusses political aspects of professions both outside and inside government agencies. Note that the course is broken into four units: tort law and sports, contract law and sports, legislation regarding sports, and constitutional law and sports. (Typically offered: Spring)This course is cross-listed withRESM 65303."
"LAWW 5990V","Debtor-Creditor Relations","3-4 Hour","Law (LAWW) courses","Study of Article 9 of the Uniform Commercial Code and of the remedies of unsecured creditors. (Typically offered: Irregular)"
"LAWW 6020V","Independent Legal Research","1-3 Hour","Law (LAWW) courses","Independent legal research conducted under the supervision of faculty members. Ordinarily a student may not accumulate more than two semester hours of credit for Independent Legal Research. This cumulative maximum may be exceeded only by special permission of the dean, who in exceptional circumstances may approve a cumulative maximum credit of three semester hours of credit for Independent Legal Research. (Typically offered: Fall, Spring and Summer)"
"LAWW 6030V","Federal Courts","1-3 Hour","Law (LAWW) courses","Focus is on essential aspects of federal court procedure, the scope and limits of federal judicial power, and the underlying principles of federalism and separation of powers. Topics will include federal court jurisdiction, the power of Congress to limit that jurisdiction, Supreme Court review of state court judgments, and abstention and justiciability doctrines. (Typically offered: Irregular)"
"LAWW 6070V","Conflict of Laws","2-3 Hour","Law (LAWW) courses","Study of the legal principles involved in problems which have connections with two or more states requiring a choice-of-law, choice-of-law in federal courts, and jurisdiction in multi-state situations. (Typically offered: Irregular)"
"LAWW 60903","Evidence","3 Hours","Law (LAWW) courses","Study of the rules of evidence under which trials are conducted; the methods by which items of evidence and admitted or excluded; relevancy, real evidence, testimonial proof, and hearsay and its exceptions. (Typically offered: Irregular)"
"LAWW 61003","Jurisprudence","3 Hours","Law (LAWW) courses","Studies of the ideas and methods of law, regardless of particular questions that might be resolved by the law. (Typically offered: Irregular)"
