"course_code","course_title","credits","department","description"
"ACCT 5952","Independent Study","Units: 2","Accounting (ACCT)","Semester Prerequisite:  Junior status, or graduate statusSpecial topics involving library and/or field research. A total of 8 units in any Jack H. Brown College of Business and Public Administration 5951, 5952, 5953, 5955 may be applied toward graduation. Consent of instructor and approval by the department of a written project/proposal submitted to the appropriate department in the Jack H. Brown College of Business and Public Administration on a standard application filed in advance of the semester in which the course is to be taken. Formerly offered as 595B. Course is cross-listed across different departments within the college."
"ACCT 5953","Independent Study","Units: 3","Accounting (ACCT)","Semester Prerequisite:  Junior status, or graduate statusSpecial topics involving library and/or field research. A total of 8 units in any Jack H. Brown College of Business and Public Administration 5951, 5952, 5953, 5955 may be applied toward graduation. Consent of instructor and approval by the department of a written project/proposal submitted to the appropriate department in the Jack H. Brown College of Business and Public Administration on a standard application filed in advance of the semester in which the course is to be taken. Formerly offered as 595D. Course is cross-listed across different departments within the college."
"ACCT 5955","Independent Study","Unit: 1","Accounting (ACCT)","Semester Prerequisite:  Junior status, or graduate statusSpecial topics involving library and/or field research. A total of 8 units in any Jack H. Brown College of Business and Public Administration 5951, 5952, 5953, 5955 may be applied toward graduation. Consent of instructor and approval by the department of a written project/proposal submitted to the appropriate department in the Jack H. Brown College of Business and Public Administration on a standard application filed in advance of the semester in which the course is to be taken. Course is cross-listed across different departments within the college."
"ACCT 5980","CPA Preparation & Practice","Units: 0","Accounting (ACCT)","Students will practice mock CPA questions and understand CPA exam structure and registration process. Graded CR/NC. May be taken four times."
"ACCT 6060","Accounting for Managerial Decision-Making","Units: 3","Accounting (ACCT)","Semester Prerequisite:ADMN 9992How to use financial information on financial statements or other statements provided by accounting professionals for business decisions such as firm valuations, investment decisions, managerial decisions and contracting will be discussed in-depth. Relevant practical cases will be heavily used for students to gain competence in using financial information to support business decisions. Formerly ACCT 606."
"ACCT 6100","Financial Accounting from the User Perspective with Data Analytics in Accounting","Units: 3","Accounting (ACCT)","Semester Prerequisite:  MBA StudentsACCT 6060, MSA Students advance to candidacy or department approvalAn in-depth study of financial accounting from the user perspective will be conducted. Reporting/ disclosing financial information, use of financial information with other relevant information for economic decisions, accounting information manipulations, and data analytics in accounting are the major topics to be discussed in this course. Formerly ACCT 610."
"ACCT 6150","Controllership and Professional Ethics","Units: 3","Accounting (ACCT)","Semester Prerequisite:  MBA StudentsACCT 6060, MSA Students advance to candidacy or department approval. Quarter Prerequisite: MBA Students ACCT 606, MSA Students consent of MSA director or department chairDesigning and implementing control systems used to plan and control the firm's performance through case analysis. Topics of cases include Ethics, Cost Behavior Analysis, Balanced Scorecard, Activity Based Management, Target Costing, Transfer Pricing, Quality Cost, Environmental Cost and Performance Evaluation. Formerly ACCT 615."
"ACCT 6200","Seminar in Advanced Auditing, Accounting Information Systems and Accounting Data Analytics","Units: 3","Accounting (ACCT)","Semester Prerequisite:  Advancement to candidacy or department approvalThe aim of the current coursework is to prepare students for the CPA exam. The topics covered are based on multiple sources - Principles of Auditing textbook, Becker CPA review textbook and Auditing & Fraud Case Studies (online and offline). The topics are carefully selected to give students a complete overview of the CPA exam requirements. Formerly ACCT 620."
"ACCT 6250","Adanced Internal Auditing","Units: 3","Accounting (ACCT)","Internal Auditing is about evaluation of the organization's internal controls, accounting processes and corporate governance. Critical functions of Internal Auditors involve ensuring timely and accurate financial reporting, collection and processing of data helping operational efficiency and data integrity, etc. This course focuses on learning critical skillsets to be successful as an Internal Auditor. Certification available for this field of accounting is the CIA (Certified Internal Auditor)."
"ACCT 6420","International Accounting","Units: 3","Accounting (ACCT)","Semester Prerequisite:  Advancement to candidacy or department approval. Quarter Prerequisite: Consent of MSA director or department chairCurrent developments in international accounting. Explains similarities and differences among US GAAP and international accounting standards. Discusses social, economic, and political influences on comparative accounting theories and practices. Formerly ACCT 642."
"ACCT 6500","Advanced Financial Reporting Seminar","Units: 3","Accounting (ACCT)","Semester Prerequisite:  Advancement to candidacy or department approvalProvides update on accounting and auditing standards, focusing on regulations applicable to complex financial transactions. Includes case studies and an emphasis on professional research to address questions pertaining to professional practice. Successful completion satisfies the graduate writing requirement."
"ACCT 6755","Internship","Unit: 1","Accounting (ACCT)","Semester Prerequisite:  Consent of college internship coordinator. Quarter Prerequisite: senior standing preferred; consent of instructor and the departments internship coordinatorSupervised work and study in private or public organizations. May be repeated for credit. A total of six units of Jack H. Brown College of Business and Public Administration 5753 or 5755 courses may be applied toward graduation. Graded credit/no credit."
"ACCT 6960","MSA Project","Units: 3","Accounting (ACCT)","Semester Prerequisite:  Advancement to candidacy or department approval. Quarter Prerequisite: Consent of MSA director or department chairStudents demonstrate their readiness to enter the accounting profession by completing a series of projects that require the application of knowledge and skills learned in the MSA program. Graded credit/no credit. Formerly ACCT 697."
"ACCT 6970","MSA Comprehensive Examination","Units: 3","Accounting (ACCT)","Semester Prerequisite:  Advancement to candidacy, approval of MSA Coordinator and/or Department Chair, and in good academic standingThis course will prepare students to take the comprehensive exam for the Master of Science in Accountancy (Online). The comprehensive examination will be taken at the end of the course. Weekly study guidelines will be offered. The comprehensive examination will consist of an assessment of the student's ability to integrate the knowledge of the area, show critical and independent thinking and demonstrate mastery of the subject matter in the concentration.  Must be taken in the final semester of coursework.  May be taken two times for six units with the approval of the MSA Coordinator and/or Department Chair."
"ACCT 6990","Continuous Enrollment for Graduate Candidacy Standing","Units: 0","Accounting (ACCT)","Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid."
"ACCT 6991","Continuous Enrollment for Graduate Candidacy Standing","Unit: 1","Accounting (ACCT)","Quarter Prerequisite:  Advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid."
"ACCT 6992","Continuous Enrollment for Graduate Candidacy Standing","Units: 2","Accounting (ACCT)","Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid."
"ACCT 6993","Continuous Enrollment for Graduate Candidacy Standing","Units: 3","Accounting (ACCT)","Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid."
"ACCT 6994","Continuous Enrollment for Graduate Candidacy Standing","Units: 4","Accounting (ACCT)","Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid."
"ACCT 6995","Continuous Enrollment for Graduate Candidacy Standing","Units: 5","Accounting (ACCT)","Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid."
"ACCT 6996","Continuous Enrollment for Graduate Candidacy Standing","Units: 6","Accounting (ACCT)","Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid."
"ADMN 1001","Leadership for Global Challenges: Exploring the Entrepreneurial Mindset","Units: 3","Administration (ADMN)","This experiential, discussion-based course explores the concept of entrepreneurship and how the entrepreneurial lens can be employed to help individuals understand, interact and change the world around them by solving pressing personal, social and global problems. Students will learn the skills and abilities consistent with an entrepreneurial mindset to develop as a whole person by better understanding human behavior, creative endeavors, social relationships, one's relationship to the environment and how stress and failure can be managed. Satisfies Big Ideas that Change the World: Exploring Ideas, Innovations, & Discoveries pathway."
"ADMN 1002","Leadership for Global Challenges: Citizenship in a Sustainable World","Units: 3","Administration (ADMN)","Appreciate diverse regional cultures in the world as systems of social, human and ecological environments, with specific leadership value theories and practice perspectives. Understanding of self's role as a decision maker in a wide variety of career contexts using the lens of responsible management with transcultural citizenship. Focus on how our decisions impact sustainability of organizations and society, and how a sustainability mindset can enhance personal success and transpersonal growth. Satisfies G designation and Environmental Sustainability pathway."
"ADMN 1003","Leadership for Global Challenges: Exploring the Digital Mindset","Units: 3","Administration (ADMN)","The focus of this course is to develop student digital literacy, thus transforming them into savvy, evidence driven, lifelong, and secure and informed global digital citizen. The learning process uses an interdisciplinary story driven digital mindset lens, where the student learns about and reflects on how individuals and organizations leverage digital media and other technologies to create value. Students create their own stories on how the course has prepared them for a future world where humans and machines collaborate in an automated and knowledge based society. Satisfies Digital Life pathway."
"ADMN 1500","Introduction to Administration","Unit: 1","Administration (ADMN)","Introduction to the administrative process. Strategies to achieve success in business and public careers. Includes the development of administrative theories and practices and provides an overview of the functional areas of business and public administration. Formerly offered as MGMT 100."
"ADMN 2100","Applied Business Statistics","Units: 3","Administration (ADMN)","An introduction to statistical reasoning and application of primary statistical techniques used in solving managerial problems. Covers both descriptive and inferential statistics. Formerly offered as ADMN 210. Materials fee required."
"ADMN 4900","Administration Capstone","Unit: 1","Administration (ADMN)","Semester Prerequisite:  Senior standing, and completion of the lower and upper-division administration core courses. One upper-division core may be taken concurrently. Course prerequisites include:ADMN 1500,ECON 2201,ECON 2202,MGMT 2300,FIN 3001,IST 3110,MGMT 3020,MKTG 3050,PA 3150,SCM 3040, andMGMT 3900This capstone course integrates knowledge from all administration disciplines (such as accounting, entrepreneurship, finance, human resources, information and decision sciences, management, marketing, public administration, and supply chain management). Students will apply this knowledge to work in teams to complete a project in administration."
"ADMN 5753","Internship","Units: 3","Administration (ADMN)","Semester Prerequisite:  Consent of college internship coordinator. Quarter Prerequisite: senior standing preferred; consent of instructor and the departments internship coordinatorSupervised work and study in private or public organizations. May be repeated for credit. A total of six units of Jack H. Brown College of Business and Public Administration 5753 or 5755 courses may be applied toward graduation. Graded credit/no credit. Formerly offered as ADMN 575."
"ADMN 5755","Internship","Unit: 1","Administration (ADMN)","Semester Prerequisite:  Consent of college internship coordinator. Quarter Prerequisite: senior standing preferred; consent of instructor and the departments internship coordinatorSupervised work and study in private or public organizations. May be repeated for credit. A total of six units of Jack H. Brown College of Business and Public Administration 5753 or 5755 courses may be applied toward graduation. Graded credit/no credit."
"ADMN 5910","Seminar in Administration","Unit: 1","Administration (ADMN)","Intensive study of some phase of administration to be developed by instructor. May be repeated for credit as topics change. Formerly offered as ADMN 590B."
"ADMN 5915","Seminar in Administration","Unit: 1","Administration (ADMN)","Intensive study of some phase of administration to be developed by instructor. May be repeated for credit as topics change."
"ADMN 5920","Seminar in Administration","Units: 2","Administration (ADMN)","Intensive study of some phase of administration to be developed by instructor. May be repeated for credit as topics change. Formerly offered as ADMN 590C."
"ADMN 5930","Seminar in Administration","Units: 3","Administration (ADMN)","Intensive study of some phase of administration to be developed by instructor. May be repeated for credit as topics change. Formerly offered as ADMN 590D."
"ADMN 5951","Independent Study","Unit: 1","Administration (ADMN)","Semester Prerequisite:  Junior status, or graduate statusSpecial topics involving library and/or field research. A total of 8 units in any Jack H. Brown College of Business and Public Administration 5951, 5952, 5953, 5955 may be applied toward graduation. Consent of instructor and approval by the department of a written project/proposal submitted to the appropriate department in the Jack H. Brown College of Business and Public Administration on a standard application filed in advance of the semester in which the course is to be taken. Course is cross-listed across different departments within the college."
"ADMN 5952","Independent Study","Units: 2","Administration (ADMN)","Semester Prerequisite:  Junior status, or graduate statusSpecial topics involving library and/or field research. A total of 8 units in any Jack H. Brown College of Business and Public Administration 5951, 5952, 5953, 5955 may be applied toward graduation. Consent of instructor and approval by the department of a written project/proposal submitted to the appropriate department in the Jack H. Brown College of Business and Public Administration on a standard application filed in advance of the semester in which the course is to be taken. Formerly offered as 595B. Course is cross-listed across different departments within the college."
"ADMN 5953","Independent Study","Units: 3","Administration (ADMN)","Semester Prerequisite:  Junior status, or graduate statusSpecial topics involving library and/or field research. A total of 8 units in any Jack H. Brown College of Business and Public Administration 5951, 5952, 5953, 5955 may be applied toward graduation. Consent of instructor and approval by the department of a written project/proposal submitted to the appropriate department in the Jack H. Brown College of Business and Public Administration on a standard application filed in advance of the semester in which the course is to be taken. Formerly offered as 595D. Course is cross-listed across different departments within the college."
"ADMN 5955","Independent Study","Unit: 1","Administration (ADMN)","Semester Prerequisite:  Junior status, or graduate statusSpecial topics involving library and/or field research. A total of 8 units in any Jack H. Brown College of Business and Public Administration 5951, 5952, 5953, 5955 may be applied toward graduation. Consent of instructor and approval by the department of a written project/proposal submitted to the appropriate department in the Jack H. Brown College of Business and Public Administration on a standard application filed in advance of the semester in which the course is to be taken. Course is cross-listed across different departments within the college."
"ADMN 6010","Data-Driven Decision Making","Units: 3","Administration (ADMN)","Advanced problem-solving qualitative and quantitative techniques to find, frame and solve difficult issues. Formerly offered as ADMN 601."
"ADMN 6020","Advanced Managerial Communications","Units: 3","Administration (ADMN)","Introduces students to the principles of communication strategy and persuasion, with a focus on written and oral presentation assignments to increase student proficiency in managerial communication.  Satisfies the graduate writing requirement. Formerly offered as ADMN 602."
"ADMN 6753","Internship","Units: 3","Administration (ADMN)","Semester Prerequisite:  consent of instructor and department's internship coordinator. Quarter Prerequisite: consent of instructor and department's internship coordinatorSupervised work and study in private or public organizations. May be repeated for credit. A total of six units of Jack H. Brown College of Business and Public Administration 6753 or 6755 courses may be applied toward graduation. Graded credit/no credit. Formerly offered as ADMN 675."
"ADMN 6755","Internship","Unit: 1","Administration (ADMN)","Semester Prerequisite:  Consent of college internship coordinator. Quarter Prerequisite: senior standing preferred; consent of instructor and the departments internship coordinatorSupervised work and study in private or public organizations. May be repeated for credit. A total of six units of Jack H. Brown College of Business and Public Administration 5753 or 5755 courses may be applied toward graduation. Graded credit/no credit."
"ADMN 6901","Policy Management in Seoul: Seoul Case Study Program","Units: 3","Administration (ADMN)","This course provides students with the analysis of major issues in management of global cities, specifically Seoul Metropolitan Government, the Republic of Korea (South Korea).  Topics include demographics, culture, social values, business practices, and urban development and civil service system of the Republic of Korea (South Korea).  The course consists of (a) pre-visit in-class lectures and (b) visit Seoul Metropolitan Government, the Republic of Korea (lectures and field trips)."
"ADMN 6910","Advanced Topics in Administration","Unit: 1","Administration (ADMN)","Intensive study of some advanced phase of administration to be developed by instructor. May be repeated for credit as topics change."
"ADMN 6915","Advanced Topics in Administration","Unit: 1","Administration (ADMN)","Intensive study of some advanced phase of administration to be developed by instructor. May be repeated for credit as topics change."
"ADMN 6920","Advanced Topics in Administration","Units: 2","Administration (ADMN)","Intensive study of some advanced phase of administration to be developed by instructor. May be repeated for credit as topics change. Formerly offered as ADMN 690B."
"ADMN 6930","Advanced Topics in Administration","Units: 3","Administration (ADMN)","Intensive study of some advanced phase of administration to be developed by instructor. May be repeated for credit as topics change. Formerly offered as ADMN 690C."
"ADMN 6951","Directed Graduate Studies","Unit: 1","Administration (ADMN)","Graduate-level independent study for students in Interdisciplinary Master of Arts programs; to be conducted under direct supervision of a faculty member from the students committee and, if an interdisciplinary studies major, with approval of the committee on graduate education and consent of the Dean of Graduate Studies. Formerly offered as ADMN 695A."
"ADMN 6952","Directed Graduate Studies","Units: 2","Administration (ADMN)","Graduate-level independent study for students in Interdisciplinary Master of Arts programs; to be conducted under direct supervision of a faculty member from the students committee and, if an interdisciplinary studies major, with  approval of the committee on graduate education and consent of the Dean of Graduate Studies. Formerly offered as ADMN 695B."
"ADMN 6953","Directed Graduate Studies","Units: 3","Administration (ADMN)","Graduate-level independent study for students in Interdisciplinary Master of Arts programs; to be conducted under direct supervision of a faculty member from the students committee and, if an interdisciplinary studies major, with  approval of the committee on graduate education and consent of the Dean of Graduate Studies. Formerly offered as ADMN 695C."
"ADMN 6980","MBA Portfolio","Units: 0","Administration (ADMN)","Semester Prerequisite:  Completion of 24 units in the program. Quarter Prerequisite: completion of 32 units in the programPreparation and submission of a portfolio containing assignments representing successful work in the MBA program, accompanied by a reflective essay showing how the portfolio demonstrates the accomplishment of the goals of the program. Formerly offered as ADMN 995."
"ADMN 6981","Comprehensive Assessment","Units: 0","Administration (ADMN)","Semester Prerequisite:   advancement to candidacy, approval of department, completion of core course work in the master program and in good academic standing. Quarter Prerequisite: advancement to candidacy, approval of department, completion of course work in the masters program and in good academic standingAn assessment of the students ability to integrate the knowledge of the area, show critical and independent thinking and demonstrate mastery of the subject matter in business. May be taken any fall, winter or spring term after advancement to candidacy. Formerly offered as ADMN 999."
"ADMN 6983","Culminating Business Administration Project","Units: 3","Administration (ADMN)","Culminating experience course develops the future manager's business analysis skills, integrating knowledge from the MBA Foundation and Essentials courses. Students will develop a comprehensive, written assessment that addresses a real, substantive business problem."
