"course_code","course_name","description","department","credits"
"ACT SCI 301","ACTUARIAL SCIENCE METHODS II","Develop a knowledge of mathematical tools for quantitatively assessing financial risk. Emphasize the applications to problems encountered in actuarial science.","Actuarial Science (ACT SCI)","1 credit."
"ACT SCI 303","THEORY OF INTEREST","Time value of money; interest compounded discretely and continuously; accumulated and present value of payments; loans and sinking funds; annuity and bond valuation; interest rate term structure; duration, immunization and interest rate swaps.","Actuarial Science (ACT SCI)","3 credits."
"ACT SCI 365","CONTEMPORARY TOPICS","Exploration of subject areas possibly to be introduced into the business curriculum.","Actuarial Science (ACT SCI)","1-3 credits."
"ACT SCI 399","READING AND RESEARCH-ACTUARIAL SCIENCE","Directed study in various areas of actuarial science that provides the opportunity to participate in more in-depth study (intermediate level) under the direct guidance of actuarial science faculty.","Actuarial Science (ACT SCI)","1-3 credits."
"ACT SCI 640","ACTUARIAL STATISTICS FOR RISK MODELING","Introduction to statistical learning theory and methods for analyzing and modeling risks in actuarial applications. Topics include linear and nonlinear models; diagnostics and assessment of predictive models; variable and model selection; and non-supervised learning techniques.","Actuarial Science (ACT SCI)","4 credits."
"ACT SCI 650","FUNDAMENTALS OF LONG-TERM ACTUARIAL MODELING","Advanced problems in the mathematical theory of life contingencies; force of mortality, laws of mortality; premiums and reserves for insurance and annuities based on a single life.","Actuarial Science (ACT SCI)","3 credits."
"ACT SCI 651","ADVANCED LONG-TERM ACTUARIAL MODELING","Joint life probabilities, annuities and insurances; multiple-decrement theory; pension fund mathematics.","Actuarial Science (ACT SCI)","3 credits."
"ACT SCI 652","FUNDAMENTALS OF SHORT-TERM ACTUARIAL MODELING","Definition and selection of probability distributions appropriate for insurance data that are heavily tailed and skewed.","Actuarial Science (ACT SCI)","3 credits."
"ACT SCI 653","ADVANCED SHORT-TERM ACTUARIAL MODELING","Estimation of parameters of probability distributions appropriate for insurance data that are heavy tailed and skewed; assessment of credibility of data for ratemaking.","Actuarial Science (ACT SCI)","3 credits."
"ACT SCI 654","REGRESSION AND TIME SERIES FOR ACTUARIES","Foundation of multiple regression and time series analysis with focus on business. Introduction to skills needed to become critical consumers of reports that are based on regression and time series analysis.","Actuarial Science (ACT SCI)","2-3 credits."
"ACT SCI 655","HEALTH ANALYTICS","Introduction to the broad area of health, integrating how researchers from multiple perspectives have investigated various aspects of health, along with the hands-on practice of learning and using statistical tools to analyze these topics.","Actuarial Science (ACT SCI)","3 credits."
"ACT SCI 657","RISK ANALYTICS","Develop a toolbox for modeling, communicating, and managing risk and uncertainty in business applications. Emphasis on the notation of probabilistic forecasting and introduces a predictive modeling framework that integrate modern machine learning methods with distribution-based regression models. Topics include heavy-tailed regression, count data regression, survival data analysis, feature engineering using neural networks and natural language processing, among others.","Actuarial Science (ACT SCI)","3 credits."
"ACT SCI 765","CONTEMPORARY TOPICS","Exploration of subject areas possibly to be introduced into the business curriculum.","Actuarial Science (ACT SCI)","1-3 credits."
"AFROAMER 101","INTRODUCTION TO AFRICAN AMERICAN STUDIES","Delve into the origins of African American Studies as an academic discipline and explore its early forms. Examine how African Americans have contributed to the understanding of the African American experience, both historically and in the present day. Analyze current struggles of the Black community for freedom, justice, and humanity.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​AMER IND/​ASIAN AM/​CHICLA/​FOLKLORE  102","INTRODUCTION TO COMPARATIVE US ETHNIC AND AMERICAN INDIAN STUDIES","Introduction to comparative ethnic studies, examining race, ethnicity, and indigeneity within the United States. Includes perspectives from African American, American Indian, Asian American, and Chican@ and Latin@ studies.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 151","INTRODUCTION TO CONTEMPORARY AFRO-AMERICAN SOCIETY","Survey of the characteristics and problems of African Americans in contemporary society.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 154","HIP-HOP AND CONTEMPORARY AMERICAN SOCIETY","The aesthetic and political evolution of hip-hop culture and its relationship to contemporary social issues.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 155","THEY: RACE IN AMERICAN LITERATURE","The evolution of stereotypes. The literary manifestations of the assumptions black and white American writers hold toward members of the opposite race.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 156","BLACK MUSIC AND AMERICAN CULTURAL HISTORY","Examines the interaction between African American musical culture and its historical context, with an emphasis on the period from 1920 to the present.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 199","DIRECTED STUDY","Directed study projects as arranged with a faculty member.","African American Studies (AFROAMER)","1-3 credits."
"AFROAMER/​AFRICAN  220","HIPHOP, YOUTH CULTURE, AND POLITICS IN SENEGAL","Explores how HipHop, a quintessential manifestation of African American culture, is adopted and adapted by African youth to fight for social justice and democracy in their local contexts, while at the same time constructing a diasporic African sensibility and ""cultural citizenship"" that transcends boarders and oceans. Beginning with the history, culture, and politics of HipHop in the U.S., we compare and contrast HipHop's development in Africa with specific attention to Senegal. Explores the the youth culture and politics in Senegal and the ongoing process of cross-cultural flows and hybridity.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  221","INTRODUCTION TO BLACK WOMEN'S STUDIES","This course will provide students with an overvview of the field of Black women's studies.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  222","INTRODUCTION TO BLACK WOMEN WRITERS","An introduction to the writings of Afro-American women from the nineteenth to the twentieth century. Fiction, autobiography, non-fiction prose, and poetry will be read and discussed.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 225","INTRODUCTION TO AFRICAN AMERICAN DRAMATIC LITERATURE","Introduction to the history of African American theater and major African American playwrights and actors.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 227","MASTERPIECES OF AFRICAN AMERICAN LITERATURE","Analysis of major works of African American fiction, drama, poetry and autobiography.  Attention given to historical, cultural and biographical contexts.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 231","INTRODUCTION TO AFRO-AMERICAN HISTORY","Survey from the African beginnings to the present day. Focus on slave trade and slavery; major black figures of the past; social, economic, and political trends within the black community.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​AFRICAN  233","GLOBAL HIPHOP AND SOCIAL JUSTICE","Critical interrogation of the relationship between HipHop and social justice. What is ""HipHop,"" what is ""social justice,"" what is their relationship, how can HipHop can be an effective force for social justice, and what obstacles mitigate against this potential? Discussions will develop familiarity with important concepts in Black studies and social theory such as race and colonialism, imperialism and hegemony, structure and agency, identity and strategic essentialism. Consider the race/class/gender dimensions of weekly topics, acquire a broader familiarity with HipHop activism, and develop new conceptual tools and critical thinking skills.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​ART HIST  241","INTRODUCTION TO AFRICAN ART AND ARCHITECTURE","Examines the rich heritage of African arts and architecture as they shape and have been shaped by the histories and cultural values (social, political, religious, philosophical, and aesthetic) of African peoples, both past and present, on the continent where humanity began. It includes an historical overview of selected artistic traditions from different parts of the continent from 26,000 BCE to the 21st century and thematic/cultural case studies: artists and aesthetics; textiles, decorative, and personal/body arts; architecture; and individual artists.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​ART HIST  242","INTRODUCTION TO AFRO-AMERICAN ART","Historical survey of African American art. Beginning with the African heritage and concluding with creativity of the 1970's, examine the evolution of African American art. Attention to the aesthetic sensibilities of diverse styles as well as the social significance of Black art within the art arena.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​ANTHRO/​C&E SOC/​GEOG/​HISTORY/​LACIS/​POLI SCI/​SOC/​SPANISH  260","LATIN AMERICA: AN INTRODUCTION","Latin American culture and society from an interdisciplinary perspective; historical developments from pre-Columbian times to the present; political movements; economic problems; social change; ecology in tropical Latin America; legal systems; literature and the arts; cultural contrasts involving the US and Latin America; land reform; labor movements; capitalism, socialism, imperialism; mass media.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER 265","AFRICAN-AMERICAN AUTOBIOGRAPHY","Autobiographies of major African Americans studied in depth to locate the constants and variables in the Black American experience. Focus on the variety of individual responses to conditions in the United States.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  267","ARTISTIC/CULTURAL IMAGES OF BLACK WOMEN","Cultural images by and about Black women; feminine creativity in the arts within their historical, cultural, social, and political contexts.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 270","SELECTED TOPICS IN AFRICAN AMERICAN STUDIES","Introduction to a historical and/or contemporary topic concerning the African American experience. Explores key factors of African American experiences that impact current society.","African American Studies (AFROAMER)","1-3 credits."
"AFROAMER 271","SELECTED TOPICS IN AFRICAN AMERICAN CULTURE","Introductory level course on specific topics in African American culture.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 272","RACE AND AMERICAN POLITICS FROM THE NEW DEAL TO THE NEW RIGHT","Survey of the decisive role played by race in American politics, 1932-present. Focus on origins and accomplishments of ""the Second Reconstruction""; Black Power and white backlash; contemporary racial politics and issues.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​HIST SCI  275","SCIENCE, MEDICINE, AND RACE: A HISTORY","Surveys the medical and scientific constructions of categories of race, placing the development of racial theories in a broad social and political context. Pays particular attention to the importance of racial science in slavery and colonialism.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER/​AFRICAN/​ANTHRO/​GEOG/​HISTORY/​POLI SCI/​SOC  277","AFRICA: AN INTRODUCTORY SURVEY","African society and culture, polity and economy in multidisciplinary perspectives from prehistory and ancient kingdoms through the colonial period to contemporary developments, including modern nationalism, economic development and changing social structure.","African American Studies (AFROAMER)","4 credits."
"AFROAMER/​AFRICAN/​HISTORY/​POLI SCI  297","AFRICAN AND AFRICAN-AMERICAN LINKAGES: AN INTRODUCTION","Analysis of retention of African elements in African-American oral, written, and material culture. Social, cultural, and political issues regarding race, self-definition, and self-determination in both Africa and North America will be examined.","African American Studies (AFROAMER)","4 credits."
"AFROAMER 302","UNDERGRADUATE STUDIES IN AFRO-AMERICAN HISTORY","In-depth treatment of a key theme in black historical studies.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 303","BLACKS, FILM, AND SOCIETY","Study of the interpretations of the African American past conveyed via theatrical films and television; relationship to other images of blacks found throughout the popular culture; relationship to societal trends.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​DANCE/​MUSIC  318","CULTURAL CROSS CURRENTS: WEST AFRICAN DANCE/MUSIC IN THE AMERICAS","The influence of traditional West African dance/music heritage in historical, artistic, social contexts in the development of new hybrid forms of music/dance created by cross-pollination of cultures of Africans, Europeans and indigenous peoples in the New World.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​ASIAN AM/​DANCE/​FOLKLORE  319","AFRO ASIAN IMPROV: FROM HIP HOP TO MARTIAL ARTS FUSION","An Afro Asian perspective provides a lens through which intersections between Asian American and African American dance and martial arts are studied and practiced. Asian American and African American movement genres provide tools to explore dance fusion, choreography, and improvisation, to create dances informed by African American and Asian American legacies of struggle, innovation and transformation, while cognizant of historical forces of oppression and racism. Building connections through respectful communication with others are learned through dance practice, discussion and writing about concepts learned through readings, videos, and guest artist visits. Engagement with dance as a cultural vehicle for creative problem-solving and risk-taking occurs through guided class or smaller group activities.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​HISTORY  321","AFRO-AMERICAN HISTORY SINCE 1900","Survey of African American history from 1900 to the present. Topics covered include segregation, the Civil Rights Movement, the political, social and cultural changes of the late 20th century, and the Obama presidency.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER/​HISTORY  322","AFRO-AMERICAN HISTORY TO 1900","Survey of African American history from its roots in Africa to the end of the 19th century. Topics considered include the slave trade, the political and cultural practices of enslaved communities, forms of resistance, Reconstruction, and systems of segregation.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER/​GEN&WS  323","GENDER, RACE AND CLASS: WOMEN IN U.S. HISTORY","Historical interplay of racism and sexism in the lives of Black and White women of different class backgrounds in the United States.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  324","BLACK WOMEN IN AMERICA: RECONSTRUCTION TO THE PRESENT","Explores African American women's experience from waning days of slavery to present. Topics include slavery, emancipation, reconstruction, segregation, migration, urban and rural poverty, civil rights, nationalism, feminism and sexual politics.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  326","RACE AND GENDER IN POST-WORLD WAR II U.S. SOCIETY","Assesses how race and gender (as well as socio-economic status, age, sexuality, region, etc.) shaped the experiences and options of African Americans, especially women, in U.S. society from WW II to the present.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  333","BLACK FEMINISMS","Uses an interdisciplinary framework to interrogate core assumptions, arguments, and silences in past and present black feminist thought.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 337","THE HARLEM RENAISSANCE","Black literature and culture during the 1920's. Focus on unique Black literary expression of era, historical background, esthetics, polemical essays.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 338","THE BLACK ARTS MOVEMENT","Focuses on the notion of blackness as it is developed in the poetry and drama of key figures of the 1960s Black Arts Movement. Emphasizes the emergence of a critical discourse specific to a ""new"" black aesthetic.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​HISTORY  347","THE CARIBBEAN AND ITS DIASPORAS","Surveys the history of the Caribbean from the 15th century to the present. Emphasizes the importance of colonialism, commodity-based capitalism, globalization, slavery, and forced labor for the modeling of the region's social, economic, cultural, and political structures. Pay particular attention to the resilient, creative and resourceful ways in which Caribbean people have responded to these adverse conditions. Examine the circumstances that have shaped migrations from the region to the United States and Canada during the 20th and 21st centuries. Study how these diasporic communities have created social spaces in these two countries that have remained closely linked to the Caribbean through economic, political, and filial networks.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER/​GEN&WS  367","ART AND VISUAL CULTURE: WOMEN OF THE AFRICAN DIASPORA AND AFRICA","Art and visual culture by/or pertaining to women throughout the African Diaspora and Africa. Though the focus is on 10th century art by black women, it will go into visual culture (art objects, photographs, images, dress, culturally-coded representation) concerning black women historically.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​HISTORY  393","SLAVERY, CIVIL WAR, AND RECONSTRUCTION, 1848-1877","African-American slavery and its impact on mid-19th century social, political, and economic life; the causes, course, and consequences of the Civil War; the rise and fall of postwar Reconstruction and non-racial citizenship; the impact of these histories on contemporary American society.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER/​AFRICAN  413","CONTEMPORARY AFRICAN AND CARIBBEAN DRAMA","A critical study of the major works.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER/​LEGAL ST  435","CIVIL RIGHTS: POLICING, PRISONS, VOTING, HOUSING, EMPLOYMENT","Exploration of civil rights. Question what it means to discriminate (on the basis of race, sex, national origin, religion, and disability), how we might investigate and detect acts of discrimination, and the legal constraints on governmental efforts to remedy discrimination in employment, housing, and voting. Explore the intersection of government power and civil rights. Examine how the government targets groups during times of national crisis. Consider what constitutes acceptable conditions of incarceration for prisoners. Finally, learn police use-of-force doctrine, and discuss the challenge of protecting both officer and civilian safety.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER/​POLI SCI  519","AFRICAN AMERICAN POLITICAL THEORY","Explores a range of theories that African Americans have drawn upon to cope with and ameliorate their political circumstances in the United States within the specific parameters of political theory.","African American Studies (AFROAMER)","3-4 credits."
"AFROAMER/​HIST SCI/​MED HIST  523","RACE, AMERICAN MEDICINE AND PUBLIC HEALTH","Provides historical perspectives on current dilemmas facing black patients and health care professionals.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 525","MAJOR AUTHORS","Intensive literary criticism of the works of selected authors. Emphasis on fiction, but non-fiction when appropriate. Works of one or two authors.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​ED POL  567","HISTORY OF AFRICAN AMERICAN EDUCATION","An examination of the social, economic, political, and cultural issues influencing the education of Black Americans from the early nineteenth century to the 1960s.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 621","SLAVERY AND CAPITALISM IN THE UNITED STATES","Addresses the relationship between slavery and capitalism in the British North American colonies and the United States of America. Drawing on recent scholarship that explores how slavery and capitalism are independent systems, examines  how the labor of enslaved people affected the development and growth of wage labor; the impact of the growth and dominance of capitalism as an economic system on the institution of slavery; and the experiences of enslaved people.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  624","AFRICAN AMERICAN WOMEN'S ACTIVISM (19TH & 20TH CENTURIES)","Examines Black women's struggles for racial justices; reconsiders conventional notions of leadership, politics and protest. Topics include abolitionism, anti-lynching campaigns, woman suffrage, labor movement, club movement, cultural expressions, civil rights protest, Black feminism/womanism, poverty and welfare rights, environmental racism, etc.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  625","GENDER, RACE AND THE CIVIL RIGHTS MOVEMENT","This course focuses on the emerging field of gender studies in the scholarship on the post-World War II civil rights movement in the United States.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​HISTORY  628","HISTORY OF THE CIVIL RIGHTS MOVEMENT IN THE UNITED STATES","Civil rights history from 1930-1970. Legal, historical and economic origins of the civil rights movement. Study of the movement's impact on United States culture, politics, and international relations.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 631","COLLOQUIUM IN AFRO-AMERICAN HISTORY","Research and discussion of topics in African American History.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 671","SELECTED TOPICS IN AFRO-AMERICAN HISTORY","An intensive analysis of specific historical themes in African Americans' experiences.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​ENGL  672","SELECTED TOPICS IN AFRO-AMERICAN LITERATURE","An intensive analysis of specific themes in the Afro-American experience. Subjects vary with instructor.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 673","SELECTED TOPICS IN AFRO-AMERICAN SOCIETY","An intensive analysis of specific societal themes in African Americans' experiences.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 675","SELECTED TOPICS IN AFRO-AMERICAN CULTURE","An intensive analysis of specific cultural themes in African Americans' experiences.","African American Studies (AFROAMER)","3 credits."
"AFROAMER/​GEN&WS  677","CRITICAL AND THEORETICAL PERSPECTIVES IN BLACK WOMEN'S WRITINGS","Analyses and interpretations of literary works by black women writers through historical, philosophical, political, feminist, and other contemporary critical methods.","African American Studies (AFROAMER)","3 credits."
"AFROAMER 681","SENIOR HONORS THESIS","Mentored individual research and study for students completing a thesis in an Honors program.","African American Studies (AFROAMER)","3 credits."
