"course_code","course_title","credits","department","description"
"A HI 4633","Modern Art: Cezanne to 1950","3 Credit Hours.","A HI-Art History","(Slashlisted with 5633) Prerequisite: junior standing. European art from Post-Impressionism to 1950, including some American developments. Emphasis on painting and sculpture, with some consideration of architecture. No student may earn credit for both 4633 and 5633. (Irreg.) [IV-WC]"
"A HI 4643","Art After Modernism","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 5643) Prerequisite: Junior standing. Examines the transition from modern to contemporary art in Europe and the United States between 1950 and 1989. No student may earn credit for both 4643 and 5643. (Irreg.)"
"A HI 4683","American Material Culture","3 Credit Hours.","A HI-Art History","Prerequisite: Junior standing. An interdisciplinary seminar addressing the significance of ordinary American objects (cell phones, storm shelters, ATM machines, lava lamps, food processors; the possibilities are nearly endless) taken as evidence of unconscious as well as conscious attitudes and beliefs, some specific to their original makers, users, owners and perceivers, others latent in the broader cultural milieu of their creation. (Sp)"
"A HI 4723","Cinema of the American West: Then and Now","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 5723) Prerequisite: junior standing. Provides a critical overview of cinema of the American West from the 1930s to present day. Through screenings and course readings, examines the underlying components of Western films, including issues of race, class, ethnicity, gender, sexuality and ideology. Also explores the influence of painting and photography on cinema, as filmmakers both reinforced and reshaped popular imaginings of the American West. No student may earn credit for both 4723 and 5723. (Irreg.)"
"A HI 4733","Contemporary Art in Exhibition","3 Credit Hours.","A HI-Art History","Prerequisite:ENGL 1213orEXPO 1213; junior standing. Museums are usually places where things go when they have outlasted their original purposes but still retain value, require care, and stir interest. In this course, we will think in various ways about how contemporary art and the museum do and do not go together. (Irreg.)"
"A HI 4743","The American West in Art, Photography and Popular Culture","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 5743) Prerequisite: junior standing or permission of instructor. Focuses on the Trans-Mississippi West, as seen through the eyes of artists and photographers from the early 19th century until today. A variety of media will be discussed, including paintings, prints, photography, and sculpture. The course will study Euro-American artistic conventions/tradition and how they have been employed in defining western history, culture, and native people as fact, fiction, and myth. No student may earn credit for both 4743 and 5743. (Irreg.) [IV-AF]"
"A HI 4753","The American West in Photography","3 Credit Hours.","A HI-Art History","(Slashlisted with 5753) Prerequisite: Junior standing or permission of the instructor.  This course focuses on the study of the trans-Mississippi west as seen through the eyes of photographers from the early 19th century up to the present.  The purpose of this course will primarily be to study Euro-American photographic conventions, traditions, and styles and how they have been employed in defining American western history, culture and native peoples as fact, artistic motif and myth.  No student may earn credit for both 4753 and 5753. (Irreg.) [IV-WC]"
"A HI 4773","Modern Exhibition Histories","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 5773) Prerequisite: Junior standing andENGL 1213orEXPO 1213. This course offers a history of modern art exhibitions, with a focus on European, U.S., and transnational contexts. It explores how exhibitionary decisions, including object choice, design and installation, location, historical context, artistic goals, and visitor experience and reception shape the fluid and multiple meanings of art. No student may earn credit for both 4773 and 5773. (Irreg.)"
"A HI 4823","20th Century American Indian Art History","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 5823) Prerequisite: junior standing. Examination and study of the arts of North American Indians. Included in the survey will be the examination of new materials, styles, and the shifts of gender roles in the creative arts. No student may earn credit for both 4823 and 5823. (F)"
"A HI 4853","American Indian Women Artists","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 5853) Prerequisite: Junior standing or permission of the instructor. Investigates the arts of indigenous women throughout the Americas. Students will participate in research, discussion of selected readings, written assignments and individual presentations concerning the non-western aesthetics and ideals that are found in arts of Indian women from the 20th century forward. No student may earn credit for both 4853 and 5853. (Irreg.)"
"A HI 4913","Seminar","3 Credit Hours.","A HI-Art History","(Slashlisted with 5913) Prerequisite: permission of instructor. May be repeated with change of content; maximum credit 12 hours. Advanced topics in art history. No student may earn credit for both 4913 and 5913. (Irreg.)"
"A HI 4930","Internship","1-6 Credit Hours.","A HI-Art History","1 to 6 hours. Prerequisite: permission of instructor; majors only. May be repeated; maximum credit 6 hours. Students arrange and participate in a professional work experience with an approved internship site. (Irreg.)"
"A HI 4933","Process and Theory Workshop","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 5933; Crosslisted withARTC 4933) Prerequisite: Junior standing or permission of instructor; majors only. May be repeated with change of subject; maximum credit 6 hours. The course will offer a deeper grounding in relevant theoretical issues, as students explore together the interdisciplinary landscapes of contemporary theory and assess their relevance for artistic practice and art historical research. No student may earn credit for both 4933 and 5933. (Irreg.)"
"A HI 4943","Fieldwork for Art History","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 5943) Prerequisite: Junior standing and permission of instructor. Students will be introduced to the idea that strategies art historians have developed to interpret art can be applied to the full range of traces left by human beings in the natural world. This course stretches the disciple of art history in experimental ways, challenging the centrality of art, understood as the sort of object that belongs in a museum. No student may earn credit for both 4943 and 5943. (Irreg.)"
"A HI 4953","Museum Studies","3 Credit Hours.","A HI-Art History","(Slashlisted with 5953) Prerequisite: junior standing. Analysis of problems in collecting, authenticating, exhibiting and conserving works of art. Attention is also given to museum architecture and administration, as well as to the cultural and educational role of the museum in the community. Field trips, projects and papers are required. No student may earn credit for both 4953 and 5953. (Irreg.)"
"A HI 4960","Directed Readings","2-6 Credit Hours.","A HI-Art History","Prerequisite: six hours of upper-division art history and permission of instructor. May be repeated; maximum credit six hours. Research culminating in the preparation of papers using technical and critical literature in the history of art. (Irreg.)"
"A HI 4970","Special Topics/Seminar","1-3 Credit Hours.","A HI-Art History","1 to 3 hours. Prerequisite: Senior standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)"
"A HI 4990","Independent Study","1-3 Credit Hours.","A HI-Art History","1 to 3 hours. Prerequisite: senior standing and permission of instructor. May be repeated; maximum credit six hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.)"
"A HI 4993","Senior Capstone Experience","3 Credit Hours.","A HI-Art History","Prerequisite: senior classification. May not be repeated for credit. Primary objective is to provide a culminating experience for the senior-year student. Satisfies the University-wide General Education Requirement for a capstone course for art history majors. (F, Sp) [V]"
"A HI 5043","Native Americans, Museums and Exhibitions","3 Credit Hours.","A HI-Art History","(Slashlisted with AHI 4043) Prerequisite: Graduate standing. A discussion-based seminar on the history of museums and Native American art and culture. An examination of early collecting practices that removed materials and belongings from Native American communities, eventually becoming part of museum collections. We will also look at the interventions living artists are making and how they choose to present themselves and their culture to the public. No student may earn credit for both 4043 and 5043. (Irreg.)"
"A HI 5163","Etruscan Art","3 Credit Hours.","A HI-Art History","(Slashlisted with 4163) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Examine and interpret selected works of Etruscan art in reference to the possible influences from the social, political, economic, literary, and religious ""climate"" of the time. No student may earn credit for both 4163 and 5163. (Irreg.)"
"A HI 5210","Graduate Readings","1-6 Credit Hours.","A HI-Art History","1 to 6 hours. Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. May be repeated with change of subject; maximum credit nine hours. Selected readings in art history. (Irreg.)"
"A HI 5220","Graduate Projects","1-6 Credit Hours.","A HI-Art History","1 to 6 hours. Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. May be repeated with change of subject; maximum credit nine hours. Individual problems on selected topics. (Irreg.)"
"A HI 5273","Byzantine Icons","3 Credit Hours.","A HI-Art History","(Slashlisted with 4273) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Byzantine images occupy a principal position at the heart of the Eastern Church and they are an organic part of daily services. The icon represents a vision of the invisible, and therefore a vision founded on divine knowledge which transforms the created work into the miracle working image. This class will examine the challenging process of producing holiness and divinity through painting panels. No student may earn credit for both 4273 and 5273. (Irreg.)"
"A HI 5373","The Italian City: Renaissance and Baroque Architecture","3 Credit Hours.","A HI-Art History","(Slashlisted with 4373) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Architecture and urban planning of Italy from about 1300-1700. Emphasis on the growth of the city and how new forms of social interaction affected the development of architecture and the urban setting. No student may earn credit for both 4373 and 5373. (Irreg.)"
"A HI 5463","Issues in Northern Baroque Art","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 4463) Prerequisite: Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Looks at northern Baroque art as a case study for the examination of a variety of art historical problems such as attribution, function, interpretation, and symbolism. No student may earn credit for both 4463 and 5463. (Irreg.)"
"A HI 5523","Art and Power","3 Credit Hours.","A HI-Art History","(Slashlisted with AHI 4523) Prerequisite: Graduate standing or instructor permission. What is the relationship between art and power, and how has it changed over time? This course delves into how art and architecture have been used to assert, reinforce, and resist power from 1800 to the present. We will explore topics including propaganda, cultural diplomacy, monumentality, restitution and repatriation, thinking critically about how similar strategies are utilized today. No student may earn credit for both 4523 and 5523. (Irreg.)"
"A HI 5573","Impressionist Revolt","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 4573) Prerequisite: Graduate standing and permission of instructor. This course will establish a context for the Impressionist movement by looking at works by theme. We will examine the physical and social transformation of Paris at midcentury, prostitution and the deceptions of capitalism, cafe culture and precarious public spaces, performers of theater, opera, and dance, and the escapist seduction of suburban leisure. No student may earn credit for both 4573 and 5573. (Irreg.)"
"A HI 5583","Caricature and Satire","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 4583) Prerequisite: Graduate standing and permission of instructor. This course will investigate topics and themes related to satire and caricature, first grounding our discussion in theoretical foundations. We will look at social caricature and social science, political critique and the rise of the illustrated press, criminality and 19th-century science, cults of celebrity, and the impact of censorship on form. No student may earn credit for both 4583 and 5583. (Irreg.)"
"A HI 5633","Modern Art: Cezanne to 1950","3 Credit Hours.","A HI-Art History","(Slashlisted with 4633) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. European art from Postimpressionism to 1950, including some American developments. Emphasis on painting and sculpture, with some consideration of architecture. No student may earn credit for both 4633 and 5633. (Irreg.)"
"A HI 5643","Art After Modernism","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 4643) Prerequisites: graduate standing; permission of instructor. Examines the transition from modern to contemporary art in Europe and the United States between 1950 and 1989. No student may earn credit for both 4643 and 5643. (Irreg.)"
"A HI 5723","Cinema of the American West: Then and Now","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 4723) Prerequisite: graduate standing; majors only or permission of instructor. Provides a critical overview of cinema of the American West from the 1930s to present day.  Through screenings and course readings, examines the underlying components of Western films, including issues of race, class, ethnicity, gender, sexuality, and ideology.  Also explores the influence of painting and photography on cinema, as filmmakers both reinforced and reshaped popular imaginings of the American West. No student may earn credit for both 4723 and 5723. (Irreg.)"
"A HI 5743","The American West in Art, Photography, and Popular Culture","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 4743) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Focuses on the Trans-Mississippi West, as seen through the eyes of artists and photographers from the early 19th century until today. A variety of media will be discussed, including paintings, prints, photography, and sculpture. The course will study Euro-American artistic conventions/tradition and how they have been employed in defining western history, culture, and native people as fact, fiction, and myth. No student may earn credit for both 4743 and 5743. (Irreg.)"
"A HI 5753","The American West in Photography","3 Credit Hours.","A HI-Art History","(Slashlisted with 4753) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. This course focuses on the study of the trans-Mississippi west as seen through the eyes of photographers from the early 19th century up to the present.  The purpose of this course will primarily be to study Euro-American photographic conventions, traditions, and styles and how they have been employed in defining American western history, culture and native peoples as fact, artistic motif and myth.  No student may earn credit for both 4753 and 5753. (Irreg.)"
"A HI 5773","Modern Exhibition Histories","3 Credit Hours.","A HI-Art History","(Slashlisted withA HI 4773) Prerequisite: Graduate standing and permission of instructor. This course offers a history of modern art exhibitions, with a focus on European, U.S., and transnational contexts. It explores how exhibitionary decisions, including object choice, design and installation, location, historical context, artistic goals, and visitor experience and reception shape the fluid and multiple meanings of art. No student may earn credit for both 4773 and 5773. (Irreg.)"
"A HI 5823","20th Century American Indian Art History","3 Credit Hours.","A HI-Art History","(Slashlisted with 4823) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Examination and study of the arts of North American Indians. Included in the survey will be the examination of new materials, styles, and the shifts of gender roles in the creative arts. No student may earn credit for both 4823 and 5823. (Irreg.)"
"A HI 5853","American Indian Women Artists","3 Credit Hours.","A HI-Art History","(Slashlisted with 4853) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Investigates the arts of indigenous women throughout the Americas. Students will participate in research, discussion of selected readings, written assignments and individual presentations concerning the non-western aesthetics and ideals that are found in arts of Indian women from the 20th century forward. No student may earn credit for both 4853 and 5853. (Irreg.)"
"A HI 5903","Methodologies and Theories in Art History","3 Credit Hours.","A HI-Art History","Prerequisite: graduate standing in art history or senior standing with permission of instructor. A study of various scholarly approaches to the history of art, as well as the theories which inform these approaches. Preparation of bibliographies; short presentations and papers. (Irreg.)"
"A HI 5911","Teaching of Art History","1 Credit Hour.","A HI-Art History","Prerequisites: graduate standing; permission of instructor. Introduction to pedagogy for art history graduate students. It is required for Graduate Teaching Assistants with teaching assignments, and they should normally take it in the first semester of their appointment. The course focuses on principles and practices of good teaching and uses hands-on methods to encourage students to gain confidence and share ideas. Through a series of practical assignments students will increase their competency in creating and evaluating assignments, developing syllabi, and leading discussion sections. (Irreg.)"
"A HI 5912","Professional Writing for Art Historians","2 Credit Hours.","A HI-Art History","Prerequisites: graduate standing; permission of instructor. This course is intended for graduate students pursuing an art history degree at the M.A. or Ph.D. level. It aims to teach professional writing skills necessary for a career in academia or the art world with a focus on proposals for conferences and grants. (Irreg.)"
"A HI 5913","Seminar","3 Credit Hours.","A HI-Art History","(Slashlisted with 4913) Prerequisite: permission of instructor. May be repeated with change of content; maximum credit twelve hours. Advanced topics in art history. No student may earn credit for both 4913 and 5913. (Irreg.)"
"A HI 5930","Graduate Internship","1-6 Credit Hours.","A HI-Art History","Prerequisite: graduate standing; permission of instructor. Variable credit: 1-6 hours. May be repeated; maximum credit 6 credit hours. An Internship is a planned work experience related to a student's personal career and academic goals. It can help a student learn about a career, apply knowledge gained in the classroom, develop skills, and enrich the student's understanding of a variety of art organizations. The primary purpose of an internship is to help relate academic experiences with those in the workplace. (Irreg.)"
