"subject","course_code","course_name","description","credits"
"Accounting","ACCT 352","Law and Social Issues in Business","LAW AND SOCIAL ISSUES IN BUS  Lecture  Focuses on the legal environment of business, including objectives of the law, sources of the law, regulatory and judicial process, and effect of government and society on the formation and evolution of the law.  N 3 N Student Option  Not open to accounting majors. Requires sophomore status.  EG PREP: COE Pro & Career Prep Req  Sustainability Connections Fall and Spring   GE1A: Read Critically GE1B: Analyze Arguments and Information      GE3B: Work Independently Across Cultures","3"
"Accounting","ACCT 363","Service Learning and Earned Income Tax Credit","SERVICE LEARNING & EITC  Independent Study  Requires 8-12 hours of training in tax preparation for people with incomes low enough to qualify for the EITC (Earned Income Tax Credit). In addition, at least 34 hours of service preparing returns for this type of taxpayer is expected.  Y 3 N Student Option  Discovery Learning Experience Fall and Spring","1-3"
"Accounting","ACCT 364","Accounting in Practice","ACCOUNTING IN PRACTICE  Independent Study  Requires at least 120 hours of an accounting-related internship with verification by the hiring company. Term paper relating the real-world duties and experiences of the internship to principles learned in traditional accounting classes also required.  Y 3 N Student Option  ACCT 315  , ACCT 327  . Requires permission of instructor.  Discovery Learning Experience Fall and Spring","1-3"
"Accounting","ACCT 366","Independent Study","INDEPENDENT STUDY  Independent Study  Y 99 Y Student Option  Fall and Spring","1-6"
"Accounting","ACCT 367","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option  Verify offering with Dept","1-6"
"Accounting","ACCT 395","Seminar: International Accounting","SEM:INTERNATIONAL ACCOUNTING  Lecture  Seminar on selected topics in international accounting. Combines lectures and visits to local organizations.  N 3 N Student Option  ACCT 207  . Taught abroad.  Verify offering with Dept   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally  GE3A: Work Collaboratively Across Cultures GE3B: Work Independently Across Cultures  GE5A: Reason Quantitatively GE5B: Reason Computationally","3"
"Accounting","ACCT 402","Big Data Technologies","BIG DATA TECHNOLOGIES  Lecture  Exposes students to the different phases of big data projects: discovery, collection, enrichment, analysis, and decision making. Students learn how to actually implement Big Data solutions.  N 3 N Student Option  May be crosslisted with MISY 402  . ACCT 302  OR MISY 330  .  Fall and Spring   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally     GE5A: Reason Quantitatively GE5B: Reason Computationally","3"
"Accounting","ACCT 405","Current Issues in Management Information Systems","CURRENT ISSUES IN MIS  Lecture  Addresses current information technology challenges in today’s business environment. Although content will constantly change to reflect current technology and emerging issues, topics include: big data, openness in today’s information systems, the cloud computing environment, the role of XML, digital financial reporting, ERP and Web services, the interoperability of information systems, and the Resource Description Framework.  N 3 N Student Option  May be crosslisted with​ MISY 405   Fall   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally     GE5A: Reason Quantitatively GE5B: Reason Computationally","3"
"Accounting","ACCT 410","Theory of External Reporting","THEORY OF EXTERNAL REPORTING  Lecture  Covers the traditional model of accounting for information users external to the firm as well as modern descriptive research. Examines institutional environment and impact of the organization on development of accounting theory and practice.  N 3 N Student Option  ACCT 316  . Accounting junior or senior status.  Fall and Spring   GE4: Critically Evaluate Ethical Implications","3"
"Accounting","ACCT 413","Income Tax Accounting","INCOME TAX ACCOUNTING  Lecture  Analysis of recent revenue acts; use of federal law and regulations todetermine tax liability.  N 3 N Student Option  ACCT 315  . Requires junior status and a grade of C- or better in ACCT 315  .  Fall and Spring   GE3A: Work Collaboratively Across Cultures  GE4: Critically Evaluate Ethical Implications GE5A: Reason Quantitatively GE5B: Reason Computationally","3"
"Accounting","ACCT 414","Advanced Federal Taxation","ADVANCED FEDERAL TAXATION  Lecture  Advanced federal tax concepts including income taxation of corporations, partnerships, estates, and trusts as well as wealth transfer taxes (Estate and Gift Tax).  N 3 N Student Option  ACCT 413  .  Spring   GE1B: Analyze Arguments and Information   GE2B: Communicate Orally GE2C: Communicate Through Creative Expression  GE3B: Work Independently Across Cultures    GE5C: Reason Scientifically","3"
"Accounting","ACCT 415","Advanced Accounting","ADVANCED ACCOUNTING  Lecture  Introduction to branch accounting, consolidations, partnerships, fund accounting for state and local governments, and accounting for international transactions. Other relevant topics may also be covered.  N 3 N Student Option  ACCT 316  . Requires senior status and a grade of C minus or better in ACCT 316  .  Fall and Spring   GE5A: Reason Quantitatively GE5B: Reason Computationally GE5C: Reason Scientifically","3"
"Accounting","ACCT 416","Fiduciary Income Tax","FIDUCIARY INCOME TAX  This course will address the intricacies of Subchapter J of the Internal Revenue Code and the provisions that govern taxation of trusts and estates.  It will explore the tax consequences of trusts and estates and entities managed by third parties such as trustees or executors on behalf of equitable owners such as income and remainder beneficiaries.  N 3 N Student Option  ACCT 313  or ACCT 413  , ACCT 352  or ACCT 350  and ACCT 450  .","3"
"Accounting","ACCT 417","Auditing","AUDITING  Lecture  Introduction to standards and procedures underlying contemporaryauditing.  Topics include ethics, legal liability, internal control, auditevidence, audit reports, statistical sampling, the audit of computerizedsystems, operational auditing, other engagements and services.  N 3 N Student Option  ACCT 316  . Requires senior status and a grade of C- or better in ACCT 316  .  Fall and Spring   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally   GE3B: Work Independently Across Cultures","3"
"Accounting","ACCT 418","Estate Planning","ESTATE PLANNING  Lecture  Focuses on the efficient conservation and transfer of wealth. Studies the legal, tax, financial, and non-financial aspects of this financial planning process, covering topics such as trusts, wills, probate, advance directives, gift planning, wealth transfers, and related taxes.  N 3 N Student Option  ACCT 350  or ACCT 352  .  Spring","3"
"Accounting","ACCT 420","Theory of External Reporting and Applications","THEORY OF EXTERNAL REPORTING  Lecture  Study of contemporary models of accounting for information users external to the firm. Includes an examination of the institutional environment and the impact of the institutions on the development of accounting theory and practices.  N 3 N Student Option  ACCT 315  Spring   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally    GE4: Critically Evaluate Ethical Implications GE5A: Reason Quantitatively GE5B: Reason Computationally","3"
"Accounting","ACCT 425","Strategic Information Systems and Accounting","STRATEGIC INFO SYSTEMS & ACCTG  Lecture  Explores the role of accounting and information systems in accomplishing thestrategic goals of the corporation. Students exposed to accountinginformation from large data bases, enterprise-wide computing environments andcases and projects related to strategic problem solving across functionalareas of business.  N 3 N Student Option  ACCT 302  and ACCT 316  . Accounting majors only.  Classroom course Fall and Spring   GE5A: Reason Quantitatively GE5B: Reason Computationally GE5C: Reason Scientifically","3"
"Accounting","ACCT 433","Internal Auditing","INTERNAL AUDITING  Lecture  Covers internal audit from a broad perspective and the important role in today’s companies. Topics include: Governance, Ethics, Business Processes, Risk Assessments, Controls, and Information Technology.  N 3 N Student Option  Fall   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally    GE4: Critically Evaluate Ethical Implications GE5A: Reason Quantitatively","3"
"Accounting","ACCT 450","Legal Issues of Trust and Fiduciary Entities","LEG ISS OF TRU & FID ENTITIES  Familiarize students with legal issues and ethical responsibilities of professionals in the trust management field. Examines intestacy, wills as fiduciary entities, trusts as a will substitute, various types of trusts, aspects of trust management including trust creation, management, modification, and termination.  N 3 N Student Option  ACCT 352  or ACCT 350  .  Fall","3"
"Accounting","ACCT 457","Legal Issues for Entrepreneurs","LEGAL ISSUES FOR ENTREPRENEURS  Lecture  Explores important legal issues faced by entrepreneurs as they put their ideas into action. Topics are sequenced to mirror the entrepreneurial process, beginning with pre-startup issues like partnership agreements and intellectual property, continuing to entity formation, governance and ownership issues, and ending with emerging growth and exit transactions.  N 3 N Student Option  Crosslisted with ENTR 457  .  Social and Behavioral Sciences EG PREP: COE Pro & Career Prep Req   GE2A: Communicate Effectively in Writing","3"
"Accounting","ACCT 466","Independent Study","INDEPENDENT STUDY  Independent Study  Y 99 Y Student Option  Verify offering with Dept","1-6"
"Accounting","ACCT 467","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Accounting","ACCT 483","Introduction to International Accounting","3  INTRO INTERNATIONAL ACCT  Lecture  Describes the functions of international accounting; foreign currency transactions, financial statement translation, inflation, auditing and taxation. Current issues are covered as appropriate.  N 3 N Student Option  ACCT 207  . ACCT 315     Spring   GE1A: Read Critically GE1B: Analyze Arguments and Information   GE2B: Communicate Orally  GE3A: Work Collaboratively Across Cultures GE3B: Work Independently Across Cultures GE4: Critically Evaluate Ethical Implications GE5A: Reason Quantitatively GE5B: Reason Computationally",""
"Agricultural Education","AGED 166","SPECIAL PROBLEM","Special Problem  Y 99 Y Student Option","1-3"
"Agricultural Education","AGED 167","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Agricultural Education","AGED 266","Special Problem","SPECIAL PROBLEM  Independent Study  Y 99 Y Student Option  Freshman or sophomore classification or approval of instructor.  Verify offering with Dept","1-3"
"Agricultural Education","AGED 267","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Agricultural Education","AGED 366","Independent Study","INDEPENDENT STUDY  Independent Study  Y 99 Y Student Option  Verify offering with Dept","1-6"
"Agricultural Education","AGED 367","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option  Verify offering with Dept","1-6"
"Agricultural Education","AGED 466","Independent Study","INDEPENDENT STUDY  Independent Study  Y 99 Y Student Option  Verify offering with Dept","1-6"
"Agricultural Education","AGED 467","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Agriculture","AGRI 100","Organic and Sustainable Farming","ORGANIC AND SUST FARMING  Lecture  Introduction to sustainable food systems for students with little or no background in agricultural sciences. The history, common practices, regulations, economics, nutritional, environmental and sustainability issues surrounding the organic food industry are discussed within the broad context of sustainable food systems. Students will actively participate in growing crops organically and conventionally on the Newark Farm to develop a fuller understanding of challenges and opportunities of organic farming.  N 3 N Student Option  Mathematics, Natural Sciences and Technology  Sustainability Investigations   GE1A: Read Critically GE1B: Analyze Arguments and Information GE1C: Engage in Constructive Ideation GE2A: Communicate Effectively in Writing GE2B: Communicate Orally  GE3A: Work Collaboratively Across Cultures  GE4: Critically Evaluate Ethical Implications   GE5C: Reason Scientifically","3"
"Agriculture","AGRI 130","Understanding Today’s Agriculture","UNDERSTANDING TODAYS AGRICULTU  Lecture  Broad overview of Delaware agriculture and its associated industries. Topics include agronomic, vegetable, fruit, and livestock production; management of water and other natural resources; agricultural statistics, marketing, and promotion; food safety, supply, and security; state government; the importance and impact of technology (GMOs and precision ag); impact on corporate America and on climate; social media. Classroom blog, guest speakers, workforce preparation, and various field trips allow for interactive and hands-on experiences.  N 3 N Student Option   Sustainability Connections   GE1A: Read Critically GE1B: Analyze Arguments and Information GE1C: Engage in Constructive Ideation GE2A: Communicate Effectively in Writing GE2B: Communicate Orally GE2C: Communicate Through Creative Expression GE3A: Work Collaboratively Across Cultures GE3B: Work Independently Across Cultures GE4: Critically Evaluate Ethical Implications GE5A: Reason Quantitatively GE5B: Reason Computationally GE5C: Reason Scientifically","3"
"Agriculture","AGRI 165","Mastering the Freshman Year","MASTERING THE FRESHMAN YEAR  Lecture  Focuses on academic services, career exploration and preparation, campusresources, and practical skills that are helpful in mastering the freshmanyear.  N 1 N Pass/Not Pass  Limited to Freshmen in the College of Agriculture and Natural Resources.","1"
"Agriculture","AGRI 166","SPECIAL PROBLEM","SPECIAL PROBLEM  Independent Study  Y 99 Y Student Option  Verify offering with Dept","1-3"
"Agriculture","AGRI 167","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Agriculture","AGRI 217","Leadership and Communication in Agriculture","LEADERSHIP COMMUNICATION AGRI  Lecture  Communication skills as they relate to leadership styles will be explored.  Practical experience in oral and written communication as well as social media will occur with a hybrid course with one session in class and on on-line.  N 3 N Student Option  Spring   GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally GE2C: Communicate Through Creative Expression GE3A: Work Collaboratively Across Cultures  GE4: Critically Evaluate Ethical Implications GE5A: Reason Quantitatively","1-3"
"Agriculture","AGRI 224","One Health","ONE HEALTH  Lecture  Introduction to the concept of One Health: the integration of human, animal and environmental health. Specific focus will be given to bacterial, viral and fungal zoontic and emerging diseases, agriculture, and the use and misuse of antibiotics in animal and human health.  N 3 N Student Option   Sustainability Connections   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing    GE3B: Work Independently Across Cultures GE4: Critically Evaluate Ethical Implications","3"
"Agriculture","AGRI 240","Topics in Sustainable Farm Management","TOPICS IN SUSTAINABLE FARM MGT  Lecture  The focus of this course is on promoting environmental stewardship, enhancement of the quality of life for farm families and communities, increasing production for human food and fiber needs, and protection of the environment and expansion of the natural resources supply. Topics such as ecological, economic and social concerns related to agriculture, its impact on human health and philosophical considerations associated with agricultural production may also be addressed in this course.  N 3 N Student Option   Sustainability Connections   GE1A: Read Critically GE1B: Analyze Arguments and Information     GE3A: Work Collaboratively Across Cultures GE3B: Work Independently Across Cultures GE4: Critically Evaluate Ethical Implications GE5A: Reason Quantitatively","3"
"Agriculture","AGRI 266","SPECIAL PROBLEM","SPECIAL PROBLEM  Independent Study  Y 99 Y Student Option","1-3"
"Agriculture","AGRI 267","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Agriculture","AGRI 366","INDEPENDENT STUDY","INDEPENDENT STUDY  Independent Study  Y 99 Y Student Option","1-6"
"Agriculture","AGRI 367","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Agriculture","AGRI 400","Senior Capstone in Agriculture and Natural Resources","SENIOR CAPSTONE IN AG & NR  Lecture  Capstone experience for students in the Agriculture and Natural Resources interdisciplinary major. A culminating and integrative experience that examines issues facing the agriculture and natural resource fields.  N 1 N Student Option  Classroom course  Sustainability Connections","1"
"Agriculture","AGRI 467","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Air Force Science","AFSC 110","Foundations of the United States Air Force I","FOUNDATIONS OF THE USAF I  Lecture  Survey course which briefly covers topics relating to the Air Force and defense. Focuses on the structure and missions of Air Force organizations, officership and professionalism. Introduction into the use of communication skills.  N 1 N Student Option  Fall   GE2A: Communicate Effectively in Writing GE2B: Communicate Orally    GE4: Critically Evaluate Ethical Implications","1"
"Air Force Science","AFSC 111","Foundations of the United States Air Force II","FOUNDATIONS OF THE USAF II  Lecture  Continuation of AFSC 110  . Survey course which briefly covers topics relating to the Air Force and defense. Focuses on the structure and missions of Air Force organizations, officership and professionalism. Introduction into the use of communication skills.  N 1 N Student Option  Spring   GE2A: Communicate Effectively in Writing GE2B: Communicate Orally    GE4: Critically Evaluate Ethical Implications","1"
"Air Force Science","AFSC 150","Initial Military Training I","INITIAL MILITARY TRAINING I  Laboratory  This course (to be taken in conjunction with AFSC 110  and AFSC 111  respectively) is a weekly laboratory that touches on the topics of Air Force customs and courtesies, health and physical fitness, and drill and ceremonies.  N 0 N Pass/Not Pass  AFSC 110  . Open to freshmen and sophomores.  Fall   GE4: Critically Evaluate Ethical Implications","0"
"Air Force Science","AFSC 151","Initial Military Training II","INITIAL MILITARY TRAINING II  Laboratory  Continuation of AFSC 150  . Provides instruction on the ROTC program and an overview to Air Force skills and life.  N 0 N Pass/Not Pass  AFSC 111  . Open to freshmen and sophomores.  Spring   GE4: Critically Evaluate Ethical Implications","0"
"Air Force Science","AFSC 166","SPECIAL PROBLEM","SPECIAL PROBLEM  Independent Study  Y 99 Y Student Option  Fall and Spring","1-3"
"Air Force Science","AFSC 167","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option","1-6"
"Air Force Science","AFSC 210","Evolution of United States Air and Space Power I","EVOL OF US AIR/SPACE POWER I  Lecture  Survey course focused on the beginnings of manned flight and the development of aerospace power in the United States, including the employment of air power in WWI, WWII, Korea, Vietnam, the Gulf War and the peaceful employment of U.S. air power in civic actions, scientific missions and support of space exploration.  N 1 N Student Option  Fall   GE1A: Read Critically   GE2A: Communicate Effectively in Writing GE2B: Communicate Orally    GE4: Critically Evaluate Ethical Implications","1"
"Air Force Science","AFSC 211","Evolution of United States Air and Space Power II","EVOL OF US AIR/SPACE POWER II  Lecture  Continuation of AFSC 210  . Survey course focused on the beginnings of manned flight and the development of aerospace power in the United States, including the employment of air power in WWI, WWII, Korea, Vietnam, the Gulf War and the peaceful employment of U.S. air power in civic actions, scientific missions and support of space exploration.  N 1 N Student Option  Spring   GE1A: Read Critically   GE2A: Communicate Effectively in Writing GE2B: Communicate Orally    GE4: Critically Evaluate Ethical Implications","1"
"Air Force Science","AFSC 250","Field Training Preparation I","FIELD TRAINING PREPARATION I  Laboratory  This course (to be taken in conjunction with AFSC 210  and AFSC 211  respectively) provides you with the opportunity to demonstrate fundamental management skills and prepares you for Field Training.  N 0 N Pass/Not Pass  Open to sophomores and juniors. Required for all cadets planning to attend field training in the next year.  Fall   GE3A: Work Collaboratively Across Cultures  GE4: Critically Evaluate Ethical Implications","0"
"Air Force Science","AFSC 251","Field Training Preparation II","FIELD TRAINING PREPARATION II  Laboratory  This course (to be taken in conjunction with AFSC 210  and AFSC 211  respectively) provides you with the opportunity to demonstrate fundamental management skills and prepares you for Field Training.  N 0 N Pass/Not Pass  Open to sophomores and juniors. Required for all cadets planning to attend field training in the next year.  Spring   GE3A: Work Collaboratively Across Cultures  GE4: Critically Evaluate Ethical Implications","0"
"Air Force Science","AFSC 266","SPECIAL PROBLEM","SPECIAL PROBLEM  Independent Study  Y 99 Y Student Option  Fall and Spring","1-3"
"Air Force Science","AFSC 267","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option  Spring","1-6"
"Air Force Science","AFSC 310","Leadership Studies I","LEADERSHIP STUDIES I  Lecture  This course is a study in the anatomy of leadership, the need for quality and management leadership, the role of discipline in leadership situations and the variables affecting leadership. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts. Deal with actual problems and complete projects associated with planning and managing the Leadership Laboratory.  N 3 N Student Option  Students must complete Air Force Field Training the summer prior to enrolling in AFSC310. This training is an initial component of the coursework contained in the class.  EG PREP: COE Pro & Career Prep Req Discovery Learning Experience Fall   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally  GE3A: Work Collaboratively Across Cultures GE3B: Work Independently Across Cultures GE4: Critically Evaluate Ethical Implications","3"
"Air Force Science","AFSC 311","Leadership Studies II","LEADERSHIP STUDIES II  Lecture  Continuation of AFSC 310  . This course is a study in the anatomy of leadership, the need for quality and management leadership, the role of discipline in leadership situations and the variables affecting leadership. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts. Deal with actual problems and complete projects associated with planning and managing the Leadership Laboratory.  N 3 N Student Option  EG PREP: COE Pro & Career Prep Req Spring   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally  GE3A: Work Collaboratively Across Cultures GE3B: Work Independently Across Cultures GE4: Critically Evaluate Ethical Implications","3"
"Air Force Science","AFSC 350","Intermediate Cadet Leader Training I","INTERMED CADET LEADER TRNG I  Laboratory  This course (taken in conjunction with AFSC 310  and AFSC 311  respectively) provides you the opportunity to develop your fundamental management skills while planning and conducting cadet activities.  N 0 N Pass/Not Pass  AFSC 310  . Restricted to those cadets who have completed Field Training.  Fall   GE2B: Communicate Orally  GE3A: Work Collaboratively Across Cultures  GE4: Critically Evaluate Ethical Implications","0"
"Air Force Science","AFSC 351","Intermediate Cadet Leader Training II","INTERMED CADET LEADER TRNG II  Laboratory  This course (taken in conjunction with AFSC 310  and AFSC 311  respectively) provides you the opportunity to develop your fundamental management skills while planning and conducting cadet activities.  N 0 N Pass/Not Pass  AFSC 311  . Restricted to those cadets who have completed Field Training.  Spring   GE2B: Communicate Orally  GE3A: Work Collaboratively Across Cultures  GE4: Critically Evaluate Ethical Implications","0"
"Air Force Science","AFSC 367","SEMINAR","SEMINAR  Lecture  Y 99 Y Student Option  Spring","1-6"
"Air Force Science","AFSC 410","National Security Affairs I","NATIONAL SECURITY AFFAIRS I  Lecture  Learn about the role of the professional military leader in a democratic society; societal attitudes toward the armed forces; the requisites for maintaining adequate national defense structure; the impact of technological and international developments on strategic preparedness and the overall policy-making process; and military law. In addition, you will study topics that will prepare you for your first active-duty assignment as an officer in the Air Force.  N 3 N Student Option  Fall   GE1A: Read Critically GE1B: Analyze Arguments and Information  GE2A: Communicate Effectively in Writing GE2B: Communicate Orally   GE3B: Work Independently Across Cultures GE4: Critically Evaluate Ethical Implications","3"
