"subject","course_code","course_name","description","credits"
"Agribusiness","AGRB  2020","Agricultural Economics","Analytical survey of the various subdivisions of agricultural economics, including farm organization, enterprise, land economics, marketing, farm prices, governmental farm policies, and the relation of agriculture to the national and international economy.      Preq: MATH 1020  with a grade of C or higher or a score of 620 or higher on the SAT Math section or a score of 26 or higher on the ACT Math section or a score of 60 or higher on the Clemson Mathematics Placement Test (CMPT).","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  2050","Agriculture and Society","Introduction to the development of world society focusing on food production, from early hunting and gathering to modern biotechnology. Covers factors driving societal growth with a global perspective. Explores systematic impacts of growth in technical capacity to produce agricultural products on farm and community organization, industrialization, and the global economy.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  2080","Quantitative Agribusiness Analysis I","Integrates business calculus, introductory microeconomic theory, and introductory statistics to develop agribusiness decision tools. Unconstrained profit maximization, production maximization and cost minimization problems are solved using calculus for one and two variable input problems. The use of cumulative probability functions for agricultural commodity prices and yields are introduced as risk management tools. Emphasis is placed on using introductory differential calculus techniques in combination with foundational statistical concepts and economic theory to guide practical real-world agribusiness decisions.      Preq: AGRB 2020  with a grade of C or higher or ECON 2110  with a grade of C or higher; and MATH 1020  with a grade of C or higher and STAT 2300  with a grade of C or higher.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  3020","Economics of Farm Management","Economic principles underlying the organization and operation of agricultural firms and related business enterprises. Particular emphasis is placed on management aspects of the farm as a production unit.      Preq: AGRB 2020  with a grade of C or higher or ECON 2110  with a grade of C or higher.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  3090","Economics of Agricultural Marketing","General course in marketing agricultural commodities with particular emphasis upon food products. Analyzes efficiency criteria, consumer behavior, market organizations and institutions, and marketing functions. Includes Honors sections.     Preq: AGRB 2020  with a grade of C or higher or ECON 2000  with a grade of C or higher or ECON 2110  with a grade of C or higher.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  3130","Principles of Real Estate Appraisal","Introduction to basic principles and procedures of real estate appraisal. Topics include the real estate market, principles of valuation, legal concepts, and the application of the comparable sales, cost, and income approaches to real estate valuation.      Preq: FIN 3070  .","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  3190","Agribusiness Management","Study of the principles used in making management decisions and the application of these principles in agribusiness. Emphasizes the application of economics to the solution of problems facing managers of agricultural supply and marketing firms.      Preq: AGRB 3020  with a grade of C or higher.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  3510","Principles of Agricultural Sales Management","Students learn how to make professional sales call and develop effective sales strategies to enhance agricultural sales. Topics include identifying the sales audience, developing an effective sales strategy, and studying various approaches utilized to close sales. The economic, legal and ethical considerations of an effective sales strategy are examined.      Preq: Junior standing and one of the following with a grade of C or higher: AGRB 2020  or ECON 2000  or ECON 2110  .","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  3520","Public Finance","Principles of financing government, sources of public revenue, objects of public expenditures, problems of fiscal administration, and the application of fiscal policies in stabilizing the national economy.      Preq: Junior standing.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  3570","Natural Resources Economics","Principles and problems involved in the use of soil, water, forest, and mineral resources, with special emphasis on economic aspects of alternative methods of resource utilization.      Preq: Sophomore standing and AGRB 2020  with a grade of C or higher or ECON 2000  with a grade of C or higher or ECON 2110  with a grade of C or higher.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB (HLTH) 3610","Introduction to Health Care Economics","Introductory course in which students learn the basic economics of the institutions comprising the health-care industry. Topics include the underlying supply, demand, and institutional factors impacting health-care availability and cost of health care.   May also be offered as HLTH 3610  .","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4020","Production Economics","Application of production economic principles and modern decision-making techniques to the agricultural firm. The quantitative use of profit, productions and cost functions to analyze the input and output decisions of the agricultural firm seeking to maximize firm profit in constrained and unconstrained settings.      Preq: Senior standing and AGRB 2080  with a grade of C or higher.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4080","Quantitative Agribusiness Analysis II","Regression analysis, linear programming, and risk efficiency analysis techniques are presented and applied to agribusiness firms to improve firm economic efficiency. Microcomputer optimization and statistical software packages are utilized to develop firm level strategic plans to achieve efficient agribusiness outcomes in no risk and risky economic environments.      Preq: AGRB 2080  with a grade of C or higher.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4090","Commodity Futures Markets","Introduction to the economic theory, organization, and operating principles of agricultural commodity futures markets in the United States. Emphasizes speculating, hedging, and investing in agricultural commodity futures contracts from the standpoint of the agribusiness entrepreneur.      Preq: AGRB 2080  and AGRB 3090  and AGRB 3190  , each with a grade of C or higher.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4110","Regional Impact Analysis","Techniques for analysis of the growth and decline of regions, including economic-base theory, shift share, regional input-output, regional econometric models, and fixed impact models.      Preq: AGRB 2020  ; or both ECON 2110  and ECON 2120  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4120","Regional Economic Development Theory and Policy","Development of rural economic activity in the context of historical, theoretical, and policy aspects of friction associated with spatial separation. Considers location factors, transfer costs, location patterns, and regional-growth policy.      Preq: Senior standing; and AGRB 2080  with a grade of C or higher; and one of AGRB 2020  or ECON 2000  or ECON 2110  with a grade of C or higher.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4130","Advanced Real Estate Appraisal","Topics include highest and best use analysis, data collection, and analyses. Stresses advanced appraisal procedures for income, cost, and comparable sales approach to real estate valuation. Covers eminent domain, the appraisal of property in transition, and specialized property.      Preq: AGRB 3130  or FIN 3070  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4210","Globalization","Utilizes basic principles of international economics (comparative advantage, free trade versus protectionism, exchange rate determination, etc.) to analyze the contemporary problems and issues of the world economy. Emphasizes application of economic principles to current globalization trends.      Preq: AGRB 2020  or ECON 2000  or ECON 2110  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB (PES) 4260","Cropping Systems Analysis","Application of agronomic and economic principles in solving problems related to the production and marketing of agronomic crops. Major part of the course is a case study in which detailed analysis of a farm, agribusiness, or environmental situation is made with students making formal written and oral presentations of results.   May also be offered as PES 4260  .   Preq: PES 1040  ; and Junior standing; and AGRB 2020  or ECON 2000  or ECON 2110  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4520","Agricultural Policy","Review of public agricultural policy programs in the United States and a critical examination of current and proposed government policies and programs affecting the agricultural sector of the economy. Includes economic considerations as related to past and current farm price and income problems.  Includes Honors sections.     Preq: Senior standing; and AGRB 2020  and AGRB 3570  , each with a grade of C or higher.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4560","Prices","Review of the basic theory of price under competitive conditions and various modifications; nature, measurement, and causes of daily, seasonal, and cyclical price fluctuations; geographical price relationships; nature, function, and behavior of futures markets; government price programs.  Includes Honors sections.     Preq: Senior standing; and AGRB 2080  or ECON 4050  , each with a grade of C or higher; and ECON 3140  with a grade of C or higher.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4570","Natural Resource Use, Technology and Policy","Focuses on economic analyses of actual, efficient, and sustainable uses of natural resources, impacts of technologies that affect these uses, and policies that affect development and use of such technologies. Resource-technology-policy combinations may vary, but an example is crude oil, hybrid automotive engines, and fuel economy standards.      Preq: MATH 1020  or MATH 1060  ; and AGRB 3570  or ECON 3140  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4600","Agricultural Finance","Study of the principles and technique of financing in the agricultural sector. Topics include the capital situation in agriculture, concepts of farm financial management, use of credit, capital markets, lending agencies, and estate planning.      Preq: AGRB 2020  and AGRB 2080  and AGRB 3020  , each with a grade of C or higher.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB (WFB) 4750","Economics of Wildlife Management and Policy","Integrated approach to the study of the economics of wildlife. Topics include determination of market and nonmarket value, single and multiple species management, enterprise cost and returns, marketing wildlife, leasing methods, complementarity and competitiveness with agricultural and forestry enterprises, and timber and crop damage cost estimates and control.   May also be offered as WFB 4750  .   Preq: AGRB 2020  or ECON 2000  or ECON 2110  or FOR 3040  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agribusiness","AGRB  4900","Selected Topics","Study of topics in applied economics. Topics may include classroom and/or field experience not normally covered in other classes.     May be repeated for credit, but only if different topics are covered. Preq: Junior standing.","1-15 Credits (1-15 Contact Hours)"
"Agribusiness","AGRB  4910","Internship, Agribusiness, and Community and Rural Development","Internship under faculty supervision in an approved agency or firm. Internships provide students with work experience in agribusiness or community and rural development. Students submit a comprehensive report within one week of the end of the internship.     A maximum of six internship credits may be earned. Preq: Junior standing and consent of instructor.","1-6 Credits (1-6 Contact Hours)"
"Agribusiness","AGRB  4940","Creative Inquiry: Community and Rural Development","Multi-semester commitment to participate in agricultural and applied economics and community and economic development related research experience for students working in teams, mentored and directed by a faculty member. Students learn to collect, analyze, evaluate, and present information. Suitable for inclusion in the student’s e-portfolio.     May be repeated for a maximum of 12 credits. Preq: Consent of instructor.","1-3 Credits (1-3 Contact Hours)"
"Agricultural Education","AGED  1000","Orientation and Field Experience","1 Credit (2 Contact Hours)  Supervised observations and explanations of vocational agriculture teaching while serving as teacher aides. One full week of field experience in representative high schools is required.",""
"Agricultural Education","AGED  1020","Agricultural Education Freshman Seminar","1 Credit (2 Contact Hours)  Introduces students to the South Carolina agriculture education structure and provides opportunities to prepare oral presentations on selected agricultural education organizations. Assists students in understanding the value of professional organizations to agriculture education in the state and nation.      Preq: Agricultural Education major.",""
"Agricultural Education","AGED  2000","Agricultural Applications of Educational Technology","Overview of microcomputer hardware and software encompassing word processing, spreadsheet, utility, Web development, and graphic communications in an agricultural context.        Coreq: AGED 2001  .","3 Credits (2 Contact Hours)"
"Agricultural Education","AGED  2001","Agricultural Applications of Educational Technology Laboratory","Non-credit laboratory to accompany AGED 2000  .        Coreq: AGED 2000  .","0 Credits (2 Contact Hours)"
"Agricultural Education","AGED  2010","Introduction to Agricultural Education","Principles of education, development of agricultural education, and an introduction to the formulation of instructional programs for the teaching of agricultural courses.        Coreq: AGED 2011  .","3 Credits (2 Contact Hours)"
"Agricultural Education","AGED  2011","Introduction to Agricultural Education Laboratory","Non-credit laboratory to accompany AGED 2010  .        Coreq: AGED 2010  .","0 Credits (3 Contact Hours)"
"Agricultural Education","AGED  2020","Agricultural Education Sophomore Seminar","Instruction on how to establish a comprehensive student record-keeping system. Includes integration of that data into the FFA Awards program. Allows students hands-on experience with the total FFA Awards program on the state and national level.      Preq: AGED 1020  .","1 Credits (2 Contact Hours)"
"Agricultural Education","AGED  2030","Teaching Agriscience","Integrates biological and technological concepts appropriate for teaching introductory middle or secondary school-level courses in agricultural science. Topics emphasize disciplines, theories, and applications in modern agricultural production. Experiences include teaching techniques, materials, resources, and the design and implementation of new activities to facilitate teaching agriscience.      Preq: BIOL 1040  and BIOL 1060  .  Coreq: AGED 2031  .","3 Credits (2 Contact Hours)"
"Agricultural Education","AGED  2031","Teaching Agriscience Laboratory","Non-credit laboratory to accompany AGED 2030  .        Coreq: AGED 2030  .","0 Credits (3 Contact Hours)"
"Agricultural Education","AGED  2040","Applied Agriculture Calculations","Demonstrates basic mathematical applications in crop and livestock production and agribusiness and financial management. These applications aid students in understanding the mathematical applications needed in the agriculture field.","3 Credits (3 Contact Hours)"
"Agricultural Education","AGED  3020","Agricultural Education Junior Seminar","Allows students the opportunity to prepare and deliver information on Career Development Events (CDE) and to understand fully the CDE concepts. Students receive much needed hands-on experience at the state and national levels.      Preq: AGED 2020  .","1 Credits (2 Contact Hours)"
"Agricultural Education","AGED  3030","Mechanical Technology for Agriculture Education","Study of technical content and new technology utilized in agriculture mechanics. Integrates agriculture mechanics topics such as electrical wiring and controls, green industry maintenance, irrigation systems, and agriculture construction. Offers a delivery of mechanics instruction in the classroom and laboratory setting.        Coreq: AGED 3031  .","3 Credits (2 Contact Hours)"
"Agricultural Education","AGED  3031","Mechanical Technology for Agriculture Education Laboratory","Non-credit laboratory to accompany AGED 3030  .        Coreq: AGED 3030  .","0 Credits (3 Contact Hours)"
"Agricultural Education","AGED  3550","Team and Organizational Leadership in the Food and Fiber System","Principles and practices in planning, developing, conducting, and evaluating leadership programs for agricultural groups. Focuses on helping students better understand themselves and others; improving group communications; becoming effective leaders and members of groups; improving leadership and personal development skills; assessing leadership situations, determining and administering appropriate leadership strategies.","3 Credits (3 Contact Hours)"
"Agricultural Education","AGED  3650","Multiculturalism in Agricultural Education","Investigation of the cultures (both domestic and foreign) commonly encountered by agriculture education professionals. Customs, traditions, beliefs, stereotypes, and myths are explored. Strategies for relationship building, impact, and successful interaction are developed for formal and informal agricultural learning environments.      Preq: Junior standing.","3 Credits (3 Contact Hours)"
"Agricultural Education","AGED  4000","Supervised Field Experience II","1 Credit (3 Contact Hours)  Special emphasis is placed on enhancing existing knowledge and experiences of the students. Primary focus is on becoming acquainted with the student teaching center well in advance of the customary twelve-week directed teaching experience.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",""
"Agricultural Education","AGED  4010","Instructional Methods in Agricultural Education","Appropriate methods of teaching vocational agriculture in high schools. Includes procedures for organizing teaching programs, teaching high school students, and directing FFA activities.        Coreq: AGED 4011  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (2 Contact Hours)"
"Agricultural Education","AGED  4011","Instructional Methods in Agricultural Education Laboratory","Non-credit laboratory to accompany AGED 4010  .        Coreq: AGED 4010  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","0 Credits (3 Contact Hours)"
"Agricultural Education","AGED  4020","Agricultural Education Senior Seminar","Provides an opportunity to prepare and deliver information on continuing adult education. Assists students in fully understanding the adult education component of the total Secondary Agriculture Education Program.      Preq: AGED 3020  .","1 Credits (2 Contact Hours)"
"Agricultural Education","AGED  4030","Principles of Adult/Extension Education","Overview of adult/extension education and adult learning. Selection of adult education providers is reviewed with emphasis on extension.      Preq: Junior standing.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agricultural Education","AGED  4060","Directed Teaching","Guided participation in the professional responsibilities of a teacher of vocational agriculture, including intensive study of the problems encountered and competencies developed. Twelve weeks of directed teaching in selected schools are required.      Preq: AGED 4000  and AGED 4010  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","12 Credits (36 Contact Hours)"
"Agricultural Education","AGED  4070","Internship in Extension and Leadership Education","Internship placements may include county extension offices and other appropriate extension units. Six weeks of supervised experience must be completed for six hours of credit. Twelve weeks of supervised experience must be completed for 12 hours of credit.     May be repeated for a maximum of 12 credits. Preq: AGED 4000  and AGED 4010  and senior standing.","6-12 Credits (6-12 Contact Hours)"
"Agricultural Education","AGED  4120","Senior Agriculture Leadership Seminar","Emphasizes leadership techniques and policies that affect agriculture. Students conduct research and make presentations on issues which influence agriculture policy.      Preq: AGRB 3020  ; and one of AGRB 2020  or ECON 2000  or ECON 2110  .","1 Credits (2 Contact Hours)"
"Agricultural Education","AGED  4150","Leadership of Volunteers","Provides an overview of volunteer management. Examines the knowledge, skills, and abilities required of professional managers to involve volunteers effectively in the work of organizations.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agricultural Education","AGED  4160","Ethics and Issues in Agriculture and the Food and Fiber System","Explores ethical theories, concepts of critical thinking, and major ethical issues in American agriculture. The major social, political, economic, and ethical issues that arise in connection to the “food and fiber” system are examined and potential solutions considered.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agricultural Education","AGED  4230","Curriculum","Curriculum goals and related planning for career and continuing education programs.   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","3 Credits (3 Contact Hours)"
"Agricultural Education","AGED  4250","Teaching Agricultural Mechanics","Instruction in organizing course content, conducting and managing an agricultural mechanics laboratory, shop safety, microteaching demonstrations of psychomotor skills, and methods of teaching manipulative abilities.        Coreq: AGED 4251  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","2 Credits (1 Contact Hours)"
"Agricultural Education","AGED  4251","Teaching Agricultural Mechanics Laboratory","Non-credit laboratory to accompany AGED 4250  .        Coreq: AGED 4250  .   This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.","0 Credits (3 Contact Hours)"
