"subject","course_code","course_name","description","credits"
"Aerospace Studies","AERO 2202","Team and Leadership Fundamentals II","Continuation of AERO 2200  .       Develops basic skills related to leading people, fostering collaborative relationships, and creation of an Airman culture.","1"
"Aerospace Studies","AERO 2203","Leadership Lab","2 lab hours and 2 physical fitness hours per week.  P: AERO 2201  .      Continued studies of environment of US Air Force officer and other subjects related to AERO 2201  . Emphasis on development of sense of responsibility, operation of the cadet corps, and leadership skills in preparation for Field Training Participation in and fulfillment of US Air Force physical fitness requirements.","1"
"Aerospace Studies","AERO 3300","Leading People and Effective Communication I","P: Consent of chair.      Advanced skills and knowledge in management and leadership in the US Air Force.","3"
"Aerospace Studies","AERO 3301","Leadership Lab","2 lab and 2 physical fitness hours per week.        Leadership and management theory covered in AERO 3300  through practical application. Corps training policy and directives. Augments military drill and ceremony skills. Participation in Air Force physical fitness program and physical fitness tests.","1"
"Aerospace Studies","AERO 3302","Leading People and Effective Communication II","Continuation of AERO 3300  . P: AERO 3300  .      Develops leadership skills in diverse cultural environments, critical thinking and decision making, and proficiency in Air Force evaluation systems.","3"
"Aerospace Studies","AERO 3303","Leadership Lab","2 lab and 2 physical fitness hours  per week.  P: AERO 3301  .      Advanced leadership and management experience. Emphasis on practical application of human relations in dealing with superiors, peers, and subordinates. Participation in and fulfillment of US Air Force physical fitness requirements.","1"
"Aerospace Studies","AERO 4400","National Security Affairs/Preparation for Active Duty I","P: AERO 3302  .      Role and function of professional military officer in a democratic society and complex relationships involved in civil-military interactions. Framework and formulation of defense policy and strategy. Emphasis on development of communication skills.","3"
"Aerospace Studies","AERO 4401","Leadership Lab","2 lab and 2 physical fitness hours  per week.  P: AERO 3302  .      Education, training and personal guidance in junior officer duties and responsibilities. Military drill and ceremony skills and experience in leadership. Participation in Air Force physical fitness program and physical fitness tests.","1"
"Aerospace Studies","AERO 4402","National Security Affairs/Preparation for Active Duty II","P: AERO 4400  .      Continued study of framework and formation of defense policy and strategy. Military justice system and roles of US Air Force officer in today’s society. Continued emphasis on development of communication skills, officership, and ethics.","3"
"Aerospace Studies","AERO 4403","Leadership Lab","2 lab and 2 physical fitness hours  per week.  P: AERO 4401  .      Continuation of AERO 4401  . Further education and training in junior officer duties and responsibilities. Emphasis on practical leadership and management application in realistic environment and on preparation for and transition to active duty.","1"
"African and African American Studies","AAAS 1000","Introduction to African and African American Studies","Provides a broad overview of African and African American Studies, as well as useful perspectives and frameworks for studying African peoples in Africa and diaspora/Atlantic World communities.","3"
"African and African American Studies","AAAS 2000","Study Abroad","On-site exploration of Africana fine arts, health, science, social science, and/or humanities topics.","3"
"African and African American Studies","AAAS 2500","Theory and Methods in African and African American Studies","P: AAAS 1000  .      Introduction to key theories and interdisciplinary research methods utilized to study the experiences, cultures and communities of people of African descent in the US and throughout the African Diaspora.","3"
"African and African American Studies","AAAS 4000","Senior Seminar","P: AAAS 1000  , AAAS 2500  . Declared majors and minors in AAAS, with senior status or consent of instructor.      Capstone for undergraduates in African and African American Studies.","3"
"American Sign Language Studies","ASLS 2020","Sign Language Studies I","Introduces American Sign Language vocabulary as used by deaf adults. Process of gestural-visual medium of communication, basic structure of American Sign Language, development of expressive and receptive signing skills, and basic orientation to deaf culture.","3"
"American Sign Language Studies","ASLS 2030","Sign Language Studies II","P: ASLS 2020  .      Continued study of American Sign Language. Development of expressive and receptive conversational skills.","3"
"Anthropology","ANTH 1000","Introduction to Anthropology","Anthropological studies of human culture.","3"
"Anthropology","ANTH 1001","Aliens, Atlantis and Archaeology: Pseudoscience and Interpretations of the Past","Critical examination of some of the extraordinary claims concerning archaeological sites and artifacts.","3"
"Anthropology","ANTH 1050","Global Understanding","Virtual exchange with a variety of countries to explore human diversity and the impact of globalization.","3"
"Anthropology","ANTH 1088","Anthropology of Monsters, Zombies and Vampires","Employs an anthropology framework to understand a spectrum of mythical species and supernatural elements. Examines the etiology of monsters and their traits using a cross-cultural approach.","3"
"Anthropology","ANTH 1200","Special Topics","May be repeated with change of topic for a maximum of 6 s.h.       Specialized topics and current developments in anthropology.","3"
"Anthropology","ANTH 2000","Archaeology Around the World","Prehistory of major geographic regions and cultural areas of the world from origins of human culture to beginning of recorded history.","3"
"Anthropology","ANTH 2002","Introduction to Asia","Introduces Asian civilizations and cultures.","3"
"Anthropology","ANTH 2005","Environmental Anthropology","Human adaptation to different environments from prehistoric to modern times.","3"
"Anthropology","ANTH 2010","Societies Around the World","Ethnographic survey of world culture areas showing similarities and variations in cultural patterns.","3"
"Anthropology","ANTH 2015","Introduction to Biological Anthropology","BIOL 2015    RC: ANTH 2016  or BIOL 2016  .   Evolutionary theory, human evolution, and formation of human variability, adaptation and genetics, and our relationship with other primates.","3"
"Anthropology","ANTH 2016","Biological Anthropology Laboratory","BIOL 2016    RC: ANTH 2015  or BIOL 2015  .   Laboratories in human genetics, population genetics, anthropometry, anthroposcopy, dermatoglyphics, blood pressure, blood typing, osteometry, primate taxonomy, and human evolution.","1"
"Anthropology","ANTH 2025","Sexual Behavior from an Anthropological Perspective","Human sexual behavior from an evolutionary and cross-cultural, mainly non-western, viewpoint.","3"
"Anthropology","ANTH 2250","Race and Ethnic Relations: Discovering New Solutions","Examination, discussion and development of race and ethnic relations issues with the goal of developing new solutions.","3"
"Anthropology","ANTH 2760","Afro-Caribbean Language And Culture","LING 2760    P: ENGL 2201  .      Description and analysis of the languages spoken by the descendents of Africans in the Caribbean.","3"
"Anthropology","ANTH 2900","Special Topics","May be repeated with a change of topic for a maximum of 6 s.h.        Specialized topics and current developments.","3"
"Anthropology","ANTH 3003","Cultures of Africa","Traditional cultures of Africa south of the Sahara.","3"
"Anthropology","ANTH 3004","Cultures of the South Pacific","Traditional cultures of Melanesia, Micronesia, and Polynesia.","3"
"Anthropology","ANTH 3005","North American Indians","Origin and cultural development of aboriginal peoples of North America. Survey of representative Indian populations with respect to native economic, social, and religious organization.","3"
"Anthropology","ANTH 3011","Hunter-Gatherer Lifeways","Cross-cultural examination of hunter-gatherer lifeways using ethnographic, archaeological, and ethnoarchaeological data.","3"
"Anthropology","ANTH 3012","Lifeways of Pastoral Nomads","Cultures of the people of Africa, the Middle East and Central Asia who subsist on animal husbandry.","3"
"Anthropology","ANTH 3015","Cultures of the Middle East","Introduction to the peoples and cultures of the Middle East from an anthropological perspective.","3"
"Anthropology","ANTH 3016","Cultures of the Caribbean","Archipelago and adjacent coastal regions of North, South, and Central America. Focus on multicultural history of area and its place in contemporary world culture.","3"
"Anthropology","ANTH 3017","Cultures of Mexico and Guatemala","Indigenous peoples of Mexico and Guatemala. Emphasis on history, social institutions, belief systems, and present-day status in relation to national development.","3"
"Anthropology","ANTH 3018","Cultures of South and Central America","Indigenous populations of lower Central and South America. Social organization, ecology, adaptation, and cultural emphasis on particular groups and contemporary trends and issues.","3"
"Anthropology","ANTH 3020","Primate Behavior and Social Organization","P: ANTH 2015  , ANTH 2016  or BIOL 2015  , BIOL 2016  ; or consent of instructor.      Comparative examination of prosimians, monkeys, and apes in natural and experimental situations that enhance understanding of human behavior and social organization.","3"
"Anthropology","ANTH 3026","Forensic Anthropology","P: ANTH 2015  , ANTH 2016  or BIOL 2015  , BIOL 2016  .      The recovery and analysis of skeletonized forensic human remains including identification of the deceased, analysis of trauma, time since death, and manner of death.","3"
"Anthropology","ANTH 3027","Human Diseases and Ancient Environments","Interaction between environment, behavior, and illness. Environmental niches conducive to maintenance and spread of disease. Methods of examining diseases in prehistoric societies.","3"
"Anthropology","ANTH 3028","Human Adaptation and Variation","P: ANTH 2015  or BIOL 2015  or consent of instructor.      Evolutionary perspective of the adaptive nature of contemporary human physical diversity.","3"
"Anthropology","ANTH 3030","Death and Disease in the Classical World","P: ANTH 2000  ; or ANTH 2015  , ANTH 2016  ; or BIOL 2015  , BIOL 2016  ; or consent of instructor.      Explores archaeological and bioarchaeological evidence for disease and death in Classical Greece and Rome.","3"
"Anthropology","ANTH 3050","Ethnographic Field Methods","P: ANTH 2010  or ANTH 2200  or consent of instructor.      Lectures, readings, and fieldwork. Application of formal and informal ethnographic research techniques.","3"
"Anthropology","ANTH 3077","Archaeological Methods","P: ANTH 2000  or consent of instructor.      Basic archaeological methods and techniques in site survey, site types, excavation, recording processing, presentation, chronometry, and analysis of materials.","3"
"Anthropology","ANTH 3111","North American Archaeology","P: ANTH 1000  or ANTH 2000  or consent of instructor.      Culture, history, and development of prehistoric cultures of North America from earliest times to European colonization.","3"
"Anthropology","ANTH 3113","Archaeology of the Old Testament World","RELI 3113  .   P: ANTH 1000  or ANTH 2000  or RELI 2695  or consent of instructor.      Survey of Bronze and Iron Age cultures of Syria-Palestine, ca 3500-586 BC/BCE, with emphasis on use of archaeological materials in historical reconstruction.","3"
"Anthropology","ANTH 3114","Archaeology of the New Testament World","RELI 3114  .   P: ANTH 1000  or ANTH 2000  or RELI 2696  or consent of instructor.      Survey of Persian, Hellenistic, Roman, and Byzantine periods in Syria-Palestine, 539 BC/BCE to 640 AD/CE, with emphasis on use of archaeological materials in historical reconstruction.","3"
"Anthropology","ANTH 3115","Caribbean Archaeology","P: ANTH 1000  or ANTH 2000  or consent of instructor.      Archaeology of Circum Caribbean area from Archaic Period to end of Colonial Period.","3"
"Anthropology","ANTH 3116","Latin American Archaeology","P: ANTH 1000  or ANTH 2000  ; or consent of instructor.      Archaeology of Latin America from initial human colonization (Late Pleistocene) until European contact, including impact of food production, and development of social complexity.","3"
"Anthropology","ANTH 3117","Prehistory of the Middle East","P: ANTH 1000  or ANTH 2000  or consent of instructor.      Prehistoric cultures of Mesopotamia and surrounding areas with an emphasis on changes to the socio-economic organization in response to environment and cultural factors.","3"
"Anthropology","ANTH 3118","Pyramids, Pharaohs, and Mummies: The Archaeology of Ancient Egypt","P: ANTH 1000  or ANTH 2000  or consent of instructor.      Survey of Egyptian material culture, from the Predynastic through the Greco-Roman period.","3"
"Anthropology","ANTH 3119","Pompeii: Archaeology Explores Life in a Roman City","An archaeological exploration of the remarkably preserved city of Pompeii that was buried and destroyed by a volcano in 79 CE.","3"
"Anthropology","ANTH 3150","Applying Anthropology to Contemporary Cultural Issues","Experiential learning about real life conditions both globally and within local communities in eastern North Carolina.","3"
"Anthropology","ANTH 3175","Archaeological Field Training","40 hours of field work per week (summer).        Practical application of archaeological methods and cultural analysis in field research situations.","6"
"Anthropology","ANTH 3176","Cultural Anthropology Field School I","May be taken concurrently with ANTH 3177  . May count maximum of 6 s.h. of ANTH 3176, ANTH 3177  , ANTH 4501  , ANTH 4502  , ANTH 4503  , ANTH 4990  , and ANTH 4991  toward any degree offered in the anthropology department.       Practical application of ethnographic methods and analysis in a cross-cultural field setting.","3"
"Anthropology","ANTH 3177","Cultural Anthropology Field School II","May be taken concurrently with ANTH 3176  . May count maximum of 6 s.h. of ANTH 3176  , 3177, ANTH 4501  , ANTH 4502  , ANTH 4503  , ANTH 4990  , and ANTH 4991  toward any degree offered in the anthropology department.       Practical application of ethnographic methods and analysis in a cross-cultural field setting.","3"
"Anthropology","ANTH 3200","Women’s Roles in Cross-Cultural Perspective","Comparative study of cross-cultural development and diversity of women’s roles.","3"
"Anthropology","ANTH 3252","Medical Anthropology","Comparative and holistic study of cultural behavior in context of health and disease.","3"
"Anthropology","ANTH 3300","Language and Culture","Introduction to the understanding of the structure and function of language in its anthropological linguistic and cultural context.","3"
"Anthropology","ANTH 3352","A Medical Anthropology Approach to Global Health Today","Investigation, discussion and assessment of past, present, and future global health issues with the goal of developing new solutions.","3"
"Anthropology","ANTH 3720","Writing Systems of the World","LING 3720    P: ENGL 2201  .      Writings systems and their relationship to language, literacy, and multicultural communication.","3"
"Anthropology","ANTH 3770","Language Universals","LING 3770    P: ENGL 2201  .      Analysis of components of human language and how they are uniquely configured within the human species, shaped by the brain and evolution.","3"
"Anthropology","ANTH 3900","Special Topics","May be repeated with change of topic for a maximum of 6 s.h.       Specialized topics and current developments.","3"
"Anthropology","ANTH 4000","Special Topics","May be repeated with a change of topic for a maximum of 6 s.h.       Specialized topics and current developments.","3"
"Anthropology","ANTH 4025","Theory in Anthropology","P: ANTH major; ANTH 2010  or ANTH 2200  ; ANTH 2000  ; ANTH 2015  , ANTH 2016  or BIOL 2015  , BIOL 2016  ; or consent of instructor; RP: ANTH 3050  or ANTH 3077  or ANTH 4400  , ANTH 4401  .     Historical development of major theoretical schools within anthropology through study of recurrent issues debated by key theorists in discipline.","3"
"Applied Music, Private","MUSC 1152","Lower-Level Applied Music: Clarinet","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1153","Lower-Level Applied Music: Clarinet","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 1160","Lower-Level Applied Music: Saxophone (alto or tenor)","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1161","Lower-Level Applied Music: Saxophone (alto or tenor)","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 1162","Lower-Level Applied Music: Saxophone (alto or tenor)","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1163","Lower-Level Applied Music: Saxophone (alto or tenor)","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 1170","Lower-Level Applied Music: Trumpet","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1171","Lower-Level Applied Music: Trumpet","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 1172","Lower-Level Applied Music: Trumpet","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1173","Lower-Level Applied Music: Trumpet","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 1174","Lower-Level Applied Music: Trumpet","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 1180","Lower-Level Applied Music: Horn","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1181","Lower-Level Applied Music: Horn","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 1182","Lower-Level Applied Music: Horn","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1183","Lower-Level Applied Music: Horn","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 1184","Lower-Level Applied Music: Horn","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 1190","Lower-Level Applied Music: Trombone","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1191","Lower-Level Applied Music: Trombone","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 1192","Lower-Level Applied Music: Trombone","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1194","Lower-Level Applied Music: Trombone","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 1200","Lower-Level Applied Music: Euphonium","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1201","Lower-Level Applied Music: Euphonium","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 1202","Lower-Level Applied Music: Euphonium","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1203","Lower-Level Applied Music: Euphonium","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 1204","Lower-Level Applied Music: Euphonium","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 1211","Lower-Level Applied Music: Tuba","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 1212","Lower-Level Applied Music: Tuba","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1213","Lower-Level Applied Music: Tuba","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 1220","Lower-Level Applied Music: Percussion","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1221","Lower-Level Applied Music: Percussion","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 1222","Lower-Level Applied Music: Percussion","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1223","Lower-Level Applied Music: Percussion","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 1224","Lower-Level Applied Music: Percussion","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 1230","Lower-Level Applied Music: Jazz","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1231","Lower-Level Applied Music: Jazz","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 1232","Lower-Level Applied Music: Jazz","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 1233","Lower-Level Applied Music: Jazz","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 1234","Lower-Level Applied Music: Jazz","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 3010","Upper-Level Applied Music: Piano","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 3011","Upper-Level Applied Music: Piano","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 3012","Upper-Level Applied Music: Piano","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 3013","Upper-Level Applied Music: Piano","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 3014","Upper-Level Applied Music: Piano","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 3020","Upper-Level Applied Music: Organ","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 3021","Upper-Level Applied Music: Organ","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 3022","Upper-Level Applied Music: Organ","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 3023","Upper-Level Applied Music: Organ","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 3024","Upper-Level Applied Music: Organ","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 3030","Upper-Level Applied Music: Harpsichord","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 3031","Upper-Level Applied Music: Harpsichord","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 3032","Upper-Level Applied Music: Harpsichord","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 3033","Upper-Level Applied Music: Harpsichord","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 3034","Upper-Level Applied Music: Harpsichord","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 3050","Upper-Level Applied Music: Guitar","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 3051","Upper-Level Applied Music: Guitar","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","1"
"Applied Music, Private","MUSC 3052","Upper-Level Applied Music: Guitar","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
"Applied Music, Private","MUSC 3053","Upper-Level Applied Music: Guitar","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","3"
"Applied Music, Private","MUSC 3054","Upper-Level Applied Music: Guitar","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","4"
"Applied Music, Private","MUSC 3060","Upper-Level Applied Music: Voice","May be repeated for credit.       Minor applied students receive one half-hour lesson per week. Major applied students receive one hour lesson per week.","2"
