"code","name","department","description","credits","url","college","subject"
"Aas 170","Intro to African History","African American Studies Program","This course is an introduction of African history from the earliest
times to the present.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-170","College of Liberal Arts","African American Studies Program"
"Aas 201","African American Experience I","African American Studies Program","General overview including focus on race, economy, institutions, and key
historical periods.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-201","College of Liberal Arts","African American Studies Program"
"Aas 202","African American Experience II","African American Studies Program","Survey of black experience using the study of culture and the arts as a
major focus.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-202","College of Liberal Arts","African American Studies Program"
"Aas 302","Judicial System & African Amer Community","African American Studies Program","This course is an examination of the historical and contemporary
relationships and interactions between the black population and the
legal system in America. Concepts covered will include considerations of
definitions of criminal conduct, societal responses to minority
pressures and demands for justice, as well as intergroup relations
between nondominant ethnic groups and enforcement components of society.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-302","College of Liberal Arts","African American Studies Program"
"Aas 308","Const Law II:  Civil Lib & Civil Rights","African American Studies Program","American legal and political freedoms, judicial policy making, criminal
justice, civil rights.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-308","College of Liberal Arts","African American Studies Program"
"Aas 310","Experiences of Black Mississippians","African American Studies Program","Cross-disciplinary focus on the social, political, economic, and
cultural aspects of African American history in the state with the
largest concentration of African Americans in the United States.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-310","College of Liberal Arts","African American Studies Program"
"Aas 315","Politics of Sub-Saharan Africa","African American Studies Program","Analysis of the political systems of sub-Saharan Africa and their
development from the interaction of African and European social forces.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-315","College of Liberal Arts","African American Studies Program"
"Aas 316","The African Diaspora","African American Studies Program","This course is an introduction to several of the most important methods
to the study of African Diaspora experiences, including cultural,
archaeological,biological and linguistic approaches. Topics include
slavery and colonialism,black revolt in the modern world, black
nationalism, religious and ritual forms, foodways, music, genetics and
genealogies, speech genres, and material culture.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-316","College of Liberal Arts","African American Studies Program"
"Aas 320","African American Politics","African American Studies Program","An overview of the interaction between African Americans and the
American political system.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-320","College of Liberal Arts","African American Studies Program"
"Aas 325","African American History to 1865","African American Studies Program","This course examines black American history from West Africa to 1865,
emphaszing the role of black leaders and their struggle against racial
segregation and oppression.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-325","College of Liberal Arts","African American Studies Program"
"Aas 326","African American History since 1865","African American Studies Program","This course is a survey of the history of black Americans from the
Emancipation Proclamation to the present, emphasizing the role of black
leaders, the struggle against oppression, and the evolution of race
relations.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-326","College of Liberal Arts","African American Studies Program"
"Aas 328","African American Feminist Thought","African American Studies Program","Exploration of the micro-level and institutional intersections
of race, class, gender, and sexuality as articulated by African
American women intellectuals from the 19th century to present
with particular emphasis on social scientific theory and
methodology.  Topics include: early black feminist thought;
comparisons of black and white women's feminisms; third-wave
black feminist thought; sexuality, the body, and hip-hop.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-328","College of Liberal Arts","African American Studies Program"
"Aas 330","Racism and Religion","African American Studies Program","This course examines the intersections between racism and religion in
relationships between Christianity and African Americans in the U.S.;
Jews in the U.S. during the 19th and 20th centuries; and the treatment
of Muslims in the U.S. since Sept. 11, 2001.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-330","College of Liberal Arts","African American Studies Program"
"Aas 334","Introduction to Field Work Techniques","African American Studies Program","Examination of theory, practice, and tradition of documentary field
research, including the use of photography, film and video, and tape
recorders.  Special emphasis on documentary study of the American South.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-334","College of Liberal Arts","African American Studies Program"
"Aas 337","Anthropology of Blues Culture","African American Studies Program","Examines the blues in all its myriad social and cultural roles and
contexts, using the anthropological models and approaches of the oral
and musical arts, linguistics, ethnohistory, ethnography, religion, and
ritual analysis among others.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-337","College of Liberal Arts","African American Studies Program"
"Aas 341","African American Lit Survey to 1920","African American Studies Program","Students will examine selected African American prose, poetry, and drama
from early settlement to the 20th century.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-341","College of Liberal Arts","African American Studies Program"
"Aas 342","African American Lit Survey Since 1920","African American Studies Program","Students will examine selected African American prose, poetry, and drama
of the 20th century.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-342","College of Liberal Arts","African American Studies Program"
"Aas 350","Topics in African American History","African American Studies Program","Explores important themes from the perspective of historical studies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-350","College of Liberal Arts","African American Studies Program"
"Aas 351","Topics in AAS Pol & Social Institutions","African American Studies Program","Explores important themes from the perspective of social and behavioral
studies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-351","College of Liberal Arts","African American Studies Program"
"Aas 352","Topics in AAS Culture","African American Studies Program","Explores important themes from the perspective of cultural studies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-352","College of Liberal Arts","African American Studies Program"
"Aas 353","Black Psychology","African American Studies Program","In this course, students will examine Black psychology’s historical
context and growth, analyze research methodologies and theoretical
frameworks, and develop critical thinking on psychological liberation
and wellness for African/Black communities.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-353","College of Liberal Arts","African American Studies Program"
"Aas 360","Topics in African Amer. Studies Abroad","African American Studies Program","Students do departmentally approved course work at a foreign university.
May be repeated with permission of director of the African American
Studies program.","1 - 6 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-360","College of Liberal Arts","African American Studies Program"
"Aas 362","African American Women's History","African American Studies Program","This course is an introduction to African American women's history,
exploring the epistemology and scholarship of the field.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-362","College of Liberal Arts","African American Studies Program"
"Aas 363","African American Genres","African American Studies Program","This course is an intensive study of genres, subgenres, or forms.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-363","College of Liberal Arts","African American Studies Program"
"Aas 364","Studies in African American Lit","African American Studies Program","May be repeated once for credit if topic varies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-364","College of Liberal Arts","African American Studies Program"
"Aas 366","African American Science Fiction Lit","African American Studies Program","African American science fiction and speculative fiction.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-366","College of Liberal Arts","African American Studies Program"
"Aas 367","Blues Tradition in American Literature","African American Studies Program","This course will examine how writers have translated the oral culture
and social milieu of blues musicians into a range of literary forms,
including epigrams, poems, stories, novels, plays, folkloric interviews,
and autobiographies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-367","College of Liberal Arts","African American Studies Program"
"Aas 368","African American Lit and the Classics","African American Studies Program","This course examines the engagement of African American writers and
thinkers with the Greek and Roman classical past, with particular
attention to how classics has functioned both as foundation and foil for
literary articulations of Black identity and experience.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-368","College of Liberal Arts","African American Studies Program"
"Aas 370","African American Legal Experience","African American Studies Program","This course covers legal issues germane to America's Black population,
with a focus on statutory law development.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-370","College of Liberal Arts","African American Studies Program"
"Aas 372","Decolonization in Africa","African American Studies Program","This course will focus on the decline of European political power over
Africa since the mid-1950s. It will examine different theories of
decolonization and examine the genesis and development of nationalism
across Africa.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-372","College of Liberal Arts","African American Studies Program"
"Aas 373","Studies in Comparative Black Lit","African American Studies Program","Students will examine various black literatures, including African,
African-American, and African-Caribbean, in a comparative, socio-
cultural context.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-373","College of Liberal Arts","African American Studies Program"
"Aas 374","Survey of Carribbean Literature","African American Studies Program","This course is a survey of Caribbean literatures from pre-Columbian
cultures to the present.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-374","College of Liberal Arts","African American Studies Program"
"Aas 375","Survey of African Literature","African American Studies Program","This course is a survey of the development of African literatures in the
context of African history and of the political, social, and cultural
forces that have influenced various African countries.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-375","College of Liberal Arts","African American Studies Program"
"Aas 376","History of West Africa to 1800","African American Studies Program","This course provides a summary of the major political, economic, and
social developments in West Africa from early times until 1800.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-376","College of Liberal Arts","African American Studies Program"
"Aas 377","History of West Africa Since 1800","African American Studies Program","This course provides a summary of the major political, economic, and
social developments in West Africa since 1800.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-377","College of Liberal Arts","African American Studies Program"
"Aas 378","Africa since Independence","African American Studies Program","This course is a history of Africa’s recent past, focusing on the era
since 1960, when African nations began winning independence from
colonial rule.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-378","College of Liberal Arts","African American Studies Program"
"Aas 385","History of Mass Incarceration in the US","African American Studies Program","This course will explore the historical origins of this modern carceral
state and contemporary solutions by criminal legal reformers and prison
abolitionists.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-385","College of Liberal Arts","African American Studies Program"
"Aas 386","African and African American Arts","African American Studies Program","Interdisciplinary approach to the continuities between traditional and
contemporary African and African American arts, with emphasis on
architecture, sculpture, ceramics, textiles, basketry, jewelry, dance,
and music.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-386","College of Liberal Arts","African American Studies Program"
"Aas 388","African Art","African American Studies Program","This course introduces students to the art of Africa through an in-depth
study of the artistic repertoires of select cultures that are
representative of the continent’s various regions.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-388","College of Liberal Arts","African American Studies Program"
"Aas 390","Nationalism in Africa","African American Studies Program","This course introduces students to the development of nationalism in
20th-century Africa.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-390","College of Liberal Arts","African American Studies Program"
"Aas 391","Philosophy of Race","African American Studies Program","This course examines concepts such as race, ethnicity, and racism,
including how these concepts emerge, how they might change over time,
and how they relate to other concepts such as gender and class.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-391","College of Liberal Arts","African American Studies Program"
"Aas 392","Modern Africa","African American Studies Program","Analysis of the major trends in African history from 1800 to the
present.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-392","College of Liberal Arts","African American Studies Program"
"Aas 393","History of Southern Africa","African American Studies Program","This course is a history of Southern Africa that focuses on the imprint
of European settlement, the movement of migrant workers, and the bonds
of trade and capital.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-393","College of Liberal Arts","African American Studies Program"
"Aas 394","History of Islam in Africa","African American Studies Program","This course explores the history of Islam in Africa from the seventh
century through the 20th century. The primary focus is on West and East
Africa.  Topics include Muslim minorities in non-Muslim societies, Islam
and slavery, women in Muslim societies, Jihad movements in Africa,
Muslim responses to the 19th-century European expansion, Islam and
colonialism and Islam and post-colonial developments.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-394","College of Liberal Arts","African American Studies Program"
"Aas 395","Survey of Black American Art","African American Studies Program","History and appreciation of the art of black Americans with emphasis on
painting, sculpture, architecture, and other plastic art forms.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-395","College of Liberal Arts","African American Studies Program"
"Aas 412","Studies in Black Popular Culture","African American Studies Program","Using a broad definition of black popular culture, this course
will consider the relationship between representation and
everyday life and pay particular attention to the production,
dissemination, and consumption of black images produced by both
blacks and non-blacks in the public arena.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-412","College of Liberal Arts","African American Studies Program"
"Aas 413","Race and Ethnicity","African American Studies Program","Economic, political, cultural, and historical dimensions of contemporary
racial and ethnic relations in both U.S. and international contents.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-413","College of Liberal Arts","African American Studies Program"
"Aas 414","Race, Place, and Space","African American Studies Program","This course explores the significance of race, place, and space to
modern identity formation. Through a multiple-disciplinary exploration,
we will analyze the influence of social, political, cultural, and
historical factors on the development of real and perceived ""racialized
places and spaces,"" identities, and experiences in America, with special
emphasis on gender and the American South.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-414","College of Liberal Arts","African American Studies Program"
"Aas 421","Readings in U.S. Black Feminism","African American Studies Program","Students will study the development, expression, ideology, and
praxis of the politics African American women have developed to
simultaneously counter both racism and sexism.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-421","College of Liberal Arts","African American Studies Program"
"Aas 423","Black Women's Enterprise & Activism","African American Studies Program","This course explores the history of enterprising African American women
and their political and social activism from the early 19th century
through the late 20th century.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-423","College of Liberal Arts","African American Studies Program"
"Aas 438","The Rise and Fall of American Slavery","African American Studies Program","This course is an exploration of the rise and fall of slavery in the
United States from its colonial origins in 1619 through the end of
Reconstruction in 1877, with an eye toward placing American slavery in a
broader Atlantic context.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-438","College of Liberal Arts","African American Studies Program"
"Aas 440","History of African Americans in Sports","African American Studies Program","This course is a historical survey of African Americans and their roles
in various sports, beginning with black participation in the late 19th
century and chronicling that involvement into the 21st century.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-440","College of Liberal Arts","African American Studies Program"
"Aas 442","The New Negro Era","African American Studies Program","Students will study the politics, artistic production, and
changing natures of African American identity and racial politics
in the period between World War I and World War II.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-442","College of Liberal Arts","African American Studies Program"
"Aas 443","The Civil Rights Era","African American Studies Program","This course examines the African American struggle for civil equality,
emphasizing the role of African Americans, the resistance of other
racial and ethnic groups, and the role of federal and state
agents/agencies from the perspective of political and social history.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-443","College of Liberal Arts","African American Studies Program"
"Aas 444","African Americans in Film and Television","African American Studies Program","This course is a survey of African Americans in film and television
during the early 20th century through the 21st century. It will examine
how the images of African Americans in film and television have
significantly changed and how those images have often remained the same.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-444","College of Liberal Arts","African American Studies Program"
"Aas 468","Major African American Writers","African American Studies Program","This course is a comparative look at the development and impact of
African American writers.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-468","College of Liberal Arts","African American Studies Program"
"Aas 469","Special Topics in African American Lit","African American Studies Program","May be repeated once for credit if topic varies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-469","College of Liberal Arts","African American Studies Program"
"Aas 473","Prison & the Literary Imagination","African American Studies Program","Students will explore how writers of 20th-century African American
literature depict prison life and issues related to the U.S. criminal
justice system","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-473","College of Liberal Arts","African American Studies Program"
"Aas 477","Rhetorics of Race in the US South","African American Studies Program","This course explores the rhetorical landscape of the U.S. South.
Students will study debates about racialized words and symbols. They
will develop research projects that complicate simplistic notions of
race, identity, and region.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-477","College of Liberal Arts","African American Studies Program"
"Aas 479","Special Topics in Comparative Black Lit","African American Studies Program","May be repeated for credit if topic varies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-479","College of Liberal Arts","African American Studies Program"
"Aas 480","African American Studies Senior Seminar","African American Studies Program","Capstone of the African American studies major using the seminar format
to integrate interdisciplinary approaches to themes in African American
culture, history, and institutions.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-480","College of Liberal Arts","African American Studies Program"
"Aas 481","Special Topics in Carribbean Literature","African American Studies Program","May be repeated once for credit if topic varies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-481","College of Liberal Arts","African American Studies Program"
"Aas 483","Special Topics in African Literature","African American Studies Program","May be repeated once for credit if topic varies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-483","College of Liberal Arts","African American Studies Program"
"Aas 493","Special Topics in Race and Ethnicity","African American Studies Program","May be repeated once for credit if topic varies.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-493","College of Liberal Arts","African American Studies Program"
"Aas 498","AAS Directed Study","African American Studies Program","Individual study of an issue or topic in an area of specialization where
the student has demonstrated the interest and competence necessary for
independent research. The issue topic must be selected in conference
with appropriate faculty.","3 - 6 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-498","College of Liberal Arts","African American Studies Program"
"Aas 501","African American Studies Seminar","African American Studies Program","Research, using the seminar format to focus on the African American
experience during key historical periods:  African origins, slave trade
era, slavery, emancipation, urban migrations, and social and political
integration.  Special attention will be given to the socioeconomic,
cultural, and political development of African Americans and the context
within which it has occurred.  Course content will vary.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-501","College of Liberal Arts","African American Studies Program"
"Aas 504","Research in African American Studies","African American Studies Program","Intellectual history of research about the African American experience
and the rise of African American studies.  Critical examination of past
and current research and its significance to various disciplines.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-504","College of Liberal Arts","African American Studies Program"
"Aas 509","Historiography of African American Hist","African American Studies Program","An introduction to the research methods and principles of historiography
as applied to specific events and issues in African American history.
The course will focus on how African American history has been, and is
being written.  Topics include the major historians, theories, sources,
uses of authentic materials, and fields of investigation.  Does not
satisfy history department M.A. 500-level historiography requirements.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-509","College of Liberal Arts","African American Studies Program"
"Aas 517","African American Musical Tradition","African American Studies Program","A study of the historical and stylistic development of African American
music from ancient Africa to present.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-517","College of Liberal Arts","African American Studies Program"
"Aas 518","History of Jazz","African American Studies Program","A historical survey of American jazz with an emphasis on the musical
styles and genres of specific African American composers and musicians.","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-518","College of Liberal Arts","African American Studies Program"
"Aas 593","African American Literature","African American Studies Program","Selected Afrrican American prose, poetry, fiction, and drama, with
emphasis on major figures, themes, periods, and movements.  (May be
repeated once for credit).","3 Credits","https://catalog.olemiss.edu/liberal-arts/african-american-studies-program/aas-593","College of Liberal Arts","African American Studies Program"
"Acad 591","Academia Advanced Practice Experience","Pharmacy Practice","A calendar month (40 hours/week) elective experiential rotation
in an academic setting that provides fourth-year professional students
with opportunities to explore issues in academia.","4 Credits","https://catalog.olemiss.edu/pharmacy/pharmacy-practice/acad-591","School of Pharmacy","Pharmacy Practice"
"Accy 201","Introduction to Accounting Principles I","Patterson School of Accountancy","Financial accounting principles and procedures for proprietorships,
partnerships, and corporations, with emphasis on recording and analyzing
accounting transactions and preparing financial statements; introduction
to accounting systems and forms of business organizations.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-201","Patterson School of Accountancy",""
"Accy 202","Introduction to Accounting Principles II","Patterson School of Accountancy","Continuation of financial accounting principles with financial statement
analysis and cash flows; an emphasis on management’s use of accounting
data for management reports, cost behavior and accumulation, budgeting,
and other managerial accounting topics.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-202","Patterson School of Accountancy",""
"Accy 300","Fundamentals of Financial Accounting","Patterson School of Accountancy","A review and synthesis of the accounting cycle, the accrual
accounting process and the measurement and reporting of assets,
liabilities and equity.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-300","Patterson School of Accountancy",""
"Accy 301","Administrative Accounting","Patterson School of Accountancy","Planning and control through accounting, information systems, cost
determination, financial statement analysis and interpretation.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-301","Patterson School of Accountancy",""
"Accy 302","Fundamentals of Accounting Data Analytic","Patterson School of Accountancy","Introduction to data analytics and the application of statistics to
solve introductory accounting problems across a broad range of topics,
including financial, tax, audit, managerial, and forensic accounting.
Course covers three technologies, including Excel, Tableau and/or
PowerBI, and Alteryx. Students will practice critical thinking, written
communication, problem solving, and statistics.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-302","Patterson School of Accountancy",""
"Accy 303","Financial Accounting I","Patterson School of Accountancy","Principles underlying financial statements: current assets, current
liabilities, and investments.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-303","Patterson School of Accountancy",""
"Accy 304","Financial Accounting II","Patterson School of Accountancy","Continuation of Accy 303: plant and equipment, intangible assets,
long-term liabilities, corporate capital, and analysis of financial
statements.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-304","Patterson School of Accountancy",""
"Accy 309","Cost Control","Patterson School of Accountancy","Job-order cost accounting, accumulation and allocation of factory
overhead, fundamentals of process costs, and by-products and joint
products.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-309","Patterson School of Accountancy",""
"Accy 310","Systems","Patterson School of Accountancy","Principles underlying establishment of complete accounting systems,
application to typical business organizations, and emphasis on the
functions of control and protection.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-310","Patterson School of Accountancy",""
"Accy 401","Auditing","Patterson School of Accountancy","General standards and procedures for a contemporary audit, working
papers, and reports.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-401","Patterson School of Accountancy",""
"Accy 402","Advanced Accounting","Patterson School of Accountancy","Specialized accounting problems including partnerships, installment
sales, consignments, branch accounting and consolidations, and fiduciary
relationships.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-402","Patterson School of Accountancy",""
"Accy 404","Accounting Theory","Patterson School of Accountancy","The function of accounting in society, structure of contemporary
accounting theory, conceptual elements of accounting, nature of net
income, and other related fields.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-404","Patterson School of Accountancy",""
"Accy 405","Income Taxes I","Patterson School of Accountancy","Federal and state income taxes for individuals, including research
procedures.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-405","Patterson School of Accountancy",""
"Accy 407","Governmental Accounting","Patterson School of Accountancy","Procedures for government units, particularly municipalities; emphasis
on budgetary and fund accounts.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-407","Patterson School of Accountancy",""
"Accy 411","Business Law","Patterson School of Accountancy","Major principles and topics of law encountered by accounting majors and
CPA candidates; contracts, the Uniform Commercial Code, property
rights-real and personal, bailments, sales, commercial paper,
bankruptcy, agency corporations, and wills and estates.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-411","Patterson School of Accountancy",""
"Accy 420","Independent Study","Patterson School of Accountancy","Reading and research in a topic in the field of accountancy.","1 - 6 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-420","Patterson School of Accountancy",""
"Accy 421","Accountancy Honors Professional Developm","Patterson School of Accountancy","tudents will participate in case development and a professional speaker
series.  Students will prepare cases every other week. These cases will
deal with current events, economics, the accounting profession,
financial reporting, judgment, and analytics. Representatives from the
accounting profession will speak and engage with the class in
alternative weeks – focusing on current topics and/or success
preparation.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-421","Patterson School of Accountancy",""
"Accy 422","Accountancy Honors Professional Research","Patterson School of Accountancy","Students participate in case development and an in-depth case
exhibition. The case exhibition serves as the oral defense of the
student’s practicum work.  Cases will deal with current events,
economics, the accounting profession, financial reporting, judgment, and
analytics. The case exhibition develops presentation and communication
skills. Accounting professionals serve as the audience and provide
questions to each group during a Q&A debrief.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-422","Patterson School of Accountancy",""
"Accy 501","Internal Auditing","Patterson School of Accountancy","Emphasis on proper internal controls, compliance with applicable laws,
regulations, and policies, and fraud detection methods and analytical
practices.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-501","Patterson School of Accountancy",""
"Accy 502","Oil and Gas Accounting","Patterson School of Accountancy","Accounting for exploration, development, production, and reserve
recognition for firms in the petroleum industry; related topics in
income taxes also are covered.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-502","Patterson School of Accountancy",""
"Accy 503","Speaker's Edge","Patterson School of Accountancy","This course explores current theory and practice of effective
communication in a competitive business environment. It uses active
learning to enhance the classroom experience.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-503","Patterson School of Accountancy",""
"Accy 504","Standard Costs","Patterson School of Accountancy","Trends in costing based on standards in manufacturing industries,
setting standards, measuring actual costs against standards, and
disposition of variances.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-504","Patterson School of Accountancy",""
"Accy 505","Taxation for Non-Accountants","Patterson School of Accountancy","Fundamentals of federal taxation, including the background knowledge
necessary to recognize the tax consequences of business and investment
decisions.","3 Credits","https://catalog.olemiss.edu/patterson-accountancy/accy-505","Patterson School of Accountancy",""
