"department","course_code","course_name","course_hours","course_description"
"Accounting Courses (ACCT)","ACCT:4001","Continuing Education: Special Topics in Accounting","arr.","Independent study topics determined by faculty member."
"Accounting Courses (ACCT)","ACCT:4050","Directed Readings in Accounting","arr.","Individual guided readings in accounting topics. Requirements: admission to Professional Program in Accounting."
"Accounting Courses (ACCT)","ACCT:4100","Auditing","3 s.h.","General framework underlying auditing, role of audit standards in planning and conduct of audits, effect of regulation, ethics, liability on audit practices. Prerequisites: ACCT:3300 and ( BAIS:2800 or ECON:4800 or STAT:2020 )."
"Accounting Courses (ACCT)","ACCT:4200","Advanced Managerial Accounting Analytics","3 s.h.","Advanced topics in cost estimation, measurement, accumulation; use of cost data for decision-making, performance evaluation in multi-unit organizations. Prerequisites: ( STAT:2020 or ECON:4800 or STAT:4101 or BAIS:2800 ) and ( CS:2110 or BAIS:3005 ) and ACCT:2100 and ACCT:2200 ."
"Accounting Courses (ACCT)","ACCT:4220","Design and Use of Cost Management Systems","3 s.h.","Development of cost accumulation and reporting systems that complement a firm's strategy and structure; how activity-based cost management systems increase competitiveness by helping a firm manage its costs, processes, and people. Prerequisites: ACCT:4200 ."
"Accounting Courses (ACCT)","ACCT:4280","Cybersecurity","3 s.h.","High-level view of computer security and fostering a cybersecurity mindset which is in demand across all industries; frequent change of perspective from employee to CEO, casual home user, and hacker; broad range of topics; actionable items to make daily digital interactions more secure. Prerequisites: BAIS:3005 or CS:1210 or CS:2110 or CS:2230 or CS:3330 or ENGR:2730 . Same as BAIS:4280 ."
"Accounting Courses (ACCT)","ACCT:4300","Accounting Ethics and Law","3 s.h.","Integration of ethics with study of legal topics for accountants (e.g., contracts, debtor-creditor law, agency law, employment law, securities law, accountant's legal liability, business entities); selections from American Institute of Certified Public Accountants (AICPA) Code of Professional Conduct; students analyze ethical considerations of essential topics (e.g., fraud, fiduciary duties). Prerequisites: ACCT:2100 and ACCT:2200 ."
"Accounting Courses (ACCT)","ACCT:4400","Advanced Financial Accounting","3 s.h.","Accounting and reporting standards for business combinations, including mergers, consolidations, and multinational enterprises; accounting for partnerships, business segments, transactions denominated in foreign currency, including hedges using foreign currency derivate instruments; reporting standards for interim financial statements and fund accounting applied to government and nonprofit entities. Prerequisites: ACCT:3300 ."
"Accounting Courses (ACCT)","ACCT:4500","Accounting Measurement: Research and Analysis","3 s.h.","How uncertainty and risk influence accounting judgments, estimates, and forecasts that underlie reported financial statement amounts; applications drawn from familiar accounting measurement challenges and those unique to industries (e.g., airline transportation, healthcare, insurance, gaming, oil and gas exploration). Prerequisites: ACCT:3300 . Corequisites: ACCT:4100 ."
"Accounting Courses (ACCT)","ACCT:4600","Research Seminar for Tax Professionals","2 s.h.","Understanding of the methodology used by tax professionals to research the Internal Revenue Code, Treasury Regulations, and case law; emphasis on evaluation and application of tax law to specific facts and circumstances to address tax compliance and tax planning opportunities faced by tax practitioners and their clients. Prerequisites: ACCT:3500 ."
"Accounting Courses (ACCT)","ACCT:4999","Honors Thesis in Accounting","arr.","Independent student project directed by faculty or staff advisor; culminates in thesis that conforms to University of Iowa Honors Program guidelines; may include empirical research, library research, applied projects. Prerequisites: BUS:1999 ."
"Accounting Courses (ACCT)","ACCT:7850","Seminar in Accounting Research","arr.","Forum on current research in accounting, related disciplines; faculty, student, guest papers, PhD dissertation proposals. Requirements: PhD enrollment."
"Accounting Courses (ACCT)","ACCT:7900","Seminar in Selected Accounting Topics","arr.","Individual study, research paper preparation. Requirements: PhD enrollment."
"Accounting Courses (ACCT)","ACCT:7950","Directed Readings in Accounting","arr.","Individual guided readings in accounting topics."
"Accounting Courses (ACCT)","ACCT:7975","Thesis: Accounting","arr.","Requirements: PhD enrollment."
"Accounting Courses (ACCT)","ACCT:9020","Strategic Cost Analysis","2-3 s.h.","Introduction to cost accumulation, reporting, cost management systems; managerial and divisional performance evaluation; appropriate use of cost data for short- and long-run decisions; product costing in manufacturing and service industries. Prerequisites: MBA:8140 ."
"Accounting Courses (ACCT)","ACCT:9030","Financial Accounting Standards and Analysis","2-3 s.h.","Accounting model, underlying measurement concepts, valuation rules for assets, liabilities, related issues of income determination; emphasis on economic substance of transactions, evaluation and interpretation of financial data. Prerequisites: MBA:8140 ."
"Accounting Courses (ACCT)","ACCT:9040","Financial Statement Analysis and Forecasting","3 s.h.","Use of corporate financial statements for investment and lending decisions; emphasis on financial analysis techniques, valuation, business analysis, cash flow projections, credit scoring, related research evidence. Prerequisites: MBA:8140 or ( ACCT:3200 and ACCT:3300 ). Recommendations: for Iowa MBA majors, MBA:8180 or prior undergraduate finance course."
"Accounting Courses (ACCT)","ACCT:9050","Taxes and Business Strategy","2-3 s.h.","Effect of taxes on business decisions, including investment strategies, capital structure decisions, compensation policies, international business, mergers and acquisitions, and financial reporting. Prerequisites: ACCT:3020 or ACCT:3500 or MBA:8140 or LAW:8194 . Requirements: graduate standing in business."
"Accounting Courses (ACCT)","ACCT:9110","Special Topics in Taxation","3 s.h.","Timely and relevant topics in taxation and/or topics related to taxation not covered in ACCT:3400 and ACCT:3500 . Prerequisites: ACCT:3500 or LAW:8194 ."
"Accounting Courses (ACCT)","ACCT:9120","Design and Use of Cost Management Systems","3 s.h.","Development of cost accumulation and reporting systems that complement a firm's strategy and structure; how activity-based cost management systems increase competitiveness by helping a firm manage its costs, processes, people. Prerequisites: ACCT:4200 or ACCT:9020 ."
"Accounting Courses (ACCT)","ACCT:9130","Financial Reporting: Theory and Practice","3 s.h.","Corporate accounting choices in framework of traditional accounting theory, economic consequences, firm valuation. Prerequisites: ACCT:3300 . Requirements: graduate standing in business."
"Accounting Courses (ACCT)","ACCT:9140","Advanced Auditing","3 s.h.","Advanced issues such as ethics, internal control audits, forensic auditing, and fair value auditing. Prerequisites: ACCT:4100 . Requirements: graduate standing in business."
"Accounting Courses (ACCT)","ACCT:9150","Research Seminar for Tax Professionals","3 s.h.","Understanding of the methodology used by tax professionals to research the Internal Revenue Code, Treasury Regulations, and case law; emphasis on evaluation and application of tax law to specific facts and circumstances to address tax compliance and tax planning opportunities faced by tax practitioners and their clients. Prerequisites: ACCT:3500 . Requirements: admission to MAc program."
"Accounting Courses (ACCT)","ACCT:9170","Advanced Accounting Analytics","3 s.h.","Application of the latest business intelligence software packages to real world problems from auditing, managerial, financial, and tax accounting; how to use Big Data to make better business decisions and identify potential risks and opportunities. Prerequisites: ACCT:4100 and ACCT:4200 . Corequisites: BAIS:9210 ."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:1000","First-Year Seminar","1 s.h.","Small discussion class taught by a faculty member; topics chosen by instructor; may include outside activities (e.g., films, lectures, performances, readings, visits to research facilities). Requirements: first- or second-semester standing."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:1001","Introductory Seminar on Actuarial Science","1 s.h.","Introduction to actuarial science; U.S. actuarial organizations and actuarial qualification process; program requirements and tips for academic success; career center, actuarial club, and internships; actuarial career; ethics; communication; introduction to actuarial computing."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:3080","Mathematics of Finance I","3 s.h.","Mathematics of compound interest, annuities certain, loan amortization schedules, bonds, yield rates, and introduction to interest rate risk management. Prerequisites: MATH:1860 with a minimum grade of B-. Requirements: calculus II or graduate standing."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:3110","Actuarial Exam P Preparation","1 s.h.","Preparation for the Society of Actuaries exam P. Corequisites: STAT:3100 or STAT:4100 or STAT:5100 ."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:3210","Actuarial Exam FM Preparation","1 s.h.","Preparation for the Society of Actuaries exam FM. Corequisites: ACTS:3080 , if not taken as a prerequisite."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:4130","Quantitative Methods for Actuaries","3 s.h.","Survival distributions, life tables, life insurance, life annuities, and premiums. Offered fall semesters. Prerequisites: STAT:3100 with a minimum grade of B- and ACTS:3080 with a minimum grade of C+. Corequisites: STAT:4100 or STAT:5100 . Requirements: multivariate calculus and linear algebra."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:4150","Fundamentals of Short-Term Actuarial Mathematics","3 s.h.","Severity, frequency, aggregate loss, estimation, credibility theory, pricing, and reserving for short-term insurance coverages; option pricing. Offered spring semesters. Prerequisites: STAT:4100 with a minimum grade of C+ or STAT:5100 with a minimum grade of C+. Corequisites: STAT:4101 or STAT:5101 ."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:4160","Topics in Actuarial Science","arr.","Selected topics in actuarial science, financial mathematics, and quantitative risk management."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:4180","Life Contingencies I","3 s.h.","Reserves, multi-life models, multiple-decrement models, and Markov chains. Offered spring semesters. Prerequisites: ACTS:3080 with a minimum grade of C+ and ACTS:4130 with a minimum grade of C+ and ( STAT:4100 with a minimum grade of C+ or STAT:5100 with a minimum grade of C+)."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:4280","Life Contingencies II","3 s.h.","Multistate models, pension mathematics, emerging costs for traditional and equity-linked insurance, profit testing, profit measures, and embedded options. Offered fall semesters. Prerequisites: ACTS:4180 with a minimum grade of C+."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:4380","Mathematics of Finance II","3 s.h.","Derivatives markets, forwards, options, pricing models, and actuarial applications. Prerequisites: ACTS:3080 with a minimum grade of C+. Requirements: mathematical statistics, multivariate calculus, and linear algebra."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:4990","Readings in Actuarial Science","arr.",""
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:6160","Topics in Actuarial Science","arr.","Selected topics in actuarial science, financial mathematics, and quantitative risk management."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:6200","Predictive Analytics","3 s.h.","Linear mixed models; generalized linear mixed models; generalized additive models; applications of these models using associated R packages. Prerequisites: STAT:4560 . Corequisites: STAT:4561 . Requirements: comfort working with R software environment. Same as DATA:6200 , STAT:6200 ."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:6480","Loss Distributions","3 s.h.","Severity, frequency, and aggregate models and their modifications; risk measures; construction of empirical models. Offered spring semesters. Prerequisites: STAT:4101 or STAT:5101 . Corequisites: ACTS:6580 ."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:6580","Credibility and Survival Analysis","3 s.h.","Construction and selection of parametric models, credibility, and simulation. Offered spring semesters. Prerequisites: STAT:4101 or STAT:5101 . Corequisites: ACTS:6480 ."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:6990","Readings in Actuarial Science","arr.","Supervised reading and research in actuarial science, financial mathematics, or quantitative risk management."
"Actuarial Science Courses (Statistics and Actuarial Science) (ACTS)","ACTS:7730","Advanced Topics in Actuarial Science/Financial Mathematics","arr.","Selected advanced topics in actuarial science, financial mathematics and quantitative risk management."
"Aerospace Studies Courses (AERO)","AERO:1100","Air Force Heritage and Values I","1 s.h.","Introduction to the United States Air Force and Air Force Reserve Officer Training Corps (AFROTC); featured topics include structure of the U.S. Air Force, the Air Force's capabilities, career opportunities, benefits, Air Force installations, core values, leadership, teambuilding, and communication skills. Requirements: first-year or sophomore standing."
"Aerospace Studies Courses (AERO)","AERO:1119","Crosstown Air Force Mentoring","0 s.h.","Mentoring opportunity from an Air Force Officer as needed to provide guidance on the Air Force way of life; for crosstown enrolled Air Force ROTC students. Requirements: crosstown enrollment as AFROTC cadet."
"Aerospace Studies Courses (AERO)","AERO:1150","AFROTC Leadership Laboratory (LLAB) AS 100-FA","1 s.h.","A progression of experiences designed to develop leadership ability; military customs and courtesies, drill and ceremonies, military professional development, the life and work of a junior officer; leadership skills in a practical, supervised military lab setting. Offered fall semesters. Corequisites: AERO:1100 . Requirements: first-year or sophomore standing."
"Aerospace Studies Courses (AERO)","AERO:1159","Crosstown Air Force ROTC","0 s.h.","A progression of experiences designed to develop leadership ability; military customs and courtesies, drill and ceremonies, and military professional development. Requirements: crosstown enrollment as AFROTC cadet."
"Aerospace Studies Courses (AERO)","AERO:1200","Air Force Heritage and Values II","1 s.h.","Introduction to the United States Air Force (USAF) and Air Force Reserve Officer Training Corps (AFROTC); featured topics include evolution of the U.S. Air Force/Air Force history, principles of war/tenets of air power, what the Air Force brings to the joint fight, Department of the Air Force, and Air Force major commands; leadership concepts including ethical decision-making, communication, and professional speaking opportunities. Requirements: first-year or sophomore standing."
"Aerospace Studies Courses (AERO)","AERO:1250","AFROTC Leadership Laboratory (LLAB) AS 100-SP","1 s.h.","A progression of experiences designed to develop leadership ability; military customs and courtesies, drill and ceremonies, military professional development, the life and work of a junior officer; leadership skills in a practical, supervised military lab setting. Offered spring semesters. Corequisites: AERO:1200 . Requirements: first-year or sophomore standing."
"Aerospace Studies Courses (AERO)","AERO:2100","Team and Leadership Fundamentals I","1 s.h.","Foundation for leadership and team building; concepts applied in team-building activities and class discussion, including demonstration of basic verbal and written communication; featured topics include listening, followership, and problem solving efficiently."
"Aerospace Studies Courses (AERO)","AERO:2150","AFROTC Leadership Laboratory (LLAB) AS 200-FA","1 s.h.","See AERO:1150 . Offered fall semesters. Corequisites: AERO:2100 ."
"Aerospace Studies Courses (AERO)","AERO:2200","Team and Leadership Fundamentals II","1 s.h.","Foundation for leadership and team building; concepts applied in team building activities and class discussion, including demonstration of basic verbal and written communication; featured topics include conflict management, comprehensive airman fitness, and a leadership capstone."
"Aerospace Studies Courses (AERO)","AERO:2250","AFROTC Leadership Laboratory (LLAB) AS 200-SP","1 s.h.","See AERO:1150 . Offered spring semesters. Corequisites: AERO:2200 ."
"Aerospace Studies Courses (AERO)","AERO:3100","Leadership Studies: Leading People and Effective Communication I","3 s.h.","Builds on leadership fundamentals taught in AERO:2100 and AERO:2200 ; students study leadership and leadership skills to use in their future Air Force environment; profession of arms, communications skills, and ethics; case studies used to examine Air Force leadership situations and demonstrate and exercise practical application of the concepts studied. Requirements: junior or higher standing."
"Aerospace Studies Courses (AERO)","AERO:3150","AFROTC Leadership Laboratory (LLAB) AS 300-FA","1 s.h.","See AERO:1150 . Offered fall semesters. Corequisites: AERO:3100 ."
"Aerospace Studies Courses (AERO)","AERO:3200","Leadership Studies: Leading People and Effective Communication II","3 s.h.","Leadership and leadership skills used in the Air Force environment; continued study of the profession of arms, communication skills, and ethics taught in AERO:3100 ; creating a vision, mentoring, and other leadership fundamentals; students continue to hone their reading, writing, and speaking skills via several communication studies applications; case studies used to examine Air Force leadership situations, and to demonstrate and exercise practical application of the concepts studied; goal is to instill a more in-depth understanding of how to effectively lead people and organizations. Requirements: junior or higher standing."
"Aerospace Studies Courses (AERO)","AERO:3250","AFROTC Leadership Laboratory (LLAB) AS 300-SP","1 s.h.","See AERO:1150 . Offered spring semesters. Corequisites: AERO:3200 ."
"Aerospace Studies Courses (AERO)","AERO:4100","National Security/Leadership Responsibilities and Commissioning Preparation I","3 s.h.","Introduction to the national security process, regional studies, advanced leadership ethics, and Air Force doctrine; focus specifically on current Air Force organization, leadership, and practical knowledge needed for a student's future as an Air Force officer; students improve oral and written communication skills and delve into military professionalism and ethics. Requirements: junior or higher standing."
"Aerospace Studies Courses (AERO)","AERO:4150","AFROTC Leadership Laboratory (LLAB) AS 400-FA","1 s.h.","See AERO:1150 . Offered fall semesters. Corequisites: AERO:4100 ."
"Aerospace Studies Courses (AERO)","AERO:4200","National Security/Leadership Responsibilities and Commissioning Preparation II","3 s.h.","Continuation of AERO:4100 which introduced the national security process, regional studies, advanced leadership ethics, and Air Force doctrine; students expand their knowledge to comprehend the responsibility, authority, and functions of an Air Force commander and selected provisions of the military justice system; designed to prepare cadets for life as a second lieutenant; students continue to improve oral and written communication skills. Requirements: junior or higher standing."
"Aerospace Studies Courses (AERO)","AERO:4250","AFROTC Leadership Laboratory (LLAB) AS 400-SP","1 s.h.","See AERO:1150 . Offered spring semesters. Corequisites: AERO:4200 ."
"African American Studies Courses (AFAM)","AFAM:1000","First-Year Seminar","1 s.h.","Small discussion class; topics chosen by instructor. Requirements: first-year standing."
"African American Studies Courses (AFAM)","AFAM:1020","Introduction to African American Culture","3 s.h.","Examination of Black cultural experiences in the United States and the African diaspora; focus on literature, music, film, comics, anime, popular culture, and visual/performing arts. GE: Understanding Cultural Perspectives. Same as AMST:1030 ."
"African American Studies Courses (AFAM)","AFAM:1030","Introduction to African American Society","3 s.h.","Examination of Black social and historical institutions in the United States and the African diaspora; focus on education, sports, political science, religion, health, criminal justice, history, sociology, and other disciplines. GE: Understanding Cultural Perspectives."
"African American Studies Courses (AFAM)","AFAM:1041","African American Religion and Popular Culture","3 s.h.","Examination of the role African American religions play in shaping 20th century and contemporary popular culture in the United States; students explore recent histories of Black Christianity, American Islam, and African diaspora religions; gender and race; cultural production in hip hop, jazz, rhythm and blues, literature, poetry, film, sports, cuisine, visual art, and style. Same as RELS:1041 ."
"African American Studies Courses (AFAM)","AFAM:1130","The History of African American Film","3 s.h.","History of African American cinema; examination of various cycles of Black movie fare between 1912-1999. GE: Understanding Cultural Perspectives."
"African American Studies Courses (AFAM)","AFAM:1140","Introduction to Contemporary Black Art: Painting, Performance, and Process","3 s.h.","Introduction to African American art in the United States; exploration of major art events (i.e., Harlem Renaissance, Black Arts Movement); study of specific African American artists and their work; influence of race on artistic expression. Same as ARTS:1140 ."
"African American Studies Courses (AFAM)","AFAM:1240","The Art of Listening to Jazz","3 s.h.","What is jazz and its importance; guided introduction to jazz music, anatomy of jazz music, cultural context; development of skills to become an informed listener; process of performing jazz music, its connection with Black culture; focused listening/analysis of prominent jazz artists' work from past and present, including intersection between jazz and hip hop; formal music experience or training not required. GE: Literary, Visual, and Performing Arts. Same as MUS:1740 ."
"African American Studies Courses (AFAM)","AFAM:1241","The Soundtrack of Black America","3 s.h.","Linkage of African American culture and music; Black musical innovations that shaped mainstream American musical tastes over the last century; exploration of relationship between Black music and culture; examples of blues, jazz, gospel, hip hop; artists including Bessie Smith (blues), Mahalia Jackson (gospel), Miles Davis (jazz), Nas and Talib Kweli (hip hop). GE: Understanding Cultural Perspectives. Same as MUS:1741 ."
"African American Studies Courses (AFAM)","AFAM:1250","Introduction to African American Religions","3 s.h.","GE: Values and Society. Same as RELS:1350 ."
"African American Studies Courses (AFAM)","AFAM:1900","Diverse Topics in African American Studies","3 s.h.","Examination of African American experience based on a range of topics covering history and contemporary themes; significant contributions by African Americans to American society and around the world in the arts, literature, politics, music, religion, science, and other areas; evolution of African American culture and critical evaluation of issues, including intersectionality and inequality within specific subjects; social, cultural, and historical resources that challenge assumptions and biases when it comes to racial backgrounds and perspectives; key elements within each selected environment, along with meaningful events and individuals. GE: Understanding Cultural Perspectives."
"African American Studies Courses (AFAM)","AFAM:2064","African American Families: Urban and Suburban","3 s.h.","Racial inequality and experiences of African American families in the United States during the 20th and 21st centuries; historical context for contemporary research on African American family; relative impact of structural and cultural factors on various aspects of African American family life, declining marriage rates, family formation patterns; intersections of race and class in family life; research methods used to examine dynamics of African American family life, including quantitative analysis, structured qualitative interviews, and ethnography. GE: Understanding Cultural Perspectives. Same as SOC:2064 ."
"African American Studies Courses (AFAM)","AFAM:2070","Black Television Culture","3 s.h.","Social and political impact of television dramas featuring people of African descent in the West; examination of production, reception, representation, and industry as it relates to the African American images that are granted tenure on television screens. GE: Understanding Cultural Perspectives. Same as COMM:2069 ."
"African American Studies Courses (AFAM)","AFAM:2072","African American Popular Culture","3 s.h.","Examination of global popularity and impact of African American popular culture. Same as COMM:2072 ."
"African American Studies Courses (AFAM)","AFAM:2076","Race, Ethnicity, and Media","3 s.h.","Introduction to debates about media portrayals of race and ethnicity; focus primarily on entertainment media; use of general analytic perspectives (stereotype analysis, aesthetic analysis, history) applied to real-world examples; address one or more racial/ethnic groups in the United States. Same as COMM:2076 ."
"African American Studies Courses (AFAM)","AFAM:2079","Race and Ethnicity in Sport","3 s.h.","Structural and ideological barriers to racial and ethnic equality in sport, with focus on African American sport experiences; historical and contemporary issues, media representations. Same as SPST:2079 ."
"African American Studies Courses (AFAM)","AFAM:2266","Civil War and Emancipation","3 s.h.","160 years later, what can we learn about American history from studying a war that both killed and liberated an unprecedented number of people? Why did it take a war to end slavery? How did emancipation occur and how did enslaved people accelerate the destruction of U.S. slavery during the war? Same as HIST:2266 ."
"African American Studies Courses (AFAM)","AFAM:2267","African American History to 1877","3 s.h.","Experiences of African and African American people in the American colonies and the states of the new nation; history of Africans and African Americans as early settlers, enslaved and free, in places such as Detroit, Chicago, New York, and New Orleans; interactions with Indigenous people; role in the war for American independence; long history of resistance to slavery and racial discrimination; exploration of the rich history of community building, creation of significant Black social and cultural institutions, and formation of Black political thought and political activism. GE: Understanding Cultural Perspectives. Same as HIST:2267 ."
"African American Studies Courses (AFAM)","AFAM:2268","African American History Since the Civil War","3 s.h.","Exploration of racial oppression of African Americans and multiracial struggles against that oppression since the Civil War era; students examine the history of racism at individualized and systematic levels; historical efforts made by individuals and collective movements in service of the long Black freedom struggle; and the ways these twinned histories have shaped modern America. GE: Understanding Cultural Perspectives. Same as HIST:2268 ."
"African American Studies Courses (AFAM)","AFAM:2463","Topics in African American Literature","3 s.h.","Selected topics in African American literature. Same as ENGL:2463 ."
"African American Studies Courses (AFAM)","AFAM:2465","Selected African American Authors","3 s.h.","Literary works by selected African American authors. Same as ENGL:2465 ."
"African American Studies Courses (AFAM)","AFAM:2500","Black Culture and Experience: Contemporary Issues","3 s.h.","Exploration of various contemporary social topics (e.g., education, religion, literature, theater, media, politics, sports, criminal justice, health, economics); use of readings, interactive experiences, course assignments (reading essays, interview/profile, observation analysis, case study, final paper), and unit quizzes to understand Black life in the 21st century. GE: Understanding Cultural Perspectives."
"African American Studies Courses (AFAM)","AFAM:2700","The Black Image in Sequential Art: Comics, Graphic Novels, and Anime","3 s.h.","Provides a foundation to critically interpret the representation of people of African descent in sequential art; primary focus on serial comic strips, gags, comic books, graphic novels, video games, animation, anime, Manga, film, zines, and televisual examples of Blackness; emphasis of readings and viewing materials on gender, sexualities, economics, ethnicity, the transnational circulation and commodification of the Black image, fandom communities, independent and mainstream sequential art producers. Same as AMST:2700 ."
"African American Studies Courses (AFAM)","AFAM:2770","Black and White Community Politics","3 s.h.","Students study the movement for environmental justice within the broader context of U.S. land use and development to understand environmental racism's prevalence and how it can be addressed; topics include pollution, health, food access, transportation and agricultural practice to land loss, public space, and infrastructure; exploration of perspectives on the environment and environmentalism. Same as GHS:2770 , SOC:2770 ."
"African American Studies Courses (AFAM)","AFAM:2800","African American Women, Health, Hair, and Sexuality","3 s.h.","From the exotic to the erotic, African American women's bodies have been constructed to fulfill a variety of personal and cultural fantasies as well as social functions that are ""killing us softly""; how cultural icons and myths of Black women—Jezebel, Mammy, Tragic Mulatto, Aunt Jemima, Sapphire, Matriarch, Welfare Queen, and more recently, the overachieving Black woman—shape and create restrictions and visions of the self that contribute to health disparities; engaging Black feminist/womanist theory to explore how larger images influence everyday acts of self-care and pleasure, such as hair and sexuality, on the health of African American women. Same as GWSS:2800 ."
"African American Studies Courses (AFAM)","AFAM:3053","The Civil Rights Movement","3 s.h.","History of the American civil rights movement. Same as AMST:3053 , HIST:3253 ."
"African American Studies Courses (AFAM)","AFAM:3100","Critical Race Theory: Culture, Power, and Society","3 s.h.","Examination of the historical context of race and racism in U.S. history; focus on how social structures perpetuate longstanding patterns of racial inequality. Same as AMST:3100 , SOC:3100 ."
"African American Studies Courses (AFAM)","AFAM:3110","Race, Organizations, and Workplace","3 s.h.","Examination of racial discrimination in the American workplace and organizations; historical context for development of complex organizations; various forms of racial discrimination; longstanding patterns of racial inequality central to American organizations. Same as SOC:3110 ."
